Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
10688.1103515625,219000.0,10343.3501953125,9858.064013671876,10588.977726045901,9127.15030129785,88.28419525227135,10129.56656855338,9814.191387794453,315.37518075892694,254.48944336146343,60.885737397463515,2.8179470953709767,4.009048701312168,5.920124908413541,9.276154835239273,0.75,0.7083333333333334,0.0,100.0,99.99999999999999,11.54991405419096,292.9306640625,10395.1796875
10599.009765625,187700.0,10447.128125,9915.105517578126,10691.28157338119,9138.929461775062,89.35669349297692,10201.78859887209,9872.32608244857,329.46251642352036,269.4840579738749,59.97845844964547,-0.8336420845848991,2.0513235116410953,4.299575372093971,7.825133484491449,0.6666666666666666,0.6666666666666666,8.05137617917244,88.08896559286896,96.02965519762297,8.788904708197899,-89.1005859375,10688.1103515625
10508.0595703125,211400.0,10502.66796875,9968.885498046875,10753.264042525749,9184.506953568001,77.15210532446707,10248.907209862924,9919.417451919971,329.48975794295256,281.48519796769045,48.00455997526211,-0.8581008728520297,0.48555827216779957,2.7553282541732766,6.359013649600635,0.6666666666666666,0.6666666666666666,18.941731972828254,75.93067399125853,88.00654652804248,7.912660194131915,-90.9501953125,10599.009765625
10578.5703125,215000.0,10553.7859375,10024.372021484374,10816.774220113623,9231.969822855126,74.58028349218473,10299.624610268627,9968.243589740716,331.38102052791146,291.4643624797347,39.91665804817677,0.6710158209105307,0.6015219983197876,2.816707533685778,6.54352516163552,0.6666666666666666,0.6666666666666666,11.52384924858532,85.35660388196406,83.12541448869717,7.6274248808194685,70.5107421875,10508.0595703125
10652.6396484375,268500.0,10605.2779296875,10079.74599609375,10885.812673351358,9273.679318836143,73.89663252231654,10353.934616140761,10018.939594088626,334.995022052135,300.17049439421476,34.82452765792027,0.7001828578855986,0.7793382596217493,2.9283471400811365,6.748986103017079,0.6666666666666666,0.6666666666666666,4.128194287221032,94.16590906900618,85.15106231407624,7.3529090472133,74.0693359375,10578.5703125
10801.5703125,236600.0,10627.969921875,10143.455029296874,10966.931301233808,9319.97875735994,76.50976954673787,10422.801646349875,10076.912239896874,345.88940645300136,309.3142768059721,36.57512964702926,1.3980634751344916,1.537667684605861,3.8313097902659123,7.637648222532658,0.6666666666666666,0.6666666666666666,0.0,100.0,93.17417098365674,6.310478890837878,148.9306640625,10652.6396484375
10879.080078125,215100.0,10683.983984375,10210.721533203125,11044.223454188887,9377.219612217363,67.32713446996883,10492.998328161433,10136.332079765623,356.6662483958098,318.7846711239397,37.88157727187013,0.7175786796046003,1.9612180137637454,3.8776144815513587,7.762757405628879,0.75,0.7083333333333334,0.0,100.0,98.05530302300205,8.364601955161897,77.509765625,10801.5703125
10600.4404296875,226100.0,10702.46015625,10264.4775390625,11049.100508523781,9479.854569601219,50.096586825952514,10509.527882242366,10170.710476056132,338.8174061862337,322.7912181363985,16.026188049835184,-2.5612427377731306,-0.6524764483418048,0.6879774802132905,4.514561890201238,0.75,0.6666666666666666,29.67343589615592,42.417974063295894,80.80599135443195,6.643630802247181,-278.6396484375,10879.080078125
10609.6396484375,268500.0,10708.6740234375,10315.8865234375,11044.840195521234,9586.932851353768,57.708782934522254,10524.929692426233,10203.223748084381,321.70594434185114,322.57416337748907,-0.8682190356379351,0.08678147677936805,-0.7237811830903843,0.3547336804771682,4.149814582436551,0.75,0.6666666666666666,28.693774784022164,27.378561558202275,56.59884520716605,5.253107354813383,9.19921875,10600.4404296875
10913.2998046875,286600.0,10760.8060546875,10374.414990234374,11097.552460354796,9651.277520113952,68.76267903925589,10584.678940466429,10255.821974499426,328.8569659670029,323.8307238953919,5.026242071611023,2.862115644942951,1.587312697801621,2.674288946247549,6.52683650355144,0.75,0.7083333333333334,0.0,100.0,56.59884520716605,6.675614833261406,303.66015625,10609.6396484375
10747.740234375,207300.0,10750.0400390625,10424.9240234375,11100.306288157073,9749.541758717925,54.83480835624559,10609.765293375442,10292.260364119838,317.5049292556032,322.56556496743417,-5.060635711830969,-1.5170440955116853,-0.1012041978842291,0.7810556245311772,4.395325752319997,0.6666666666666666,0.6666666666666666,24.242203251683755,59.14532756900566,62.1746297090693,4.114700855153645,-165.5595703125,10913.2998046875
10709.9296875,248100.0,10716.2099609375,10468.976513671874,11093.698412165255,9844.254615178494,44.747659282941314,10625.175200163834,10323.198832518368,301.97636764546587,318.44772550304054,-16.471357857574674,-0.35179996957936105,-0.31112527724827727,0.18011524415978347,3.5316980253413206,0.5833333333333334,0.6666666666666666,34.450864948295,39.2434422618544,66.12958994362,3.027845688694354,-37.810546875,10747.740234375
10486.990234375,198800.0,10693.519921875,10497.175537109375,11066.599806899889,9927.751267318861,30.73852755038206,10603.915974657859,10335.331528952194,268.5844457056646,308.4750695435654,-39.89062383790076,-2.081614535576287,-1.7888773124848574,-1.7512217822398362,1.0081542027557293,0.5,0.625,82.28006521472797,0.0,32.79625661028667,-1.8817181950043973,-222.939453125,10709.9296875
10620.8701171875,211200.0,10695.766015625,10520.1990234375,11069.157890034374,9971.240156840628,51.1700197538708,10606.524304277806,10356.482535488145,250.04176878966064,296.78840939278444,-46.74664060312381,1.2766282777079263,-0.5667930986452397,-0.5139291893255857,1.9384037160561136,0.5833333333333334,0.625,68.59561873913333,31.404381260866675,23.549274507573674,0.20624899916026207,133.8798828125,10486.990234375
