Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,MA_20_L1,MA_20_L2,BBands_up_L1
2013-01-02,1462.4200439453125,4202600000,1425.793994140625,1424.93349609375,1453.029691921398,1396.8373002661015,68.39586928686745,1428.4264226353132,1422.2422978274908,6.184124807822172,5.213410279912926,0.9707145279092462,2.5403420320955945,2.558435307091804,2.2909203092933796,2.7756540004831938,0.4166666666666667,0.5833333333333334,0.0,100.0,51.187177292786245,3.027235496254171,36.2301025390625,1426.18994140625,1422.2854919433594,1421.7849975585934,1445.2677964436227
2013-01-03,1459.3699951171875,3829730000,1433.702001953125,1427.549493408203,1458.1310795012405,1396.9679073151653,68.74066323875812,1433.1869722479094,1424.9924976267275,8.194474621181598,5.8096231481666605,2.3848514730149377,-0.2085617494612962,1.9547433561193104,1.8058568969314777,2.413037810139409,0.4166666666666667,0.5416666666666666,5.084262918211453,94.91573708178856,82.8257563200491,3.2392960063115463,-3.050048828125,1462.4200439453125,1424.93349609375,1422.2854919433594,1453.029691921398
2013-01-04,1466.469970703125,3424290000,1443.3760009765624,1430.4089904785155,1464.1541021359876,1396.6638788210435,76.63928425509009,1438.3074335487115,1428.064903039794,10.242530508917524,6.696204620316832,3.546325888600692,0.4865096315322949,1.89739691488093,2.0868516748523005,2.7594898043543243,0.4166666666666667,0.5416666666666666,0.0,100.0,98.30524569392945,2.524538278570983,7.0999755859375,1459.3699951171875,1427.549493408203,1424.93349609375,1458.1310795012405
2013-01-07,1461.8900146484375,3304970000,1455.2679931640625,1432.806494140625,1468.2988246730506,1397.3141636081994,74.2228626528413,1441.9355229486694,1430.5704668626565,11.365056086012828,7.629974913456032,3.735081172556796,-0.3123116153883164,1.0666265859223079,1.6789543728987792,2.3020285580491544,0.3333333333333333,0.5,7.151720785719053,92.84827921428095,95.92133876535642,1.0436881080355014,-4.5799560546875,1466.469970703125,1430.4089904785155,1427.549493408203,1464.1541021359876
2013-01-08,1457.1500244140625,3601600000,1461.460009765625,1434.760498046875,1471.0857141684521,1398.4352819252979,84.43241731906056,1444.2762154818067,1432.5393229775755,11.736892504231264,8.451358431611077,3.2855340726201856,-0.32423713048719993,0.10774794796263876,1.2240710514818731,1.8287295882897636,0.3333333333333333,0.5,14.553339115351255,85.44666088464874,92.7649800329765,1.4862666334301298,-4.739990234375,1461.8900146484375,1432.806494140625,1430.4089904785155,1468.2988246730506
2013-01-09,1461.02001953125,3674390000,1461.1800048828125,1436.8839965820312,1474.1243121433768,1399.6436810206853,79.2345460432215,1446.8521853355674,1434.6490042037735,12.203181131793599,9.201722971647582,3.0014581601460173,0.2655865938542376,-0.0250897681052167,1.3911903292036414,1.9389786626398444,0.3333333333333333,0.5416666666666666,8.510240843285075,91.48975915671491,89.9282330852148,1.2004016671418622,3.8699951171875,1457.1500244140625,1434.760498046875,1432.806494140625,1471.0857141684521
2013-01-10,1472.1199951171875,4081840000,1463.7300048828124,1439.097998046875,1479.0878731808577,1399.1081229128922,64.08241532332383,1450.7395406865853,1437.4246331603226,13.314907526262916,10.024359882570648,3.2905476436922663,0.7597415119266325,0.6231468036090848,1.9141376255137712,2.5261489519696525,0.4166666666666667,0.5416666666666666,0.0,100.0,92.31214001378778,2.9346551051747345,11.0999755859375,1461.02001953125,1436.8839965820312,1434.760498046875,1474.1243121433768
2013-01-11,1472.050048828125,3340650000,1464.8460205078125,1441.2765014648435,1483.4051814268848,1399.1478215028023,70.15276328093776,1454.0180804006686,1439.9894787653448,14.028601635323641,10.825208233121247,3.2033934022023924,-0.004751398615228507,0.4732298836265386,1.6431318774405876,2.3486881135229027,0.4166666666666667,0.5,0.10036784025223333,99.84771128398258,97.11249014689908,3.181557873704384,-0.0699462890625,1472.1199951171875,1439.097998046875,1436.8839965820312,1479.0878731808577
2013-01-14,1470.6800537109375,3003010000,1466.6040283203124,1443.8380065917968,1486.5722382882059,1401.1037748953875,58.18131787322265,1456.5814609099407,1442.2628546872406,14.318606222700055,11.523887831037008,2.7947183916630465,-0.09306715612544088,0.3316709948980612,1.2522770143724518,2.097826302500741,0.4166666666666667,0.4583333333333333,2.0662112454019965,90.38113410636528,96.7429484634492,3.5814216652780217,-1.3699951171875,1472.050048828125,1441.2765014648435,1439.097998046875,1483.4051814268848
2013-01-15,1472.3399658203125,3135350000,1469.6420166015625,1446.7760070800782,1488.8598470036773,1404.692167156479,72.9066992047437,1459.0058462807672,1444.490788845246,14.515057435521154,12.122121751933838,2.39293568358732,0.11286697641588167,0.3257071505323999,1.0520938791633214,2.0542725060646307,0.5,0.4583333333333333,0.0,100.0,96.7429484634492,3.8248354254405688,1.659912109375,1470.6800537109375,1443.8380065917968,1441.2765014648435,1486.5722382882059
