Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,23998.900390625,23655.5,23699.19921875,23721.30078125,1801713100.0,23721.30078125
2015-01-05,23998.869140625,23655.51953125,23699.189453125,23721.3203125,2585193100.0,23721.3203125
2015-01-06,23611.0,23312.5,23515.130859375,23485.41015625,2617976900.0,23485.41015625
2015-01-07,23715.7109375,23332.029296875,23396.69921875,23681.259765625,2181069500.0,23681.259765625
2015-01-08,23941.640625,23719.05078125,23920.349609375,23835.529296875,2011642900.0,23835.529296875
2015-01-09,24169.060546875,23859.490234375,24049.69921875,23919.94921875,2334809800.0,23919.94921875
2015-01-12,24118.58984375,23905.009765625,24118.58984375,24026.4609375,1414586900.0,24026.4609375
2015-01-13,24254.109375,23908.23046875,23908.23046875,24215.970703125,1393185700.0,24215.970703125
2015-01-14,24326.69921875,24056.220703125,24276.330078125,24112.599609375,1462960700.0,24112.599609375
2015-01-15,24369.0,24070.390625,24169.349609375,24350.91015625,1754036200.0,24350.91015625
2015-01-16,24253.08984375,24086.2109375,24196.849609375,24103.51953125,1716809500.0,24103.51953125
2015-01-19,24049.55078125,23590.05078125,23971.23046875,23738.490234375,2945751300.0,23738.490234375
2015-01-20,23997.310546875,23747.919921875,23798.4609375,23951.16015625,1632662200.0,23951.16015625
2015-01-21,24373.279296875,24016.630859375,24036.41015625,24352.580078125,1843495600.0,24352.580078125
2015-01-22,24589.619140625,24438.98046875,24480.01953125,24522.630859375,1679836000.0,24522.630859375
2015-01-23,24896.220703125,24726.76953125,24807.359375,24850.44921875,2375624000.0,24850.44921875
2015-01-26,24916.490234375,24761.55078125,24907.189453125,24909.900390625,1321615900.0,24909.900390625
2015-01-27,24995.080078125,24672.759765625,24995.080078125,24807.279296875,1705133000.0,24807.279296875
2015-01-28,24983.890625,24716.6796875,24799.98046875,24861.810546875,1361037100.0,24861.810546875
2015-01-29,24739.220703125,24524.1796875,24645.19921875,24595.849609375,1864023100.0,24595.849609375
2015-01-30,24771.369140625,24450.05078125,24771.369140625,24507.05078125,1438942200.0,24507.05078125
2015-02-02,24506.810546875,24324.369140625,24347.26953125,24484.740234375,1576244000.0,24484.740234375
2015-02-03,24602.599609375,24327.509765625,24542.490234375,24554.779296875,1552841000.0,24554.779296875
2015-02-04,24824.580078125,24642.5,24750.759765625,24679.759765625,1836282100.0,24679.759765625
2015-02-05,25048.259765625,24642.810546875,25048.259765625,24765.490234375,2343789500.0,24765.490234375
2015-02-06,24843.19921875,24645.759765625,24843.19921875,24679.390625,1440536200.0,24679.390625
2015-02-09,24657.869140625,24449.48046875,24529.55078125,24521.0,1285537200.0,24521.0
2015-02-10,24583.7890625,24422.849609375,24475.0390625,24528.099609375,1028014100.0,24528.099609375
2015-02-11,24551.740234375,24266.6796875,24512.619140625,24315.01953125,1261415500.0,24315.01953125
2015-02-12,24514.490234375,24226.2890625,24377.58984375,24422.150390625,1472143500.0,24422.150390625
2015-02-13,24702.5390625,24521.130859375,24535.66015625,24682.5390625,1342650600.0,24682.5390625
2015-02-16,24771.599609375,24687.150390625,24717.490234375,24726.529296875,926608300.0,24726.529296875
2015-02-17,24855.75,24653.880859375,24653.880859375,24784.880859375,822899900.0,24784.880859375
2015-02-18,24871.7890625,24806.060546875,24836.05078125,24832.080078125,975873900.0,24832.080078125
2015-02-23,24916.240234375,24664.6796875,24916.240234375,24836.759765625,1019276400.0,24836.759765625
2015-02-24,24808.30078125,24673.9296875,24776.720703125,24750.0703125,1076322400.0,24750.0703125
2015-02-25,24869.369140625,24691.779296875,24822.279296875,24778.279296875,1387652700.0,24778.279296875
2015-02-26,24998.640625,24709.560546875,24718.279296875,24902.060546875,1803456500.0,24902.060546875
2015-02-27,25101.9609375,24815.029296875,24902.609375,24823.2890625,1504213700.0,24823.2890625
2015-03-02,24997.830078125,24715.380859375,24996.759765625,24887.439453125,1543093900.0,24887.439453125
2015-03-03,24984.619140625,24663.4296875,24984.619140625,24702.779296875,1499929300.0,24702.779296875
2015-03-04,24705.9609375,24439.2890625,24656.939453125,24465.380859375,1618240300.0,24465.380859375
2015-03-05,24393.849609375,24133.7109375,24274.900390625,24193.0390625,1923405000.0,24193.0390625
2015-03-06,24294.359375,24126.08984375,24235.759765625,24164.0,1620647200.0,24164.0
2015-03-09,24205.859375,23910.16015625,23982.5,24123.05078125,1619496400.0,24123.05078125
2015-03-10,24152.400390625,23869.8203125,24150.6796875,23896.98046875,1521299200.0,23896.98046875
2015-03-11,23899.859375,23703.83984375,23807.099609375,23717.970703125,1678330500.0,23717.970703125
2015-03-12,23880.25,23677.060546875,23709.169921875,23797.9609375,1619061000.0,23797.9609375
2015-03-13,23918.7109375,23790.830078125,23808.970703125,23823.2109375,1538401000.0,23823.2109375
2015-03-16,23970.05078125,23711.26953125,23771.400390625,23949.55078125,1187740300.0,23949.55078125
2015-03-17,24106.470703125,23822.779296875,24106.470703125,23901.490234375,1188627100.0,23901.490234375
2015-03-18,24210.75,23938.630859375,23938.630859375,24120.080078125,1668404600.0,24120.080078125
2015-03-19,24500.23046875,24248.83984375,24325.560546875,24468.890625,1826036300.0,24468.890625
2015-03-20,24524.55078125,24351.5,24417.529296875,24375.240234375,2006074900.0,24375.240234375
2015-03-23,24559.76953125,24436.419921875,24538.33984375,24494.509765625,1461178100.0,24494.509765625
2015-03-24,24490.150390625,24294.94921875,24484.6796875,24399.599609375,1559006100.0,24399.599609375
2015-03-25,24613.689453125,24377.919921875,24410.529296875,24528.23046875,1421279500.0,24528.23046875
2015-03-26,24592.009765625,24399.83984375,24442.509765625,24497.080078125,1346154100.0,24497.080078125
2015-03-27,24549.880859375,24420.470703125,24541.439453125,24486.19921875,1610426400.0,24486.19921875
2015-03-30,24949.349609375,24725.51953125,24727.4609375,24855.119140625,2574119600.0,24855.119140625
2015-03-31,25113.19921875,24876.369140625,25113.19921875,24900.890625,2557002200.0,24900.890625
2015-04-01,25099.060546875,24926.109375,24955.19921875,25082.75,1713463600.0,25082.75
2015-04-02,25297.80078125,25152.5703125,25214.330078125,25275.640625,2106782000.0,25275.640625
2015-04-08,26247.630859375,25640.0390625,25708.240234375,26236.859375,4101527400.0,26236.859375
2015-04-09,27922.669921875,26732.23046875,26913.279296875,26944.390625,5024522600.0,26944.390625
2015-04-10,27373.6796875,26812.75,27373.6796875,27272.390625,3341162700.0,27272.390625
2015-04-13,28031.9609375,27304.119140625,27374.330078125,28016.33984375,4727115800.0,28016.33984375
2015-04-14,27915.009765625,27483.44921875,27688.259765625,27561.490234375,3774122300.0,27561.490234375
2015-04-15,27807.98046875,27442.51953125,27693.25,27618.8203125,3926508000.0,27618.8203125
2015-04-16,27787.98046875,27470.099609375,27557.2890625,27739.7109375,3269721300.0,27739.7109375
2015-04-17,27969.41015625,27597.6796875,27808.240234375,27653.119140625,3105824800.0,27653.119140625
2015-04-20,27770.7890625,26959.76953125,27770.7890625,27094.9296875,3375883900.0,27094.9296875
2015-04-21,27925.359375,27404.150390625,27404.150390625,27850.490234375,2737826700.0,27850.490234375
2015-04-22,28048.4609375,27727.859375,27821.3203125,27933.849609375,2367949700.0,27933.849609375
2015-04-23,28213.630859375,27804.029296875,28112.380859375,27827.69921875,2442203700.0,27827.69921875
2015-04-24,28089.369140625,27591.5703125,27978.390625,28060.98046875,2414041400.0,28060.98046875
2015-04-27,28588.51953125,28245.140625,28245.140625,28433.58984375,2790074700.0,28433.58984375
2015-04-28,28548.44921875,28251.990234375,28448.220703125,28442.75,3045477300.0,28442.75
2015-04-29,28453.099609375,28201.759765625,28453.099609375,28400.33984375,2094900900.0,28400.33984375
2015-04-30,28317.869140625,27997.900390625,28289.140625,28133.0,2561272000.0,28133.0
2015-05-04,28343.740234375,28017.19921875,28231.259765625,28123.8203125,1999728900.0,28123.8203125
2015-05-05,28316.630859375,27598.169921875,28295.720703125,27755.5390625,2292680300.0,27755.5390625
2015-05-06,28054.6796875,27570.41015625,27698.099609375,27640.91015625,2265508000.0,27640.91015625
2015-05-07,27604.490234375,27207.279296875,27567.619140625,27289.970703125,1894753100.0,27289.970703125
2015-05-08,27652.619140625,27367.109375,27557.51953125,27577.33984375,1817614400.0,27577.33984375
2015-05-11,27837.279296875,27582.23046875,27837.0390625,27718.19921875,1540963800.0,27718.19921875
2015-05-12,27693.630859375,27395.91015625,27664.1796875,27407.1796875,1530000900.0,27407.1796875
2015-05-13,27524.8203125,27191.029296875,27473.5,27249.279296875,2088818800.0,27249.279296875
2015-05-14,27397.669921875,27192.9296875,27395.919921875,27286.55078125,1522212900.0,27286.55078125
2015-05-15,27928.599609375,27315.099609375,27459.580078125,27822.279296875,1754137700.0,27822.279296875
2015-05-18,27792.439453125,27435.5703125,27792.439453125,27591.25,1378791400.0,27591.25
2015-05-19,27765.55078125,27500.759765625,27597.0703125,27693.5390625,1559455500.0,27693.5390625
2015-05-20,27751.439453125,27490.330078125,27751.439453125,27585.05078125,1470372800.0,27585.05078125
2015-05-21,27611.720703125,27393.310546875,27507.3203125,27523.720703125,1221508500.0,27523.720703125
2015-05-22,28041.3203125,27696.970703125,27723.669921875,27992.830078125,1899363800.0,27992.830078125
2015-05-26,28524.599609375,28237.490234375,28462.3203125,28249.859375,2672054500.0,28249.859375
2015-05-27,28214.66015625,27982.140625,28214.66015625,28081.2109375,1863591500.0,28081.2109375
2015-05-28,28162.25,27242.109375,28162.25,27454.310546875,3066678800.0,27454.310546875
2015-05-29,27604.26953125,27255.890625,27398.279296875,27424.189453125,3050185700.0,27424.189453125
2015-06-01,27766.3203125,27241.94921875,27373.060546875,27597.16015625,1972936000.0,27597.16015625
2015-06-02,27602.880859375,27348.130859375,27473.44921875,27466.720703125,1502001000.0,27466.720703125
2015-06-03,27767.23046875,27508.83984375,27716.33984375,27657.470703125,1735744700.0,27657.470703125
2015-06-04,27854.740234375,27094.5,27645.359375,27551.890625,3066127000.0,27551.890625
2015-06-05,27646.720703125,27211.359375,27538.060546875,27260.16015625,2228885200.0,27260.16015625
2015-06-08,27428.58984375,27060.240234375,27147.240234375,27316.279296875,2391660200.0,27316.279296875
2015-06-09,27322.140625,26971.5703125,27295.880859375,26989.51953125,2384116300.0,26989.51953125
2015-06-10,27116.919921875,26573.9609375,27052.7890625,26687.640625,1977373500.0,26687.640625
2015-06-11,26991.509765625,26839.4296875,26938.150390625,26907.849609375,1670581300.0,26907.849609375
2015-06-12,27356.509765625,26987.51953125,27082.599609375,27280.5390625,1734157900.0,27280.5390625
2015-06-15,27131.359375,26841.51953125,27095.1796875,26861.810546875,1324712200.0,26861.810546875
2015-06-16,26892.880859375,26553.0390625,26807.669921875,26566.69921875,1761927200.0,26566.69921875
2015-06-17,26880.7890625,26555.9609375,26671.19921875,26753.7890625,1819404400.0,26753.7890625
2015-06-18,26873.669921875,26595.9609375,26786.529296875,26694.66015625,1469953200.0,26694.66015625
2015-06-19,27011.94921875,26701.720703125,26885.73046875,26760.529296875,2497578900.0,26760.529296875
2015-06-22,27166.51953125,26811.66015625,26854.3203125,27080.849609375,1429174800.0,27080.849609375
2015-06-23,27406.41015625,27008.509765625,27126.470703125,27333.4609375,2138105800.0,27333.4609375
2015-06-24,27470.5,27292.849609375,27397.369140625,27404.970703125,1659067500.0,27404.970703125
2015-06-25,27350.490234375,27120.720703125,27329.169921875,27145.75,1908078300.0,27145.75
2015-06-26,27016.08984375,26522.44921875,27016.08984375,26663.869140625,2473398200.0,26663.869140625
2015-06-29,26631.509765625,25617.779296875,26560.130859375,25966.98046875,3023218900.0,25966.98046875
2015-06-30,26470.439453125,25885.66015625,25944.029296875,26250.029296875,2480821500.0,26250.029296875
2015-07-02,26459.4296875,26135.619140625,26459.4296875,26282.3203125,2185444300.0,26282.3203125
2015-07-03,26402.849609375,25933.119140625,26349.83984375,26064.109375,1888925900.0,26064.109375
2015-07-06,26261.529296875,24750.310546875,26083.990234375,25236.279296875,3514118700.0,25236.279296875
2015-07-07,25439.33984375,24819.259765625,25391.759765625,24975.310546875,3020385200.0,24975.310546875
2015-07-08,24411.30078125,22836.8203125,24411.30078125,23516.560546875,5441410900.0,23516.560546875
2015-07-09,24695.75,23332.900390625,23435.5,24392.7890625,4266946400.0,24392.7890625
2015-07-10,25015.169921875,24567.919921875,24567.919921875,24901.279296875,3230873300.0,24901.279296875
2015-07-13,25275.759765625,24596.439453125,24709.580078125,25224.009765625,2124810600.0,25224.009765625
2015-07-14,25250.94921875,24906.470703125,25184.060546875,25120.91015625,2129805300.0,25120.91015625
2015-07-15,25219.44921875,24862.650390625,25219.44921875,25055.759765625,1603476600.0,25055.759765625
2015-07-16,25170.349609375,24841.140625,24976.080078125,25162.779296875,1386159700.0,25162.779296875
2015-07-17,25517.44921875,25183.859375,25246.640625,25415.26953125,1279509000.0,25415.26953125
2015-07-20,25540.310546875,25298.9609375,25540.310546875,25404.810546875,1088244600.0,25404.810546875
2015-07-21,25634.3203125,25342.689453125,25428.880859375,25536.4296875,1125389100.0,25536.4296875
2015-07-22,25401.7890625,25177.599609375,25401.7890625,25282.619140625,1298894500.0,25282.619140625
2015-07-23,25500.990234375,25250.359375,25308.55078125,25398.849609375,1130615300.0,25398.849609375
2015-07-24,25279.94921875,25073.19921875,25279.94921875,25128.509765625,1134624200.0,25128.509765625
2015-07-27,24908.580078125,24282.2109375,24906.779296875,24351.9609375,2317678800.0,24351.9609375
2015-07-28,24947.349609375,24140.619140625,24269.900390625,24503.939453125,2134225400.0,24503.939453125
2015-07-29,24718.640625,24444.470703125,24630.439453125,24619.44921875,1350559500.0,24619.44921875
2015-07-30,24872.69921875,24478.0703125,24822.419921875,24497.98046875,1488228200.0,24497.98046875
2015-07-31,24661.189453125,24467.830078125,24650.9296875,24636.279296875,1363737600.0,24636.279296875
2015-08-03,24533.140625,24232.599609375,24533.140625,24411.419921875,1466970000.0,24411.419921875
2015-08-04,24519.349609375,24217.779296875,24364.41015625,24406.119140625,1225548200.0,24406.119140625
2015-08-05,24582.189453125,24420.94921875,24466.30078125,24514.16015625,1105419800.0,24514.16015625
2015-08-06,24527.740234375,24320.75,24527.740234375,24375.279296875,977477100.0,24375.279296875
2015-08-07,24641.9296875,24327.560546875,24327.560546875,24552.470703125,1106892000.0,24552.470703125
2015-08-10,24602.669921875,24135.640625,24433.66015625,24521.119140625,1211647200.0,24521.119140625
2015-08-11,24924.0703125,24420.7109375,24694.779296875,24498.2109375,1608447800.0,24498.2109375
2015-08-12,24324.189453125,23826.9609375,24269.109375,23916.01953125,1851647500.0,23916.01953125
2015-08-13,24133.869140625,23860.8203125,23935.48046875,24018.80078125,1716745000.0,24018.80078125
2015-08-14,24126.30078125,23957.359375,24055.01953125,23991.029296875,1198083100.0,23991.029296875
2015-08-17,23950.5703125,23699.83984375,23945.599609375,23814.650390625,1197838600.0,23814.650390625
2015-08-18,24024.369140625,23464.349609375,23956.859375,23474.970703125,1454347800.0,23474.970703125
2015-08-19,23586.7890625,23138.73046875,23555.01953125,23167.849609375,1914775100.0,23167.849609375
2015-08-20,23033.970703125,22610.529296875,22973.869140625,22757.470703125,2339044200.0,22757.470703125
2015-08-21,22492.7890625,22185.849609375,22343.25,22409.619140625,2490613900.0,22409.619140625
2015-08-24,21679.44921875,21136.48046875,21605.970703125,21251.5703125,3579922600.0,21251.5703125
2015-08-25,21871.400390625,20865.259765625,21119.529296875,21404.9609375,3588835100.0,21404.9609375
2015-08-26,21686.44921875,21060.08984375,21434.25,21080.390625,2956076900.0,21080.390625
2015-08-27,21963.4296875,21407.58984375,21758.619140625,21838.5390625,3192968200.0,21838.5390625
2015-08-28,22424.400390625,21585.330078125,22424.400390625,21612.390625,3009422400.0,21612.390625
2015-08-31,21793.01953125,21399.619140625,21793.01953125,21670.580078125,2686630600.0,21670.580078125
2015-09-01,21692.779296875,21170.859375,21692.779296875,21185.4296875,2155988500.0,21185.4296875
2015-09-02,21288.529296875,20771.76953125,21101.419921875,20934.939453125,2512620100.0,20934.939453125
2015-09-04,21174.859375,20715.01953125,21158.9296875,20840.609375,2120922200.0,20840.609375
2015-09-07,21056.390625,20579.9296875,20683.310546875,20583.51953125,1656172300.0,20583.51953125
2015-09-08,21431.990234375,20524.880859375,20636.830078125,21259.0390625,2266169400.0,21259.0390625
2015-09-09,22228.58984375,21529.810546875,21632.689453125,22131.310546875,2945626500.0,22131.310546875
2015-09-10,21771.5703125,21492.08984375,21667.859375,21562.5,2092595900.0,21562.5
2015-09-11,21909.8203125,21472.16015625,21710.130859375,21504.369140625,2371639300.0,21504.369140625
2015-09-14,21762.150390625,21441.7109375,21678.880859375,21561.900390625,1472113700.0,21561.900390625
2015-09-15,21634.48046875,21411.169921875,21527.529296875,21455.23046875,1352205800.0,21455.23046875
2015-09-16,22103.060546875,21608.5,21731.33984375,21966.66015625,2077633300.0,21966.66015625
2015-09-17,22203.359375,21718.7109375,22172.6796875,21854.630859375,2118628500.0,21854.630859375
2015-09-18,22052.109375,21807.25,21807.25,21920.830078125,2054752700.0,21920.830078125
2015-09-21,21778.060546875,21590.69921875,21614.4296875,21756.9296875,1372777800.0,21756.9296875
2015-09-22,22111.669921875,21768.98046875,21794.33984375,21796.580078125,1438158500.0,21796.580078125
2015-09-23,21577.44921875,21008.609375,21529.470703125,21302.91015625,2304513300.0,21302.91015625
2015-09-24,21363.2109375,21053.5,21304.900390625,21095.98046875,1596740300.0,21095.98046875
2015-09-25,21318.330078125,20957.990234375,21070.390625,21186.3203125,1728956700.0,21186.3203125
2015-09-29,20579.220703125,20368.119140625,20579.220703125,20556.599609375,2536957700.0,20556.599609375
2015-09-30,20939.390625,20683.109375,20795.9296875,20846.30078125,2134506700.0,20846.30078125
2015-10-02,21530.80078125,21130.109375,21172.939453125,21506.08984375,2161215700.0,21506.08984375
2015-10-05,21980.83984375,21739.900390625,21930.970703125,21854.5,1468789300.0,21854.5
2015-10-06,22169.099609375,21719.2890625,22169.099609375,21831.619140625,1622570500.0,21831.619140625
2015-10-07,22527.7890625,21817.419921875,21884.73046875,22515.759765625,2932824400.0,22515.759765625
2015-10-08,22588.689453125,22201.109375,22588.689453125,22354.91015625,1931209500.0,22354.91015625
2015-10-09,22807.859375,22440.880859375,22615.939453125,22458.80078125,2403310800.0,22458.80078125
2015-10-12,22779.5,22562.259765625,22614.330078125,22730.9296875,1871862800.0,22730.9296875
2015-10-13,22798.900390625,22515.73046875,22677.599609375,22600.4609375,1710895100.0,22600.4609375
2015-10-14,22576.5,22356.560546875,22398.8203125,22439.91015625,1352740800.0,22439.91015625
2015-10-15,22940.25,22567.650390625,22667.419921875,22888.169921875,1920825800.0,22888.169921875
2015-10-16,23178.140625,22953.560546875,23133.58984375,23067.369140625,1922580500.0,23067.369140625
2015-10-19,23100.66015625,22913.599609375,23085.609375,23075.609375,1259219800.0,23075.609375
2015-10-20,23057.9296875,22843.0390625,22991.599609375,22989.220703125,1217365400.0,22989.220703125
2015-10-22,22869.58984375,22727.58984375,22795.580078125,22845.369140625,1374140600.0,22845.369140625
2015-10-23,23220.380859375,23088.029296875,23220.380859375,23151.939453125,1495348200.0,23151.939453125
2015-10-26,23423.640625,23066.939453125,23423.640625,23116.25,1465182800.0,23116.25
2015-10-27,23143.880859375,22885.220703125,23053.119140625,23142.73046875,1532532100.0,23142.73046875
2015-10-28,23120.25,22923.66015625,23070.69921875,22956.5703125,1377130700.0,22956.5703125
2015-10-29,23054.529296875,22811.3203125,23054.529296875,22819.939453125,1759025000.0,22819.939453125
2015-10-30,22847.16015625,22612.560546875,22785.859375,22640.0390625,1537138400.0,22640.0390625
2015-11-02,22605.80078125,22332.7109375,22502.279296875,22370.0390625,1688748100.0,22370.0390625
2015-11-03,22697.0,22560.169921875,22603.150390625,22568.4296875,1469567800.0,22568.4296875
2015-11-04,23342.0703125,22737.439453125,22737.439453125,23053.5703125,2604074100.0,23053.5703125
2015-11-05,23180.26953125,22960.619140625,23045.099609375,23051.0390625,1502715700.0,23051.0390625
2015-11-06,22922.7890625,22791.91015625,22914.19921875,22867.330078125,1394990300.0,22867.330078125
2015-11-09,22970.830078125,22689.259765625,22753.509765625,22726.76953125,1544945200.0,22726.76953125
2015-11-10,22534.919921875,22339.689453125,22505.69921875,22401.69921875,1796811200.0,22401.69921875
2015-11-11,22479.4609375,22324.41015625,22394.150390625,22352.169921875,1419265500.0,22352.169921875
2015-11-12,22980.970703125,22454.9609375,22477.599609375,22888.919921875,1844259100.0,22888.919921875
2015-11-13,22519.330078125,22318.619140625,22494.08984375,22396.140625,2002495500.0,22396.140625
2015-11-16,22127.380859375,21958.279296875,21958.279296875,22010.8203125,1816444100.0,22010.8203125
2015-11-17,22497.330078125,22243.9609375,22315.1796875,22264.25,1627705000.0,22264.25
2015-11-18,22349.73046875,22163.279296875,22331.76953125,22188.259765625,1211467800.0,22188.259765625
2015-11-19,22559.060546875,22416.0,22423.880859375,22500.220703125,1381484300.0,22500.220703125
2015-11-20,22790.0703125,22412.029296875,22510.44921875,22754.720703125,1230928400.0,22754.720703125
2015-11-23,22802.7109375,22619.6796875,22760.05078125,22665.900390625,1075994800.0,22665.900390625
2015-11-24,22629.75,22433.509765625,22593.08984375,22587.630859375,1194757000.0,22587.630859375
2015-11-25,22617.2109375,22436.009765625,22533.529296875,22498.0,1513214100.0,22498.0
2015-11-26,22787.5,22453.689453125,22749.599609375,22488.939453125,1128427600.0,22488.939453125
2015-11-27,22555.419921875,22051.009765625,22555.419921875,22068.3203125,2107988400.0,22068.3203125
2015-11-30,22195.25,21907.349609375,21974.810546875,21996.419921875,2928378600.0,21996.419921875
2015-12-01,22477.509765625,22143.5703125,22197.810546875,22381.349609375,1984283400.0,22381.349609375
2015-12-02,22563.470703125,22368.66015625,22471.349609375,22479.689453125,1671129200.0,22479.689453125
2015-12-03,22485.25,22327.0390625,22327.0390625,22417.009765625,1271068600.0,22417.009765625
2015-12-04,22242.490234375,22108.4609375,22142.109375,22235.890625,1607921200.0,22235.890625
2015-12-07,22352.25,22200.55078125,22336.3203125,22203.220703125,1290311100.0,22203.220703125
2015-12-08,22058.55078125,21765.619140625,22058.55078125,21905.130859375,1812299200.0,21905.130859375
2015-12-09,21872.330078125,21755.689453125,21773.76953125,21803.759765625,1365939700.0,21803.759765625
2015-12-10,21880.189453125,21668.119140625,21714.23046875,21704.609375,1589431100.0,21704.609375
2015-12-11,21731.390625,21440.69921875,21719.169921875,21464.05078125,1399114000.0,21464.05078125
2015-12-14,21378.189453125,21010.259765625,21063.279296875,21309.849609375,1716020200.0,21309.849609375
2015-12-15,21442.2109375,21215.5390625,21215.5390625,21274.369140625,1575316200.0,21274.369140625
2015-12-16,21772.7890625,21557.73046875,21557.73046875,21701.2109375,1645623800.0,21701.2109375
2015-12-17,22005.189453125,21763.759765625,21841.08984375,21872.060546875,1604958700.0,21872.060546875
2015-12-18,21956.490234375,21625.8203125,21656.560546875,21755.560546875,1774171000.0,21755.560546875
2015-12-21,21871.220703125,21641.169921875,21641.169921875,21791.6796875,1302760700.0,21791.6796875
2015-12-22,21870.310546875,21750.740234375,21846.900390625,21830.01953125,916724900.0,21830.01953125
2015-12-23,22103.630859375,21846.48046875,21869.400390625,22040.58984375,1053086500.0,22040.58984375
2015-12-24,22217.44921875,22128.720703125,22207.8203125,22138.130859375,712784400.0,22138.130859375
2015-12-28,22151.73046875,21880.509765625,22151.73046875,21919.619140625,874126000.0,21919.619140625
2015-12-29,22024.279296875,21881.7109375,21923.26953125,21999.619140625,766776200.0,21999.619140625
2015-12-30,22114.560546875,21868.029296875,22094.58984375,21882.150390625,1058882700.0,21882.150390625
2015-12-31,21970.330078125,21864.119140625,21892.25,21914.400390625,510189800.0,21914.400390625
