Date,High,Low,Open,Close,Volume,Adj Close
2012-01-04,8581.4501953125,8547.7001953125,8549.5400390625,8560.1103515625,106000000.0,8560.1103515625
2012-01-05,8519.16015625,8481.830078125,8515.66015625,8488.7099609375,77700000.0,8488.7099609375
2012-01-06,8488.98046875,8349.330078125,8488.98046875,8390.349609375,101300000.0,8390.349609375
2012-01-10,8450.58984375,8405.1796875,8422.990234375,8422.259765625,112300000.0,8422.259765625
2012-01-11,8463.7197265625,8426.0302734375,8440.9599609375,8447.8798828125,106200000.0,8447.8798828125
2012-01-12,8426.830078125,8360.330078125,8423.099609375,8385.58984375,84800000.0,8385.58984375
2012-01-13,8509.759765625,8458.6796875,8471.099609375,8500.01953125,109800000.0,8500.01953125
2012-01-16,8409.7900390625,8352.23046875,8409.7900390625,8378.3603515625,76500000.0,8378.3603515625
2012-01-17,8475.66015625,8413.2197265625,8420.1201171875,8466.400390625,85500000.0,8466.400390625
2012-01-18,8595.7802734375,8446.08984375,8458.2900390625,8550.580078125,136200000.0,8550.580078125
2012-01-19,8668.9404296875,8596.6796875,8596.6796875,8639.6796875,125100000.0,8639.6796875
2012-01-20,8791.3896484375,8725.3203125,8751.1796875,8766.3603515625,177500000.0,8766.3603515625
2012-01-23,8795.26953125,8744.5400390625,8753.91015625,8765.900390625,119900000.0,8765.900390625
2012-01-24,8825.08984375,8768.509765625,8815.3603515625,8785.330078125,111000000.0,8785.330078125
2012-01-25,8911.6201171875,8816.08984375,8842.009765625,8883.6904296875,132500000.0,8883.6904296875
2012-01-26,8894.599609375,8834.9296875,8890.490234375,8849.4697265625,122200000.0,8849.4697265625
2012-01-27,8886.01953125,8810.8896484375,8851.01953125,8841.2197265625,133100000.0,8841.2197265625
2012-01-30,8832.48046875,8774.23046875,8803.7900390625,8793.0498046875,98100000.0,8793.0498046875
2012-01-31,8836.6796875,8776.650390625,8781.4404296875,8802.509765625,138100000.0,8802.509765625
2012-02-01,8830.2802734375,8780.099609375,8789.0595703125,8809.7900390625,127200000.0,8809.7900390625
2012-02-02,8893.2197265625,8849.25,8865.2802734375,8876.8203125,157800000.0,8876.8203125
2012-02-03,8877.5703125,8825.98046875,8849.169921875,8831.9296875,157500000.0,8831.9296875
2012-02-06,8949.3203125,8916.9404296875,8939.990234375,8929.2001953125,143200000.0,8929.2001953125
2012-02-07,8928.4404296875,8887.1904296875,8904.16015625,8917.51953125,129200000.0,8917.51953125
2012-02-08,9015.58984375,8956.7802734375,8971.8798828125,9015.58984375,157400000.0,9015.58984375
2012-02-09,9018.490234375,8942.8701171875,8996.1298828125,9002.240234375,178300000.0,9002.240234375
2012-02-10,9016.9697265625,8947.169921875,9010.5302734375,8947.169921875,154000000.0,8947.169921875
2012-02-13,9023.5,8948.5400390625,8954.0302734375,8999.1796875,126800000.0,8999.1796875
2012-02-14,9072.080078125,8972.740234375,8978.7197265625,9052.0703125,141700000.0,9052.0703125
2012-02-15,9314.3701171875,9107.6796875,9108.83984375,9260.33984375,208100000.0,9260.33984375
2012-02-16,9308.9296875,9214.23046875,9232.3798828125,9238.099609375,180000000.0,9238.099609375
2012-02-17,9435.0302734375,9369.25,9371.1201171875,9384.169921875,188700000.0,9384.169921875
2012-02-20,9549.3095703125,9462.669921875,9534.0302734375,9485.08984375,169300000.0,9485.08984375
2012-02-21,9517.0400390625,9440.41015625,9458.6796875,9463.01953125,169900000.0,9463.01953125
2012-02-22,9564.0498046875,9442.580078125,9459.740234375,9554.0,165000000.0,9554.0
2012-02-23,9609.83984375,9513.650390625,9549.76953125,9595.5703125,180000000.0,9595.5703125
2012-02-24,9647.3798828125,9576.2099609375,9594.849609375,9647.3798828125,180000000.0,9647.3798828125
2012-02-27,9736.1103515625,9628.25,9726.2001953125,9633.9296875,177100000.0,9633.9296875
2012-02-28,9722.51953125,9528.76953125,9567.1201171875,9722.51953125,185500000.0,9722.51953125
2012-02-29,9866.41015625,9706.2197265625,9771.6201171875,9723.240234375,179200000.0,9723.240234375
2012-03-01,9865.75,9666.01953125,9771.33984375,9707.3701171875,175100000.0,9707.3701171875
2012-03-02,9803.75,9729.240234375,9797.0498046875,9777.0302734375,158500000.0,9777.0302734375
2012-03-05,9792.1396484375,9673.75,9756.98046875,9698.58984375,132600000.0,9698.58984375
2012-03-06,9732.8896484375,9602.83984375,9704.6103515625,9637.6298828125,171900000.0,9637.6298828125
2012-03-07,9603.1904296875,9509.099609375,9509.099609375,9576.0595703125,155800000.0,9576.0595703125
2012-03-08,9768.9599609375,9659.150390625,9674.9404296875,9768.9599609375,144100000.0,9768.9599609375
2012-03-09,10007.6201171875,9853.1796875,9911.0703125,9929.740234375,265400000.0,9929.740234375
2012-03-12,10021.509765625,9889.8603515625,10015.919921875,9889.8603515625,153500000.0,9889.8603515625
2012-03-13,10011.8798828125,9888.2998046875,9921.25,9899.080078125,206000000.0,9899.080078125
2012-03-14,10115.7900390625,10050.51953125,10064.1201171875,10050.51953125,168100000.0,10050.51953125
2012-03-15,10158.740234375,10077.5498046875,10115.400390625,10123.2802734375,177600000.0,10123.2802734375
2012-03-16,10148.4697265625,10090.08984375,10110.5703125,10129.830078125,163000000.0,10129.830078125
2012-03-19,10172.6396484375,10134.48046875,10150.849609375,10141.990234375,135100000.0,10141.990234375
2012-03-21,10132.01953125,10073.900390625,10100.8701171875,10086.490234375,149900000.0,10086.490234375
2012-03-22,10136.849609375,10052.5,10055.16015625,10127.080078125,146900000.0,10127.080078125
2012-03-23,10031.9599609375,9999.3701171875,10014.8701171875,10011.4697265625,121600000.0,10011.4697265625
2012-03-26,10056.2001953125,10016.0498046875,10040.099609375,10018.240234375,126600000.0,10018.240234375
2012-03-27,10255.150390625,10152.25,10152.900390625,10255.150390625,161100000.0,10255.150390625
2012-03-28,10197.7998046875,10124.2802734375,10153.509765625,10182.5703125,141100000.0,10182.5703125
2012-03-29,10147.0400390625,10084.76953125,10134.7802734375,10114.7900390625,149300000.0,10114.7900390625
2012-03-30,10111.08984375,10033.1904296875,10089.099609375,10083.5595703125,137400000.0,10083.5595703125
2012-04-02,10190.349609375,10109.8701171875,10161.7197265625,10109.8701171875,151900000.0,10109.8701171875
2012-04-03,10084.0703125,10040.990234375,10082.2099609375,10050.3896484375,112400000.0,10050.3896484375
2012-04-04,10059.1904296875,9819.990234375,10045.8798828125,9819.990234375,147800000.0,9819.990234375
2012-04-05,9806.400390625,9692.7001953125,9737.5,9767.6103515625,165100000.0,9767.6103515625
2012-04-06,9739.58984375,9659.16015625,9710.25,9688.4501953125,118400000.0,9688.4501953125
2012-04-09,9618.099609375,9535.330078125,9565.3095703125,9546.259765625,111600000.0,9546.259765625
2012-04-10,9648.1201171875,9509.7197265625,9583.3603515625,9538.01953125,134800000.0,9538.01953125
2012-04-11,9487.83984375,9388.1396484375,9398.599609375,9458.740234375,155800000.0,9458.740234375
2012-04-12,9541.0400390625,9449.490234375,9486.1904296875,9524.7900390625,134700000.0,9524.7900390625
2012-04-13,9690.2900390625,9603.9697265625,9613.1904296875,9637.990234375,171400000.0,9637.990234375
2012-04-16,9532.91015625,9464.490234375,9522.7001953125,9470.6396484375,113000000.0,9470.6396484375
2012-04-17,9519.7998046875,9455.3203125,9476.150390625,9464.7099609375,109200000.0,9464.7099609375
2012-04-18,9682.8798828125,9594.2998046875,9594.2998046875,9667.259765625,116800000.0,9667.259765625
2012-04-19,9617.9296875,9565.830078125,9578.6796875,9588.3798828125,118800000.0,9588.3798828125
2012-04-20,9580.8701171875,9532.6796875,9574.990234375,9561.3603515625,109800000.0,9561.3603515625
2012-04-23,9643.26953125,9520.98046875,9599.2001953125,9542.169921875,101500000.0,9542.169921875
2012-04-24,9510.7001953125,9423.2998046875,9466.080078125,9468.0400390625,106400000.0,9468.0400390625
2012-04-25,9582.73046875,9530.01953125,9578.419921875,9561.009765625,97500000.0,9561.009765625
2012-04-26,9630.9697265625,9531.0302734375,9613.16015625,9561.830078125,104900000.0,9561.830078125
2012-04-27,9691.7001953125,9463.599609375,9564.400390625,9520.8896484375,165500000.0,9520.8896484375
2012-05-01,9472.25,9332.7900390625,9471.66015625,9350.9501953125,117900000.0,9350.9501953125
2012-05-02,9417.9599609375,9344.5302734375,9397.8701171875,9380.25,94500000.0,9380.25
2012-05-07,9206.4501953125,9109.009765625,9198.169921875,9119.1396484375,133000000.0,9119.1396484375
2012-05-08,9207.5595703125,9159.4697265625,9190.5,9181.650390625,112400000.0,9181.650390625
2012-05-09,9115.9404296875,9021.2001953125,9112.7197265625,9045.0595703125,131600000.0,9045.0595703125
2012-05-10,9075.6298828125,8985.900390625,9013.259765625,9009.650390625,141500000.0,9009.650390625
