Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BIAS_24_L1,BBands_up_L1
2018-01-18,26017.810546875,492780000,25860.848046875,25177.74267578125,26095.509890389432,24259.975461173068,85.84083734839675,25532.506983589552,25093.520017028703,438.9869665608494,372.14456625090537,66.84240030994397,-0.3746406552644102,0.926786671398744,2.2110483534594363,3.7094891751868326,0.6666666666666666,0.5833333333333334,7.006428223762609,88.24958892092036,95.69213200429016,5.253360772760253,-97.83984375,26115.650390625,4.361740628307808,25962.548023911368
2018-01-19,26071.720703125,585000000,25960.24609375,25243.5912109375,26217.76128017744,24269.42114169756,88.22870527022776,25615.46294044116,25165.979327109908,449.48361333124916,387.6123756669742,61.871237664275036,0.2072048151510395,0.6785884218435342,2.0061702834470974,3.668470352686515,0.6666666666666666,0.5833333333333334,3.145857460152285,94.72411374634369,94.32456755575474,5.02622642063155,53.91015625,26017.810546875,3.7094891751868326,26095.509890389432
2018-01-22,26214.599609375,431200000,26042.528125,25317.988671875,26348.51926077226,24287.458082977733,87.36641125601362,25707.637812584824,25243.654903573988,463.982909010836,402.88648233574656,61.096426675089454,0.5480225408861269,0.8151529094760156,2.134972067095793,3.9428158433265152,0.6666666666666666,0.625,0.0,100.0,94.32456755575474,5.183711936573835,142.87890625,26071.720703125,3.668470352686515,26217.76128017744
2018-01-23,26210.810546875,433490000,26126.118359375,25389.41474609375,26458.815477409218,24320.01401477828,82.27204126823112,25785.049002475625,25315.296062337027,469.75294013859457,416.25977389631623,53.49316624227839,-0.014454016298020953,0.537906626577669,1.7450472085658681,3.66078643115445,0.5833333333333334,0.5833333333333334,0.29328926939224115,99.55183884679356,98.09198419771246,4.529107719792402,-3.7890625,26214.599609375,3.9428158433265152,26348.51926077226
2018-01-24,26252.119140625,518790000,26153.412109375,25464.31767578125,26554.864745563573,24373.770605998932,84.66019474719127,25856.905946806295,25384.690364432437,472.21558237386125,427.45093559182516,44.76464678203604,0.15760135947007195,0.4015763766990185,1.5911461796221238,3.57498095667809,0.5833333333333334,0.5833333333333334,0.0,100.0,99.85061294893124,3.780261491249845,41.30859375,26210.810546875,3.66078643115445,26458.815477409218
2018-01-25,26392.7890625,401390000,26228.4078125,25546.64658203125,26656.35694148164,24436.936222580858,78.84478559783382,25939.349503066864,25459.36434206707,479.98516099979685,437.9577806734195,42.02738032637728,0.5358421585757399,0.761571590072071,1.7712841784561817,3.850331577780258,0.6666666666666666,0.625,0.0,100.0,99.85061294893124,4.389467478147372,140.669921875,26252.119140625,3.57498095667809,26554.864745563573
2018-01-26,26616.7109375,477780000,26337.405859375,25638.76708984375,26782.102678288848,24495.43150139865,99.37523549435295,26043.558954518114,25545.09371950654,498.46523501157213,450.05927154105,48.40596347052207,0.8484206594071475,1.230686491240581,2.2303757154851045,4.407884913094403,0.6666666666666666,0.6666666666666666,0.0,100.0,100.00000000000004,4.848813582272938,223.921875,26392.7890625,3.850331577780258,26656.35694148164
2018-01-29,26439.48046875,421000000,26382.38203125,25718.865625,26850.845699726524,24586.885550273477,75.1959684951707,26104.469956707635,25611.34458982087,493.1253668867648,458.67249061019305,34.45287627657183,-0.6658616429586793,0.32276248152917675,1.2029554068319572,3.4325184602155887,0.6666666666666666,0.625,14.205939310634179,70.40735462452345,90.13578487484119,4.219102401686967,-177.23046875,26616.7109375,4.407884913094403,26782.102678288848
2018-01-30,26076.890625,448330000,26355.598046875,25786.74912109375,26830.168787176797,24743.32945501071,42.74841663769749,26100.226982598768,25645.82948131562,454.397501283147,457.8174927447838,-3.419991461636812,-1.3713954938659294,-0.9668134853209656,-0.3445628672462245,1.7945561179488558,0.5833333333333334,0.625,43.26939183826188,9.86475865600042,60.09070442684131,1.9635012649051928,-362.58984375,26439.48046875,3.4325184602155887,26850.845699726524
2018-01-31,26149.390625,479130000,26335.05234375,25853.0181640625,26808.050422209777,24897.985905915226,46.98395830655882,26107.790619891264,25683.130306773724,424.66031311753983,451.186056819335,-26.52574370179525,0.27802394481224696,-0.6528551944346401,-0.17755465371076212,1.8451292557508463,0.5833333333333334,0.6666666666666666,44.84923916670103,14.251617180640421,31.50791015372145,1.3416991434486092,72.5,26076.890625,1.7945561179488558,26830.168787176797
2018-02-01,26186.7109375,410620000,26293.83671875,25916.2197265625,26779.51174048764,25052.927712637364,46.77548253663196,26119.93220721569,25720.43257571641,399.499631499275,440.848771755323,-41.34914025604803,0.14271962599510865,-0.4698452824133272,-0.16017819204874129,1.7572472924466616,0.6666666666666666,0.6666666666666666,52.19386835841561,20.343864422478546,14.820080086373158,1.526979063367223,37.3203125,26149.390625,1.8451292557508463,26808.050422209777
2018-02-02,25520.9609375,522880000,26074.68671875,25938.51123046875,26734.152646111623,25142.869814825877,21.681249746234112,26027.78278110558,25705.65689881149,322.1258822940872,417.1041938630759,-94.97831156898864,-2.5423200400728065,-2.46154235846364,-2.5142330217868394,-0.9393655668118862,0.5833333333333334,0.625,100.0,0.0,11.531827201039686,-2.277138207281568,-665.75,26186.7109375,1.7572472924466616,26779.51174048764
2018-02-05,24345.75,714450000,25655.940625,25891.0052734375,26915.113614777467,24866.896932097534,4.4093890469483705,25769.008507089336,25604.923054455085,164.08545263425185,366.5004456173111,-202.4149929830592,-4.604885138839612,-5.587337906622202,-6.505718135021813,-5.443880467956821,0.5833333333333334,0.625,100.0,0.0,6.781288140826209,-6.426599747363566,-1175.2109375,25520.9609375,-0.9393655668118862,26734.152646111623
2018-02-06,24912.76953125,823940000,25423.11640625,25872.49375,26951.790808160684,24793.196691839326,23.498196316688816,25637.279433883286,25553.652423106556,83.6270107767268,309.92575864919417,-226.29874787246743,2.32902880892969,-2.4256123060876815,-3.9720507727080734,-3.255537449790253,0.5833333333333334,0.625,75.0317356020132,24.968264397986808,8.322754799328967,-4.445242356926928,567.01953125,24345.75,-5.443880467956821,26915.113614777467
2018-02-07,24893.349609375,504620000,25171.908203125,25847.87119140625,26991.036839352822,24704.705543459677,26.676427593246487,25522.82869165124,25504.74110357089,18.087588080350546,251.5581245354255,-233.47053645507492,-0.07795167795631915,-1.742551543377268,-3.637941807273422,-3.3263634796043915,0.5,0.5833333333333334,75.88687676953933,24.113123230460676,16.360462542815856,-5.040130384167637,-19.419921875,24912.76953125,-3.255537449790253,26951.790808160684
2018-02-08,23860.4609375,657500000,24706.658203125,25772.4376953125,27196.58245329111,24348.292937333892,17.27865461676949,25267.079806397203,25382.942572750824,-115.86276635362083,178.07394635761622,-293.9367127112371,-4.149255476193559,-4.379666205306338,-6.9306136680171,-7.1551135569746735,0.5,0.5416666666666666,100.0,0.0,16.360462542815856,-8.967100064195543,-1032.888671875,24893.349609375,-3.3263634796043915,26991.036839352822
2018-02-09,24190.900390625,735030000,24440.64609375,25703.24619140625,27284.850710419385,24121.64167239312,23.675105739589764,25101.51374243225,25294.64315185261,-193.12940942036582,103.83327520201985,-296.96268462238567,1.3848829408222745,-1.7456782385819092,-5.005252584626743,-5.700382369622711,0.5,0.5416666666666666,88.01126700680271,14.204812600752284,12.772645277071016,-7.851628049372502,330.439453125,23860.4609375,-7.1551135569746735,27196.58245329111
2018-02-12,24601.26953125,496610000,24491.75,25643.1501953125,27294.785603134238,23991.514787490763,36.992914195805966,25024.553094558058,25243.282142919088,-218.72904836103044,39.32081048940978,-258.04985885044016,1.6963781173851449,0.5470657830652279,-2.8240820931810364,-3.994398742740516,0.5,0.5833333333333334,73.12259070294785,31.845613917248787,15.350142172667056,-6.787912891690054,410.369140625,24190.900390625,-5.700382369622711,27284.850710419385
2018-02-13,24640.44921875,374410000,24437.2859375,25585.5296875,27291.758954237564,23879.300420762436,56.14131629288941,24965.460190587582,25198.627852239897,-233.1676616523109,-15.176883938934367,-217.9907777133766,0.15925880349480187,0.5054385732204789,-2.032014130600534,-3.7248195175664063,0.5,0.5833333333333334,71.70110544217688,33.52985626007523,26.526760926025467,-7.424890789063145,39.1796875,24601.26953125,-3.994398742740516,27294.785603134238
2018-02-14,24893.490234375,431160000,24437.3140625,25524.4216796875,27237.856733944256,23810.98662543074,49.5377416542021,24954.387889631802,25176.02506573138,-221.63717609958255,-56.468942371064,-165.16823372851857,1.0269334514910142,1.5508721282868605,-0.5163677394090108,-2.6607635198586816,0.5833333333333334,0.625,62.52047902494331,62.21194199789221,42.52913739173877,-5.8472791710195455,253.041015625,24640.44921875,-3.7248195175664063,27291.758954237564
2018-02-15,25200.369140625,416780000,24705.295703125,25483.549609375,27186.9265715859,23780.1726471641,56.46957045680532,24992.23115901537,25177.82833053832,-185.59717152294982,-82.29458820144117,-103.30258332150862,1.2327676969388408,2.588611585790072,1.0048764476140402,-1.4006578981869755,0.6666666666666666,0.625,48.04582955307931,100.0,65.24726608598918,-3.3612960110155017,306.87890625,24893.490234375,-2.6607635198586816,27237.856733944256
2018-02-16,25219.380859375,406730000,24910.991796875,25440.9326171875,27125.864729140234,23756.000505234766,100.0,25027.177266763007,25180.90629563733,-153.72902887432429,-96.5814763360178,-57.14755253830649,0.07544222326232355,1.7280654345945554,1.3960420685413841,-1.2322694235005938,0.6666666666666666,0.625,41.583238178398716,100.0,87.40398066596407,-3.5565255763010732,19.01171875,25200.369140625,-1.4006578981869755,27186.9265715859
2018-02-20,24964.75,421510000,24983.687890625,25378.44013671875,27036.45486387021,23720.42540956729,80.15520136143681,25017.57307187639,25164.894718182713,-147.32164630632178,-106.7295103300786,-40.592135976243185,-1.0096634044857768,0.1797696219787963,0.7849108446999103,-2.097193366061664,0.5833333333333334,0.625,52.52921816227835,81.26226164793674,93.75408721597893,-4.666339886732863,-254.630859375,25219.380859375,-1.2322694235005938,27125.864729140234
2018-02-21,24797.779296875,456070000,25015.15390625,25307.78857421875,26938.098840567265,23677.478307870235,59.450193769689285,24983.7586449531,25137.700983271032,-153.942338317931,-116.17207592764908,-37.77026239028192,-0.6688258569583112,-0.6208699207813783,0.3549946920867615,-2.5421244932709666,0.5833333333333334,0.5833333333333334,59.706894814615794,68.97524602345325,83.41250255713003,-2.833677158144821,-166.970703125,24964.75,-2.097193366061664,27036.45486387021
2018-02-22,24962.48046875,378900000,25028.951953125,25243.306640625,26820.25793325647,23666.35534799353,63.818303721086146,24980.485079383398,25124.7216858991,-144.23660651571114,-121.7849820452615,-22.451624470449676,0.6641771019220077,-0.17553336399218203,0.8118520276029138,-1.7249977377513688,0.6666666666666666,0.625,33.633271228545624,75.02136419399069,75.08629062179358,2.5332161414209877,164.701171875,24797.779296875,-2.5421244932709666,26938.098840567265
2018-02-23,25309.990234375,335420000,25050.876171875,25189.16669921875,26676.337912968236,23701.995485469262,66.53167288919761,25031.17818015133,25138.445282082506,-107.2671019311747,-118.88140602244414,11.614304091269446,1.3921283426141888,0.9339628069236716,2.0788208958132723,-0.23222111147847904,0.6666666666666666,0.625,0.0,100.0,81.33220340581468,1.5944461840211526,347.509765625,24962.48046875,-1.7249977377513688,26820.25793325647
2018-02-26,25709.26953125,473360000,25148.85390625,25143.79462890625,26503.930137109248,23783.65912070325,68.8188398574559,25135.499926474204,25180.72855979862,-45.22863332441192,-104.1508514828377,58.92221815842576,1.5775561079937324,2.180635396903091,3.4056056455498465,1.4258519612695848,0.75,0.625,0.0,100.0,91.67378806466358,3.277662245854287,399.279296875,25309.990234375,-0.23222111147847904,26676.337912968236
2018-02-27,25410.029296875,438390000,25237.909765625,25092.3220703125,26324.306942010786,23860.337198614216,55.839756674811014,25177.73521422817,25197.713799582045,-19.9785853538815,-87.31639825704646,67.33781290316496,-1.1639390765702973,0.8639363638674266,1.6739548886715705,0.3774457066424033,0.75,0.625,16.18557136669519,67.17022047085494,89.05674015695166,6.494293481730857,-299.240234375,25709.26953125,1.4258519612695848,26503.930137109248
2018-02-28,25029.19921875,451870000,25284.19375,25039.9375,26186.11898753501,23893.756012464986,51.832472944396066,25154.883522616143,25185.231238038934,-30.347715422794863,-75.92266169019614,45.57494626740127,-1.498739232747896,-0.6900948115583693,-0.12903783908476849,-0.92752951935304,0.6666666666666666,0.5833333333333334,36.78424661152136,25.389182807173174,64.18646775934273,3.465347773702033,-380.830078125,25410.029296875,0.3774457066424033,26324.306942010786
2018-03-01,24608.98046875,506280000,25213.49375,24962.9169921875,26002.614502579585,23923.21948179541,45.3076654974462,25070.898437405966,25142.545995869386,-71.64755846342086,-75.06764104484108,3.4200825814202176,-1.6789140808196676,-2.235362207107774,-1.8083031216926744,-2.303447668390457,0.5833333333333334,0.5416666666666666,72.46518867257093,0.0,30.853134426009394,0.03134365683935582,-420.21875,25029.19921875,-0.92752951935304,26186.11898753501
2018-03-02,24538.060546875,437130000,25059.1078125,24880.48447265625,25769.50455551061,23991.46438980189,38.93586146851117,24988.92337732428,25097.769295943875,-108.8459186195978,-81.82329655979242,-27.022622059805368,-0.2881871598258956,-2.2423917842803145,-2.0579347255562177,-2.2488896127414018,0.5,0.5,100.0,0.0,8.463060935724414,-0.4155308653913986,-70.919921875,24608.98046875,-2.303447668390457,26002.614502579585
2018-03-05,24874.759765625,383910000,24892.205859375,24848.1744140625,25687.308183031142,24009.04064509386,38.589730460429294,24971.359744755162,25081.25007147581,-109.89032672065149,-87.43670259196422,-22.453624128687267,1.3721509004625865,-0.6137966306040022,-0.7078357738052602,-0.6495629307582825,0.5,0.5416666666666666,71.25199488375894,28.748005116241064,9.582668372080377,-0.07524243717393801,336.69921875,24538.060546875,-2.2488896127414018,25769.50455551061
2018-03-06,24884.119140625,331770000,24787.023828125,24875.09287109375,25681.950612713477,24068.235129474033,22.808013480235978,24957.938113350516,25066.647780301675,-108.70966695115568,-91.6912954638025,-17.01837148735315,0.03762599151986157,-0.0270739251813918,-0.5658739095412191,-0.4145057845220436,0.5,0.5833333333333334,70.45287405008513,29.54712594991487,19.431710355385327,-1.2549419345218236,9.359375,24874.759765625,-0.6495629307582825,25687.308183031142
2018-03-07,24801.359375,394070000,24741.455859375,24869.52236328125,25676.800947493804,24062.243779068693,26.60378406703873,24933.84907668121,25046.996787316366,-113.14771063515582,-95.9825784980732,-17.165132137082633,-0.3325806517695421,0.048191092790643236,-0.7584310741049924,-0.5220989406600596,0.4166666666666667,0.5416666666666666,77.51905666387061,22.480943336129364,26.92535813409512,-1.6575406299857895,-82.759765625,24884.119140625,-0.4145057845220436,25681.950612713477
2018-03-08,24895.2109375,327300000,24798.701953125,24869.6154296875,25676.905409137824,24062.325450237175,43.391835397923224,24927.904747576413,25035.753391033668,-107.84864345726237,-98.355791489911,-9.492851967351356,0.37841297761526427,0.5173368154278468,-0.35978339541047577,0.07033132583474692,0.5,0.5416666666666666,69.50583581668916,30.49416418331085,27.507411156451717,-0.27854900409577504,93.8515625,24801.359375,-0.5220989406600596,25676.800947493804
2018-03-09,25335.740234375,371570000,24958.237890625,24943.37939453125,25628.746835960537,24258.011953101963,85.13907329796456,24990.648668622347,25057.974638688585,-67.32597006623837,-92.14982720517649,24.823857138938106,1.7695343011190343,1.7981684139242695,1.221765007795674,1.872712972868895,0.5833333333333334,0.5833333333333334,31.892625642240013,91.48030677704908,48.151804765496436,2.1693915856723245,440.529296875,24895.2109375,0.07033132583474692,25676.905409137824
2018-03-12,25178.609375,362580000,25019.0078125,24992.76484375,25590.924135136363,24394.60555236364,78.58750472883096,25019.565700372754,25066.910545082028,-47.344844709270546,-83.18883070599529,35.84398599672475,-0.6201944680574525,0.734719543858155,0.5216610374447995,1.0998338843389577,0.5,0.5833333333333334,45.308750473185604,80.3015092602568,67.42532674020559,0.8658150239539184,-157.130859375,25335.740234375,1.872712972868895,25628.746835960537
2018-03-13,25007.029296875,447880000,25043.58984375,25013.05283203125,25583.609671425762,24442.495992636745,56.923577089484475,25017.637022911556,25062.474897066688,-44.83787415512779,-75.5186393958218,30.680765240693997,-0.6814517655425519,-0.039901234393127885,-0.06261502740363611,0.39505490384398706,0.4166666666666667,0.5416666666666666,59.958576457620076,58.791612391408684,76.8578094762382,-1.1970014002159937,-171.580078125,25178.609375,1.0998338843389577,25590.924135136363
2018-03-14,24758.119140625,356830000,25034.941796875,25018.936328125,25576.276611750684,24461.59604449932,44.726982040744275,24977.71119486748,25039.930026219154,-62.2188313516781,-72.85867778699307,10.639846435314963,-0.9953607575494984,-0.9517208520260448,-0.7429433613735835,-0.5817485829167878,0.3333333333333333,0.5416666666666666,81.2109882449859,27.587338276054567,55.560153309240036,-3.699639888519052,-248.91015625,25007.029296875,0.39505490384398706,25583.609671425762
2018-03-15,24873.66015625,316310000,25030.631640625,25017.94482421875,25576.243980735508,24459.645667701992,52.94493891825324,24961.703342772482,25027.61373955477,-65.91039678229208,-71.46902158605286,5.558624803760779,0.4666792940478727,-0.5374321678693063,-0.1007165469101074,-0.2868223009711245,0.4166666666666667,0.5833333333333334,71.34588157602904,20.00290794002881,35.46061953583071,-2.110856049626689,115.541015625,24758.119140625,-0.5817485829167878,25576.276611750684
2018-03-16,24946.509765625,654240000,24952.785546875,25005.25185546875,25557.898550583086,24452.605160354407,52.12586341701889,24959.36586936517,25021.606037782203,-62.24016841702178,-69.62325095224665,7.3830825352248715,0.29287852659149194,-0.2802200569075001,0.21960302808690987,-0.12084280593696572,0.5,0.5833333333333334,53.15781457190983,32.61491435102217,26.735053522368545,-0.3303719483884057,72.849609375,24873.66015625,-0.2868223009711245,25576.243980735508
2018-03-19,24610.91015625,377990000,24839.245703125,24974.8283203125,25543.727988743398,24405.9286518816,17.101369620140947,24905.757298116685,24991.184120631664,-85.426822514979,-72.78396526479312,-12.64285725018587,-1.3452768043625842,-1.144354013877923,-1.1292667734966304,-1.4660786317917052,0.5,0.5416666666666666,90.86731046100508,0.0,17.539274097017017,0.007841395552531874,-335.599609375,24946.509765625,-0.12084280593696572,25557.898550583086
2018-03-20,24727.26953125,342510000,24783.29375,24962.954296875,25542.02218521872,24383.886408531278,28.72723925250851,24878.297641675654,24971.634891788573,-93.33725011291972,-76.89462223441845,-16.44262787850127,0.47279590336666294,-0.3759519932836741,-0.7246942379259356,-1.0145506697789632,0.5833333333333334,0.5416666666666666,76.2800799192972,16.05333146507937,16.222748605367205,0.7710836967475669,116.359375,24610.91015625,-1.4660786317917052,25543.727988743398
2018-03-21,24682.310546875,343230000,24768.13203125,24957.180859375,25544.957956365186,24369.40376238481,32.620839605285155,24848.14578093709,24950.203458832017,-102.05767789492165,-81.9272333665191,-20.130444528402567,-0.18181944560510988,-0.3397847667484917,-0.8413505061901071,-1.1597101677311228,0.5,0.5,81.91630020665406,9.85063848477418,8.634656649951209,-0.773672672875217,-44.958984375,24727.26953125,-1.0145506697789632,25542.02218521872
2018-03-22,23957.890625,439280000,24584.978125,24906.9513671875,25638.45699637712,24175.44573799788,21.61763748283759,24711.183449254462,24876.69880447409,-165.5153552196243,-98.64485773714014,-66.87049748248418,-2.9349761259150755,-2.7410329870189387,-3.452252468760696,-3.861341457548425,0.4166666666666667,0.4583333333333333,100.0,0.0,8.634656649951209,-3.722167179761125,-724.419921875,24682.310546875,-1.1597101677311228,25544.957956365186
2018-03-23,23533.19921875,482550000,24302.316015625,24818.11181640625,25739.24239877688,23896.98123403562,11.007697149986479,24529.955106099933,24777.18031664268,-247.2252105427433,-128.36092829826077,-118.86428224448252,-1.772657755632441,-3.5907163181361264,-4.75809815668078,-5.298558268425489,0.4166666666666667,0.4166666666666667,100.0,0.0,3.2835461615914183,-5.113268740939729,-424.69140625,23957.890625,-3.861341457548425,25638.45699637712
2018-03-26,24202.599609375,479540000,24220.65390625,24742.7783203125,25604.590160623033,23880.966480001967,33.93580767608604,24479.592721988403,24734.618782771002,-255.02606078259487,-153.6939547951276,-101.33210598746729,2.8444937911019657,-0.3421643880638497,-1.8196079684562017,-2.4801586846161925,0.4166666666666667,0.4583333333333333,62.86351407139011,47.363998811522706,15.787999603840925,-2.782106686558377,669.400390625,23533.19921875,-5.298558268425489,25739.24239877688
2018-03-27,23857.7109375,524480000,24046.7421875,24665.16240234375,25551.86799412151,23778.456810565996,33.80020768641368,24383.918601297883,24669.662646084256,-285.7440447863773,-180.10397279337752,-105.64007199299982,-1.4250067242421582,-1.2518643554161115,-2.7326905553691034,-3.717864522922523,0.3333333333333333,0.4583333333333333,81.99698559217076,22.96110500749708,23.441701273006622,-5.833771909571606,-344.888671875,24202.599609375,-2.4801586846161925,25604.590160623033
2018-03-28,23848.419921875,530040000,23879.9640625,24606.1234375,25543.78729206161,23668.459582938383,30.18511815274647,24301.53418907897,24608.829851698385,-307.29566261941,-205.542310758584,-101.75335186082596,-0.038943449559514134,-0.6882264457157553,-2.329166804482652,-3.5747236589890923,0.3333333333333333,0.4166666666666667,82.51242549309191,22.30371122765559,30.876271682225145,-5.2830139795002085,-9.291015625,23857.7109375,-3.717864522922523,25551.86799412151
2018-03-29,24103.109375,463550000,23909.0078125,24580.8298828125,25543.771960720096,23617.8878049049,38.0694212109728,24271.00729460529,24571.36907564665,-300.36178104136707,-224.50620481514062,-75.85557622622646,1.06795105906109,0.7774939263816155,-0.9806161334469362,-2.346397611066648,0.4166666666666667,0.4166666666666667,65.36364175915486,47.72835822848581,30.99772482121285,-3.61466334582956,254.689453125,23848.419921875,-3.5747236589890923,25543.78729206161
2018-04-02,23644.189453125,509820000,23931.205859375,24536.136328125,25582.253245954304,23490.0194102957,42.7447164695817,24174.573780531395,24502.68910360801,-328.11532307661764,-245.228028467436,-82.88729460918162,-1.9039863892041935,-0.9247146664600586,-2.4940930086176145,-3.8705913970386714,0.4166666666666667,0.375,92.4692652143318,9.295117147885712,26.442395534675732,-4.4992500487332245,-458.919921875,24103.109375,-2.346397611066648,25543.771960720096
2018-04-03,24033.359375,394130000,23897.3578125,24494.06630859375,25549.956845547887,23438.17577163961,61.76095071535121,24152.84848737272,24467.923938525943,-315.07545115322137,-259.1975130045931,-55.87793814862829,1.6459431719853872,0.3554664563932235,-0.6021648110000417,-2.059948254281166,0.4166666666666667,0.4166666666666667,64.61073913614284,43.52582243411604,33.51643260349588,-3.378275557241856,389.169921875,23644.189453125,-3.8705913970386714,25582.253245954304
2018-04-04,24264.30078125,388540000,23978.67578125,24463.075390625,25507.677360371817,23418.473420878185,51.82774920302474,24169.994994123066,24452.840741690685,-282.84574756761504,-263.92715991719746,-18.918587650417575,0.9609202053135778,1.276313693165212,0.5894799906438524,-0.9902297729763556,0.4166666666666667,0.4583333333333333,48.27028184877317,100.0,50.940313194000616,-2.734687099656116,230.94140625,24033.359375,-2.059948254281166,25549.956845547887
2018-04-05,24505.220703125,347790000,24110.0359375,24448.26845703125,25481.604960173285,23414.93195388921,70.43995299473596,24221.56818012337,24456.72073883397,-235.1525587106007,-258.17223967587813,23.019680965277413,0.9928986787913892,1.82323417020456,1.62533701428002,0.010479971745725156,0.5,0.5,31.22378612936437,100.0,81.17527414470537,-0.4294414650006753,240.919921875,24264.30078125,-0.9902297729763556,25507.677360371817
