Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BBands_up_L1,BIAS_24_L1
2014-01-02,16441.349609375,80960000,16496.11796875,16126.461474609376,16668.987564806554,15583.935384412198,67.45641733408614,16323.764413601215,16147.561288415489,176.2031251857279,138.1710936889438,38.0320314967841,-0.8162714660225633,-0.1922759704537772,0.9390251484488066,2.05775557758225,0.75,0.5416666666666666,16.161684497342893,65.96646705410171,88.65548901803392,4.354005509905513,-135.310546875,16576.66015625,16629.940593980566,2.9958577683603322
2014-01-03,16469.990234375,72770000,16494.13984375,16155.472509765625,16706.25902416879,15604.685995362463,64.56471195419805,16346.260693720258,16171.444914042118,174.81577967813973,145.500030886783,29.315748791356725,0.17419874694270152,-0.1320241597086782,0.8129172843505064,2.1370938857620456,0.75,0.5416666666666666,12.987939515654373,69.99612693756129,78.65419799722103,3.685462750064553,28.640625,16441.349609375,16668.987564806554,2.05775557758225
2014-01-06,16425.099609375,89380000,16483.477734375,16185.652001953125,16725.981632019368,15645.322371886885,41.123151711565725,16358.38975766714,16190.234150733442,168.15560693369844,150.03114609616608,18.124460837532357,-0.2725601191086772,-0.34905544620245377,0.2569563675480753,1.769645587577618,0.75,0.5416666666666666,21.608278082073525,46.26461555507082,60.74240318224464,3.4635013969382635,-44.890625,16469.990234375,16706.25902416879,2.1370938857620456
2014-01-07,16530.939453125,81270000,16488.8078125,16211.18896484375,16765.911767652524,15656.466162034973,56.36053182985607,16384.935864660656,16215.471580540225,169.4642841204313,153.91777370101914,15.546510419412186,0.6443787025169059,0.2398308271062637,0.7170398007020888,2.2875372518665085,0.75,0.5833333333333334,6.518488403500808,79.13348100673444,65.13140783312221,2.244992616272492,105.83984375,16425.099609375,16725.981632019368,1.769645587577618
2014-01-08,16462.740234375,103260000,16466.023828125,16233.049462890625,16791.231906862267,15674.867018918982,45.43672159561369,16396.90576769363,16233.78777712058,163.11799057305325,155.75781707542598,7.360173497627272,-0.41255500900832137,-0.13177852069550788,0.1572801918726424,1.7217962654606458,0.6666666666666666,0.5833333333333334,27.874379628147263,24.83537158984008,50.077822717215135,1.7532526872991006,-68.19921875,16530.939453125,16765.911767652524,2.2875372518665085
2014-01-09,16444.759765625,83990000,16466.705859375,16256.63095703125,16808.71419906078,15704.54771500172,33.54787786066136,16404.267921221533,16249.41533182461,154.8525893969236,155.57677153972548,-0.724182142801908,-0.10921917307822128,-0.10763902084952624,-0.06540970429730962,1.4657174854392516,0.5833333333333334,0.5833333333333334,33.17580479561409,12.971816647121742,38.9802230812321,1.3785721720794148,-17.98046875,16462.740234375,16791.231906862267,1.7217962654606458
2014-01-10,16437.05078125,85190000,16460.11796875,16286.306982421875,16809.42558067181,15763.188384171943,49.21341729266881,16409.31143814899,16263.314254004268,145.9971841447223,153.66085406072486,-7.663669916002562,-0.04687806015332819,-0.15012100820682153,-0.18425824126907514,1.2579139517076845,0.5,0.5833333333333334,39.26900753461721,7.885410894470288,15.230866377144055,0.8741567095763128,-7.708984375,16444.759765625,16808.71419906078,1.4657174854392516
2014-01-13,16257.9404296875,111680000,16426.6861328125,16312.23251953125,16771.91774994441,15852.54728911809,24.978163120910626,16386.023590693378,16262.916192943767,123.10739774961077,147.55016279850201,-24.442765048891264,-1.089674503937251,-1.0256724532193404,-1.2221335972887208,0.09345183540682224,0.4166666666666667,0.5416666666666666,100.0,0.0,6.952409180530695,-0.6089504613426605,-179.1103515625,16437.05078125,16809.42558067181,1.2579139517076845
2014-01-14,16373.8603515625,98610000,16395.2703125,16343.15751953125,16725.549156736364,15960.765882326135,44.82179407973819,16384.152323134782,16271.134278767375,113.01804436740532,140.6437391122827,-27.62569474487736,0.7130049613377021,-0.2681313266528713,-0.4644130067698838,0.7171271136974532,0.4166666666666667,0.5416666666666666,63.62951138128927,42.461661736141174,16.782357543537177,-0.6433329750207966,115.919921875,16257.9404296875,16771.91774994441,0.09345183540682224
2014-01-15,16481.939453125,101130000,16399.11015625,16373.0259765625,16696.207821706426,16049.844131418577,45.07040316273879,16399.19649697943,16286.749476867939,112.44702011149091,135.0043953121243,-22.5573752006334,0.6600709865721213,0.4401312460890031,0.19080124998579728,1.2498961030357092,0.5,0.5833333333333334,29.719121607750736,82.05121784575981,41.504293193967015,0.021417702566781868,108.0791015625,16373.8603515625,16725.549156736364,0.7171271136974532
