Date,Close,Volume,MA_5,Ma20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS6,BIAS12,BIas24,psy12,psy24,W%R,%K,%D,PROC,MO,LAG
2013-01-02,13412.549805,161430000,13133.139843799992,13166.522412200002,13408.839147798797,12924.205676601207,65.24473525199843,13168.959068565246,13132.286470536705,36.67259802854096,36.545239942201185,0.1273580863397754,2.3535322828085925,2.120014961267859,1.6869290806124848,2.0843772455197094,0.4166666666666667,0.5416666666666666,0.0,100.0,46.73848074299593,1.8361189290532753,308.41015700000025,13104.139648
2013-01-03,13391.360352,129630000,13188.493945399992,13188.50141615,13428.538269549026,12948.464562750974,68.12271528427512,13203.174650632132,13151.477128422875,51.69752220925693,39.57569639561234,12.121825813644591,-0.15798228754462296,1.6331274499786872,1.362116006820481,1.7919594856073622,0.4166666666666667,0.5,4.466208041092407,95.5337919589076,78.5830780626318,1.9516588915187907,-21.189453000000867,13412.549805
2013-01-04,13435.209961000002,107590000,13256.274023599992,13208.5374025,13461.020181108352,12956.054623891649,72.39098619369166,13238.872390688726,13172.494375280441,66.37801540828514,44.9361601981469,21.441855210138236,0.32744700947020416,1.5540641687294274,1.566009141818445,1.9917370571697832,0.4166666666666667,0.5,0.0,100.0,98.51126398630227,1.5097425789062193,43.8496090000026,13391.360352
2013-01-07,13384.290039,113120000,13345.509960999992,13224.049902499999,13479.840760498346,12968.259044501652,69.23466277756356,13261.244336582768,13188.18294296337,73.06139361939677,50.56120688239688,22.500186736999886,-0.3790035447738751,0.8034579462952759,1.159829751068436,1.4900315313009596,0.3333333333333333,0.4583333333333333,10.243404154438291,89.7565958455617,95.09679593482285,0.24964555430741173,-50.91992200000277,13435.209961000002
2013-01-08,13328.849609,129570000,13390.451953199992,13232.735888800002,13490.46347107216,12975.008306527843,80.25052199281755,13271.645147723879,13198.60269600312,73.04245172075935,55.05745585006939,17.984995870689957,-0.41422017782379844,-0.10405384280299819,0.6920480536943608,0.9537762811495446,0.3333333333333333,0.4583333333333333,21.396185004844966,78.60381499515503,89.45347028023866,0.5801392818107899,-55.44042999999874,13384.290039
2013-01-09,13390.509766,123070000,13386.043945399992,13243.767382950002,13508.94636848371,12978.588397416293,76.44377914327252,13289.932012074052,13212.818034521408,77.11397755264443,59.468760190584405,17.645217362060023,0.46260674258312456,0.00035978844354999924,1.1077055766504598,1.280565040418162,0.3333333333333333,0.5,8.992200796521416,91.00779920347858,86.45607001473154,0.5918847497982597,61.660156999998435,13328.849609
2013-01-10,13471.219727000002,133520000,13402.015820399993,13254.906347799999,13538.95626888978,12970.856426710217,59.3492063467781,13317.822429754968,13231.958900630932,85.86352912403527,64.74771397727459,21.11581514676068,0.6027400181950795,0.5296906509288037,1.5379868294020307,1.7509781271525897,0.4166666666666667,0.5,0.0,100.0,89.87053806621095,2.1255650611779306,80.7099610000023,13390.509766
2013-01-11,13488.429688,119200000,13412.659765799992,13267.05532245,13569.585870304432,12964.524774595568,65.66695559353673,13344.069700254204,13250.956736732345,93.11296352185855,70.42076388619138,22.692199635667166,0.12775354681139375,0.5367420396906566,1.4450062249062245,1.7482730551981693,0.5,0.5,0.0,100.0,97.0025997344926,2.6600340233132087,17.209960999998657,13471.219727000002
2013-01-14,13507.320313,118460000,13437.265820599994,13283.88535175,13600.952238214286,12966.818465285713,62.658442694534976,13369.185179138172,13269.946631270692,99.23854786748052,76.18432068244921,23.05422718503131,0.14005058733268314,0.5874383752293703,1.3376478159826897,1.778107805774064,0.5833333333333334,0.5,0.0,100.0,99.99999999999973,2.9946073317700934,18.890625,13488.429688
2013-01-15,13534.889647999998,102280000,13478.473828399994,13303.87934585,13631.66882274987,12976.08986895013,78.79748716528442,13394.678174347682,13289.572039917308,105.10613443037437,81.96868343203425,23.137450998340114,0.20410662041874034,0.604697432165506,1.2668099047967718,1.8691033368045349,0.6666666666666666,0.5,0.0,100.0,99.99999999999973,3.3488829479463735,27.56933499999832,13507.320313
2013-01-16,13511.230469,118540000,13502.617968999994,13317.6713869,13656.358468739445,12978.984305060554,89.69993054134001,13412.609296601884,13305.991182812324,106.61811378956008,86.89856950353943,19.71954428602065,-0.17480141778248212,0.20244241762728402,0.7298500311362945,1.6072990628031314,0.6666666666666666,0.4583333333333333,3.9644771791812383,88.51719349558138,96.17239783186021,4.429704967784621,-23.659178999998403,13534.889647999998
2013-01-17,13596.019531,183900000,13527.577929799992,13329.924365400002,13690.693809983524,12969.15492081648,90.64218856697416,13440.826255740054,13327.474764159559,113.35149158049535,92.18915391893063,21.16233766156472,0.627545079587968,0.5757772629891471,1.0531654852836216,2.13273975834895,0.6666666666666666,0.5,0.0,100.0,96.17239783186021,3.753622108835448,84.78906199999983,13511.230469
2013-01-18,13649.700195,260900000,13559.83203119999,13349.810888800002,13735.47627198211,12964.145505617895,89.52200973799617,13472.960707933891,13351.343314592184,121.6173933417067,98.07480180348585,23.542591538220847,0.3948263230837773,0.7511741056314312,1.3033494301687882,2.3824947956397127,0.6666666666666666,0.5416666666666666,0.0,100.0,96.17239783186021,1.7681230895529851,53.680663999999524,13596.019531
2013-01-22,13712.209961000002,144300000,13600.80996079999,13369.8354005,13787.439348234526,12952.231452765474,91.27285190901665,13509.768285328679,13378.07417728906,131.6941080396191,104.79866305071252,26.895444988906576,0.4579570621111569,0.9347035240683974,1.5657320665346965,2.666160885748769,0.75,0.5833333333333334,0.0,100.0,99.99999999999973,2.395944852250083,62.509766000002855,13649.700195
2013-01-23,13779.330078,104490000,13649.698046799991,13399.259912200001,13845.695494965215,12952.824329434787,92.5909504062069,13551.239330355036,13407.79683660098,143.44249375405525,112.52742919138109,30.91506456267416,0.4894916077780335,1.0914205151314347,1.846558711225692,2.9939312297590317,0.75,0.5833333333333334,0.0,100.0,99.99999999999973,2.5613303997400663,67.12011699999857,13712.209961000002
2013-01-24,13825.330078,124780000,13712.51796859999,13433.579931700002,13900.801090014173,12966.358773385831,92.99524399051359,13593.407137685032,13438.72522485276,154.68191283227134,120.95832591955913,33.72358691271221,0.3338333557553958,1.0699637870660057,1.9097153641136617,3.185316317578408,0.8333333333333334,0.5833333333333334,0.0,100.0,99.99999999999973,3.2952068261736014,46.0,13779.330078
2013-01-25,13895.980469,130300000,13772.51015619999,13472.64946295,13957.891706650726,12987.407219249273,100.0,13639.956880964257,13472.59598367848,167.36089728577645,130.2388401928026,37.12205709297385,0.5110213687586665,1.112452591075939,2.074896352441095,3.5053212348794,0.9166666666666666,0.625,0.0,100.0,99.99999999999973,4.254912289032484,70.65039099999922,13825.330078
