Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BIAS_24_L1
2016-01-04,17148.939453125,148060000,17485.417578125,17499.80244140625,17881.48306389923,17118.12181891327,22.966609638862707,17466.545577482662,17509.0605311976,-42.51495371493729,-24.170221465480033,-18.344732249457266,-1.5844440720654278,-1.9866982651706864,-1.830400414491664,-2.1950724746624632,0.4166666666666667,0.4166666666666667,96.71436125344648,0.0,43.42551199377564,-2.145350245866542,-276.08984375,17425.029296875,-0.7771296799219441
2016-01-05,17158.66015625,105750000,17411.495703125,17465.35390625,17839.535655355983,17091.172157144018,25.35552038202693,17419.178589600713,17483.10494786815,-63.926358267435724,-32.12144882587117,-31.80490944156455,0.05668399000165941,-1.5621508091549354,-1.4973103231124518,-2.0089366454688413,0.4166666666666667,0.4583333333333333,95.14786790718756,1.6993017737337182,17.247936212560404,-3.3265350093875847,9.720703125,17148.939453125,-2.1950724746624632
2016-01-06,16906.509765625,120250000,17248.6015625,17424.15390625,17850.325292095742,16997.98252040426,19.71820535698998,17340.30646283522,17440.394193627915,-100.08773079269669,-45.71470521923627,-54.373025573460396,-1.4695226103254622,-2.428657970170779,-2.6704278601169764,-3.2228349568987813,0.4166666666666667,0.4166666666666667,100.0,0.0,0.566433924577917,-3.368401193587315,-252.150390625,17158.66015625,-2.0089366454688413
2016-01-07,16514.099609375,176240000,17030.64765625,17371.45888671875,17947.66754223776,16795.250231199738,0.7926711760424414,17213.197716149032,17371.77977997955,-158.58206383051947,-68.2881769414929,-90.29388688902657,-2.3210595308551745,-3.5739715312803693,-4.648428474166358,-5.194221370244399,0.4166666666666667,0.4166666666666667,100.0,0.0,0.566433924577917,-3.587292233430614,-392.41015625,16906.509765625,-3.2228349568987813
2016-01-08,16346.4501953125,141850000,16814.9318359375,17314.166357421876,18039.49020911755,16588.842505726203,0.7612972799339199,17079.85194371264,17295.829440374586,-215.97749666194431,-97.8260408855832,-118.15145577636112,-1.0151895533397777,-3.3704411866027035,-5.20355760372761,-5.9020578254982174,0.3333333333333333,0.4166666666666667,100.0,0.0,1.1028215377943221e-14,-5.246863717162418,-167.6494140625,16514.099609375,-5.194221370244399
2016-01-11,16398.5703125,127790000,16664.8580078125,17255.357373046874,18071.655823250927,16439.05892284282,5.3768051461098505,16975.03938506454,17229.365801272765,-254.32641620822326,-129.1261159501112,-125.20030025811205,0.3188467010559023,-2.072002291266433,-4.4308113945927055,-5.272794117538183,0.3333333333333333,0.4166666666666667,96.20815065373895,3.7918493462610456,1.2639497820870262,-5.848788278336358,52.1201171875,16346.4501953125,-5.9020578254982174
2016-01-12,16516.220703125,117480000,16536.3701171875,17217.907861328124,18095.392038343147,16340.4236843131,18.099324275087604,16904.45189553538,17176.540238447004,-272.088342911622,-157.71856134241338,-114.36978156920868,0.7174429744971098,-0.7443737195581819,-3.234609707811753,-4.31352055941474,0.3333333333333333,0.4583333333333333,87.64883458056339,13.501507070923589,5.764452139061555,-6.171747885389861,117.650390625,16398.5703125,-5.272794117538183
2016-01-13,16151.41015625,153530000,16385.3501953125,17157.053369140624,18146.0494644694,16168.057273811848,12.605556901024865,16788.599320260706,17100.60467680278,-312.0053565420749,-188.57592038234569,-123.4294361597292,-2.2088015983340243,-1.947522312056933,-4.7203488853981534,-6.1059668799599995,0.3333333333333333,0.4583333333333333,100.0,0.0,5.764452139061555,-7.980550392685378,-364.810546875,16516.220703125,-4.31352055941474
2016-01-14,16379.0498046875,158830000,16358.340234375,17099.7603515625,18128.826677519388,16070.694025605613,30.05491076539034,16725.59170248021,17047.156167757206,-321.5644652769952,-215.1736293612756,-106.39083591571959,1.4094103625336507,-0.03204485683921222,-2.828495265045328,-4.5251614297328535,0.4166666666666667,0.5,85.49668997785022,22.60011401712584,12.033873696016483,-6.556378680243544,227.6396484375,16151.41015625,-6.1059668799599995
2016-01-15,15988.080078125,239210000,16286.6662109375,17011.70986328125,18102.950807095996,15920.468919466504,30.087686870628602,16612.12837565633,16968.70608704371,-356.5777113873773,-243.4544457664959,-113.12326562088144,-2.387011036810016,-1.8933370044228888,-4.3283446710781455,-6.4436200738200045,0.3333333333333333,0.4583333333333333,100.0,0.0,7.533371339041955,-9.778806503855005,-390.9697265625,16379.0498046875,-4.5251614297328535
