DJI,DJI,GSPC,GSPC,HSI,HSI,N225,N225,TWII,TWII
11943.95277,100.00973,1237.54662,100.19886,18748.37634,100.03625,234.71904,2.00787,579.50319,7.82851
13018.66644,99.99899,1407.49893,99.94836,653.81396,2.43948,224.11780,2.02727,7440.33002,100.01069
15986.10865,99.98853,45.06972,1.99501,23337.71236,99.98956,15300.23471,99.9726,8336.15217,99.98761
17704.63473,99.9867,42.83927,1.76043,23580.41680,99.99867,17372.53135,99.97026,9064.15950,100.00064
17629.06137,99.99193,2065.58025,99.93797,22213.47147,100.02917,154.39192,0.68516,121.51081,1.08933
19213.75377,99.99466,2204.35822,99.90785,22436.12163,99.99582,18413.91735,100.00115,9168.41191,99.95341
563.59841,1.91823,59.07274,2.00023,29165.54332,99.98881,22643.92337,99.97748,10625.11766,99.99051
1856.95099,7.07839,2650.54917,99.96347,26086.74731,100.01857,21541.58676,100.0143,9795.81846,100.06788
654.9327,2.04221,3139.32066,99.91148,27128.73325,100.01114,23472.91477,99.98820,11709.72633,99.98149
