Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,MA_20_L1,MA_20_L2,BBands_up_L1
2011/1/21,8954.379883,3170400,8995.131836,8934.127393,9082.396474,8785.858311,46.91012915,8960.575128,8887.777899,72.79722957,78.69730601,-5.900076433,-0.751371784,-0.411301538,0.138522106,0.361610447,0.583333333,0.583333333,43.40248375,18.20051944,64.79614875,1.221642897,-67.79003906,9022.169922,8929.463379,8923.298389,9080.728997
2011/1/24,8947.790039,2580000,8999.671875,8936.901416,9084.008613,8789.794219,46.43375402,8958.608191,8892.223242,66.38494904,76.23483461,-9.849885569,-0.073593524,-0.438972261,0.004639578,0.231580508,0.5,0.541666667,45.57519987,14.10566047,36.16470224,0.726990338,-6.58984375,8954.379883,8934.127393,8929.463379,9082.396474
2011/1/25,8991.389648,2925600,9000.349805,8942.93291,9088.582701,8797.283119,59.67149593,8963.651493,8899.568902,64.08259041,73.80438577,-9.721795359,0.487266791,-0.076701844,0.297002458,0.65847706,0.583333333,0.541666667,31.20011334,41.19799505,24.50139165,2.375914618,43.59960938,8947.790039,8936.901416,8934.127393,9084.008613
2011/1/26,9055.589844,3204800,8994.263867,8952.394922,9101.46222,8803.327624,59.82271094,8977.795854,8911.126009,66.66984535,72.37747769,-5.707632336,0.714018609,0.510939312,0.790428211,1.303141552,0.583333333,0.541666667,10.03287408,81.09131511,45.46499021,2.695772273,64.20019531,8991.389648,8942.93291,8936.901416,9088.582701
2011/1/27,9102.330078,3296800,9010.295898,8962.115918,9123.185467,8801.046369,52.78556085,8996.954966,8925.289273,71.66569233,72.23512062,-0.569428286,0.516147873,0.999250209,1.150254705,1.711649338,0.583333333,0.583333333,0,100,74.09643672,1.914263,46.74023438,9055.589844,8952.394922,8942.93291,9101.46222
2011/1/28,9145.349609,3372600,9048.489844,8970.758398,9150.586041,8790.930756,72.64836641,9019.784911,8941.590039,78.19487189,73.42707087,4.767801018,0.472621086,1.245955835,1.458863394,2.072105026,0.583333333,0.583333333,0,100,93.69710504,2.011707857,43.01953125,9102.330078,8962.115918,8952.394922,9123.185467
2011/2/8,9111.459961,3854200,9081.223828,8975.066406,9163.820687,8786.312126,82.99460107,9033.888765,8954.172996,79.71576857,74.68481041,5.030958158,-0.370567008,0.579260242,0.956067902,1.580154149,0.5,0.583333333,15.38621833,82.8458584,94.2819528,1.513884135,-33.88964844,9145.349609,8970.758398,8962.115918,9150.586041
2011/2/9,9006.820313,3537600,9084.309961,8975.5479,9164.574403,8786.521398,58.78194418,9029.724387,8958.072797,71.6515901,74.07816635,-2.426576251,-1.148439974,-0.683693221,-0.234957917,0.34808768,0.5,0.583333333,62.89360042,29.87973366,70.90853069,0.382396317,-104.6396484,9111.459961,8975.066406,8970.758398,9163.820687
2011/2/10,8836.55957,3685600,9040.503906,8975.0604,9165.462895,8784.657906,33.27065606,9000.006723,8949.071818,50.93490571,69.44951422,-18.51460851,-1.890353491,-2.283072461,-2.040819641,-1.516225551,0.5,0.541666667,100,0,37.57519735,-0.991925852,-170.2607422,9006.820313,8975.5479,8975.066406,9164.574403
2011/2/11,8609.860352,4563000,8942.009961,8961.39292,9207.345811,8715.440029,14.35584259,8939.984205,8923.945042,16.03916224,58.76744382,-42.72828158,-2.565469252,-4.001342773,-4.219344024,-3.880930711,0.416666667,0.5,100,0,9.959911221,-4.207161198,-226.6992188,8836.55957,8975.0604,8975.5479,9165.462895
2011/2/14,8685.469727,3074000,8850.033984,8956.53042,9219.665648,8693.395191,18.13569975,8900.828131,8906.280204,-5.452073088,45.92354044,-51.37561353,0.878171909,-2.402263679,-3.018104875,-2.883322564,0.416666667,0.5,85.880319,14.119681,4.706560334,-4.408418927,75.609375,8609.860352,8961.39292,8975.0604,9207.345811
2011/2/15,8721.929688,3209400,8772.12793,8951.73291,9227.976988,8675.488832,17.30643945,8873.305294,8892.62461,-19.31931673,32.87496901,-52.19428574,0.419781107,-1.209167636,-2.33815201,-2.350416382,0.5,0.541666667,79.07159961,20.92840039,11.6826938,-3.32780514,36.45996094,8685.469727,8956.53042,8961.39292,9219.665648
2011/2/16,8712.959961,2959800,8713.355859,8940.812891,9236.030267,8645.595514,17.99909659,8848.636781,8879.316118,-30.67933689,20.16410783,-50.84344472,-0.102841079,-0.562715595,-2.218315272,-2.39012022,0.5,0.541666667,80.74665217,19.25334783,18.10047641,-2.696109893,-8.969726563,8721.929688,8951.73291,8956.53042,9227.976988
2011/2/17,8683.879883,3118400,8682.819922,8926.756885,9242.112121,8611.401649,20.48503326,8823.289566,8864.83936,-41.54979383,7.821327497,-49.37112133,-0.333756591,-0.282063203,-2.303541293,-2.625298042,0.5,0.5,86.17721454,13.82278546,18.00151123,-2.949445115,-29.08007813,8712.959961,8940.812891,8951.73291,9236.030267
2011/2/18,8843.839844,3326600,8729.61582,8920.169873,9236.672126,8603.66762,50.67814526,8826.451147,8863.28384,-36.83269291,-1.109476584,-35.72321632,1.84203332,1.540626396,-0.366114503,-0.859934538,0.5,0.541666667,56.30547415,46.64666555,26.57426628,-1.64101224,159.9599609,8683.879883,8926.756885,8940.812891,9242.112121
2011/2/21,8839.219727,2736800,8760.36582,8913.505371,9230.93049,8596.080252,86.44104614,8828.415544,8861.501313,-33.08576914,-7.504735094,-25.58103404,-0.052241077,1.044099322,-0.215468189,-0.921602063,0.416666667,0.5,57.16825844,57.77896956,39.41614019,-2.38935421,-4.620117188,8843.839844,8920.169873,8926.756885,9236.672126
2011/2/22,8673.669922,3728400,8750.713867,8900.934375,9235.006156,8566.862594,48.54193667,8804.608525,8847.587877,-42.97935152,-14.59965838,-28.37969314,-1.872900661,-0.826060734,-1.687883537,-2.660091835,0.333333333,0.458333333,88.08387482,27.27143722,43.89902411,-4.709345328,-165.5498047,8839.219727,8913.505371,8920.169873,9230.93049
2011/2/23,8528.94043,3337800,8713.909961,8877.981396,9246.297039,8509.665754,31.18680017,8762.198049,8823.984362,-61.78631315,-24.03698933,-37.74932382,-1.668607331,-2.120914226,-2.762182327,-4.088747204,0.25,0.416666667,100,0,28.35013559,-6.74013795,-144.7294922,8673.669922,8900.934375,8913.505371,9235.006156
2011/2/24,8541.639648,2738400,8685.461914,8850.762402,9233.727282,8467.797522,33.41971654,8728.265987,8803.069939,-74.80395152,-34.19038177,-40.61356975,0.14889562,-1.652910961,-2.08732644,-3.750238562,0.333333333,0.416666667,97.939807,4.032785767,10.43474099,-6.25388593,12.69921875,8528.94043,8877.981396,8900.934375,9246.297039
2011/2/25,8599.650391,3641600,8636.624023,8829.636426,9219.010555,8440.262296,42.28058776,8708.478972,8788.001824,-79.52285171,-43.25687576,-36.26597595,0.679152301,-0.824683236,-1.037436856,-2.926617348,0.416666667,0.458333333,87.86135792,22.45477692,8.829187561,-4.520684412,58.01074219,8541.639648,8850.762402,8877.981396,9233.727282
2011/3/1,8727.55957,2811800,8614.291992,8818.29541,9205.683444,8430.907376,38.67808452,8711.414449,8783.52462,-72.11017112,-49.02753483,-23.08263629,1.487376508,0.875884764,0.539601761,-1.391157544,0.5,0.5,58.43743422,63.0738362,29.85379963,-1.233511743,127.9091797,8599.650391,8829.636426,8850.762402,9219.010555
