Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BBands_down_L1,BBands_down_L2
2015-01-05,9274.1103515625,2311000.0,9270.030078125,9106.30556640625,9376.45702695302,8836.15410585948,67.95311982836658,9184.612300625438,9120.87819640501,63.73410422042798,37.75481997575986,25.979284244668122,-0.3561672812113024,0.2446664306753025,1.5466817088944058,1.7832838649665643,0.6666666666666666,0.4583333333333333,6.9219992944434345,84.38262005760187,93.33457474405114,3.61080817113134,-33.1494140625,9307.259765625,8838.998948881757,8846.816260130641
2015-01-06,9048.33984375,2725800.0,9236.883984375,9098.39404296875,9365.588436551203,8831.199649386297,37.54905611733364,9163.647307259987,9115.504985097232,48.14232216275377,39.83232041315864,8.310001749595129,-2.434416879398704,-2.0008689175200622,-1.1238537782349065,-0.6630335552581934,0.6666666666666666,0.4583333333333333,54.065616760435,0.0,61.460873352533724,2.491736669409588,-225.7705078125,9274.1103515625,8836.15410585948,8838.998948881757
2015-01-07,9080.08984375,2384100.0,9195.6458984375,9093.034033203125,9357.16361174492,8828.90445466133,34.03323790238112,9150.792312873835,9112.881641293734,37.910671580100825,39.447990646547076,-1.5373190664462513,0.35089309805191304,-1.4185789513917535,-0.9586008444498676,-0.3351193343960311,0.6666666666666666,0.5,47.43583207753781,12.262478595728952,32.21503288444338,2.269043350117475,31.75,9048.33984375,8831.199649386297,8836.15410585948
2015-01-08,9238.0302734375,2657600.0,9189.566015625,9098.49052734375,9369.770537231876,8827.210517455625,45.22552365785496,9164.213537575937,9122.15191034142,42.061627234515974,39.97071796414086,2.0909092703751213,1.7394148340526987,0.3838033867189469,0.5461588627651289,1.3693657044134973,0.6666666666666666,0.5,16.151345242950267,73.26219949157785,28.50822602910204,2.6502608429182635,157.9404296875,9080.08984375,8828.90445466133,8831.199649386297
2015-01-09,9215.580078125,2398800.0,9171.230078125,9107.6615234375,9381.739001611115,8833.584045263886,44.817554316183006,9172.116082275794,9129.072515362426,43.043566913367606,40.58528775398621,2.4582791593814046,-0.24301928709902584,0.23579092034298285,0.19223654492163925,1.127425060473741,0.5833333333333334,0.4583333333333333,29.79125809993463,64.59148958639783,50.038722557901316,1.3257842564595932,-22.4501953125,9238.0302734375,8827.210517455625,8828.90445466133
2015-01-12,9178.2998046875,2205700.0,9152.06796875,9115.922998046875,9388.051478933021,8843.794517160732,37.31560050024878,9173.067424185288,9132.718981238355,40.348442946929936,40.537918792574956,-0.1894758456450205,-0.4045352882993453,0.06423000990662102,-0.2858823981147085,0.7313496087705691,0.5,0.4583333333333333,49.80689010085465,50.19310989914535,62.68226632570678,0.8858255989257255,-37.2802734375,9215.580078125,8833.584045263886,8827.210517455625
2015-01-13,9231.7998046875,2324800.0,9188.7599609375,9126.146484375,9399.553831002775,8852.739137747223,45.998559237504146,9182.103175031782,9140.05830149385,42.04487353793229,40.83930974164642,1.2055637962858654,0.5828966272454592,0.7249384770916635,0.25394109254570324,1.2978912316949174,0.5,0.5,29.144130892303515,70.85586910769649,61.880156197746324,0.4966168607563502,53.5,9178.2998046875,8843.794517160732,8833.584045263886
2015-01-14,9180.23046875,2271500.0,9208.7880859375,9135.876513671876,9402.351495086168,8869.401532257583,68.60285731601826,9181.815066373048,9143.034017586895,38.781048786149775,40.427657550547096,-1.6466087643973282,-0.5586054402015452,-0.07736636948704828,-0.3255036902520489,0.7084015273239881,0.5,0.5,49.06122941606886,50.93877058393114,57.329249863590775,0.2350800111190382,-51.5693359375,9231.7998046875,8852.739137747223,8843.794517160732
2015-01-15,9165.08984375,2210200.0,9194.2,9146.585498046876,9399.327183151772,8893.84381294198,62.578398219601716,9179.24195520027,9144.667782487868,34.574172712402294,39.25696058291813,-4.6827878705158446,-0.1649264149907729,-0.3957526691835741,-0.4457736340198408,0.4812536450684418,0.4166666666666667,0.5,54.90883854956362,51.71180289719668,57.83548086294121,-0.5315834054744739,-15.140625,9180.23046875,8869.401532257583,8852.739137747223
2015-01-16,9138.2900390625,2591100.0,9178.7419921875,9162.081982421874,9368.668790894206,8955.495173949543,25.877884951488408,9172.941660409844,9144.195357048951,28.746303360892853,37.15482913851308,-8.408525777620227,-0.2924118054966557,-0.5072643913382906,-0.6037308104212075,0.13015832672817712,0.3333333333333333,0.5,65.25945371019937,47.41946942746972,50.023347636198956,-1.5936438489619107,-26.7998046875,9165.08984375,8893.84381294198,8869.401532257583
2015-01-19,9174.0595703125,1893500.0,9177.8939453125,9176.853466796874,9337.368252408478,9016.33868118527,40.56607541459388,9173.113646548714,9146.407520994399,26.706125554315804,35.06508842167362,-8.358962867357818,0.3914247752818055,-0.042515085637725714,-0.12924187526059402,0.454798499457316,0.4166666666666667,0.5,51.44455256587236,59.49694245382765,52.87607159283112,-1.0181888450292027,35.76953125,9138.2900390625,8955.495173949543,8893.84381294198
2015-01-20,9251.6904296875,1795000.0,9181.8720703125,9189.46201171875,9330.740969965724,9048.183053471776,64.09135228380711,9185.20238241622,9154.206254971663,30.996127444555892,34.251296226250076,-3.255168781694181,0.8461996434622631,0.6691596999944106,0.7666622422078677,1.1820230731254189,0.4166666666666667,0.5416666666666666,21.461977716928047,100.0,68.97213729376557,-0.5970536692522239,77.630859375,9174.0595703125,9016.33868118527,8955.495173949543
2015-01-21,9319.7099609375,2174400.0,9209.76796875,9200.697509765623,9345.828794130555,9055.566225400697,65.987752550368,9205.895856034878,9166.465788746911,39.430067287967184,35.28705043859349,4.14301684937368,0.7352119244255508,1.2478744422554802,1.4655160933952434,1.7549171028498176,0.5,0.5833333333333334,0.0,100.0,86.49898081794231,0.49168715538647206,68.01953125,9251.6904296875,9048.183053471776,9016.33868118527
2015-01-22,9369.509765625,2387200.0,9250.651953125,9214.2875,9368.892049952581,9059.682950047421,84.64621258705256,9231.06722674105,9181.506083330472,49.56114341057764,38.14186903299033,11.419274377587314,0.5343492973089312,1.441235601573895,1.7113231203208732,2.0474198676392663,0.5833333333333334,0.625,0.0,100.0,99.99999999999977,3.549490043710539,49.7998046875,9319.7099609375,9055.566225400697,9048.183053471776
2015-01-23,9470.9404296875,2647100.0,9317.18203125,9228.525537109375,9418.5461031065,9038.504971112248,92.54422308375692,9267.970796425121,9202.945664542105,65.025131883016,43.51852160299546,21.50661028002054,1.082561058153014,1.976596126910679,2.4501717618920966,2.875619574366597,0.5833333333333334,0.625,0.0,100.0,99.99999999999977,4.3044792800869685,101.4306640625,9369.509765625,9059.682950047421,9055.566225400697
2015-01-26,9477.669921875,1906500.0,9377.9041015625,9244.4740234375,9460.181853285823,9028.766193589176,100.0,9300.232200340486,9223.295609529725,76.93659081076113,50.202135444548595,26.734455366212522,0.07105410742956224,1.4313025532918005,2.301972542954831,2.7264091079649706,0.5833333333333334,0.625,0.0,100.0,99.99999999999977,2.5940556736055096,6.7294921875,9470.9404296875,9038.504971112248,9059.682950047421
2015-01-27,9521.58984375,1875400.0,9431.883984375,9259.85,9506.34126492152,9013.35873507848,100.0,9334.287222403487,9245.391478731226,88.89574367226305,57.9408570900915,30.954886582171568,0.4634042147176947,1.2735588901905108,2.4939237325581978,3.0040054732729033,0.6666666666666666,0.625,0.0,100.0,99.99999999999977,3.3205697637132428,43.919921875,9477.669921875,9028.766193589176,9038.504971112248
2015-01-28,9510.919921875,1784400.0,9470.1259765625,9271.081982421874,9540.749969453023,9001.413995390725,96.19704632391588,9361.461483860645,9265.060252297431,96.40123156321351,65.6329319847159,30.76829957849762,-0.11206029717824664,0.6973307176021517,2.0745084919708616,2.697301673727436,0.6666666666666666,0.5833333333333334,2.7837013597486875,97.21629864025131,99.07209954675021,3.6239840086464135,-10.669921875,9521.58984375,9013.35873507848,9028.766193589176
2015-01-29,9426.900390625,1849600.0,9481.6041015625,9279.005517578124,9557.077741874615,9000.933293281636,68.07173175012429,9371.529007978235,9277.048410692069,94.48059728617045,71.4024650450068,23.078132241163644,-0.8834006798517575,-0.38065750420394,0.9965520743628682,1.679951025898324,0.5833333333333334,0.5416666666666666,24.703757207024733,72.7536101564893,89.98996959891329,2.1133537345387032,-84.01953125,9510.919921875,9001.413995390725,9013.35873507848
2015-01-30,9361.91015625,2041700.0,9459.798046875,9281.738037109377,9561.933095219634,9001.542978999116,48.78117540925066,9370.049184635429,9283.334465918579,86.71471871685026,74.4649157793755,12.249802937474756,-0.6894125500639895,-1.054201968475113,0.13784113740365564,0.8868195713102921,0.5833333333333334,0.5416666666666666,41.65921441838069,40.8373345104694,70.26908110240309,1.9790318785399503,-64.990234375,9426.900390625,9000.933293281636,9001.413995390725
2015-02-02,9386.990234375,1650800.0,9441.662109375,9287.38203125,9571.25844907734,9003.505613422658,32.16930295072991,9372.65549997998,9291.012670989427,81.64282899055252,75.9004984216109,5.742330568941611,0.2678948815617139,-0.6422029917974023,0.20790123017053544,1.078609471472857,0.6666666666666666,0.5416666666666666,35.116013034428114,33.326883540936024,48.97260940263135,2.4211480128186817,25.080078125,9361.91015625,9001.542978999116,9000.933293281636
2015-02-03,9448.73046875,1649300.0,9427.090234375,9307.4015625,9577.14426258359,9037.658862416407,45.01765358619994,9384.359341329211,9302.695470823544,81.66387050567026,77.05317283842278,4.610697667247493,0.6577213018599753,0.062378472721951225,0.5891952375755827,1.66932269519117,0.75,0.5416666666666666,19.008456072499552,54.37154459611527,42.84525421584001,3.397139162365087,61.740234375,9386.990234375,9003.505613422658,9001.542978999116
2015-02-04,9513.919921875,2134800.0,9427.690234375,9329.09306640625,9591.91407381819,9066.272058994311,48.76962120500047,9404.291738336256,9318.341726456983,85.95001187927299,78.83254064659283,7.117471232680174,0.6899281690868688,0.7663782123574095,0.9787306785198358,2.2582200188784936,0.75,0.5833333333333334,2.001024206431099,95.19668281227068,60.9650369831071,3.7045797332981913,65.189453125,9448.73046875,9037.658862416407,9003.505613422658
2015-02-05,9512.0498046875,1523200.0,9444.7201171875,9342.79404296875,9613.644854423808,9071.943231513691,50.1865172379328,9420.869902390294,9332.690472992575,88.17942939771638,80.70191839681755,7.477511000898828,-0.019656642087139176,0.744561556016972,0.7269243944665791,2.1444385875009853,0.6666666666666666,0.5416666666666666,2.7450958352886303,94.02551494691521,81.1979141184335,2.8141816566250406,-1.8701171875,9513.919921875,9066.272058994311,9037.658862416407
2015-02-06,9456.1796875,1533300.0,9463.5740234375,9354.8240234375,9623.367991257337,9086.280055617664,55.32854187549318,9426.302177022557,9341.83782221535,84.4643548072072,81.45440567889548,3.009949128311717,-0.5873614871104589,0.1010904616886029,0.014847613647637259,1.4618265467619165,0.5833333333333334,0.5416666666666666,24.23501232012794,59.03664562845541,82.75294779588022,1.4643130219126697,-55.8701171875,9512.0498046875,9071.943231513691,9066.272058994311
2015-02-09,9421.5,1425200.0,9470.4759765625,9366.984033203124,9624.241446140937,9109.726620265315,62.1895675520184,9425.563380557547,9347.738724273471,77.82465628407772,80.72845579993194,-2.9037995158542174,-0.3667409952651664,-0.3707656901248733,-0.3975892531658939,0.9213585588017476,0.5,0.5416666666666666,49.57890917886082,39.201325983887756,64.08782885308592,0.5548874559664003,-34.6796875,9456.1796875,9086.280055617664,9071.943231513691
2015-02-10,9393.7001953125,1631400.0,9459.469921875,9375.079052734374,9624.893092937027,9125.26501253172,51.357470533149474,9420.661352058309,9351.14327768377,69.51807437454045,78.48637951485364,-8.968305140313191,-0.2950677141378761,-0.6764853285398735,-0.6238608376796368,0.4829239259647913,0.4166666666666667,0.5,80.09136944077498,20.913155764560766,39.717042458967775,-0.8155497856673626,-27.7998046875,9421.5,9109.726620265315,9086.280055617664
2015-02-11,9462.2197265625,1909200.0,9449.1298828125,9389.178515625,9624.842217832163,9153.514813417836,52.656111190163955,9427.054948135878,9359.371162785896,67.6837853499801,76.32586068187894,-8.642075331898837,0.7294200349739879,0.02422326948276326,0.11464490675965255,1.114830918849908,0.4166666666666667,0.5,37.18075737560546,65.98889873954438,42.034460162664104,-0.16301681151440053,68.51953125,9393.7001953125,9125.26501253172,9109.726620265315
2015-02-12,9496.3095703125,1563800.0,9445.9818359375,9405.739501953123,9621.82416468633,9189.65483921992,46.04846237789086,9437.709505393821,9369.514748528609,68.19475686521037,74.69963991854522,-6.504883053334852,0.3602732206091392,0.4157389729264709,0.4977318506063508,1.3524333557080812,0.4166666666666667,0.5416666666666666,15.831865551152207,86.12590016618452,57.67598489009635,-0.2655047513319853,34.08984375,9462.2197265625,9153.514813417836,9125.26501253172
2015-02-13,9529.509765625,1601700.0,9460.6478515625,9425.30048828125,9609.474387946342,9241.126588616156,53.4348475941274,9451.832622352462,9381.36623127649,70.46639107597184,73.85299015003055,-3.3865990740586938,0.3496115524318092,0.7358067721586274,0.8325526252689639,1.5481717743962848,0.5,0.5833333333333334,0.0,100.0,84.03826630190946,0.19545789369168784,33.2001953125,9496.3095703125,9189.65483921992,9153.514813417836
2015-02-24,9629.3701171875,2332200.0,9502.221875,9448.066015625,9614.052253888573,9282.079777361429,79.0442344540705,9479.146083096311,9399.73688949212,79.4091936041932,74.96423084086307,4.444962763330139,1.0479064927633304,1.481771760307629,1.70760580233882,2.4314852984787345,0.5833333333333334,0.5833333333333334,0.0,100.0,95.37530005539465,2.1477868458635143,99.8603515625,9529.509765625,9241.126588616156,9189.65483921992
