Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BBands_up_L1,BIAS_24_L1
2018/1/16,10986.11035,2943900,10893.50586,10708.92842,11084.47345,10333.38338,62.48669858,10835.81806,10738.63955,97.1785187,67.18638387,29.99213483,0.271996525,0.817105229,1.268660415,2.920312742,0.75,0.666666667,0,100,94.83138039,3.959925935,29.80078125,10956.30957,11047.66351,2.859080203
2018/1/17,11004.7998,3337400,10928.24785,10735.80142,11115.24892,10356.35391,65.00651975,10861.81525,10758.35512,103.4601348,74.44113406,29.01900077,0.170118928,0.849931161,1.159687098,2.880911692,0.75,0.666666667,0,100,100,3.40077236,18.68945313,10986.11035,11084.47345,2.920312742
2018/1/18,11071.57031,3069900,10980.55,10764.15396,11154.81344,10373.49447,92.55673609,10894.08526,10781.55625,112.5290183,82.05871092,30.47030743,0.606739868,1.090521482,1.492923547,3.290454302,0.75,0.666666667,0,100,100,3.368956439,66.77050781,11004.7998,11115.24892,2.880911692
2018/1/19,11150.84961,2661500,11033.92793,10797.24795,11200.97486,10393.52104,100,10933.58747,10808.91131,124.6761614,90.58220101,34.09396037,0.716061901,1.289101657,1.947659112,3.764102263,0.75,0.708333333,0,100,100,3.233597401,79.27929688,11071.57031,11154.81344,3.290454302
2018/1/22,11231.45996,3222600,11088.95801,10831.95747,11259.00158,10404.91336,100,10979.41401,10840.21121,139.2027982,100.3063205,38.89647778,0.72290771,1.487415362,2.386015696,4.221275589,0.75,0.708333333,0,100,100,3.528833431,80.61035156,11150.84961,11200.97486,3.764102263
2018/1/23,11253.11035,3399800,11142.35801,10868.48848,11308.20267,10428.77429,100,11021.52114,10870.79633,150.7248064,110.3900176,40.33478878,0.192765595,1.230566051,2.29328549,4.105892354,0.75,0.75,0,100,100,3.43122625,21.65039063,11231.45996,11259.00158,4.221275589
2018/1/24,11152.16016,3171100,11171.83008,10905.00098,11310.24585,10499.75611,72.56416858,11041.61945,10891.6381,149.9813522,118.3082846,31.67306763,-0.897087047,0.073299202,1.194401589,2.915048008,0.666666667,0.708333333,22.78524259,72.65336896,90.88445632,2.165771076,-100.9501953,11253.11035,11308.20267,4.105892354
2018/1/25,11165.9502,3457900,11190.70605,10938.96499,11310.75514,10567.17484,72.19391872,11060.74726,10911.95751,148.7897447,124.4045766,24.3851681,0.123653524,-0.04386329,1.127548406,2.774776811,0.75,0.75,19.67272375,70.63344784,81.0956056,2.300165691,13.79003906,11152.16016,11310.24585,2.915048008
2018/1/26,11147.09961,2701400,11189.95605,10967.93799,11308.46358,10627.4124,61.98379889,11074.03223,10929.37544,144.656789,128.4550191,16.20176993,-0.168822049,-0.324933204,0.716611108,2.361868939,0.75,0.708333333,23.9274473,60.29560218,67.86080632,2.917617434,-18.85058594,11165.9502,11310.75514,2.774776811
2018/1/29,11221.80957,2450400,11188.02598,10996.88545,11319.93485,10673.83605,61.42446111,11096.76721,10951.03723,145.7299768,131.9100106,13.81996622,0.670218833,0.237105566,1.078268604,2.772925918,0.833333333,0.75,7.064829264,87.39450191,72.77451731,3.808952183,74.70996094,11147.09961,11308.46358,2.361868939
2018/1/30,11076.78027,2709200,11152.75996,11015.18794,11311.70218,10718.6737,29.37496745,11093.69229,10960.35153,133.3407644,132.1961614,1.14460304,-1.292387792,-0.829982335,-0.372248458,1.19182658,0.75,0.75,39.79906719,2.869868798,50.18665763,1.771600715,-145.0292969,11221.80957,11319.93485,2.772925918
2018/1/31,11103.79004,2642900,11143.08594,11030.29893,11312.16928,10748.42858,30.37014594,11095.24579,10970.97661,124.2691888,130.6107669,-6.341578051,0.243841305,-0.366170831,-0.239590155,1.200849238,0.75,0.75,40.44972355,15.3177302,35.19403363,1.346077964,27.00976563,11076.78027,11311.70218,1.19182658
2018/2/1,11160.25,2257600,11141.9459,11045.87993,11320.20921,10771.55066,51.20438487,11105.24644,10984.99686,120.2495844,128.5385304,-8.288945951,0.508474681,0.128328135,0.137109784,1.48703762,0.75,0.75,31.28709809,47.33720273,21.84160058,1.585089198,56.45996094,11103.79004,11312.16928,1.200849238
2018/2/2,11126.23047,2023400,11137.77207,11058.20146,11323.57665,10792.82628,44.42262599,11108.47475,10995.45861,113.0161473,125.4340538,-12.41790643,-0.304827681,-0.117567173,-0.258697279,0.992709619,0.666666667,0.708333333,47.52055536,28.04410673,30.23301322,1.103433649,-34.01953125,11160.25,11320.20921,1.48703762
2018/2/5,10946.25,2393600,11082.66016,11059.72646,11322.14375,10797.30918,30.58332169,11083.5171,10991.81352,91.70357493,118.687958,-26.98438307,-1.617623051,-1.437095769,-1.780182493,-0.729397393,0.583333333,0.666666667,100,0,25.12710316,-1.131910912,-179.9804688,11126.23047,11323.57665,0.992709619
2018/2/6,10404,5183600,10948.1041,11034.18198,11418.95808,10649.40588,8.476243649,10978.97601,10948.27178,30.70422532,101.0912115,-70.38698614,-4.953751285,-5.155636498,-6.121481717,-5.505055954,0.5,0.625,100,0,9.348035578,-6.697692423,-542.25,10946.25,11322.14375,-0.729397393
2018/2/7,10551.54004,3145300,10837.6541,11020.20449,11451.0299,10589.37909,23.39908641,10913.21663,10918.88424,-5.667617835,79.73944561,-85.40706344,1.418108795,-3.036847506,-4.300910365,-4.057145649,0.5,0.625,82.62416201,18.04087949,6.013626498,-6.053709173,147.5400391,10404,11418.95808,-5.505055954
2018/2/8,10528.51953,2287100,10711.30801,11006.12749,11479.76926,10532.48572,20.74708825,10854.03246,10889.96834,-35.9358817,56.60438015,-92.54026184,-0.218172018,-2.38836452,-3.983866104,-4.138886352,0.416666667,0.583333333,85.33529464,15.22598118,11.08895356,-6.439027057,-23.02050781,10551.54004,11451.0299,-4.057145649
2018/2/9,10371.75,2895400,10560.41191,10980.51699,11527.5224,10433.51159,13.61597929,10779.83516,10851.5818,-71.74663928,30.93417626,-102.6808155,-1.488998817,-2.655772645,-4.849218063,-5.370963949,0.416666667,0.541666667,100,0,11.08895356,-6.997838493,-156.7695313,10528.51953,11479.76926,-4.138886352
2018/2/12,10421.08984,2387100,10455.37988,10953.75601,11552.77592,10354.73609,17.91608088,10724.64357,10819.6935,-95.04993316,5.737354376,-100.7872875,0.475713778,-1.101827982,-3.849043157,-4.741981615,0.416666667,0.583333333,94.19571928,6.25743104,7.161137406,-6.670819219,49.33984375,10371.75,11527.5224,-5.370963949
2018/2/21,10714.44043,2770600,10517.46797,10940.17251,11547.89929,10332.44573,40.43903284,10723.07386,10811.89698,-88.82312313,-13.17474112,-75.648382,2.814970318,2.056318754,-0.812461529,-2.016964473,0.5,0.625,59.68630415,43.4610564,16.57282915,-3.881361025,293.3505859,10421.08984,11552.77592,-4.741981615
2018/2/22,10662.37988,2385800,10539.63594,10923.05151,11541.72569,10304.37733,67.89133513,10713.73632,10800.82164,-87.08531704,-27.95685631,-59.12846073,-0.485891421,1.145553804,-0.86657452,-2.438155817,0.416666667,0.625,65.81064516,38.52053099,29.41300614,-4.985200328,-52.06054688,10714.44043,11547.89929,-2.016964473
2018/2/23,10794.5498,2623500,10592.84199,10909.20049,11526.35631,10292.04467,67.19301009,10726.16917,10800.35706,-74.18789323,-37.20306369,-36.98482954,1.239591192,2.007425647,0.582217525,-1.195107182,0.5,0.625,50.26233226,73.59439594,51.85866111,-2.547946802,132.1699219,10662.37988,11541.72569,-2.438155817
2018/2/26,10836.7002,2295300,10685.83203,10893.49302,11501.16629,10285.81974,71.22921827,10743.17394,10803.04914,-59.87520361,-41.73749167,-18.13771193,0.390478449,1.911087181,1.184819014,-0.764026773,0.5,0.625,41.03358335,100,70.70497565,-2.405393499,42.15039063,10794.5498,11526.35631,-1.195107182
2018/2/27,10815.46973,2697700,10764.70801,10872.69351,11460.83424,10284.55277,87.5841441,10754.29637,10803.96919,-49.67281803,-43.32455695,-6.348261088,-0.195912671,1.008937989,1.258235201,-0.893915305,0.416666667,0.583333333,43.72609682,95.43381873,89.67607156,-3.089359767,-21.23046875,10836.7002,11501.16629,-0.764026773
2018/3/1,10785.79004,2508100,10778.97793,10849.32749,11411.72654,10286.92844,81.95527581,10759.14155,10802.62258,-43.4810344,-43.35585244,-0.125181966,-0.274418849,0.163150053,1.249292029,-1.083167395,0.416666667,0.541666667,47.49016626,89.05040652,94.82807508,-3.059800268,-29.6796875,10815.46973,11460.83424,-0.893915305
2018/3/2,10698.16992,2135500,10786.13594,10826.62798,11374.77013,10278.48583,47.77062052,10749.7613,10794.88535,-45.12405049,-43.70949205,-1.41455844,-0.812366242,-0.62551618,0.622050699,-1.746540289,0.416666667,0.5,56.73580226,70.20535214,84.8965258,-2.266347636,-87.62011719,10785.79004,11411.72654,-1.083167395
2018/3/5,10642.90039,2203900,10755.80605,10800.47549,11330.99152,10269.95946,47.35419347,10733.32116,10783.6272,-50.30604506,-45.02880265,-5.277242412,-0.516626037,-1.109087855,-0.084878983,-2.063776638,0.416666667,0.458333333,52.80236891,53.36983211,70.87519692,2.296235973,-55.26953125,10698.16992,11374.77013,-1.746540289
2018/3/6,10784.33984,1905900,10745.33398,10782.3375,11288.45382,10276.22118,48.64729187,10741.17019,10783.67999,-42.50980472,-44.52500306,2.015198343,1.328955904,0.220975059,1.058894125,-0.591828259,0.416666667,0.458333333,11.26149684,72.98224751,65.51914392,2.206311153,141.4394531,10642.90039,11330.99152,-2.063776638
2018/3/7,10745.32031,2106300,10731.3041,10758.51304,11222.76536,10294.26071,37.79188552,10741.80867,10780.83853,-39.02986615,-43.42597568,4.396109529,-0.361816595,-0.00010603,0.523059319,-0.757951738,0.416666667,0.416666667,19.65369275,52.84831016,59.73346326,2.059176322,-39.01953125,10784.33984,11288.45382,-0.591828259
2018/3/8,10823.24023,2535200,10738.79414,10745.83604,11187.95198,10303.72009,50.90155929,10754.3366,10783.9794,-29.64279953,-40.66934045,11.02654092,0.725152156,0.712906901,0.896871356,0.088393143,0.5,0.458333333,2.894925322,93.05470872,72.96175546,4.353076717,77.91992188,10745.32031,11222.76536,-0.757951738
2018/3/9,10864.82031,2457800,10772.12422,10733.88755,11148.73774,10319.03736,58.92294427,10771.3341,10789.96762,-18.63352117,-36.2621766,17.62865543,0.384174029,0.976057404,0.93654893,0.589620554,0.5,0.458333333,0,100,81.96767296,4.258004445,41.58007813,10823.24023,11187.95198,0.088393143
2018/3/12,11002.09961,2759800,10843.96406,10725.98003,11113.12486,10338.8352,80.85531638,10806.83648,10805.6811,1.155384664,-28.77866434,29.93404901,1.263521098,1.77278557,1.984782011,1.917599732,0.5,0.5,0,100,97.68490291,2.684780242,137.2792969,10864.82031,11148.73774,0.589620554
2018/3/13,11095.62988,2433800,10906.22207,10724.45,11105.44853,10343.45147,92.64848475,10851.26624,10827.15879,24.10745082,-18.20144131,42.30889213,0.850112949,1.926541267,2.508701707,2.834097286,0.583333333,0.5,0,100,100,4.063351754,93.53027344,11002.09961,11113.12486,1.917599732
2018/3/14,11038.7998,2331000,10964.91797,10729.07749,11122.77577,10335.37921,78.51672369,10880.11755,10842.8359,37.28165653,-7.104821743,44.38647827,-0.512184335,1.01096474,1.792252818,2.322404532,0.5,0.5,12.55276696,87.44723304,95.81574435,2.262715949,-56.83007813,11095.62988,11105.44853,2.834097286
2018/3/15,11018.4502,2124400,11003.95996,10759.8,11142.99066,10376.60934,81.94581827,10901.3995,10855.84436,45.55513482,3.42716957,42.12796525,-0.184346213,0.406513935,1.462895006,2.167451624,0.416666667,0.458333333,17.04763856,82.95236144,90.13319816,1.677171064,-20.34960938,11038.7998,11122.77577,2.322404532
2018/3/16,11027.7002,3071600,11036.53594,10783.60801,11171.22568,10395.99034,78.49065539,10920.83038,10868.57443,52.25594961,13.19292558,39.06302403,0.0839501,0.179720916,1.382961376,2.305612624,0.5,0.458333333,15.00447589,80.60866923,83.66942123,1.962286189,9.25,11018.4502,11142.99066,2.167451624
2018/3/19,11046.90039,2206800,11045.49609,10809.52705,11194.7683,10424.2858,77.05985824,10940.22576,10881.78376,58.44200584,22.24274163,36.19926421,0.174108789,0.078246405,1.356721228,2.515171833,0.583333333,0.5,10.76348968,86.08959152,83.21687406,2.420873674,19.20019531,11027.7002,11171.22568,2.305612624
2018/3/20,11010.83984,2159800,11028.53809,10841.48154,11179.27154,10503.69155,51.85787948,10951.08947,10891.34347,59.74600051,29.74339341,30.0026071,-0.326431357,-0.261602724,0.784919099,2.155017233,0.583333333,0.5,18.72863167,68.87178366,78.52334813,2.922648679,-36.06054688,11046.90039,11194.7683,2.515171833
2018/3/21,11011.07031,2360400,11022.99219,10870.98057,11155.63394,10586.32719,20.20890819,10960.31729,10900.21212,60.10516762,35.81574825,24.28941937,0.002093108,-0.132024039,0.504781924,1.917979329,0.666666667,0.541666667,18.67772517,63.36392369,72.77509962,3.459300645,0.23046875,11010.83984,11179.27154,2.155017233
2018/3/22,11005.83984,2637400,11020.47012,10885.55054,11166.46841,10604.63267,31.75404643,10967.32076,10908.0364,59.28436181,40.50947096,18.77489085,-0.04750191,-0.129704598,0.288074371,1.691395438,0.583333333,0.5,19.83304393,3.998955886,45.41155441,2.053904117,-5.23046875,11011.07031,11155.63394,1.917979329
2018/3/23,10823.33008,2618800,10979.59609,10893.59805,11157.16787,10630.02823,11.35951358,10945.16835,10901.76186,43.40649149,41.08887507,2.317616421,-1.658299305,-1.49516878,-1.433390076,-0.108328512,0.583333333,0.5,77.731192,0,22.45429319,0.725988275,-182.5097656,11005.83984,11166.46841,1.691395438
2018/3/26,10840.0498,2048600,10938.22598,10895.87305,11156.75562,10634.99047,13.90660806,10928.99626,10897.19059,31.80567109,39.23223427,-7.426563183,0.15447858,-1.061381734,-1.293717613,-0.133862689,0.583333333,0.541666667,72.95834878,7.478509278,3.825821721,0.155309962,16.71972656,10823.33008,11157.16787,-0.108328512
2018/3/27,10986.79004,2297400,10933.41602,10903.37754,11165.65095,10641.10413,42.24364968,10937.88761,10903.82759,34.06002513,38.19779244,-4.137767315,1.353685979,0.369713768,-0.050049869,0.998691426,0.583333333,0.541666667,39.95740821,73.11344655,26.86398528,1.122611539,146.7402344,10840.0498,11156.75562,-0.133862689
2018/3/28,10865.66016,1953100,10904.33398,10905.88706,11165.69683,10646.07729,34.63903848,10926.7757,10901.00037,25.77532582,35.71329912,-9.937973301,-1.102504757,-0.516961897,-1.049652834,-0.172645762,0.5,0.5,84.45460577,18.93367579,33.17521054,-1.240121958,-121.1298828,10986.79004,11165.65095,0.998691426
2018/3/29,10845.91992,2158300,10872.35,10908.89355,11164.43125,10653.35586,33.21882194,10914.33635,10896.92034,17.41600907,32.05384111,-14.63783203,-0.181675426,-0.446812118,-1.041892831,-0.423970437,0.416666667,0.5,91.70405437,10.10413391,34.05041875,-2.250525329,-19.74023438,10865.66016,11165.69683,-0.172645762
2018/3/30,10906.21973,2263300,10888.92793,10919.29604,11155.9122,10682.67989,40.89628055,10913.08764,10897.60918,15.47845463,28.73876381,-13.26030918,0.555967637,0.259466678,-0.391307253,0.086884703,0.5,0.5,69.55941686,44.15124372,24.39635114,-1.201037074,60.29980469,10845.91992,11164.43125,-0.423970437
2018/4/2,10888.26953,2071400,10898.57188,10931.5645,11132.31002,10730.81898,58.4870406,10909.26947,10896.91736,12.35211059,25.46143317,-13.10932258,-0.164586775,-0.005038796,-0.456621901,-0.097544763,0.5,0.458333333,70.95345424,34.59005649,29.61514471,-1.181478899,-17.95019531,10906.21973,11155.9122,0.086884703
2018/4/3,10821.53027,2124100,10865.51992,10933.42402,11129.31026,10737.53779,47.85950671,10895.77113,10891.33313,4.438001551,21.25674684,-16.81874529,-0.612946416,-0.589775101,-0.911129029,-0.712193736,0.416666667,0.458333333,100,0,26.24710007,-1.869564082,-66.73925781,10888.26953,11132.31002,-0.097544763
2018/4/9,10893.53027,2664500,10871.09395,10940.83452,11118.01651,10763.65253,36.9697747,10895.42638,10891.49588,3.930502999,17.79149808,-13.86099508,0.665340282,0.214733719,-0.134979225,-0.092742072,0.416666667,0.5,68.05255244,43.56777327,26.05260992,-1.388354305,72,10821.53027,11129.31026,-0.712193736
2018/4/10,10927.17969,2943400,10887.3459,10946.03149,11115.01975,10777.04324,61.37654045,10900.31151,10894.13912,6.172381858,15.46767483,-9.295292974,0.308893565,0.429560861,0.237561194,0.128240078,0.5,0.541666667,53.12181784,63.92930164,35.83235831,-0.759798139,33.64941406,10893.53027,11118.01651,-0.092742072
2018/4/11,10974.01953,2560400,10900.90586,10951.49146,11116.64411,10786.3388,71.530901,10911.6512,10900.05619,11.59501087,14.69314204,-3.098131167,0.428654466,0.66253356,0.695753988,0.430478358,0.5,0.583333333,19.54773326,92.27246404,66.58984632,-0.336486647,46.83984375,10927.17969,11115.01975,0.128240078
2018/4/12,10955.29004,2248200,10914.30996,10949.15098,11112.68733,10785.61463,59.5874833,10918.36487,10904.14759,14.21728197,14.59797003,-0.380688058,-0.170671212,0.415401236,0.562765891,0.193759562,0.5,0.541666667,29.42928244,87.71750059,81.30642209,-0.459299839,-18.72949219,10974.01953,11116.64411,0.430478358
2018/4/13,10965.38965,2400400,10943.08184,10942.63896,11092.09142,10793.1865,65.54479924,10925.59945,10908.68404,16.91541441,15.0614589,1.853955504,0.092189338,0.389701502,0.546212253,0.20209607,0.583333333,0.583333333,21.94687733,94.3406618,91.44354215,1.312531072,10.09960938,10955.29004,11112.68733,0.193759562
2018/4/16,10954.5498,2341000,10955.28574,10938.42646,11081.40915,10795.44378,84.61198353,10930.05335,10912.0815,17.9718507,15.64353726,2.328313435,-0.098855071,0.087315181,0.359011613,0.053018408,0.5,0.541666667,19.50882252,87.23206681,89.76340973,1.05626821,-10.83984375,10965.38965,11092.09142,0.20209607
2018/4/17,10810.4502,2646400,10931.93984,10928.02646,11076.37145,10779.68148,34.2804878,10911.65287,10904.55326,7.099609995,13.93475181,-6.835141812,-1.315431596,-1.104150322,-0.827630093,-1.242676581,0.416666667,0.5,100,0,60.52424287,-1.605016962,-144.0996094,10954.5498,11081.40915,0.053018408
2018/4/18,10847.88965,2189700,10906.71387,10919.03594,11063.88181,10774.19006,35.20972308,10901.84314,10900.35595,1.4871885,11.44523915,-9.958050646,0.346326494,-0.641530216,-0.470648657,-0.842449849,0.5,0.5,78.76857985,22.88904146,36.70703609,-0.163547429,37.43945313,10810.4502,11076.37145,-1.242676581
2018/4/19,10971.21973,2490200,10909.8998,10915.2519,11050.15119,10780.35261,49.5936872,10912.51646,10905.60512,6.911340985,10.53845951,-3.627118529,1.136903878,0.49237514,0.564561429,0.332416975,0.583333333,0.5,1.711692886,98.28830711,40.39244953,1.155271342,123.3300781,10847.88965,11063.88181,-0.842449849
2018/4/20,10779.37988,2349600,10872.69785,10903.67891,11043.41763,10763.94018,33.00872334,10892.03391,10896.2551,-4.221191937,7.586529224,-11.80772116,-1.748573527,-0.998945061,-1.09806097,-1.324427907,0.5,0.5,100,0,40.39244953,-1.163004661,-191.8398438,10971.21973,11050.15119,0.332416975
2018/4/23,10697.12988,2324700,10821.21387,10887.98188,11045.358,10730.60577,27.25836736,10862.04868,10881.50509,-19.4564107,2.177941239,-21.63435194,-0.763030906,-1.34926451,-1.709067171,-1.957193398,0.5,0.5,100,0,32.76276904,-1.755463969,-82.25,10779.37988,11043.41763,-1.324427907
2018/4/24,10579.5,2664800,10775.02383,10866.66489,11064.66414,10668.66565,23.07954359,10818.57965,10859.13434,-40.55469057,-6.368585123,-34.18610545,-1.099639661,-1.86837551,-2.609423907,-2.869058991,0.5,0.458333333,100,0,5.68E-14,-2.236562365,-117.6298828,10697.12988,11045.358,-1.957193398
2018/4/25,10559.96973,2555100,10717.43984,10853.49688,11092.13241,10614.86134,28.10560173,10778.79351,10836.974,-58.18049074,-16.73096625,-41.44952449,-0.184604881,-1.668765461,-2.53982547,-2.867436364,0.416666667,0.416666667,100,0,5.68E-14,-3.062005966,-19.53027344,10579.5,11064.66414,-2.869058991
2018/4/26,10488.58008,2633700,10620.91191,10835.92339,11122.81762,10549.02916,20.35251477,10734.14529,10811.16704,-77.02175353,-28.7891237,-48.23262983,-0.676040276,-1.785852378,-2.871053037,-3.330598045,0.333333333,0.416666667,100,0,5.68E-14,-4.013840917,-71.38964844,10559.96973,11092.13241,-2.867436364
2018/4/27,10553.42969,2079000,10575.72188,10814.25537,11117.30433,10511.20641,11.84490991,10706.34289,10792.07538,-85.73249767,-40.1777985,-45.55469917,0.618287784,-0.530037371,-1.952282308,-2.561658871,0.333333333,0.416666667,86.64105092,13.43644468,4.478814894,-3.832596093,64.84960938,10488.58008,11122.81762,-3.330598045
2018/4/30,10657.87988,2120800,10567.87188,10803.86636,11113.33221,10494.4005,36.79633741,10698.88704,10782.13498,-83.24793692,-48.79182618,-34.45611074,0.989727495,0.646541922,-0.7533518,-1.465385328,0.416666667,0.458333333,65.12442415,35.07788994,16.17144487,-2.714762961,104.4501953,10553.42969,11117.30433,-2.561658871
2018/5/2,10618.80957,2252100,10575.73379,10792.51084,11111.49176,10473.52992,40.60727152,10686.56743,10770.0368,-83.46936939,-55.72733482,-27.74203457,-0.366586159,0.401348606,-0.850516301,-1.749192674,0.333333333,0.458333333,73.0172412,26.9827588,25.16569781,-3.16067271,-39.0703125,10657.87988,11113.33221,-1.465385328
2018/5/3,10514.17969,2113300,10566.57578,10772.90884,11109.24138,10436.5763,41.9142002,10660.04624,10751.08442,-91.03818184,-62.78950423,-28.24867761,-0.985325917,-0.485497204,-1.489916685,-2.594913267,0.333333333,0.416666667,94.69591662,8.803172823,23.62127385,-4.019974577,-104.6298828,10618.80957,11111.49176,-1.749192674
2018/5/4,10529.37012,2055900,10574.73379,10754.96387,11102.86054,10407.0672,46.17102916,10639.94222,10734.66114,-94.71891878,-69.17538714,-25.54353164,0.144475652,-0.293594882,-1.130615479,-2.281648057,0.416666667,0.416666667,91.54855197,19.55889583,18.44827582,-2.600077453,15.19042969,10514.17969,11109.24138,-2.594913267
2018/5/7,10604.91016,1965200,10585.02988,10744.13286,11096.52449,10391.74124,64.40689855,10634.55267,10725.04995,-90.49728313,-73.43976634,-17.0575168,0.717422203,0.237689372,-0.231616173,-1.481259132,0.416666667,0.458333333,75.89711527,68.71247037,32.35817967,-2.239877986,75.54003906,10529.37012,11102.86054,-2.281648057
2018/5/8,10691.37988,2300800,10591.72988,10734.02534,11080.23896,10387.81173,66.21605799,10643.29532,10722.55588,-79.26055584,-74.60392424,-4.656631607,0.815374438,0.835867668,0.803020157,-0.61851315,0.416666667,0.5,57.98111379,100,62.75712207,-2.550672129,86.46972656,10604.91016,11096.52449,-1.481259132
2018/5/9,10703.34961,2414400,10608.63789,10722.83384,11057.63131,10388.03637,56.82995021,10652.53444,10721.13319,-68.59874795,-73.40288898,4.804141031,0.111956798,0.876658982,0.976196375,-0.429011965,0.5,0.5,55.50105924,100,89.57082346,-0.70533068,11.96972656,10691.37988,11080.23896,-0.61851315
2018/5/10,10760.20996,2472700,10657.84395,10712.14336,11027.25088,10397.03584,70.16202698,10669.09991,10724.02776,-54.92785904,-69.70788299,14.78002395,0.531238852,1.187805601,1.462304131,0.149660054,0.583333333,0.541666667,6.592137122,100,100,0.589691616,56.86035156,10703.34961,11057.63131,-0.429011965
2018/5/11,10858.98047,2782800,10723.76602,10707.32788,11010.1284,10404.52736,100,10698.3123,10734.02426,-35.71196131,-62.90869865,27.19673735,0.917923611,1.567748766,2.169275557,1.054280802,0.666666667,0.583333333,0,100,100,2.641717177,98.77050781,10760.20996,11027.25088,0.149660054
2018/5/14,10952.38965,2550800,10793.26191,10706.67788,11007.3078,10406.04797,100,10737.40112,10750.19948,-12.79835232,-52.88662939,40.08827707,0.860202115,1.770321467,2.732050546,1.900295301,0.75,0.583333333,0,100,100,3.716108398,93.40917969,10858.98047,11010.1284,1.054280802
2018/5/15,10874.73047,2652800,10829.93203,10702.68691,10991.953,10413.42082,81.73321205,10758.52871,10759.42399,-0.895278678,-42.48835925,41.59308057,-0.709061512,0.62821752,1.696659092,1.198335846,0.75,0.541666667,16.74376396,82.2780889,94.0926963,3.681626948,-77.65917969,10952.38965,11007.3078,1.900295301
2018/5/16,10897.57031,2905400,10868.77617,10707.04292,11005.15749,10408.92835,78.51803828,10779.91973,10769.65705,10.26267571,-31.93815225,42.20082797,0.210026757,0.519916688,1.637667039,1.440949191,0.75,0.541666667,11.81936283,87.04094447,89.77301113,3.260936351,22.83984375,10874.73047,10991.953,1.198335846
