Date,Close,Volume,MA_5,Ma20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS6,BIAS12,BIas24,psy12,psy24,W%R,%K,%D,PROC,MO,LAG
2008-01-02,8323.049805,4372600.0,8339.278027399965,8278.849047799999,8884.024477657429,7673.673617942568,66.29936051997147,8266.224426727114,8361.887387263667,-95.66296053655242,-161.01706097835108,65.35410044179866,-2.154061024553778,0.1500875973279374,2.490084300324951,-0.04620389367599187,0.5833333333333334,0.5833333333333334,26.217349274478778,71.77596842835212,90.59198947611738,2.524854707401429,-183.23046799999975,8506.280273
2008-01-03,8184.200195,3636400.0,8344.840038999964,8254.211547800001,8830.581482568554,7677.841613031449,51.254696658924814,8253.605314153712,8348.725373021913,-95.12005886820043,-147.83766055632097,52.71760168812054,-1.668253984453962,-1.5544907484836121,0.41618405291914695,-1.5842540223762818,0.5833333333333334,0.5416666666666666,46.084507622811834,42.978562302806736,71.58484357705295,4.512282735309225,-138.8496100000002,8323.049805
2008-01-04,8221.099609,4603600.0,8326.316015399963,8230.546020450001,8768.393851646668,7692.698189253334,54.56427172529392,8248.604436437758,8339.271612723993,-90.66717628623519,-136.4035637023038,45.736387416068624,0.4508615762178388,-1.2387595077573321,0.444042451873048,-0.9592587056086771,0.6666666666666666,0.5416666666666666,40.804791670432095,23.09049658706733,45.94834243940873,5.298947083986364,36.899414000000434,8184.200195
2008-01-07,7883.370117,4539800.0,8223.599999799964,8188.5955321500005,8694.87506081654,7682.316003483463,25.80319602314505,8192.414541139642,8305.501131559253,-113.08659041961073,-131.74016904576519,18.653578626154456,-4.108081741647711,-4.472850085322974,-3.5537017121880528,-4.692823069565158,0.5833333333333334,0.5416666666666666,89.12848013067392,0.0,22.023019629958025,-1.6338267553419095,-337.7294920000004,8221.099609
2008-01-08,7962.910156,4618800.0,8114.9259763999635,8156.8395263,8633.813158869152,7679.865893730847,25.493999434388247,8157.106174195082,8280.124022258567,-123.01784806348587,-129.99570484930933,6.977856785823462,1.0089598461002909,-2.6557152564685587,-2.6855947147823445,-3.3962321991915125,0.6666666666666666,0.5416666666666666,83.69839091006436,12.76910293303992,11.95319984003575,1.3469390275953346,79.54003899999952,7883.370117
2008-01-09,8085.060059,4682400.0,8067.328027199964,8129.176025350001,8549.365712876655,7708.986337823346,26.557172887804654,8146.022156472763,8265.67483979497,-119.65268332220785,-127.92710054388904,8.27441722168119,1.5339856987832685,-0.306885611439409,-1.3371145703015148,-1.6199976740981286,0.6666666666666666,0.5416666666666666,64.88294631519629,32.378656866849994,15.04925326662997,1.8084896324471331,122.14990300000045,7962.910156
2008-01-10,8057.27002,4480000.0,8041.941992199965,8107.497534150001,8492.376911129206,7722.6181571707975,32.11341642412091,8132.3679816307995,8250.237445736084,-117.86946410528435,-125.91557325616812,8.046109150883765,-0.3437208727851756,-0.10391810836909572,-1.597976696435551,-1.640416062294965,0.5833333333333334,0.5,72.08266692636818,27.917333073631816,24.35503095784058,-0.9613441394025793,-27.790039000000434,8085.060059
2008-01-11,8029.310059,3920400.0,8003.5840821999645,8099.5655273500015,8484.00221884837,7715.128835851633,37.74736830567547,8116.512916610677,8233.872454126004,-117.35953751532634,-124.20436610799977,6.844828592673437,-0.34701531574089617,-0.13093065732631312,-1.8017699394217326,-1.6349739083031167,0.5,0.4583333333333333,76.57126945286151,23.428730547138485,27.9082401625401,-1.6867709958248898,-27.959960999999566,8057.27002
2008-01-14,8173.410156,6106000.0,8061.592089999965,8102.33203125,8488.123664709967,7716.540397790034,46.774555760772934,8125.266338055188,8229.39376537593,-104.12742732074184,-120.1889783505482,16.061551029806353,1.7946759552332732,1.7619981830954217,-0.056766264329106725,0.34785989386409044,0.5833333333333334,0.5,53.4379017252691,65.96621288541294,39.10409216872775,0.20867097716171434,144.10009699999955,8029.310059
2008-01-15,8428.839844,7548600.0,8154.778027599966,8132.23151855,8522.101254154408,7742.3617829455925,91.51406865357738,8171.969954354389,8244.167548977714,-72.19759462332422,-110.5907016051034,38.393106981779184,3.1251299411726254,3.76766377546969,2.945828064766565,3.594879484440081,0.5833333333333334,0.5,12.432038272948022,100.0,63.131647810850474,1.3847004804134937,255.42968800000017,8173.410156
