Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BIAS_6_L1
2012-01-03,7053.3798828125,1818200.0,7068.3958984375,6947.858447265625,7222.333349026669,6673.383545504581,19.38058864933914,7012.949126322986,7020.467871048146,-7.518744725160104,-43.93736473152481,36.41862000636471,-0.2644228445651018,-0.2693094369181327,1.2941473459818706,1.1970307395737916,0.4166666666666667,0.375,12.01300992620549,60.27833203693057,81.3769410261624,4.2691433735531135,-18.7001953125,7072.080078125,-0.1398600337879074
2012-01-04,7082.97021484375,2132200.0,7067.983984375,6954.19296875,7234.929181605179,6673.45675589482,45.42780810779417,7023.721601480026,7025.097674292265,-1.3760728122388173,-35.42510634766761,34.04903353542879,0.4195198971680936,0.17176586545056696,1.3577658443256748,1.5130373072568737,0.4166666666666667,0.4166666666666667,5.814782426371693,80.77310697013765,77.47531948386158,4.39021999639605,29.59033203125,7053.3798828125,-0.2693094369181327
2012-01-05,7130.85986328125,2209000.0,7082.82197265625,6959.085961914063,7248.425182154931,6669.746741673194,65.75678216492076,7040.204410987906,7032.931910513671,7.27250047423604,-26.885584983286876,34.158085457522915,0.6761238150788474,0.7402251527322448,1.4412120524525074,2.228590171511687,0.5,0.4166666666666667,0.0,100.0,80.35047966902256,7.500452703190121,47.8896484375,7082.97021484375,0.17176586545056696
2012-01-06,7120.509765625,2354400.0,7091.9599609375,6965.966455078125,7263.667526211594,6668.265383944657,75.05096644645074,7052.5590809320765,7039.419159040436,13.139921891639462,-18.88048360830161,32.02040549994107,-0.1451451557692991,0.44302492061240417,0.7471280974324802,2.0925109688820664,0.4166666666666667,0.4166666666666667,2.080297092765921,86.64158458271099,89.13823051761604,6.872195098499555,-10.35009765625,7130.85986328125,0.7402251527322448
2012-01-09,7093.0400390625,1741000.0,7096.151953125,6975.953466796875,7276.6200876168,6675.28684597695,56.662369707509214,7058.786920644448,7043.391076079108,15.395844565340669,-12.025217973573156,27.421062538913823,-0.3857831456830936,0.01269102284320281,0.2089274617005751,1.701717469931963,0.3333333333333333,0.4166666666666667,8.077366687732164,51.18761776920702,79.2764007839725,1.8167002409907769,-27.4697265625,7120.509765625,0.44302492061240417
2012-01-10,7178.8701171875,2546400.0,7121.25,6987.444970703125,7300.434371657537,6674.455569748715,74.28922374348085,7077.261258574149,7053.426560605655,23.834697968493856,-4.853234785159751,28.68793275365361,1.210060533316041,0.9695133817350275,1.168389744586392,2.7956706831361813,0.4166666666666667,0.4583333333333333,0.0,100.0,79.2764007839725,3.0506652199801154,85.830078125,7093.0400390625,0.01269102284320281
2012-01-11,7188.2099609375,2389000.0,7142.29794921875,7002.039965820312,7323.770460799707,6680.309470840917,82.03075338366098,7094.3302897069725,7063.410516185792,30.91977352118101,2.3013668761084016,28.618406645072607,0.1301018627936831,0.7823438010272941,1.2079219093005382,2.8341817853147884,0.4166666666666667,0.4583333333333333,0.0,100.0,83.72920592306883,1.0896206251899103,9.33984375,7178.8701171875,0.9695133817350275
2012-01-12,7186.580078125,2178800.0,7153.4419921875,7015.240478515625,7344.423417299909,6686.057539731341,78.38482097710144,7108.5225648482065,7072.5341874405485,35.98837740765976,9.038768982418672,26.94960842524108,-0.022674390722546837,0.5161319505481599,1.0734985837140094,2.6861935100879064,0.4166666666666667,0.4583333333333333,1.2088421479582228,98.79115785204178,99.59705261734707,1.325328709222694,-1.6298828125,7188.2099609375,0.7823438010272941
2012-01-13,7181.5400390625,2530000.0,7165.648046875,7036.08798828125,7351.665067865434,6720.510908697065,68.1441702240729,7119.756022419638,7080.608694968099,39.14732745153742,15.060480676242424,24.086846775295,-0.07013125864750623,0.3271113463721296,0.8884978476264571,2.438387696003168,0.4166666666666667,0.4583333333333333,4.946909449104052,95.05309055089594,97.94808280097908,1.3621714633923956,-5.0400390625,7186.580078125,0.5161319505481599
2012-01-16,7103.6201171875,2092600.0,7167.7640625,7052.014501953125,7346.779462189611,6757.249541716638,45.924892673524894,7117.2735754608475,7082.313244762129,34.96033069871737,19.04045068073741,15.91988001797996,-1.0850029582954452,-0.7223997420512724,-0.26096614049124284,1.233921618694627,0.4166666666666667,0.4166666666666667,62.73811075862268,19.621771346117264,71.15533991635148,0.6653307556154625,-77.919921875,7181.5400390625,0.3271113463721296
