index,Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
1,2018-01-02,30515.310546875,2442333400.0,29894.768359375,29179.89912109375,30265.37629408749,28094.421948100007,100.0,29595.132443649043,29332.504391981656,262.6280516673869,130.9286535619602,131.6993981054267,1.9925704723112843,2.3769511793947578,3.554162304595211,4.36060498525352,0.75,0.5416666666666666,0.0,100.0,100.00000000000016,5.978456658576885,596.16015625,29919.150390625
2,2018-01-03,30560.94921875,2309467700.0,30091.35625,29254.2345703125,30500.902439293648,28007.56670133135,100.0,29743.71963981842,29423.50030507561,320.21933474281104,168.7867897981304,151.43254494468064,0.1495599128997681,1.8501447848410075,3.3178586571160777,4.386567539611682,0.75,0.5833333333333334,0.0,100.0,100.00000000000016,4.581633856813875,45.638671875,30515.310546875
3,2018-01-04,30736.48046875,2995571100.0,30319.1203125,29334.14462890625,30743.754773783585,27924.534484028918,100.0,29896.452075038665,29520.758094977416,375.693980061249,210.16822785075416,165.52575221049486,0.574364522330696,1.7802102921226957,3.4536646303050267,4.828634932899196,0.8333333333333334,0.625,0.0,100.0,100.00000000000016,5.383251411771647,175.53125,30560.94921875
4,2018-01-05,30814.640625,2263930100.0,30509.30625,29432.73662109375,30967.889321327784,27897.583920859717,100.0,30037.71185195579,29616.60124534946,421.110606606333,252.35670360186995,168.75390300446307,0.2542911714614365,1.3582579206014465,3.1477918572123023,4.917660968403231,0.9166666666666666,0.6666666666666666,0.0,100.0,100.00000000000016,6.816846207967485,78.16015625,30736.48046875
5,2018-01-08,30899.529296875,2004162500.0,30705.38203125,29566.473046875,31124.40411357866,28008.541980171336,100.0,30170.29915117413,29711.632952869866,458.666198304265,293.618602542349,165.047595761916,0.2754816222199573,1.0635906972101123,2.901174529548517,4.950275510444895,0.9166666666666666,0.7083333333333334,0.0,100.0,100.00000000000016,6.365208376333972,84.888671875,30814.640625
6,2018-01-09,31011.41015625,2004940800.0,30804.601953125,29701.88408203125,31268.25391023251,28135.51425382999,100.0,30299.700844262727,29807.91274571284,491.78809854988504,333.2525017438562,158.53559680602882,0.36207949415693846,0.8291722946263067,2.772431736084138,5.042305493376761,0.9166666666666666,0.75,0.0,100.0,100.00000000000016,6.008649825736283,111.880859375,30899.529296875
7,2018-01-10,31073.720703125,2595365800.0,30907.15625,29823.57763671875,31420.41831048585,28226.73696295165,100.0,30418.78082254923,29901.67629811374,517.10452443549,370.02290628218304,147.08161815330698,0.20092780870347493,0.726967865176407,2.458392542661149,4.96664150705549,1.0,0.75,0.0,100.0,100.00000000000016,6.292759135678367,62.310546875,31011.41015625
8,2018-01-11,31120.390625,1794778900.0,30983.93828125,29931.33271484375,31574.491877800512,28288.173551886986,100.0,30526.72079215704,29991.951433438648,534.769358718393,402.9721967694251,131.79716194896793,0.15019096786277844,0.5742722497358398,2.1202942911373195,4.78837226807291,1.0,0.7916666666666666,0.0,100.0,100.00000000000016,5.970396919114109,46.669921875,31073.720703125
9,2018-01-12,31412.5390625,2327417400.0,31103.51796875,30062.265625,31740.747028056434,28383.784221943566,100.0,30663.000526055956,30097.180146702452,565.8203793535031,435.5418332862407,130.27854606726237,0.9387685425301437,1.1500983489860592,2.564441586460535,5.301144968968694,1.0,0.8333333333333334,0.0,100.0,100.00000000000016,6.202341913508511,292.1484375,31120.390625
10,2018-01-15,31338.869140625,2664144600.0,31191.3859375,30168.1041015625,31889.913192196596,28446.295010928407,89.0301678382285,30766.980312912732,30189.157109215234,577.8232036974987,463.9981073684923,113.82509632900639,-0.2345239323966221,0.6297646149194129,1.8414139412099522,4.61063042211476,0.9166666666666666,0.7916666666666666,4.015739732284017,91.3491309912067,97.11637699706905,5.882927823290507,-73.669921875,31412.5390625
11,2018-01-16,31904.75,3097059200.0,31370.05390625,30305.02255859375,32124.191387419207,28485.853729768296,93.60815168671657,30942.021803233853,30316.23806408818,625.7837391456742,496.35523372392873,129.42850542174546,1.8056837240544872,1.898641765810488,3.11042795885023,6.018139520680854,0.9166666666666666,0.7916666666666666,0.0,100.0,97.11637699706905,6.834512518459512,565.880859375,31338.869140625
12,2018-01-17,31983.41015625,3999243800.0,31551.991796875,30461.78759765625,32292.658295663372,28630.916899649128,93.41844907189297,31102.235396005566,30439.7322931372,662.5031028683661,529.5848075528163,132.9182953155498,0.24654685039061583,1.624064761686154,2.7931719237114767,5.8372525524073,0.9166666666666666,0.7916666666666666,0.0,100.0,97.11637699706905,6.899459839848341,78.66015625,31904.75
13,2018-01-18,32121.939453125,3741499700.0,31752.3015625,30615.3640625,32462.96956698287,28767.758558017133,93.8380333460758,31259.11294325471,30564.340230914073,694.7727123406366,562.6223885103803,132.1503238302563,0.4331286007284294,1.5007951282875918,2.7960645548872933,5.810128725190297,0.9166666666666666,0.8333333333333334,0.0,100.0,100.00000000000016,5.264992810025756,138.529296875,31983.41015625
14,2018-01-19,32254.890625,2906627500.0,31920.771875,30765.4255859375,32634.749110100416,28896.102061774585,94.25279825446212,31412.309509677063,30689.56618603155,722.7433236455145,594.6465755374072,128.09674810810725,0.4138952197111677,1.3155652253187196,2.757333027696531,5.807644952611651,0.9166666666666666,0.8333333333333334,0.0,100.0,100.00000000000016,5.54282981894659,132.951171875,32121.939453125
15,2018-01-22,32393.41015625,2880231400.0,32131.680078125,30923.3916015625,32781.77454008859,29065.008663036413,93.4701996385317,31563.24807068828,30815.776850492173,747.4712201961083,625.2115044691475,122.25971572696085,0.4294528010044988,1.2308463615235739,2.7466591621853476,5.795401032252097,0.9166666666666666,0.875,0.0,100.0,100.00000000000016,5.390759326477253,138.51953125,32254.890625
16,2018-01-23,32930.69921875,3954770600.0,32336.869921875,31101.57353515625,33014.22836871109,29188.91870160141,100.0,31773.625170390085,30972.437766659423,801.1874037306625,660.4066843214505,140.780719409212,1.6586369261784413,2.063698685094528,3.869891946082993,6.95595312041305,0.9166666666666666,0.9166666666666666,0.0,100.0,100.00000000000016,6.867055889119265,537.2890625,32393.41015625
17,2018-01-24,32958.69140625,3897512100.0,32531.926171875,31270.6076171875,33213.631318484986,29327.583915890013,100.0,31955.943052830073,31119.567665888353,836.3753869417196,695.6004248455043,140.7749620962153,0.08500331958958793,1.5973380839366438,3.398540061931531,6.4836705997386685,0.9166666666666666,0.9166666666666666,0.0,100.0,100.00000000000016,6.66405656083328,27.9921875,32930.69921875
18,2018-01-25,32654.44921875,3554766400.0,32638.428125,31423.4470703125,33291.85121038808,29555.04293023692,76.22222629274815,32063.405539894677,31233.262595729957,830.1429441647197,722.5089287093475,107.63401545537215,-0.9231015386803438,0.3136564625192182,2.005902849485924,5.019930625129436,0.8333333333333334,0.875,14.775047875776231,81.21755738537092,93.73918579512379,5.298175910807023,-304.2421875,32958.69140625
19,2018-01-26,33154.12109375,3892652400.0,32818.27421875,31587.967578125,33457.56097423397,29718.37418201603,81.45617788126725,32231.207932795496,31375.548410398107,855.6595223973891,749.1390474469559,106.52047495043314,1.53018007332701,1.3132232929616152,3.008919122844015,6.069740010545486,0.8333333333333334,0.9166666666666666,0.0,100.0,93.73918579512379,6.695047595043163,499.671875,32654.44921875
20,2018-01-29,32966.890625,3605090600.0,32932.9703125,31740.35458984375,33532.44800871244,29948.261170975064,71.00362751379332,32344.389885442346,31493.425611479728,850.9642739626179,769.5040927500884,81.4601812125295,-0.5647275891300749,0.37708747898658174,1.9398399629388363,4.967028318668327,0.75,0.875,8.999732435819803,84.00711373297476,88.40822370611538,5.933408813052134,-187.23046875,33154.12109375
21,2018-01-30,32607.2890625,3177122400.0,32868.28828125,31844.953515625,33579.258665212,30110.648366037996,55.581311429287894,32384.835912681985,31575.93401525901,808.9018974229766,777.3836536846661,31.518243738310503,-1.09079611598948,-0.8254618441513581,0.5184220853470043,3.406475793694005,0.6666666666666666,0.8333333333333334,26.88812699876113,47.02172469189766,77.00961280829095,3.8034174748588905,-359.6015625,32966.890625
22,2018-01-31,32887.26953125,3314255500.0,32854.00390625,31961.26953125,33644.267201678165,30278.27186082184,48.69086644435652,32462.133392461677,31673.069979406493,789.0634130551844,779.7196055587699,9.343807496414456,0.8586438087917938,0.04811989570326274,0.9798488515061409,3.8429880599985706,0.75,0.8333333333333334,14.70052474206727,70.32445276560253,67.11776373015846,4.940830454592849,279.98046875,32607.2890625
