Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,MA_20_L1,BIAS_24_L1
2016-01-18,19237.44921875,2038630500.0,19644.45390625,20983.31201171875,22949.37275582744,19017.25126761006,13.420786135370927,20227.703024887218,20892.325939349128,-664.6229144619101,-488.1426348689455,-176.48027959296462,-1.4513788098693758,-2.27419923636964,-5.5092066073954005,-8.723384562811859,0.25,0.4166666666666667,100.0,0.0,2.180121489993716,-12.086111852188315,-283.3203125,19520.76953125,21115.042578125,-7.785028527216317
2016-01-19,19635.810546875,1825359900.0,19629.2640625,20877.32451171875,22893.34532719687,18861.303696240637,41.55254480754791,20136.642643654566,20799.250725091784,-662.6080814372143,-523.0357241825993,-139.5723572546151,2.070759608486621,-0.03666850575400516,-2.644526401590509,-6.523903285452299,0.25,0.4583333333333333,85.1188421996514,32.752928254159926,10.91764275138684,-10.397682816477072,398.361328125,19237.44921875,20983.31201171875,-8.723384562811859
2016-01-20,18886.30078125,2459536700.0,19419.548046875,20732.05556640625,22878.11094409695,18586.00018871555,30.046183641114112,19944.282357130793,20657.55072925165,-713.2683721208632,-561.0822537702521,-152.18611835061108,-3.817055393948496,-3.174171757867584,-5.4066874892317625,-9.66403209604275,0.25,0.4583333333333333,100.0,0.0,10.91764275138684,-11.444669780671893,-749.509765625,19635.810546875,20877.32451171875,-6.523903285452299
2016-01-21,18542.150390625,2608444800.0,19164.49609375,20567.662109375,22851.40570518862,18283.91851356138,18.194558429973238,19728.569746899127,20500.8544078719,-772.2846609727713,-603.3227352107558,-168.9619257620153,-1.8222223325314544,-3.793663464691648,-6.093066448855299,-10.748230585958924,0.25,0.4166666666666667,100.0,0.0,10.91764275138684,-12.490467685997071,-344.150390625,18886.30078125,20732.05556640625,-9.66403209604275
2016-01-22,19080.509765625,2388446600.0,19076.444140625,20419.65810546875,22685.99551796866,18153.32069296884,35.88498273469037,19628.86821131849,20395.643693631388,-766.7754823128963,-636.013284631184,-130.76219768171222,2.903435489727217,-0.3654662422348028,-2.5852653184773877,-7.639761209102968,0.3333333333333333,0.4166666666666667,79.65822512036509,38.65495780265272,12.884985934217775,-9.057327775799594,538.359375,18542.150390625,20567.662109375,-10.748230585958924
2016-01-25,19340.140625,1776766600.0,19096.982421875,20279.75859375,22447.808328125044,18111.70885937496,46.49036921671047,19584.44858265411,20317.45828114017,-733.0096984860647,-655.4125674021601,-77.59713108390463,1.3607123843344315,1.1492811049311662,-0.8407221469152805,-5.924701655808378,0.4166666666666667,0.4583333333333333,67.27751374746315,57.2968174589596,31.98392508720431,-4.884584757753344,259.630859375,19080.509765625,20419.65810546875,-7.639761209102968
2016-01-26,18860.80078125,1873245100.0,18941.98046875,20126.81767578125,22241.465562607482,18012.169788955023,43.19969983948183,19473.118151668863,20209.557725592756,-736.4395739238897,-671.6179687065061,-64.82160521738376,-2.478471346430554,-1.0327524952812006,-2.635707545361376,-7.708096657517493,0.3333333333333333,0.4166666666666667,83.33035324745917,24.987096685264802,40.31295731562591,-7.787878498515131,-479.33984375,19340.140625,20279.75859375,-5.924701655808378
2016-01-27,19052.44921875,1929850700.0,18975.21015625,19979.4591796875,21957.9065584983,18001.0118008767,38.61795588805789,19408.39985429673,20123.845984345146,-715.446130048411,-680.383600974887,-35.06252907352382,1.016120363725609,0.4855242023513857,-1.2913545642060649,-6.239319980278244,0.4166666666666667,0.4166666666666667,73.3045950880692,46.65972562031882,42.98121325484794,-4.203689475073536,191.6484375,18860.80078125,20126.81767578125,-7.708096657517493
2016-01-28,19195.830078125,1941781800.0,19105.94609375,19845.1431640625,21645.38176142592,18044.904566699086,57.91024155139143,19375.696811808768,20055.104065365867,-679.4072535570996,-680.1883314913297,0.7810779342300975,0.7525586748914951,0.9670214965026014,-0.3264934301357936,-4.979445236914536,0.5,0.4166666666666667,53.06488210265917,59.769909671151545,43.8055773255786,-2.617370004679749,143.380859375,19052.44921875,19979.4591796875,-6.239319980278244
2016-01-29,19683.109375,2350176600.0,19226.466015625,19733.57861328125,21263.27083961193,18203.88638695057,77.17036506467352,19422.99105229973,20027.54890311655,-604.5578508168182,-665.0622353564272,60.50438453960908,2.53846431694709,2.504769789689856,2.3151478522249853,-2.071517027438833,0.5,0.4166666666666667,18.077545513955,100.0,68.80987843049033,-1.2629695966133485,487.279296875,19195.830078125,19845.1431640625,-4.979445236914536
2016-02-01,19595.5,1596458400.0,19277.537890625,19646.99765625,20990.83995244629,18303.155360053708,65.61628274725757,19449.530890407463,19995.545280663468,-546.0143902560085,-641.2526663363435,95.23827608033504,-0.44509926420098456,1.5944046653509112,1.957752082476232,-2.035407281543873,0.5,0.4166666666666667,24.368021450668788,92.32142643164416,84.03044536759876,-1.1197737469243132,-87.609375,19683.109375,19733.57861328125,-2.071517027438833
2016-02-02,19446.83984375,1783516300.0,19394.745703125,19559.90361328125,20703.669877467913,18416.137349094588,53.46895025996489,19449.116883229388,19954.900433484694,-505.7835502553026,-614.1588431201353,108.37529286483276,-0.7586443635018244,0.7307922523304433,1.2167007858215038,-2.2588628896903633,0.5,0.375,29.05841793874716,79.29202237016216,90.53781626726898,-0.37872322288139815,-148.66015625,19595.5,19646.99765625,-2.035407281543873
2016-02-03,18991.58984375,2126513100.0,19382.573828125,19460.442578125,20424.513157686102,18496.371998563893,54.319812148423395,19378.728107924868,19883.544093504348,-504.81598557947655,-592.2902716120036,87.47428603252706,-2.3409973222272016,-1.7382604776956845,-1.0472590530767292,-3.9656461941029435,0.5,0.375,60.60862315999939,15.905107096541276,62.506185299449406,-1.2780248160986454,-455.25,19446.83984375,19559.90361328125,-2.2588628896903633
2016-02-04,19183.08984375,1556986500.0,19380.02578125,19402.930078125,20285.65104895112,18520.20910729888,54.31533256602546,19348.62991343643,19831.658593522545,-483.02868008611404,-570.4379533068256,87.40927322071161,1.0083410687337548,-0.8591340565171889,0.14738104413933284,-2.435836709488157,0.5,0.375,43.824496594319136,39.19320130539497,44.79677692403302,-2.3055870397825244,191.5,18991.58984375,19460.442578125,-3.9656461941029435
2016-02-05,19288.169921875,1264808100.0,19301.037890625,19344.65302734375,20084.52960458614,18604.77645010136,53.12936030733629,19339.328376273133,19791.400173400503,-452.07179712736985,-546.7647220709346,94.69292494356466,0.5477745190211676,-0.3952887696156132,0.5202199427732892,-1.4756985692443263,0.5833333333333334,0.4166666666666667,34.614693300420605,51.97186845342999,35.69005895178896,2.127834059616211,105.080078125,19183.08984375,19402.930078125,-2.435836709488157
2016-02-11,18545.80078125,1868442400.0,19091.098046875,19277.51806640625,20050.73731986272,18504.298812949786,17.138713318284427,19217.247207808035,19699.133551759725,-481.8863439516899,-533.7890464470855,51.9027024953956,-3.848831400967015,-3.282184307307899,-3.3501660684214696,-4.73184627578994,0.5833333333333334,0.4166666666666667,99.68005943465185,0.0,30.3883565862752,0.0196869863963872,-742.369140625,19288.169921875,19344.65302734375,-1.4756985692443263
2016-02-12,18319.580078125,2019813200.0,18865.64609375,19207.90908203125,20058.96856191715,18356.84960214535,15.867703133539337,19079.144572472185,19596.94440556456,-517.7998330923765,-530.5912037761437,12.79137068376724,-1.2197947437983456,-3.3905405051867348,-4.2125565457646506,-5.354819007146827,0.5,0.4166666666666667,100.0,0.0,17.323956151143538,-3.987994539175641,-226.220703125,18545.80078125,19277.51806640625,-4.73184627578994
2016-02-15,18918.140625,1729340100.0,18850.95625,19157.0720703125,19947.6795519294,18366.464588695602,38.600610788348206,19054.374734399542,19546.662644041266,-492.28790964172,-522.930544949259,30.642635307538967,3.2673267854525103,0.23177136160301956,-0.9006481496741233,-1.9637925022027565,0.5,0.4583333333333333,56.10211322581707,43.89788677418292,14.632628924727856,-2.181990339069729,598.560546875,18319.580078125,19207.90908203125,-5.354819007146827
2016-02-16,19122.080078125,1869161100.0,18838.754296875,19122.30556640625,19852.55275823157,18392.058374580927,53.15548997919043,19064.790941126532,19515.21208360302,-450.4211424764835,-508.4286644547039,58.00752197822039,1.0780100284036238,1.1956753121800492,0.05353627063599303,-0.6212101657617021,0.5833333333333334,0.4583333333333333,41.145378992647466,62.89579669080672,35.597894488330105,1.385303306605859,203.939453125,18918.140625,19157.0720703125,-1.9637925022027565
2016-02-17,18924.5703125,1689473500.0,18766.034375,19092.49560546875,19803.67179035958,18381.31942057792,43.76664745263364,19043.21853672245,19471.460841299093,-428.24230457664083,-492.39139247909134,64.14908790245039,-1.0328884975800534,0.3793196322622023,-0.9246617789666988,-1.4419583539097844,0.5,0.4583333333333333,55.630565785308406,53.66910563330254,53.48759636609761,-0.6711940537500612,-197.509765625,19122.080078125,19122.30556640625,-0.6212101657617021
2016-02-18,19363.080078125,1843924000.0,18929.490234375,19098.7771484375,19817.14656328994,18380.40773358506,51.55601895426958,19092.428004630536,19463.43263661953,-371.0046319889952,-468.1140403810722,97.10940839207683,2.3171451630548083,2.6372848770713184,1.2971444940170966,0.9181318555729978,0.5,0.5,23.47065791754223,100.0,72.18830077470331,0.8712829782265741,438.509765625,18924.5703125,19092.49560546875,-1.4419583539097844
2016-02-19,19285.5,1268689800.0,19122.67421875,19081.26162109375,19762.524824162025,18399.998418025472,71.22741764080766,19122.13138853353,19450.252441314384,-328.12105278085073,-440.1154428610278,111.99439008017708,-0.4006598010852847,1.5623652418514855,1.066475919120215,0.6557389415474183,0.4166666666666667,0.4583333333333333,29.16031037332749,92.56539740057501,82.0781676779594,-2.020053678637855,-77.580078125,19363.080078125,19098.7771484375,0.9181318555729978
2016-02-22,19464.08984375,1207462000.0,19231.8640625,19110.15107421875,19804.7665747982,18415.5355736393,83.76753668686996,19174.740381643755,19451.277434087388,-276.537052443633,-407.3997647775489,130.86271233391585,0.9260317012781624,1.483416570971381,2.060954645875264,1.6659590954643708,0.5,0.5,16.062693464083182,100.0,97.52179913352522,-0.6706139483554898,178.58984375,19285.5,19081.26162109375,0.6557389415474183
2016-02-23,19414.779296875,1225027600.0,19290.40390625,19153.78251953125,19808.69518322005,18498.869855842448,71.67895782357003,19211.669445525484,19448.573868367952,-236.9044228424682,-373.30069639053266,136.39627354806453,-0.2533411388400153,0.7913331576591576,1.8166560214659282,1.4317949360540914,0.5,0.5,14.163953397594565,95.69155735005265,96.08565158354277,-0.1648625027644474,-49.310546875,19464.08984375,19110.15107421875,1.6659590954643708
2016-02-24,19192.44921875,1302717300.0,19343.9796875,19159.3794921875,19813.604633924715,18505.154350450288,53.02317073375388,19208.712487560024,19429.601672099958,-220.88918453993026,-342.81839402041226,121.92920948048194,-1.145158926224756,-0.4235165268118368,0.5624194682807971,0.2800629849278229,0.5,0.5,23.734233919066742,76.26576608093326,90.6524411436622,1.0576227511890028,-222.330078125,19414.779296875,19153.78251953125,1.4317949360540914
2016-02-25,18888.75,1395869600.0,19249.113671875,19136.8099609375,19795.66210527581,18477.957816599188,48.58977316416762,19159.487489473868,19389.538585277736,-230.0510958038685,-320.2649343771035,90.21383857323495,-1.5823890702459278,-1.9688392419279357,-0.90150717773276,-1.1459810797025225,0.4166666666666667,0.4583333333333333,50.26954430885222,0.0,57.31910781032886,-1.5343713976604152,-303.69921875,19192.44921875,19159.3794921875,0.2800629849278229
2016-02-26,19364.150390625,1633549100.0,19264.84375,19161.97744140625,19815.164291049132,18508.790591763358,50.04094820500404,19190.974089650965,19387.657978266423,-196.6838886154583,-295.54872522477444,98.86483660931616,2.5168441036331153,0.4975218346424766,1.558910696576139,1.2365311786722089,0.4166666666666667,0.5,8.732075175472577,82.62949208008853,52.96508605367414,0.3939226430384638,475.400390625,18888.75,19136.8099609375,-1.1459810797025225
2016-02-29,19111.9296875,1270443900.0,19194.41171875,19164.95146484375,19816.656421481937,18513.246508205564,44.142275961895926,19178.81341239697,19367.233660431873,-188.4202480349049,-274.12302978680054,85.70278175189559,-1.3025136555803174,-0.6623317936789658,-0.011310747358370442,-0.20595068942157727,0.4166666666666667,0.5,30.76951956436043,38.79093198992443,40.47347469000453,3.0525988763039136,-252.220703125,19364.150390625,19161.97744140625,1.2365311786722089
2016-03-01,19407.4609375,1473881700.0,19192.948046875,19175.5330078125,19835.717031713644,18515.34898391136,48.22867741572868,19213.989954720517,19370.21345873321,-156.2235040127016,-250.54312463198082,94.31962061927915,1.5463182150219492,0.923254055899828,1.0555335647903574,1.2651498277964133,0.5,0.5,4.9478744481551695,90.15731191483296,70.52591199494884,5.9383504137958605,295.53125,19111.9296875,19164.95146484375,-0.20595068942157727
2016-03-02,20003.490234375,2455833600.0,19355.15625,19191.55205078125,19912.934325696482,18470.169775866023,63.72151631359095,19335.45153620582,19417.122849521496,-81.67131331567725,-216.76876236872002,135.0974490530428,3.0711348526963897,3.4946734300581515,3.6708418419678033,4.2248271187812545,0.5,0.5,0.0,100.0,76.316081301586,5.737083949681232,596.029296875,19407.4609375,19175.5330078125,1.2651498277964133
2016-03-03,19941.759765625,1761676100.0,19565.758203125,19208.8650390625,19982.89408390221,18434.835994222787,68.87801748020165,19428.72972534723,19455.984843306942,-27.255117959710326,-178.8660334869181,151.61091552720777,-0.3085984896971593,2.5129192686918835,2.9863347407238545,3.659928869584276,0.4166666666666667,0.5,5.53765503804663,94.46234496195338,94.87321895892894,4.286561316295737,-61.73046875,20003.490234375,19191.55205078125,4.2248271187812545
2016-03-04,20176.69921875,1907805100.0,19728.26796875,19245.3580078125,20122.745159259266,18367.97085636574,83.61296991791346,19543.801955101502,19509.37109333976,34.430861761742555,-136.20665443718596,170.63751619892852,1.1781279881326294,2.588612675611899,3.6411545985547233,4.626410127730199,0.5,0.5,0.0,100.0,98.15411498731798,6.616419213613255,234.939453125,19941.759765625,19208.8650390625,3.659928869584276
2016-03-07,20159.720703125,1930240900.0,19937.826171875,19303.76455078125,20257.96321352161,18349.565888040885,77.29360871825935,19638.55868556665,19557.545138509042,81.01354705761695,-92.76261413822536,173.77616119584235,-0.08414912390239747,1.8158623011819115,3.2020153523396644,4.321107853055512,0.4166666666666667,0.4583333333333333,1.3182597091427444,98.68174029085723,97.7146950842704,4.114224709012007,-16.978515625,20176.69921875,19245.3580078125,4.626410127730199
2016-03-08,20011.580078125,1449306300.0,20058.65,19345.1890625,20345.648564157636,18344.729560842366,83.23791518440213,19695.94659211409,19591.17735625837,104.76923585572511,-53.256244139435275,158.0254799951604,-0.7348347091784679,0.3080763082873877,2.1273149500234543,3.481231840191794,0.4166666666666667,0.4166666666666667,12.820314514050011,87.17968548594999,95.28714192560258,3.7649014965907033,-148.140625,20159.720703125,19303.76455078125,4.321107853055512
2016-03-09,19996.259765625,1202836200.0,20057.20390625,19380.5935546875,20419.84024234294,18341.34686703206,77.43349222035974,19742.14861880808,19621.183460655902,120.965158152183,-18.41196368111161,139.3771218332946,-0.07655723556155815,-0.25933364636934714,1.8186895000215664,3.312800768603324,0.3333333333333333,0.4166666666666667,14.00982666848642,83.05366111357725,89.63836229679502,2.7341115158584306,-15.3203125,20011.580078125,19345.1890625,3.481231840191794
2016-03-10,19984.419921875,1384555000.0,20065.7359375,19452.52451171875,20448.95960188295,18456.08942155456,48.04986778087576,19779.421126972225,19648.089865190646,131.33126178157542,11.5366814114258,119.79458037014963,-0.0592102917684313,-0.30258467793895155,1.5130330448469942,3.132276355308984,0.3333333333333333,0.4166666666666667,14.929105439546275,81.9416980640617,84.05834822119652,2.9340566600810614,-11.83984375,19996.259765625,19380.5935546875,3.312800768603324
2016-03-11,20199.599609375,1970725700.0,20070.316015625,19546.52548828125,20447.885447962726,18645.16552859978,70.06852980164665,19844.063970418803,19688.94243883393,155.12153158487126,40.2536514461149,114.86788013875635,1.076737220000385,0.5553205963609459,2.1704808089842142,3.9726667895983674,0.4166666666666667,0.4583333333333333,0.0,100.0,88.33178639254652,5.247638689287597,215.1796875,19984.419921875,19452.52451171875,3.132276355308984
2016-03-14,20435.33984375,1722861700.0,20125.43984375,19622.38544921875,20554.295062132413,18690.47583630509,70.10579439933439,19935.029489392837,19744.23113549438,190.79835389845172,70.36259193658226,120.43576196186949,1.1670539957910289,1.5110238275845491,2.6934139006099715,4.9043431866607845,0.5,0.4583333333333333,0.0,100.0,93.98056602135411,8.187888789623452,235.740234375,20199.599609375,19546.52548828125,3.9726667895983674
2016-03-15,20288.76953125,1193143900.0,20180.877734375,19680.719921875,20626.02216979806,18735.417673951943,58.34952953099688,19989.451034293936,19784.56731295776,204.88372133617668,97.26681781650116,107.61690351967552,-0.7172394176983921,0.6753851008616323,1.5635956649049996,3.929494738751808,0.4166666666666667,0.4166666666666667,9.476999547896456,70.30465389592146,90.10155129864069,4.774901671248365,-146.5703125,20435.33984375,19622.38544921875,4.9043431866607845
2016-03-16,20257.69921875,1213704800.0,20233.165625,19747.3763671875,20657.350316580912,18837.402417794085,68.76707106028971,20030.719985748718,19819.61412079422,211.10586495449385,120.03462724409971,91.07123771039421,-0.15314044773461305,0.3170194807320692,0.9256688071892718,3.3925564951056417,0.4166666666666667,0.4166666666666667,13.422945574436307,60.60483993225654,76.96983127605951,5.995048903928216,-31.0703125,20288.76953125,19680.719921875,3.929494738751808
2016-03-17,20503.810546875,1696007800.0,20337.04375,19804.412890625,20753.065479633857,18855.760301616145,78.6262871948076,20103.503148998912,19870.295337540945,233.20781145796718,142.6692640868732,90.53854737109398,1.2149026672150691,1.1122122364679976,1.6889537557847627,4.164829059562979,0.4166666666666667,0.4583333333333333,0.0,100.0,76.96983127605951,5.649114085071181,246.111328125,20257.69921875,19747.3763671875,3.3925564951056417
2016-03-18,20671.630859375,2091585400.0,20431.45,19873.71943359375,20862.29792339291,18885.140943794588,82.96000419667413,20190.907412133696,19929.653524343463,261.2538877902298,166.38618882754454,94.86769896268528,0.8184835307385223,1.3672594155667213,2.2389407518791824,4.629044248797693,0.4166666666666667,0.4583333333333333,0.0,100.0,86.86827997741901,3.3401202348769803,167.8203125,20503.810546875,19804.412890625,4.164829059562979
2016-03-21,20684.150390625,1520109900.0,20481.212109375,19934.7224609375,20964.383735416082,18905.061186458923,78.84807694991092,20266.790947286205,19985.542181105062,281.24876618114286,189.35870429826417,91.89006188287868,0.060563829410305775,1.0285636187044276,1.9887954022107381,4.348652902575539,0.5,0.4583333333333333,0.0,100.0,100.00000000000016,3.7227939445931466,12.51953125,20671.630859375,19873.71943359375,4.629044248797693
2016-03-22,20666.75,1303372700.0,20556.808203125,19997.32099609375,21045.00067928145,18949.641312906053,68.6173021080816,20328.323109242174,20036.002019541724,292.32108970045016,209.95118137870136,82.36990832174874,-0.08412427049885815,0.7537728674617992,1.6982178743860616,3.880449184103537,0.4166666666666667,0.4583333333333333,2.3438322143413384,97.51327240957735,99.1710908031926,2.428795592068899,-17.400390625,20684.150390625,19934.7224609375,4.348652902575539
2016-03-23,20615.23046875,1185399100.0,20628.314453125,20068.46005859375,21080.481976042807,19056.438141144696,81.0063887095697,20372.46270301261,20078.907830594188,293.55487241842275,226.67191958664563,66.88295283177712,-0.2492870492457692,0.23672046407664155,1.2555603930734305,3.3504574776309983,0.4166666666666667,0.4166666666666667,9.849495620523529,85.77653270990366,94.42993503982716,2.259504346974363,-51.51953125,20666.75,19997.32099609375,3.880449184103537
2016-03-24,20345.609375,1460918200.0,20596.67421875,20141.30302734375,21001.525762023408,19281.080292664094,55.745820525127925,20368.3314217799,20098.66350055017,269.66792122972765,235.27111991526203,34.39680131446562,-1.3078732937704014,-1.144673780586133,-0.2051741385583404,1.7733935145533537,0.4166666666666667,0.4166666666666667,48.38163132009535,20.614354478962,67.96805319948118,1.6691800226216678,-269.62109375,20615.23046875,20068.46005859375,3.3504574776309983
2016-03-29,20366.30078125,1303869800.0,20535.608203125,20191.410546875,20978.348697498302,19404.4723962517,37.25752096749089,20368.01901554453,20118.488484305715,249.53053123881543,238.12300217997276,11.407529058842726,0.1016996142441666,-0.9338226604017812,-0.2545518434783445,1.6856824338372445,0.5,0.4166666666666667,45.42457754380872,25.466353398093826,43.95241352898668,1.8505511528767344,20.69140625,20345.609375,20141.30302734375,1.7733935145533537
2016-03-30,20803.390625,2058668600.0,20559.45625,20275.98359375,20933.638054639865,19618.329132860134,58.144965191837294,20434.999263153062,20169.221976208995,265.7772869440705,243.65385913279232,22.12342781127822,2.146142534398793,1.0843023858613163,1.5467103946001086,3.5688127769442213,0.5833333333333334,0.4583333333333333,0.0,100.0,48.693569292352116,4.0980459093964114,437.08984375,20366.30078125,20191.410546875,1.6856824338372445
2016-03-31,20776.69921875,1781006800.0,20581.44609375,20344.4455078125,20903.94364164304,19784.94737398196,55.62255715109532,20487.56848709105,20214.22029047129,273.3481966197651,249.5927266301869,23.755469989578213,-0.12830315370766635,0.8789996402395525,1.1789076459000964,3.097122539875143,0.5,0.4583333333333333,3.2591405465606837,94.16939722847977,73.21191687552471,2.8569853884982828,-26.69140625,20803.390625,20275.98359375,3.5688127769442213
2016-04-01,20498.919921875,1633594800.0,20558.183984375,20369.2169921875,20909.685330973785,19828.74865340121,42.25441998063808,20489.3148616732,20235.30915205675,254.0057096164492,250.4753232274393,3.530386389009834,-1.3369751082708898,-0.3343681478345019,-0.19957966113169506,1.3812286136193943,0.4166666666666667,0.4583333333333333,50.42650441060875,33.48991398730289,75.88643707192772,0.3111280683910207,-277.779296875,20776.69921875,20344.4455078125,3.097122539875143
2016-04-05,20177.0,1876707600.0,20524.462109375,20380.97900390625,20893.22717018949,19868.73083762301,33.81471617648332,20441.266421415785,20230.989955608104,210.27646580768123,242.4355517434877,-32.15908593580647,-1.5704238228252692,-1.5499326353457754,-1.7223037621324973,-0.37775772693648013,0.4166666666666667,0.4166666666666667,100.0,0.0,42.55310373859439,-0.5508935920330001,-321.919921875,20498.919921875,20369.2169921875,1.3812286136193943
2016-04-06,20206.669921875,1338272400.0,20492.5359375,20382.4775390625,20892.497035279164,19872.45804284584,43.763052638408375,20405.174652255664,20229.188471627876,175.98618062779133,229.14567752034844,-53.159496892557115,0.1470482325172226,-1.2936368367107538,-1.5573980261886389,-0.4554553850663167,0.5,0.4583333333333333,95.26335154281723,4.736648457182769,12.742187481495387,-0.2519007530123095,29.669921875,20177.0,20380.97900390625,-0.37775772693648013
2016-04-07,20266.05078125,1493940300.0,20385.06796875,20387.79404296875,20890.580023343482,19885.008062594025,45.65087714541364,20383.77097979325,20231.91901308136,151.85196671189257,213.68693535865725,-61.83496864676468,0.29386761700262376,-0.9227063434330388,-1.1727128188676978,-0.3385665772244264,0.5,0.4583333333333333,85.78350669759784,14.216493302402155,6.317713919861809,-1.159588190114433,59.380859375,20206.669921875,20382.4775390625,-0.4554553850663167
2016-04-08,20370.400390625,1435612200.0,20303.808203125,20405.73505859375,20878.238328693315,19933.231788494184,23.59142597794312,20381.713966075058,20242.17689289941,139.53707317565204,198.85696292205623,-59.31988974640418,0.5148985882910325,-0.0599676574870421,-0.5421037183134385,0.09933333462368037,0.5,0.4583333333333333,69.12463518670957,30.875364813290428,16.60950219095862,-1.4572167566226926,104.349609375,20266.05078125,20387.79404296875,-0.3385665772244264
