Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
2004-01-02,12801.480469,305575000.0,12565.0302734,12422.814599649999,12727.068083222843,12118.561116077155,84.95254949395569,12493.984661218083,12376.920831820948,117.06382939713512,95.54356910092233,21.520260296212797,1.7934248357440694,2.0774907914450242,2.878726972935253,3.196490473572639,0.6666666666666666,0.5833333333333334,0.0,100.0,100.00000000000017,1.6440657710507691,225.54003899999952,12575.94043
2004-01-05,13005.330078,362998400.0,12674.75625,12455.022119149999,12853.568768258949,12056.475470041049,100.0,12572.65318687684,12423.469664871247,149.18352200559275,106.27155968185643,42.91196232373632,1.5923908917694476,2.9031848157218354,4.178467370740294,4.5135394397898105,0.75,0.625,0.0,100.0,100.00000000000017,3.875028526150396,203.84960900000078,12801.480469
2004-01-06,13036.320313,440100800.0,12789.1623048,12489.705615249999,12961.14430614647,12018.266924353527,100.0,12643.986590895789,12468.866009177082,175.1205817187074,120.04136408922663,55.079217629480766,0.23828872327064438,2.3659441330665585,3.8885678550303466,4.511023949902856,0.8333333333333334,0.625,0.0,100.0,100.00000000000017,6.329276863372872,30.990234999999302,13005.330078
2004-01-07,13157.679688,381656600.0,12915.350195600002,12531.8530762,13081.638388810912,11982.067763589086,100.0,12723.016298142591,12519.889244645447,203.12705349714452,136.65850197081022,66.4685515263343,0.930932748553123,2.3897580862242744,4.188310790260003,5.237635367438075,0.9166666666666666,0.625,0.0,100.0,100.00000000000017,7.9106870246868395,121.359375,13036.320313
2004-01-08,13203.589844,486084200.0,13040.880078400001,12583.160546900002,13182.93705049517,11983.384043304835,100.0,12796.950689812962,12570.533733486525,226.41695632643678,154.61019284193554,71.80676348450123,0.34892288829519585,1.8529081086159855,3.891431488984257,5.327057874656017,0.9166666666666666,0.6666666666666666,0.0,100.0,100.00000000000017,7.870262813259534,45.910155999999915,13157.679688
2004-01-09,13385.799805,651739800.0,13157.743945600003,12632.768554749999,13323.73566135144,11941.801448148557,100.0,12887.5428613802,12630.923812857893,256.6190485223069,175.01196397800985,81.60708454429707,1.380003189684059,2.1944194424711783,4.629440331274192,6.4181520277248,0.9166666666666666,0.7083333333333334,0.0,100.0,100.00000000000017,8.196494473296022,182.20996100000048,13203.589844
2004-01-12,13352.219727,391788200.0,13227.121875400004,12680.460546949998,13432.300429656223,11928.620664243774,94.56544588987087,12959.031609937092,12684.353139831383,274.6784701057095,194.9452652035498,79.73320490215968,-0.25086344102843744,1.2286673796093617,3.782735103796497,5.797376898814297,0.8333333333333334,0.7083333333333334,3.3114821219260375,96.09106526094442,98.6970217536483,6.920485016452319,-33.58007800000087,13385.799805
2004-01-13,13396.650391,372278200.0,13299.187891000003,12722.564062599999,13536.473164402705,11908.654960797292,92.67578876953189,13026.357576254462,12737.115899177206,289.2416770772561,213.8045475782911,75.43712949896499,0.33275863420787405,1.0657846017107946,3.4738467130938795,5.7716159385859775,0.9166666666666666,0.75,0.0,100.0,98.6970217536483,7.859102753351517,44.430663999999524,13352.219727
2004-01-14,13320.879883,312642200.0,13331.827930000003,12758.887060649999,13612.585123866253,11905.188997433745,78.27158431523348,13071.66870036916,12780.357675756672,291.31102461248884,229.30584298513065,62.00518162735818,-0.5655929339688,0.13588609631346862,2.3194707250849893,4.779239536907463,0.8333333333333334,0.75,7.7622533126310165,87.26909657239035,94.45338727777842,6.937468787655929,-75.77050799999961,13396.650391
2004-01-15,13249.80957,251476000.0,13341.071875200001,12795.36904305,13668.259240161773,11922.478845938225,60.1694969098288,13099.074988004673,12815.131890145067,283.9430978596065,240.2332939600258,43.70980389958069,-0.5335256651529419,-0.5131988394328297,1.264405802838382,3.928589504975117,0.75,0.7083333333333334,15.622191646417807,62.475543404770704,83.24821332572051,6.302160239710064,-71.07031300000017,13320.879883
2004-01-16,13167.759766,307013800.0,13297.463867400002,12840.740527450002,13690.562661348118,11990.918393551885,46.337226726427325,13109.641876927031,12841.252473541728,268.389403385303,245.86451584508126,22.524887540221755,-0.6192527037201806,-1.0849213794436026,0.22813151584652547,3.0259481645762083,0.6666666666666666,0.6666666666666666,24.54958799020232,36.47751354245798,62.0740511732065,5.117209425802151,-82.04980400000022,13249.80957
2004-01-19,13253.30957,223116000.0,13277.681836,12893.7500001,13704.86227301217,12082.637727187832,33.1201631196049,13131.744598938256,12871.775221427526,259.9693775107298,248.68548817821102,11.283889332518811,0.6496914093230597,-0.2768619836915186,0.4477243882394498,3.4596293471405293,0.6666666666666666,0.6666666666666666,16.477658048542594,40.017408326408805,46.323488424545985,5.3862305071367045,85.54980400000022,13167.759766
