index,Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
1,2016-01-04,2012.6600341796875,4304880000,2050.9640380859373,2048.53251953125,2097.0445054688576,2000.020533593642,22.926121706445578,2047.147159522883,2051.966754941424,-4.819595418540985,-3.79411741210827,-1.0254780064327145,-1.530373108959436,-1.9474965273702018,-1.664486074937518,-1.9864518426093198,0.4166666666666667,0.4166666666666667,90.23488582637562,0.0,44.041511585018206,-1.5048374768475858,-31.2799072265625,2043.93994140625
2,2016-01-05,2016.7099609375,3706620000,2043.0060302734375,2044.7835205078125,2090.7760210455763,1998.7910199700489,26.961506607795222,2042.4645135866701,2049.355140570763,-6.890626984092933,-4.4134193265052035,-2.477207657587729,0.20122259542273638,-1.3956726148214336,-1.2399857863762653,-1.662120925409512,0.4166666666666667,0.4583333333333333,84.67256815209737,6.164265209999721,19.630116368326625,-2.7186783641364483,4.0499267578125,2012.6600341796875
3,2016-01-06,1990.260009765625,4336660000,2025.3860107421874,2040.443017578125,2089.863481568751,1991.022553587499,21.946485956647795,2034.4330514603555,2044.9777234740861,-10.544672013730633,-5.63966986395029,-4.905002149780343,-1.3115396702646978,-2.160785192792048,-2.3294735548155154,-2.7297881463896676,0.4166666666666667,0.4166666666666667,100.0,0.0,2.054755069999833,-2.528539956237648,-26.449951171875,2016.7099609375
4,2016-01-07,1943.0899658203125,5076590000,2001.331982421875,2034.4180114746093,2099.0092469751194,1969.8267759740995,2.824807767135779,2020.380269054195,2037.430482166399,-17.05021311220412,-7.9217785136010574,-9.12843459860306,-2.3700443014411614,-3.409109711032234,-4.400115762767406,-4.770585053135263,0.4166666666666667,0.4166666666666667,100.0,0.0,2.054755069999833,-3.114361720581789,-47.1700439453125,1990.260009765625
5,2016-01-08,1922.030029296875,4664940000,1976.95,2028.1385131835937,2109.553959515404,1946.7230668517832,2.7102513621919244,2005.2494629376843,2028.8823004723602,-23.6328375346759,-11.063990317816028,-12.568847216859872,-1.0838374390218544,-3.3240009386836005,-5.050396097988968,-5.556649019923734,0.3333333333333333,0.4166666666666667,100.0,0.0,0.0,-4.904138432075208,-21.0599365234375,1943.0899658203125
6,2016-01-11,1923.6700439453125,4607290000,1959.152001953125,2021.710516357422,2114.607896283967,1928.813136430877,4.322028790653469,1992.698783092704,2021.0887999888753,-28.390016896171346,-14.529195633487094,-13.860821262684253,0.0853272125533573,-2.2560154472996765,-4.51615657843903,-5.1497766821467215,0.3333333333333333,0.4166666666666667,98.95092827425944,1.049071725740558,0.34969057524677866,-5.654812401089561,1.6400146484375,1922.030029296875
7,2016-01-12,1938.6800537109375,4887260000,1943.5460205078125,2018.0260192871094,2118.054896384841,1917.9971421893779,17.940693531049774,1984.388209341663,2014.9844484127318,-30.596239071068794,-17.742604321003437,-12.853634750065357,0.7802798516756294,-0.8723018794014014,-3.268529814158127,-4.137126018573514,0.3333333333333333,0.4583333333333333,89.34944278557239,11.780948991860257,4.276673572533531,-6.084900037041716,15.010009765625,1923.6700439453125
8,2016-01-13,1890.280029296875,5087030000,1923.5500244140626,2011.4430236816406,2126.5763009171583,1896.309746446123,10.423856789564907,1969.910027796311,2005.7470840337794,-35.83705623746846,-21.361494704296444,-14.475561533172016,-2.49654523042197,-2.2943635733419536,-5.009225125167159,-6.195435394065097,0.3333333333333333,0.4583333333333333,100.0,0.0,4.276673572533531,-8.282910724767127,-48.4000244140625,1938.6800537109375
9,2016-01-14,1921.8399658203125,5241110000,1919.3000244140626,2005.364520263672,2126.092395120247,1884.6366454070967,29.24652446849713,1962.5146336461573,1999.531741943893,-37.017108297735604,-24.492617422984278,-12.524490874751326,1.6695905386662107,-0.07409529197854677,-2.8755700261228703,-4.380601297137569,0.4166666666666667,0.5,83.21994714269397,24.962393093073956,12.247780694977996,-6.5480201400285685,31.5599365234375,1890.280029296875
10,2016-01-15,1880.3299560546875,5468460000,1910.960009765625,1995.7275146484376,2124.220362988854,1867.2346663080211,30.28645661586409,1949.8708370936235,1990.701980026174,-40.83114293255039,-27.760322524897504,-13.070820407652889,-2.159909800185001,-1.6977714270446684,-4.174191541219485,-6.111308827581989,0.3333333333333333,0.4583333333333333,100.0,0.0,8.320797697691242,-9.528192475404861,-41.510009765625,1921.8399658203125
11,2016-01-19,1881.3299560546875,4928350000,1902.4919921875,1987.69951171875,2123.8815151203025,1851.5175083171976,35.37231358874622,1939.3260861645565,1982.6003486208785,-43.27426245632205,-30.863110511182413,-12.411151945139636,0.05318215543926143,-1.2954580657218195,-3.376274567688693,-5.804572781183131,0.4166666666666667,0.5,99.49502639214481,0.9096693454089569,8.624020812827561,-8.82202533200229,1.0,1880.3299560546875
12,2016-01-20,1859.3299560546875,6416070000,1886.62197265625,1980.3885070800782,2127.774424503083,1833.002589657073,29.82816159698728,1927.0189892245767,1973.4692084307903,-46.45021920621366,-33.98053225018866,-12.469686956025,-1.1693855152413515,-1.8977679172703557,-3.745654115059334,-6.589198209305929,0.4166666666666667,0.4583333333333333,100.0,0.0,0.3032231151362434,-9.032065062760557,-22.0,1881.3299560546875
