round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,gru_1_model,gru_2_model,gru_layers,lr,optimizer
50,0.3945459723472595,0.0,0.4267702852807394,0.004878049,64,50,30,30,1,0.1,Adam
50,2.1809322788612917e-05,0.0,2.048369420751952e-05,0.009756098,64,50,30,30,1,0.01,Adam
50,0.003494942095130682,0.0,0.002597393903586014,0.009756098,64,50,30,30,1,0.001,Adam
50,5.154559767106548e-05,0.0,0.00030486665399199944,0.009756098,64,50,30,30,2,0.1,Adam
50,3.5328273952472955e-05,0.0,2.4463527636437837e-05,0.009756098,64,50,30,30,2,0.01,Adam
50,0.3945459723472595,0.0,0.4267702902235636,0.004878049,64,50,30,30,2,0.001,Adam
50,0.3945459723472595,0.0,0.42677029807393146,0.004878049,64,50,30,50,1,0.1,Adam
50,5.740750202676281e-05,0.0,5.271625371434067e-05,0.009756098,64,50,30,50,1,0.01,Adam
50,0.003345005214214325,0.0,0.0038470111548809744,0.009756098,64,50,30,50,1,0.001,Adam
50,0.3945459723472595,0.0,0.4267702993823261,0.004878049,64,50,30,50,2,0.1,Adam
50,6.280463276198134e-05,0.0,5.529303520367049e-05,0.009756098,64,50,30,50,2,0.01,Adam
50,0.007269066758453846,0.0,0.0035847620601288793,0.009756098,64,50,30,50,2,0.001,Adam
50,0.3945459723472595,0.0,0.42677027699423997,0.004878049,64,50,30,70,1,0.1,Adam
50,0.00011413251195335761,0.0,0.0001080806848377262,0.009756098,64,50,30,70,1,0.01,Adam
50,0.006703195162117481,0.0,0.006358207312480706,0.009756098,64,50,30,70,1,0.001,Adam
50,0.3945459723472595,0.0,0.4267702960386509,0.004878049,64,50,30,70,2,0.1,Adam
50,5.59603504370898e-05,0.0,2.4901606513772207e-05,0.009756098,64,50,30,70,2,0.01,Adam
50,0.004920237697660923,0.0,0.0025996045164037042,0.009756098,64,50,30,70,2,0.001,Adam
50,0.3945459723472595,0.0,0.42677028048329235,0.004878049,64,50,50,30,1,0.1,Adam
50,1.2753806004184298e-05,0.0,2.8684190825826103e-05,0.009756098,64,50,50,30,1,0.01,Adam
50,0.005356432404369116,0.0,0.0036883943646055894,0.009756098,64,50,50,30,1,0.001,Adam
50,0.00012080060696462169,0.0,0.000643840097402018,0.009756098,64,50,50,30,2,0.1,Adam
50,1.4591585568268783e-05,0.0,1.616271216423739e-05,0.009756098,64,50,50,30,2,0.01,Adam
50,0.3945459723472595,0.0,0.4267702762673541,0.004878049,64,50,50,30,2,0.001,Adam
50,0.3945459723472595,0.0,0.42677028557149377,0.004878049,64,50,50,50,1,0.1,Adam
50,6.475143891293555e-05,0.0,4.4488517614365444e-05,0.009756098,64,50,50,50,1,0.01,Adam
50,0.0029520667158067226,0.0,0.004168263856298858,0.009756098,64,50,50,50,1,0.001,Adam
50,0.3945459723472595,0.0,0.42677029894619456,0.004878049,64,50,50,50,2,0.1,Adam
50,1.567299295857083e-05,0.0,1.6410581209617327e-05,0.009756098,64,50,50,50,2,0.01,Adam
50,0.004840161185711622,0.0,0.002992707058196751,0.009756098,64,50,50,50,2,0.001,Adam
50,0.3945459723472595,0.0,0.4267703041797731,0.004878049,64,50,50,70,1,0.1,Adam
50,7.063143129926175e-05,0.0,6.140537546498973e-05,0.009756098,64,50,50,70,1,0.01,Adam
50,0.0043919701129198074,0.0,0.002766644557733543,0.009756098,64,50,50,70,1,0.001,Adam
50,0.3945459723472595,0.0,0.4267702852807394,0.004878049,64,50,50,70,2,0.1,Adam
50,1.137335584644461e-05,0.0,1.2694696998528898e-05,0.009756098,64,50,50,70,2,0.01,Adam
50,0.002925420645624399,0.0,0.00196581131540148,0.009756098,64,50,50,70,2,0.001,Adam
50,0.3945459723472595,0.0,0.426770281791687,0.004878049,64,50,70,30,1,0.1,Adam
50,2.045190558419563e-05,0.0,2.2599693648971437e-05,0.009756098,64,50,70,30,1,0.01,Adam
50,0.004839651752263308,0.0,0.0027343187299443453,0.009756098,64,50,70,30,1,0.001,Adam
50,0.3945459723472595,0.0,0.42677028731601996,0.004878049,64,50,70,30,2,0.1,Adam
50,0.3945459723472595,0.0,0.42677028949667767,0.004878049,64,50,70,30,2,0.01,Adam
50,0.3945459723472595,0.0,0.42677028891516894,0.004878049,64,50,70,30,2,0.001,Adam
50,0.3945459723472595,0.0,0.4267702945848791,0.004878049,64,50,70,50,1,0.1,Adam
50,0.3945459723472595,0.0,0.4267702771396172,0.004878049,64,50,70,50,1,0.01,Adam
50,0.3945459723472595,0.0,0.42677028557149377,0.004878049,64,50,70,50,1,0.001,Adam
50,0.3945459723472595,0.0,0.42677029124120386,0.004878049,64,50,70,50,2,0.1,Adam
50,2.741978050835314e-06,0.0,2.978858087217526e-05,0.009756098,64,50,70,50,2,0.01,Adam
50,0.0026470066513866186,0.0,0.002065070995652094,0.009756098,64,50,70,50,2,0.001,Adam
50,0.3945459723472595,0.0,0.42677028673451123,0.004878049,64,50,70,70,1,0.1,Adam
50,1.418409556208644e-05,0.0,2.728922723113877e-05,0.009756098,64,50,70,70,1,0.01,Adam
50,0.004700442776083946,0.0,0.003934502426716613,0.009756098,64,50,70,70,1,0.001,Adam
50,0.3945459723472595,0.0,0.426770275395091,0.004878049,64,50,70,70,2,0.1,Adam
50,0.3945459723472595,0.0,0.42677028673451123,0.004878049,64,50,70,70,2,0.01,Adam
50,0.003206879599019885,0.0,0.0018637722096882942,0.009756098,64,50,70,70,2,0.001,Adam
80,9.51717229327187e-05,0.0,0.00032222538876983266,0.009756098,64,80,30,30,1,0.1,Adam
80,4.423942300491035e-05,0.0,2.5986405316649413e-05,0.009756098,64,80,30,30,1,0.01,Adam
80,0.3945459723472595,0.0,0.4267702992369489,0.004878049,64,80,30,30,1,0.001,Adam
80,0.3945459723472595,0.0,0.4267702829547045,0.004878049,64,80,30,30,2,0.1,Adam
80,2.4498574930476025e-05,0.0,1.8297976655559047e-05,0.009756098,64,80,30,30,2,0.01,Adam
80,0.0026929923333227634,0.0,0.001826316333466732,0.009756098,64,80,30,30,2,0.001,Adam
80,0.0014412812888622284,0.0,0.00028511060972516314,0.009756098,64,80,30,50,1,0.1,Adam
