round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,gru_1_model,gru_2_model,gru_layers,lr,optimizer
50,0.2888331115245819,0.0,0.14865951457215315,0.0050251256,64,50,30,30,1,0.1,Adam
50,4.151826033194084e-06,0.0,3.143864908557205e-05,0.0050251256,64,50,30,30,1,0.01,Adam
50,0.2888331115245819,0.0,0.14865951550815573,0.0050251256,64,50,30,30,1,0.001,Adam
50,0.2888331115245819,0.0,0.14865951292478857,0.0050251256,64,50,30,30,2,0.1,Adam
50,1.3813102668791544e-05,0.0,2.9679118981321657e-05,0.0050251256,64,50,30,30,2,0.01,Adam
50,0.0012460763100534678,0.0,0.0015942205589536073,0.0050251256,64,50,30,30,2,0.001,Adam
50,0.2888331115245819,0.0,0.148659516331838,0.0050251256,64,50,30,50,1,0.1,Adam
50,2.2694962353853043e-06,0.0,2.6791322231095286e-05,0.0050251256,64,50,30,50,1,0.01,Adam
50,0.0005890213651582599,0.0,0.0009073460741956068,0.0050251256,64,50,30,50,1,0.001,Adam
50,0.2888331115245819,0.0,0.14865951247550735,0.0050251256,64,50,30,50,2,0.1,Adam
50,3.3724281820468605e-06,0.0,5.8939229676806504e-05,0.0050251256,64,50,30,50,2,0.01,Adam
50,0.00033102818997576833,0.0,0.0009531178728129771,0.0050251256,64,50,30,50,2,0.001,Adam
50,0.2888331115245819,0.0,0.14865951629439791,0.0050251256,64,50,30,70,1,0.1,Adam
50,1.5623697890987387e-06,0.0,3.3164325493578586e-05,0.0050251256,64,50,30,70,1,0.01,Adam
50,0.0024063698947429657,0.0,0.0018653299533130236,0.0050251256,64,50,30,70,1,0.001,Adam
50,0.2888331115245819,0.0,0.14865951120254384,0.0050251256,64,50,30,70,2,0.1,Adam
50,1.4365078641276341e-05,0.0,2.054942840676352e-05,0.0050251256,64,50,30,70,2,0.01,Adam
50,0.2888331115245819,0.0,0.14865951150206466,0.0050251256,64,50,30,70,2,0.001,Adam
50,0.2888331115245819,0.0,0.14865951030398133,0.0050251256,64,50,50,30,1,0.1,Adam
50,1.0296387245034566e-06,0.0,2.6562815512636978e-05,0.0050251256,64,50,50,30,1,0.01,Adam
50,0.2888331115245819,0.0,0.1486595153958354,0.0050251256,64,50,50,30,1,0.001,Adam
50,0.2888331115245819,0.0,0.14865950611068976,0.0050251256,64,50,50,30,2,0.1,Adam
50,0.2888331115245819,0.0,0.14865951011678083,0.0050251256,64,50,50,30,2,0.01,Adam
50,0.0003198667545802891,0.0,0.0008339832644223998,0.0050251256,64,50,50,30,2,0.001,Adam
50,0.2888331115245819,0.0,0.148659513074549,0.0050251256,64,50,50,50,1,0.1,Adam
50,0.2888331115245819,0.0,0.14865951805408276,0.0050251256,64,50,50,50,1,0.01,Adam
50,0.2888331115245819,0.0,0.14865951569535624,0.0050251256,64,50,50,50,1,0.001,Adam
50,0.2888331115245819,0.0,0.14865951494655416,0.0050251256,64,50,50,50,2,0.1,Adam
50,0.2888331115245819,0.0,0.1486595140479917,0.0050251256,64,50,50,50,2,0.01,Adam
50,0.00024745770497247577,0.0,0.000512219802242465,0.0050251256,64,50,50,50,2,0.001,Adam
