DJI,DJI,GSPC,GSPC,HSI,HSI,N225,N225,TWII,TWII
11943.55704,100.00613,1236.89794,100.14593,18747.85503,100.03332,239.75797,2.44122,584.13891,7.94544
13018.61837,99.9986,1407.56213,99.95271,656.80071,2.72953,300.02887,2.76924,7440.45094,100.01219
15986.01931,99.98795,29.97883,1.50875,23337.86761,99.99023,15300.56822,99.97457,8336.40395,99.99063
17704.14094,99.98388,26.36567,1.15862,23580.63979,99.99957,17371.94660,99.96682,9064.14327,100.00042
17628.68737,99.98976,2064.9872,99.90892,22212.03670,100.02269,315.96474,1.19413,125.85124,1.18844
19213.48728,99.99329,2204.37479,99.90836,22435.53955,99.99318,18413.79255,100.00084,9168.35353,99.95278
198.49252,0.64945,43.92165,1.59280,29165.73172,99.98945,22643.87416,99.97724,10625.18952,99.99118
1803.99999,6.96743,2650.55114,99.96401,26086.68689,100.01830,21541.54047,100.01415,9795.67875,100.06636
532.65842,1.86381,3138.97337,99.90021,27129.03108,100.01223,23472.58448,99.98677,11709.67832,99.98107
