DJI,DJI,GSPC,GSPC,HSI,HSI,N225,N225,TWII,TWII
63.18837,0.36499,10.70676,0.59438,378.70094,1.16232,277.85907,2.56631,268.63092,2.75156
52.11359,0.22779,12.30786,0.65595,544.66939,1.91609,134.99815,1.19316,59.96746,0.39764
485.21981,2.85530,65.67013,3.26306,266.04268,0.88187,641.2203,3.84149,81.33365,0.65236
361.55953,1.70567,42.06070,1.61358,156.98237,0.3601,667.14616,2.74652,36.79837,0.31885
100.19818,0.39227,15.34489,0.51811,399.06365,0.83935,163.8023,0.71973,127.48583,1.05231
503.19971,2.40000,43.20763,1.73616,360.03563,1.07876,495.22347,2.45741,132.72157,1.04220
695.19876,2.49981,57.06094,1.94556,772.8163,1.95684,648.27759,1.49001,147.57207,0.84953
500.85691,1.24588,66.41783,1.61092,583.50878,1.13983,483.2498,1.32182,163.45242,0.96168
567.27185,1.67555,81.74741,2.31344,164.7473,0.42346,514.11607,1.58186,282.05495,1.80531
