round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm1_nodes,lstm2_nodes,lstm3_nodes,lstm_layers,optimizer
20,0.002055393299087882,0.20000000298023224,0.0013706696778535844,0.005,64,20,0.1,30,30,30,1,Adam
20,0.003566762898117304,0.20000000298023224,0.00078163034748286,0.005,64,20,0.1,30,30,30,2,Adam
20,0.006281986832618713,0.20000000298023224,0.0019542746432125568,0.005,64,20,0.1,30,30,50,1,Adam
20,0.0014784890227019787,0.20000000298023224,0.001431235745549202,0.005,64,20,0.1,30,30,50,2,Adam
20,0.0006611774442717433,0.20000000298023224,0.00047036118805408476,0.005,64,20,0.1,30,30,70,1,Adam
20,0.00685838470235467,0.20000000298023224,0.0007425385806709528,0.005,64,20,0.1,30,30,70,2,Adam
20,0.0036362395621836185,0.20000000298023224,0.0008360932604409754,0.005,64,20,0.1,30,50,30,1,Adam
20,0.003938260488212109,0.20000000298023224,0.001555481906980276,0.005,64,20,0.1,30,50,30,2,Adam
20,0.0007446998497471213,0.20000000298023224,0.0013953907322138547,0.005,64,20,0.1,30,50,50,1,Adam
20,0.00901226419955492,0.20000000298023224,0.0014538112631998956,0.005,64,20,0.1,30,50,50,2,Adam
20,0.0006762507255189121,0.20000000298023224,0.0007735329726710915,0.005,64,20,0.1,30,50,70,1,Adam
20,0.00041938788490369916,0.20000000298023224,0.0011750266421586275,0.005,64,20,0.1,30,50,70,2,Adam
20,0.004059928935021162,0.20000000298023224,0.0007115941285155713,0.005,64,20,0.1,30,70,30,1,Adam
20,0.0014044868294149637,0.20000000298023224,0.001342141793575138,0.005,64,20,0.1,30,70,30,2,Adam
20,0.0002821634989231825,0.20000000298023224,0.0006617528782226146,0.005,64,20,0.1,30,70,50,1,Adam
20,0.0007093784515745938,0.20000000298023224,0.0009148863446898759,0.005,64,20,0.1,30,70,50,2,Adam
20,0.00013663593563251197,0.20000000298023224,0.00043647702550515534,0.005,64,20,0.1,30,70,70,1,Adam
20,0.0008455211063846946,0.20000000298023224,0.000596833920571953,0.005,64,20,0.1,30,70,70,2,Adam
20,0.005590940359979868,0.20000000298023224,0.0010890706977806986,0.005,64,20,0.1,50,30,30,1,Adam
20,0.004041905514895916,0.20000000298023224,0.00045742938586045055,0.005,64,20,0.1,50,30,30,2,Adam
20,0.014941941015422344,0.20000000298023224,0.0018238890427164733,0.005,64,20,0.1,50,30,50,1,Adam
20,0.0014868692960590124,0.20000000298023224,0.0002659175230655819,0.005,64,20,0.1,50,30,50,2,Adam
20,0.0037357155233621597,0.20000000298023224,0.0010121707385405897,0.005,64,20,0.1,50,30,70,1,Adam
20,0.0015884602908045053,0.20000000298023224,0.00046914426144212485,0.005,64,20,0.1,50,30,70,2,Adam
20,0.00989348441362381,0.20000000298023224,0.0013528019934892655,0.005,64,20,0.1,50,50,30,1,Adam
20,0.0031119559425860643,0.20000000298023224,0.0008187829854432493,0.005,64,20,0.1,50,50,30,2,Adam
20,0.01712905243039131,0.20000000298023224,0.001448246594518423,0.005,64,20,0.1,50,50,50,1,Adam
20,0.0012202279176563025,0.20000000298023224,0.0005498544964939356,0.005,64,20,0.1,50,50,50,2,Adam
20,0.0004131124878767878,0.20000000298023224,0.0010976456594653428,0.005,64,20,0.1,50,50,70,1,Adam
20,0.0014879769878461957,0.20000000298023224,0.0009416537405923009,0.005,64,20,0.1,50,50,70,2,Adam
20,0.001992387231439352,0.20000000298023224,0.0012619514111429453,0.005,64,20,0.1,50,70,30,1,Adam
20,0.002889670431613922,0.20000000298023224,0.00043738826061598954,0.005,64,20,0.1,50,70,30,2,Adam
20,0.047480322420597076,0.20000000298023224,0.0021935624489560724,0.005,64,20,0.1,50,70,50,1,Adam
20,0.001985838171094656,0.20000000298023224,0.0010227178037166594,0.005,64,20,0.1,50,70,50,2,Adam
20,0.04718295484781265,0.20000000298023224,0.002725982591509819,0.005,64,20,0.1,50,70,70,1,Adam
20,0.006718306336551905,0.20000000298023224,0.0027410103753209114,0.005,64,20,0.1,50,70,70,2,Adam
20,0.005015267990529537,0.20000000298023224,0.0010936269973171875,0.005,64,20,0.1,70,30,30,1,Adam
20,0.003660108195617795,0.20000000298023224,0.003811945728957653,0.005,64,20,0.1,70,30,30,2,Adam
20,0.054921917617321014,0.20000000298023224,0.006729365065693855,0.005,64,20,0.1,70,30,50,1,Adam
20,0.0022298190742731094,0.20000000298023224,0.0008937342674471438,0.005,64,20,0.1,70,30,50,2,Adam
20,0.30867666006088257,0.0,0.047253286093473436,0.005,64,20,0.1,70,30,70,1,Adam
20,0.001362366951070726,0.20000000298023224,0.00044071463402360676,0.005,64,20,0.1,70,30,70,2,Adam
20,0.006581631954759359,0.20000000298023224,0.0008762366278097034,0.005,64,20,0.1,70,50,30,1,Adam
20,0.008258788846433163,0.20000000298023224,0.006039745355956257,0.005,64,20,0.1,70,50,30,2,Adam
20,0.34147554636001587,0.0,0.04840166337788105,0.005,64,20,0.1,70,50,50,1,Adam
20,0.005056515336036682,0.20000000298023224,0.0008246423816308379,0.005,64,20,0.1,70,50,50,2,Adam
20,0.27832573652267456,0.0,0.04814259544014931,0.005,64,20,0.1,70,50,70,1,Adam
20,0.31935834884643555,0.0,0.048291490972042085,0.005,64,20,0.1,70,50,70,2,Adam
20,0.02941552922129631,0.20000000298023224,0.0010069952066987754,0.005,64,20,0.1,70,70,30,1,Adam
20,0.07441604882478714,0.20000000298023224,0.010536781535483897,0.005,64,20,0.1,70,70,30,2,Adam
20,0.08142601698637009,0.20000000298023224,0.006260851509869099,0.005,64,20,0.1,70,70,50,1,Adam
20,0.009956796653568745,0.20000000298023224,0.0018564390018582344,0.005,64,20,0.1,70,70,50,2,Adam
20,0.05155404657125473,0.20000000298023224,0.004612001888453961,0.005,64,20,0.1,70,70,70,1,Adam
20,0.011556890793144703,0.20000000298023224,0.0016844679368659854,0.005,64,20,0.1,70,70,70,2,Adam
20,0.010181465186178684,0.20000000298023224,0.0008901549375150353,0.005,64,20,0.01,30,30,30,1,Adam
20,0.004088714253157377,0.20000000298023224,0.0008366061560809612,0.005,64,20,0.01,30,30,30,2,Adam
20,0.008732677437365055,0.20000000298023224,0.0008069087378680706,0.005,64,20,0.01,30,30,50,1,Adam
20,0.004765221383422613,0.20000000298023224,0.0007327176281251013,0.005,64,20,0.01,30,30,50,2,Adam
20,0.008873865939676762,0.20000000298023224,0.0009171738079749047,0.005,64,20,0.01,30,30,70,1,Adam
20,0.008984068408608437,0.20000000298023224,0.0007862642360851169,0.005,64,20,0.01,30,30,70,2,Adam
20,0.012167954817414284,0.20000000298023224,0.000976412296295166,0.005,64,20,0.01,30,50,30,1,Adam
20,0.005673948209732771,0.20000000298023224,0.0009657022077590227,0.005,64,20,0.01,30,50,30,2,Adam
20,0.010728373192250729,0.20000000298023224,0.000801295752171427,0.005,64,20,0.01,30,50,50,1,Adam
20,0.003062868257984519,0.20000000298023224,0.0009517291327938437,0.005,64,20,0.01,30,50,50,2,Adam
20,0.008013751357793808,0.20000000298023224,0.0008647703961469233,0.005,64,20,0.01,30,50,70,1,Adam
20,0.004246802069246769,0.20000000298023224,0.0006713526882231235,0.005,64,20,0.01,30,50,70,2,Adam
20,0.015406685881316662,0.20000000298023224,0.0008446323696989566,0.005,64,20,0.01,30,70,30,1,Adam
20,0.0049006082117557526,0.20000000298023224,0.0008544333884492516,0.005,64,20,0.01,30,70,30,2,Adam
20,0.01116163283586502,0.20000000298023224,0.000927931759506464,0.005,64,20,0.01,30,70,50,1,Adam
20,0.0055505046620965,0.20000000298023224,0.000690772111993283,0.005,64,20,0.01,30,70,50,2,Adam
20,0.009042531251907349,0.20000000298023224,0.0010254665045067667,0.005,64,20,0.01,30,70,70,1,Adam
20,0.006742527242749929,0.20000000298023224,0.0006135761493351311,0.005,64,20,0.01,30,70,70,2,Adam
20,0.010437206365168095,0.20000000298023224,0.0008039823314175009,0.005,64,20,0.01,50,30,30,1,Adam
20,0.004289841279387474,0.20000000298023224,0.000932563713286072,0.005,64,20,0.01,50,30,30,2,Adam
20,0.010181252844631672,0.20000000298023224,0.0011344323790399358,0.005,64,20,0.01,50,30,50,1,Adam
20,0.006790940649807453,0.20000000298023224,0.0010056929709389806,0.005,64,20,0.01,50,30,50,2,Adam
20,0.009002073667943478,0.20000000298023224,0.0007893672969657928,0.005,64,20,0.01,50,30,70,1,Adam
20,0.004716313909739256,0.20000000298023224,0.0006172441830858588,0.005,64,20,0.01,50,30,70,2,Adam
20,0.011346514336764812,0.20000000298023224,0.0008487222995609045,0.005,64,20,0.01,50,50,30,1,Adam
20,0.003195347962900996,0.20000000298023224,0.0005484538158634678,0.005,64,20,0.01,50,50,30,2,Adam
20,0.009185684844851494,0.20000000298023224,0.0008393337769666687,0.005,64,20,0.01,50,50,50,1,Adam
20,0.004192665684968233,0.20000000298023224,0.0006197059375699609,0.005,64,20,0.01,50,50,50,2,Adam
20,0.01100105419754982,0.20000000298023224,0.0009281484829261899,0.005,64,20,0.01,50,50,70,1,Adam
20,0.004937021993100643,0.20000000298023224,0.0009483662666752935,0.005,64,20,0.01,50,50,70,2,Adam
20,0.011403600685298443,0.20000000298023224,0.0011781171709299087,0.005,64,20,0.01,50,70,30,1,Adam
20,0.0031379498541355133,0.20000000298023224,0.0006889893207699061,0.005,64,20,0.01,50,70,30,2,Adam
20,0.007733057253062725,0.20000000298023224,0.0007443120540119708,0.005,64,20,0.01,50,70,50,1,Adam
20,0.0038097382057458162,0.20000000298023224,0.000542442933365237,0.005,64,20,0.01,50,70,50,2,Adam
20,0.007292987313121557,0.20000000298023224,0.0007204722065944224,0.005,64,20,0.01,50,70,70,1,Adam
20,0.005675936117768288,0.20000000298023224,0.000506256993394345,0.005,64,20,0.01,50,70,70,2,Adam
20,0.012867314741015434,0.20000000298023224,0.0010825570509769022,0.005,64,20,0.01,70,30,30,1,Adam
20,0.0020419673528522253,0.20000000298023224,0.0008812851994298398,0.005,64,20,0.01,70,30,30,2,Adam
20,0.007756553590297699,0.20000000298023224,0.0009456636640243232,0.005,64,20,0.01,70,30,50,1,Adam
20,0.001968609169125557,0.20000000298023224,0.0006507611006963998,0.005,64,20,0.01,70,30,50,2,Adam
20,0.007549210451543331,0.20000000298023224,0.0011997376102954149,0.005,64,20,0.01,70,30,70,1,Adam
20,0.001629126607440412,0.20000000298023224,0.0005785282212309539,0.005,64,20,0.01,70,30,70,2,Adam
20,0.010992558673024178,0.20000000298023224,0.0007813208503648639,0.005,64,20,0.01,70,50,30,1,Adam
20,0.003444058122113347,0.20000000298023224,0.0005651266174390912,0.005,64,20,0.01,70,50,30,2,Adam
20,0.005813227035105228,0.20000000298023224,0.0007643607864156366,0.005,64,20,0.01,70,50,50,1,Adam
20,0.0016192334005609155,0.20000000298023224,0.0004968846635892987,0.005,64,20,0.01,70,50,50,2,Adam
20,0.008212688378989697,0.20000000298023224,0.0007082224544137716,0.005,64,20,0.01,70,50,70,1,Adam
20,0.003209982067346573,0.20000000298023224,0.0006180211820174009,0.005,64,20,0.01,70,50,70,2,Adam
20,0.01283815037459135,0.20000000298023224,0.0008272770768962801,0.005,64,20,0.01,70,70,30,1,Adam
20,0.0056562842801213264,0.20000000298023224,0.0007620670832693577,0.005,64,20,0.01,70,70,30,2,Adam
20,0.009092227555811405,0.20000000298023224,0.0007518818281823769,0.005,64,20,0.01,70,70,50,1,Adam
