round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm_1_nodes,lstm_2_nodes,lstm_3_nodes,lstm_layers,optimizer
50,2.872532422770746e-05,0.0,4.238292495376776e-05,0.004854369,64,50,0.01,50,50,30,2,Adam
50,6.984752690186724e-05,0.0,4.8434700606644006e-05,0.004854369,64,50,0.01,50,50,30,3,Adam
50,4.1233965021092445e-05,0.0,3.858083329353938e-05,0.004854369,64,50,0.01,50,50,50,1,Adam
50,3.8049045542720705e-05,0.0,3.830010090611007e-05,0.004854369,64,50,0.01,50,50,50,2,Adam
50,8.901208639144897e-05,0.0,3.33192064697392e-05,0.004854369,64,50,0.01,50,50,50,3,Adam
50,0.0012209303677082062,0.0,0.000997025255697047,0.004854369,64,50,0.001,30,30,30,1,Adam
50,0.0010117135243490338,0.0,0.0010395886300773659,0.004854369,64,50,0.001,30,30,30,2,Adam
50,0.0005336148897185922,0.0,0.0009792941821359315,0.004854369,64,50,0.001,30,30,30,3,Adam
50,0.0010490048443898559,0.0,0.0011039335705629251,0.004854369,64,50,0.001,30,30,50,1,Adam
50,0.00036040652776136994,0.0,0.0007261020658103731,0.004854369,64,50,0.001,30,30,50,2,Adam
50,0.0008444361155852675,0.0,0.0011471946457021155,0.004854369,64,50,0.001,30,30,50,3,Adam
50,0.0014347711112350225,0.0,0.0009220120286822175,0.004854369,64,50,0.001,30,50,30,1,Adam
50,0.0006735260831192136,0.0,0.0008858524633625758,0.004854369,64,50,0.001,30,50,30,2,Adam
50,0.0004440780612640083,0.0,0.0009395240272567111,0.004854369,64,50,0.001,30,50,30,3,Adam
50,0.0005133054219186306,0.0,0.0007679074702024894,0.004854369,64,50,0.001,30,50,50,1,Adam
50,0.0005385060212574899,0.0,0.000891695172611841,0.004854369,64,50,0.001,30,50,50,2,Adam
50,0.0006157105090096593,0.0,0.000897017767307014,0.004854369,64,50,0.001,30,50,50,3,Adam
50,0.0006466818740591407,0.0,0.0007400606186423016,0.004854369,64,50,0.001,50,30,30,1,Adam
50,0.0005057172384113073,0.0,0.0006420204254292241,0.004854369,64,50,0.001,50,30,30,2,Adam
50,0.00033310469007119536,0.0,0.0007992359013884392,0.004854369,64,50,0.001,50,30,30,3,Adam
50,0.001012082095257938,0.0,0.0007146160048771722,0.004854369,64,50,0.001,50,30,50,1,Adam
50,0.0005076432134956121,0.0,0.0005902942785432617,0.004854369,64,50,0.001,50,30,50,2,Adam
50,0.0004213742504362017,0.0,0.0009530628680983938,0.004854369,64,50,0.001,50,30,50,3,Adam
50,0.0011104736477136612,0.0,0.001560694253234898,0.004854369,64,50,0.001,50,50,30,1,Adam
50,0.0006295780185610056,0.0,0.0006852373164327978,0.004854369,64,50,0.001,50,50,30,2,Adam
50,0.0001980679080588743,0.0,0.0006400115934349777,0.004854369,64,50,0.001,50,50,30,3,Adam
50,0.000645102933049202,0.0,0.0007426618729510064,0.004854369,64,50,0.001,50,50,50,1,Adam
50,0.00037505384534597397,0.0,0.000616833630913091,0.004854369,64,50,0.001,50,50,50,2,Adam
50,0.00024606651277281344,0.0,0.0007861119791643821,0.004854369,64,50,0.001,50,50,50,3,Adam
80,4.358745354693383e-05,0.0,0.000169291025671449,0.004854369,64,80,0.1,30,30,30,1,Adam
80,4.0354520024266094e-05,0.0,3.657451217575338e-05,0.004854369,64,80,0.1,30,30,30,2,Adam
80,2.1361393010010943e-05,0.0,0.00016492201545579785,0.004854369,64,80,0.1,30,30,30,3,Adam
80,0.000447119731688872,0.0,0.00018054777750682122,0.004854369,64,80,0.1,30,30,50,1,Adam
80,6.968992238398641e-05,0.0,3.8434972789351044e-05,0.004854369,64,80,0.1,30,30,50,2,Adam
80,5.185159534448758e-05,0.0,0.00020437803203059198,0.004854369,64,80,0.1,30,30,50,3,Adam
80,0.0005398857756517828,0.0,0.0002753448712716367,0.004854369,64,80,0.1,30,50,30,1,Adam
80,0.0004080176877323538,0.0,0.0002951503254346622,0.004854369,64,80,0.1,30,50,30,2,Adam
80,6.998371827648953e-05,0.0,0.000854767482327659,0.004854369,64,80,0.1,30,50,30,3,Adam
80,7.916856702649966e-05,0.0,4.865073756308032e-05,0.004854369,64,80,0.1,30,50,50,1,Adam
80,0.00014197369455359876,0.0,7.225309422457798e-05,0.004854369,64,80,0.1,30,50,50,2,Adam
80,6.318851228570566e-05,0.0,9.248533313845293e-05,0.004854369,64,80,0.1,30,50,50,3,Adam
80,2.572700395830907e-05,0.0,0.0008579282784038811,0.004854369,64,80,0.1,50,30,30,1,Adam
80,0.0008004849078133702,0.0,0.0035513219835001577,0.004854369,64,80,0.1,50,30,30,2,Adam
80,0.0004153124464210123,0.0,0.00010193284720779189,0.004854369,64,80,0.1,50,30,30,3,Adam
80,0.00021265442774165422,0.0,0.00032006692804183666,0.004854369,64,80,0.1,50,30,50,1,Adam
80,7.241416460601613e-05,0.0,0.00010359903570892995,0.004854369,64,80,0.1,50,30,50,2,Adam
80,5.1609600632218644e-05,0.0,0.00017285405821223444,0.004854369,64,80,0.1,50,30,50,3,Adam
80,0.00046954461140558124,0.0,0.0001612509318539258,0.004854369,64,80,0.1,50,50,30,1,Adam
80,0.0005757679464295506,0.0,0.0004924907025799734,0.004854369,64,80,0.1,50,50,30,2,Adam
80,0.0002670316898729652,0.0,0.00034284996302816475,0.004854369,64,80,0.1,50,50,30,3,Adam
80,2.4676430257386528e-05,0.0,6.712705758174212e-05,0.004854369,64,80,0.1,50,50,50,1,Adam
80,2.5991103029809892e-05,0.0,0.0001060203784026739,0.004854369,64,80,0.1,50,50,50,2,Adam
80,0.018648773431777954,0.0,0.021633756808140902,0.0,64,80,0.1,50,50,50,3,Adam
80,1.2506458915595431e-05,0.0,4.004448696700246e-05,0.004854369,64,80,0.01,30,30,30,1,Adam
80,2.0683022739831358e-05,0.0,4.0187461635672024e-05,0.004854369,64,80,0.01,30,30,30,2,Adam
80,1.0152253707929049e-05,0.0,4.071804053558136e-05,0.004854369,64,80,0.01,30,30,30,3,Adam
80,8.250762220995966e-06,0.0,2.485260139437035e-05,0.004854369,64,80,0.01,30,30,50,1,Adam
80,1.8943126633530483e-05,0.0,3.139608681910599e-05,0.004854369,64,80,0.01,30,30,50,2,Adam
80,5.991345915390411e-06,0.0,2.8667530642954624e-05,0.004854369,64,80,0.01,30,30,50,3,Adam
80,3.996091618319042e-05,0.0,3.159852280324998e-05,0.004854369,64,80,0.01,30,50,30,1,Adam
80,8.842902025207877e-05,0.0,4.167850243743708e-05,0.004854369,64,80,0.01,30,50,30,2,Adam
80,2.772175685095135e-05,0.0,3.8319129901723394e-05,0.004854369,64,80,0.01,30,50,30,3,Adam
80,2.2520956918015145e-05,0.0,2.9815185062210888e-05,0.004854369,64,80,0.01,30,50,50,1,Adam
80,3.7628156860591844e-05,0.0,3.129435907732876e-05,0.004854369,64,80,0.01,30,50,50,2,Adam
80,3.876701157423668e-06,0.0,6.018757934708067e-05,0.004854369,64,80,0.01,30,50,50,3,Adam
80,5.15445826749783e-05,0.0,3.312776324783398e-05,0.004854369,64,80,0.01,50,30,30,1,Adam
80,6.839431989646982e-06,0.0,2.7190797234793846e-05,0.004854369,64,80,0.01,50,30,30,2,Adam
80,5.9700938436435536e-05,0.0,3.7895604285402494e-05,0.004854369,64,80,0.01,50,30,30,3,Adam
80,1.3784493603452574e-05,0.0,2.1373701087019443e-05,0.004854369,64,80,0.01,50,30,50,1,Adam
80,7.773706784064416e-06,0.0,3.3422990967559137e-05,0.004854369,64,80,0.01,50,30,50,2,Adam
80,5.218245405558264e-06,0.0,2.5912922353102842e-05,0.004854369,64,80,0.01,50,30,50,3,Adam
80,1.3291663890413474e-05,0.0,1.9920526487889556e-05,0.004854369,64,80,0.01,50,50,30,1,Adam
80,3.783486317843199e-05,0.0,2.9722634475176375e-05,0.004854369,64,80,0.01,50,50,30,2,Adam
80,2.4940289222286083e-05,0.0,3.7485071233568656e-05,0.004854369,64,80,0.01,50,50,30,3,Adam
80,5.378890818974469e-06,0.0,2.327966769848237e-05,0.004854369,64,80,0.01,50,50,50,1,Adam
80,1.4264168385125231e-05,0.0,2.7015978719522606e-05,0.004854369,64,80,0.01,50,50,50,2,Adam
80,3.7808524211868644e-05,0.0,3.2176272672356914e-05,0.004854369,64,80,0.01,50,50,50,3,Adam
80,0.00030253789736889303,0.0,0.00028282605574717203,0.004854369,64,80,0.001,30,30,30,1,Adam
80,8.337842882610857e-05,0.0,0.000295276961145805,0.004854369,64,80,0.001,30,30,30,2,Adam
80,0.0001614897628314793,0.0,0.0005143457387621487,0.004854369,64,80,0.001,30,30,30,3,Adam
80,0.00020301032054703683,0.0,0.00035013132632565367,0.004854369,64,80,0.001,30,30,50,1,Adam
80,0.000181342737050727,0.0,0.00033071279529712697,0.004854369,64,80,0.001,30,30,50,2,Adam
80,5.429836892290041e-05,0.0,0.00035004656947245006,0.004854369,64,80,0.001,30,30,50,3,Adam
80,0.0009149389225058258,0.0,0.0007127479280489813,0.004854369,64,80,0.001,30,50,30,1,Adam
80,0.00011253004049649462,0.0,0.00027816226673131643,0.004854369,64,80,0.001,30,50,30,2,Adam
80,0.00011808320414274931,0.0,0.0003263953614310877,0.004854369,64,80,0.001,30,50,30,3,Adam
80,0.0001113513353629969,0.0,0.0003860440075248299,0.004854369,64,80,0.001,30,50,50,1,Adam
80,0.00015716483176220208,0.0,0.00035878183623635687,0.004854369,64,80,0.001,30,50,50,2,Adam
80,4.6169294364517555e-05,0.0,0.0003513510569814792,0.004854369,64,80,0.001,30,50,50,3,Adam
80,0.00019831668760161847,0.0,0.00024721622378034156,0.004854369,64,80,0.001,50,30,30,1,Adam
80,9.982452320400625e-05,0.0,0.0003207018388405858,0.004854369,64,80,0.001,50,30,30,2,Adam
80,2.6684840122470632e-05,0.0,0.00030896740292201216,0.004854369,64,80,0.001,50,30,30,3,Adam
80,0.0007003642967902124,0.0,0.0004848752595208477,0.004854369,64,80,0.001,50,30,50,1,Adam
80,0.00020970583136659116,0.0,0.0002772914205035828,0.004854369,64,80,0.001,50,30,50,2,Adam
80,5.3205621952656657e-05,0.0,0.000363217568696359,0.004854369,64,80,0.001,50,30,50,3,Adam
80,0.0003578320029191673,0.0,0.0003651882071405179,0.004854369,64,80,0.001,50,50,30,1,Adam
80,0.0001346001954516396,0.0,0.00024778785373907067,0.004854369,64,80,0.001,50,50,30,2,Adam
80,0.0001347609650110826,0.0,0.0003718165142486523,0.004854369,64,80,0.001,50,50,30,3,Adam
80,0.00032315292628481984,0.0,0.00031543805069534237,0.004854369,64,80,0.001,50,50,50,1,Adam
80,0.00010892385762417689,0.0,0.0001989231984305096,0.004854369,64,80,0.001,50,50,50,2,Adam
80,6.30392532912083e-05,0.0,0.0002747611565124334,0.004854369,64,80,0.001,50,50,50,3,Adam
50,0.017560727894306183,0.0,0.013114532871732434,0.004854369,128,50,0.1,30,30,30,1,Adam
50,0.0009154287399724126,0.0,0.0003684978102541809,0.004854369,128,50,0.1,30,30,30,2,Adam
50,9.915984992403537e-05,0.0,0.00032735032111957886,0.004854369,128,50,0.1,30,30,30,3,Adam
50,0.011989185586571693,0.0,0.007571765257823236,0.004854369,128,50,0.1,30,30,50,1,Adam
50,0.0003280129749327898,0.0,0.00047292440363377766,0.004854369,128,50,0.1,30,30,50,2,Adam
50,0.00039352726889774203,0.0,0.0007461774902128913,0.004854369,128,50,0.1,30,30,50,3,Adam
50,0.028935354202985764,0.0,0.02122723480270615,0.0,128,50,0.1,30,50,30,1,Adam
50,0.0007724505267105997,0.0,0.0009342056966965422,0.004854369,128,50,0.1,30,50,30,2,Adam
50,8.368425187654793e-05,0.0,0.0003001664258546458,0.004854369,128,50,0.1,30,50,30,3,Adam
50,0.00967075489461422,0.0,0.007490276793036067,0.004854369,128,50,0.1,30,50,50,1,Adam
50,0.0009391303174197674,0.0,0.0009683206535025852,0.004854369,128,50,0.1,30,50,50,2,Adam
50,0.007905961014330387,0.0,0.01379644506366797,0.004854369,128,50,0.1,30,50,50,3,Adam
50,0.011035146191716194,0.0,0.008018353302935951,0.004854369,128,50,0.1,50,30,30,1,Adam
50,0.002466739621013403,0.0,0.0012529069276354774,0.004854369,128,50,0.1,50,30,30,2,Adam
50,0.008701029233634472,0.0,0.006883591639547094,0.004854369,128,50,0.1,50,30,30,3,Adam
50,0.004451251123100519,0.0,0.0064835591937948776,0.004854369,128,50,0.1,50,30,50,1,Adam
50,0.0031071272678673267,0.0,0.0020630691749794245,0.004854369,128,50,0.1,50,30,50,2,Adam
50,0.0005412410828284919,0.0,0.0001400987719676177,0.004854369,128,50,0.1,50,30,50,3,Adam
50,0.008941775187849998,0.0,0.006492538639859667,0.004854369,128,50,0.1,50,50,30,1,Adam
50,4.8227102524833754e-05,0.0,0.0005895591372605956,0.004854369,128,50,0.1,50,50,30,2,Adam
50,0.00019763095770031214,0.0,0.0008654434237294622,0.004854369,128,50,0.1,50,50,30,3,Adam
50,0.01915949210524559,0.0,0.015147540248134762,0.0,128,50,0.1,50,50,50,1,Adam
50,0.00017163934535346925,0.0,0.00030984848755235487,0.004854369,128,50,0.1,50,50,50,2,Adam
50,0.030466962605714798,0.0,0.02135349698003056,0.0,128,50,0.1,50,50,50,3,Adam
50,0.00020290081738494337,0.0,0.00014671701564932766,0.004854369,128,50,0.01,30,30,30,1,Adam
50,0.0007941664080135524,0.0,0.0004673109229346647,0.004854369,128,50,0.01,30,30,30,2,Adam
50,0.0005058365641161799,0.0,0.0004166351084244772,0.004854369,128,50,0.01,30,30,30,3,Adam
50,0.0008681612089276314,0.0,0.0007631830906142816,0.004854369,128,50,0.01,30,30,50,1,Adam
50,0.0006717212381772697,0.0,0.0005390265345058033,0.004854369,128,50,0.01,30,30,50,2,Adam
50,0.0005693274433724582,0.0,0.0005819006462454868,0.004854369,128,50,0.01,30,30,50,3,Adam
50,0.00037385086761787534,0.0,0.0002986283091832748,0.004854369,128,50,0.01,30,50,30,1,Adam
50,0.0004927384434267879,0.0,0.0004476140495118441,0.004854369,128,50,0.01,30,50,30,2,Adam
50,8.832720050122589e-05,0.0,0.0003945430208368281,0.004854369,128,50,0.01,30,50,30,3,Adam
50,0.00041264769970439374,0.0,0.0004067689039658538,0.004854369,128,50,0.01,30,50,50,1,Adam
50,0.0004832927661482245,0.0,0.00044845908516294604,0.004854369,128,50,0.01,30,50,50,2,Adam
50,0.00011881524551426992,0.0,0.00023753921039633056,0.004854369,128,50,0.01,30,50,50,3,Adam
50,0.00042318349005654454,0.0,0.0003119401691099448,0.004854369,128,50,0.01,50,30,30,1,Adam
50,0.0001897892652777955,0.0,0.00019681341174732244,0.004854369,128,50,0.01,50,30,30,2,Adam
50,0.00034268072340637445,0.0,0.00039109691425940946,0.004854369,128,50,0.01,50,30,30,3,Adam
50,0.0007610529428347945,0.0,0.0004722197010019089,0.004854369,128,50,0.01,50,30,50,1,Adam
50,0.0003656902990769595,0.0,0.0003012807393283809,0.004854369,128,50,0.01,50,30,50,2,Adam
50,3.361185372341424e-05,0.0,0.0002754594516393376,0.004854369,128,50,0.01,50,30,50,3,Adam
50,0.0004056591133121401,0.0,0.00032380297446614405,0.004854369,128,50,0.01,50,50,30,1,Adam
50,0.00044225892634131014,0.0,0.0002658390033158284,0.004854369,128,50,0.01,50,50,30,2,Adam
50,0.0008356678299605846,0.0,0.0007094507217542856,0.004854369,128,50,0.01,50,50,30,3,Adam
50,0.0005262997001409531,0.0,0.0003415790849333647,0.004854369,128,50,0.01,50,50,50,1,Adam
50,0.00019854982383549213,0.0,0.00018512410110595084,0.004854369,128,50,0.01,50,50,50,2,Adam
50,0.0001612786581972614,0.0,0.00016589309312109338,0.004854369,128,50,0.01,50,50,50,3,Adam
50,0.0016504991799592972,0.0,0.0014675333892510644,0.004854369,128,50,0.001,30,30,30,1,Adam
50,0.0020169862546026707,0.0,0.003412432864633868,0.004854369,128,50,0.001,30,30,30,2,Adam
50,0.006011323072016239,0.0,0.005245481599664804,0.004854369,128,50,0.001,30,30,30,3,Adam
50,0.0013417262816801667,0.0,0.0017181605234000722,0.004854369,128,50,0.001,30,30,50,1,Adam
50,0.003617517650127411,0.0,0.003312037410033704,0.004854369,128,50,0.001,30,30,50,2,Adam
50,0.007283491548150778,0.0,0.005209435175344782,0.004854369,128,50,0.001,30,30,50,3,Adam
50,0.0023602473083883524,0.0,0.0034489872576035922,0.004854369,128,50,0.001,30,50,30,1,Adam
50,0.002484728815034032,0.0,0.0024278373050602895,0.004854369,128,50,0.001,30,50,30,2,Adam
50,0.0048931436613202095,0.0,0.004174428955805533,0.004854369,128,50,0.001,30,50,30,3,Adam
50,0.0035058215726166964,0.0,0.0044032852956573075,0.004854369,128,50,0.001,30,50,50,1,Adam
50,0.004457638133317232,0.0,0.0028759635921603846,0.004854369,128,50,0.001,30,50,50,2,Adam
50,0.0032316804863512516,0.0,0.003792008773866788,0.004854369,128,50,0.001,30,50,50,3,Adam
50,0.0016023138305172324,0.0,0.0011328914241178088,0.004854369,128,50,0.001,50,30,30,1,Adam
50,0.002546720439568162,0.0,0.0018374402170946587,0.004854369,128,50,0.001,50,30,30,2,Adam
50,0.004870649427175522,0.0,0.0038048333569782452,0.004854369,128,50,0.001,50,30,30,3,Adam
50,0.001988701056689024,0.0,0.0022152402750171213,0.004854369,128,50,0.001,50,30,50,1,Adam
50,0.0032688602805137634,0.0,0.0027971994041383844,0.004854369,128,50,0.001,50,30,50,2,Adam
50,0.0035074513871222734,0.0,0.0036551689715531555,0.004854369,128,50,0.001,50,30,50,3,Adam
50,0.0031038522720336914,0.0,0.0036196050559649767,0.004854369,128,50,0.001,50,50,30,1,Adam
50,0.0014603381277993321,0.0,0.0017908760855082893,0.004854369,128,50,0.001,50,50,30,2,Adam
50,0.00278816488571465,0.0,0.0032584575000354677,0.004854369,128,50,0.001,50,50,30,3,Adam
50,0.002728093881160021,0.0,0.0031742092936290697,0.004854369,128,50,0.001,50,50,50,1,Adam
50,0.0019333034288138151,0.0,0.0019229155754923676,0.004854369,128,50,0.001,50,50,50,2,Adam
50,0.002195380162447691,0.0,0.0029353932748792818,0.004854369,128,50,0.001,50,50,50,3,Adam
80,0.013220002874732018,0.0,0.005555718716740319,0.004854369,128,80,0.1,30,30,30,1,Adam
80,7.428113167406991e-05,0.0,0.0003761812322320941,0.004854369,128,80,0.1,30,30,30,2,Adam
80,0.0001990469463635236,0.0,6.72226539164221e-05,0.004854369,128,80,0.1,30,30,30,3,Adam
80,0.005896226968616247,0.0,0.0035990308563324433,0.004854369,128,80,0.1,30,30,50,1,Adam
80,2.5006598662002943e-05,0.0,0.00012023607120584715,0.004854369,128,80,0.1,30,30,50,2,Adam
80,0.0003530381072778255,0.0,0.0010055602727078118,0.004854369,128,80,0.1,30,30,50,3,Adam
80,0.0001246675819857046,0.0,0.00014790651886904775,0.004854369,128,80,0.1,30,50,30,1,Adam
80,6.764649151591584e-05,0.0,4.771645946622582e-05,0.004854369,128,80,0.1,30,50,30,2,Adam
80,0.001184734283015132,0.0,0.0015363194222462553,0.004854369,128,80,0.1,30,50,30,3,Adam
80,0.004187294282019138,0.0,0.0013691926255225413,0.004854369,128,80,0.1,30,50,50,1,Adam
80,0.00011355348397046328,0.0,3.636187127253348e-05,0.004854369,128,80,0.1,30,50,50,2,Adam
80,2.0350533304736018e-05,0.0,0.000157137112482903,0.004854369,128,80,0.1,30,50,50,3,Adam
80,0.011134915053844452,0.0,0.006490216350851997,0.004854369,128,80,0.1,50,30,30,1,Adam
80,0.00017468503210693598,0.0,0.0003823553979423946,0.004854369,128,80,0.1,50,30,30,2,Adam
80,2.1144142010598443e-05,0.0,0.00014809510490893231,0.004854369,128,80,0.1,50,30,30,3,Adam
80,0.009552834555506706,0.0,0.0069639636927004,0.004854369,128,80,0.1,50,30,50,1,Adam
80,5.888232772122137e-05,0.0,0.00048161077511483277,0.004854369,128,80,0.1,50,30,50,2,Adam
80,0.0014369721757248044,0.0,0.0002998717731651534,0.004854369,128,80,0.1,50,30,50,3,Adam
80,0.0016907083336263895,0.0,0.0009638366189975183,0.004854369,128,80,0.1,50,50,30,1,Adam
80,0.0009794400539249182,0.0,0.00043128060306381723,0.004854369,128,80,0.1,50,50,30,2,Adam
80,0.00021257868502289057,0.0,0.00020685833180888365,0.004854369,128,80,0.1,50,50,30,3,Adam
80,0.005315128713846207,0.0,0.0035003231978496013,0.004854369,128,80,0.1,50,50,50,1,Adam
80,0.0001954526815097779,0.0,0.0003159834317539737,0.004854369,128,80,0.1,50,50,50,2,Adam
80,0.011002236977219582,0.0,0.0077081166063118906,0.004854369,128,80,0.1,50,50,50,3,Adam
80,0.00017658426077105105,0.0,0.00010629264342974989,0.004854369,128,80,0.01,30,30,30,1,Adam
80,5.019980017095804e-05,0.0,7.113280270397844e-05,0.004854369,128,80,0.01,30,30,30,2,Adam
80,4.994849405193236e-06,0.0,9.355545638383985e-05,0.004854369,128,80,0.01,30,30,30,3,Adam
80,0.00026817916659638286,0.0,0.00012078829512601375,0.004854369,128,80,0.01,30,30,50,1,Adam
80,8.3424813055899e-05,0.0,8.186956863902347e-05,0.004854369,128,80,0.01,30,30,50,2,Adam
80,1.1183828974026255e-05,0.0,0.00013911916175857186,0.004854369,128,80,0.01,30,30,50,3,Adam
80,0.00016188695735763758,0.0,7.24952164073859e-05,0.004854369,128,80,0.01,30,50,30,1,Adam
80,4.670306952903047e-05,0.0,7.327693713449158e-05,0.004854369,128,80,0.01,30,50,30,2,Adam
80,3.922621544916183e-05,0.0,9.773246824144593e-05,0.004854369,128,80,0.01,30,50,30,3,Adam
80,4.881938366452232e-05,0.0,4.094027558361967e-05,0.004854369,128,80,0.01,30,50,50,1,Adam
80,3.300678508821875e-05,0.0,7.52661061005269e-05,0.004854369,128,80,0.01,30,50,50,2,Adam
80,8.139756573655177e-06,0.0,9.407009385487752e-05,0.004854369,128,80,0.01,30,50,50,3,Adam
80,0.0002537990512792021,0.0,0.0001149609700061191,0.004854369,128,80,0.01,50,30,30,1,Adam
80,2.6303663616999984e-05,0.0,5.3641361535359535e-05,0.004854369,128,80,0.01,50,30,30,2,Adam
80,4.070117574883625e-05,0.0,8.504928905715787e-05,0.004854369,128,80,0.01,50,30,30,3,Adam
80,2.3863405658630654e-05,0.0,3.184124512894043e-05,0.004854369,128,80,0.01,50,30,50,1,Adam
80,2.5172654204652645e-05,0.0,3.51676342741714e-05,0.004854369,128,80,0.01,50,30,50,2,Adam
80,3.570356420823373e-05,0.0,5.7858386056077244e-05,0.004854369,128,80,0.01,50,30,50,3,Adam
80,0.0001080381334759295,0.0,0.00011162657544437289,0.004854369,128,80,0.01,50,50,30,1,Adam
80,4.574486592900939e-05,0.0,4.776400470573826e-05,0.004854369,128,80,0.01,50,50,30,2,Adam
80,1.875193447631318e-05,0.0,4.412815720676467e-05,0.004854369,128,80,0.01,50,50,30,3,Adam
80,0.0001501344086136669,0.0,0.00010836482821122824,0.004854369,128,80,0.01,50,50,50,1,Adam
80,4.960718797519803e-05,0.0,6.089664186696857e-05,0.004854369,128,80,0.01,50,50,50,2,Adam
