round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm1_nodes,lstm2_nodes,lstm3_nodes,lstm_layers,optimizer
20,0.0004454992595128715,0.0,0.0009490163030742264,0.0049751243,64,20,0.1,30,30,30,1,Adam
20,0.00047863251529634,0.0,0.0008853948927039642,0.0049751243,64,20,0.1,30,30,30,2,Adam
20,0.00039107989869080484,0.0,0.0005918034315873772,0.0049751243,64,20,0.1,30,30,50,1,Adam
20,0.0002272055426146835,0.0,0.0006381298110713783,0.0049751243,64,20,0.1,30,30,50,2,Adam
20,0.0002917401725426316,0.0,0.0010605232815596446,0.0049751243,64,20,0.1,30,30,70,1,Adam
20,0.00020885604317300022,0.0,0.0007604914655114306,0.0049751243,64,20,0.1,30,30,70,2,Adam
20,0.0002122244331985712,0.0,0.00021895522770671108,0.0049751243,64,20,0.1,30,50,30,1,Adam
20,0.0006555212312377989,0.0,0.0010568909572937818,0.0049751243,64,20,0.1,30,50,30,2,Adam
20,0.0004771052044816315,0.0,0.001236170739693039,0.0049751243,64,20,0.1,30,50,50,1,Adam
20,0.0002113028895109892,0.0,0.0011387491119163695,0.0049751243,64,20,0.1,30,50,50,2,Adam
20,0.00013335944095160812,0.0,0.0002732050709515597,0.0049751243,64,20,0.1,30,50,70,1,Adam
20,0.0012979295570403337,0.0,0.0015706513174033414,0.0049751243,64,20,0.1,30,50,70,2,Adam
20,0.0011070150649175048,0.0,0.0003939402823693198,0.0049751243,64,20,0.1,30,70,30,1,Adam
20,0.00036021668347530067,0.0,0.00023669726519372816,0.0049751243,64,20,0.1,30,70,30,2,Adam
20,0.001480543753132224,0.0,0.0007844527364379508,0.0049751243,64,20,0.1,30,70,50,1,Adam
20,0.004050309769809246,0.0,0.004019339947697164,0.0049751243,64,20,0.1,30,70,50,2,Adam
20,0.0010981925297528505,0.0,0.0007395088482666668,0.0049751243,64,20,0.1,30,70,70,1,Adam
20,0.0010542471427470446,0.0,0.002844008415548214,0.0049751243,64,20,0.1,30,70,70,2,Adam
20,0.003345008473843336,0.0,0.0058279655623569415,0.0049751243,64,20,0.1,50,30,30,1,Adam
20,0.0006516307475976646,0.0,0.0013248985882301754,0.0049751243,64,20,0.1,50,30,30,2,Adam
20,0.0114480284973979,0.0,0.010254873301073983,0.0049751243,64,20,0.1,50,30,50,1,Adam
20,0.0005336444010026753,0.0,0.0016072351550359039,0.0049751243,64,20,0.1,50,30,50,2,Adam
20,0.01833992823958397,0.0,0.02162930998599055,0.0,64,20,0.1,50,30,70,1,Adam
20,0.00029384015942923725,0.0,0.0007825733966944712,0.0049751243,64,20,0.1,50,30,70,2,Adam
20,0.00034716498339548707,0.0,0.0010895152819234025,0.0049751243,64,20,0.1,50,50,30,1,Adam
20,4.749015351990238e-05,0.0,0.00015541455273769,0.0049751243,64,20,0.1,50,50,30,2,Adam
20,0.022528555244207382,0.0,0.021532263745790096,0.0,64,20,0.1,50,50,50,1,Adam
20,0.0012861135182902217,0.0,0.005575845703779168,0.0049751243,64,20,0.1,50,50,50,2,Adam
20,0.00036449392791837454,0.0,0.00042519494931709335,0.0049751243,64,20,0.1,50,50,70,1,Adam
20,0.00033467443427070975,0.0,0.0003259946183178143,0.0049751243,64,20,0.1,50,50,70,2,Adam
20,0.00035302789183333516,0.0,0.0012852822735080894,0.0049751243,64,20,0.1,50,70,30,1,Adam
20,0.0008337536710314453,0.0,0.0004828528361221247,0.0049751243,64,20,0.1,50,70,30,2,Adam
20,0.0007258038385771215,0.0,0.001115334748443383,0.0049751243,64,20,0.1,50,70,50,1,Adam
20,0.0008106312016025186,0.0,0.000821369641853742,0.0049751243,64,20,0.1,50,70,50,2,Adam
20,0.0029579822439700365,0.0,0.006082036958738642,0.0049751243,64,20,0.1,50,70,70,1,Adam
20,0.00014103374269325286,0.0,0.0001644204902872142,0.0049751243,64,20,0.1,50,70,70,2,Adam
20,0.0017073724884539843,0.0,0.004638916229022972,0.0049751243,64,20,0.1,70,30,30,1,Adam
20,0.0002591406519059092,0.0,0.0004322830550268348,0.0049751243,64,20,0.1,70,30,30,2,Adam
20,0.011165125295519829,0.0,0.01220647288273223,0.0049751243,64,20,0.1,70,30,50,1,Adam
20,0.004619924817234278,0.0,0.007062486725029957,0.0049751243,64,20,0.1,70,30,50,2,Adam
20,0.03323902562260628,0.0,0.013150446774873568,0.0049751243,64,20,0.1,70,30,70,1,Adam
20,0.0002085639862343669,0.0,0.00029696843749611864,0.0049751243,64,20,0.1,70,30,70,2,Adam
20,0.0005933010834269226,0.0,0.001637267684668247,0.0049751243,64,20,0.1,70,50,30,1,Adam
20,0.002308989642187953,0.0,0.0029385252403957185,0.0049751243,64,20,0.1,70,50,30,2,Adam
20,0.0009504308691248298,0.0,0.0007269221523212528,0.0049751243,64,20,0.1,70,50,50,1,Adam
20,0.0055122715421020985,0.0,0.008870363821604508,0.0049751243,64,20,0.1,70,50,50,2,Adam
20,0.013011003844439983,0.0,0.010076905781430985,0.0049751243,64,20,0.1,70,50,70,1,Adam
20,0.0012197026517242193,0.0,0.0025146864308275988,0.0049751243,64,20,0.1,70,50,70,2,Adam
20,0.012350077740848064,0.0,0.009988598062179575,0.0049751243,64,20,0.1,70,70,30,1,Adam
20,0.02567853406071663,0.0,0.021468497683011477,0.0,64,20,0.1,70,70,30,2,Adam
20,0.02559151127934456,0.0,0.021611680698335467,0.0,64,20,0.1,70,70,50,1,Adam
20,0.02466871216893196,0.0,0.021477964678918247,0.0,64,20,0.1,70,70,50,2,Adam
20,0.0034105959348380566,0.0,0.006896142486427257,0.0049751243,64,20,0.1,70,70,70,1,Adam
20,0.024285947903990746,0.0,0.021458971337299442,0.0,64,20,0.1,70,70,70,2,Adam
20,0.0002978597185574472,0.0,0.0005424574260925411,0.0049751243,64,20,0.01,30,30,30,1,Adam
