round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm1_nodes,lstm2_nodes,lstm3_nodes,lstm_layers,optimizer
20,0.0008868405711837113,0.0,0.0013489414655071285,0.007142857,64,20,0.1,30,30,30,1,Adam
20,0.0014289910905063152,0.0,0.0007715635691835944,0.007142857,64,20,0.1,30,30,30,2,Adam
20,0.0009432790102437139,0.0,0.0008635287705276694,0.007142857,64,20,0.1,30,30,50,1,Adam
20,0.003370676888152957,0.0,0.0027015471697918007,0.007142857,64,20,0.1,30,30,50,2,Adam
20,0.0015911030350252986,0.0,0.0020636411516794136,0.007142857,64,20,0.1,30,30,70,1,Adam
20,0.0014980868436396122,0.0,0.0016638231363945773,0.007142857,64,20,0.1,30,30,70,2,Adam
20,0.0007243469590321183,0.0,0.0014330108483721104,0.007142857,64,20,0.1,30,50,30,1,Adam
20,0.0016807637875899673,0.0,0.0011338650448513882,0.007142857,64,20,0.1,30,50,30,2,Adam
20,0.0031178402714431286,0.0,0.002088991296477616,0.007142857,64,20,0.1,30,50,50,1,Adam
20,0.0007741673616692424,0.0,0.00152774365685348,0.007142857,64,20,0.1,30,50,50,2,Adam
20,0.0009973483392968774,0.0,0.0009997598993192827,0.007142857,64,20,0.1,30,50,70,1,Adam
20,0.0010518424678593874,0.0,0.0012191950975518142,0.007142857,64,20,0.1,30,50,70,2,Adam
20,0.0018914627144113183,0.0,0.0008368838611724121,0.007142857,64,20,0.1,30,70,30,1,Adam
20,0.003046868136152625,0.0,0.0034298745782247613,0.007142857,64,20,0.1,30,70,30,2,Adam
20,0.0027500512078404427,0.0,0.002837392654536026,0.007142857,64,20,0.1,30,70,50,1,Adam
20,0.0011242189211770892,0.0,0.002284659511808838,0.007142857,64,20,0.1,30,70,50,2,Adam
20,0.0009307964937761426,0.0,0.0014952959226710455,0.007142857,64,20,0.1,30,70,70,1,Adam
20,0.0013825189089402556,0.0,0.0018616534969104189,0.007142857,64,20,0.1,30,70,70,2,Adam
20,0.002079819794744253,0.0,0.0015700097628203885,0.007142857,64,20,0.1,50,30,30,1,Adam
20,0.02668020687997341,0.0,0.013278630801609584,0.007142857,64,20,0.1,50,30,30,2,Adam
20,0.0011260629398748279,0.0,0.0014385860047436186,0.007142857,64,20,0.1,50,30,50,1,Adam
20,0.0003924561315216124,0.0,0.0011206781358591147,0.007142857,64,20,0.1,50,30,50,2,Adam
20,0.0029217107221484184,0.0,0.0027292069579873766,0.007142857,64,20,0.1,50,30,70,1,Adam
20,0.04523931071162224,0.0,0.04832664015037673,0.007142857,64,20,0.1,50,30,70,2,Adam
20,0.0017084437422454357,0.0,0.0017306110788402813,0.007142857,64,20,0.1,50,50,30,1,Adam
20,0.0003052980755455792,0.0,0.0012004410315837179,0.007142857,64,20,0.1,50,50,30,2,Adam
20,0.0026407784316688776,0.0,0.0028378046450338195,0.007142857,64,20,0.1,50,50,50,1,Adam
20,0.0010238050017505884,0.0,0.001378443165283118,0.007142857,64,20,0.1,50,50,50,2,Adam
20,0.0006799112888984382,0.0,0.0014305240707471966,0.007142857,64,20,0.1,50,50,70,1,Adam
20,0.0015050270594656467,0.0,0.0021515573940372895,0.007142857,64,20,0.1,50,50,70,2,Adam
20,0.0011723741190508008,0.0,0.0014570926715220724,0.007142857,64,20,0.1,50,70,30,1,Adam
20,0.047582339495420456,0.0,0.050264233350753786,0.007142857,64,20,0.1,50,70,30,2,Adam
20,0.0031377142295241356,0.0,0.0017819988275212901,0.007142857,64,20,0.1,50,70,50,1,Adam
20,0.001013922388665378,0.0,0.0009175799903459847,0.007142857,64,20,0.1,50,70,50,2,Adam
20,0.003964538685977459,0.0,0.004982938683990921,0.007142857,64,20,0.1,50,70,70,1,Adam
20,0.0026644363533705473,0.0,0.0026021995914301704,0.007142857,64,20,0.1,50,70,70,2,Adam
20,0.002050115028396249,0.0,0.0024840282209749732,0.007142857,64,20,0.1,70,30,30,1,Adam
20,0.0012733287876471877,0.0,0.0013368734674129104,0.007142857,64,20,0.1,70,30,30,2,Adam
20,0.008546052500605583,0.0,0.012495206456099238,0.007142857,64,20,0.1,70,30,50,1,Adam
20,0.002190624363720417,0.0,0.0011813609428437692,0.007142857,64,20,0.1,70,30,50,2,Adam
20,0.02053518407046795,0.0,0.013688970463616508,0.007142857,64,20,0.1,70,30,70,1,Adam
20,0.0034490383695811033,0.0,0.0013466778194664844,0.007142857,64,20,0.1,70,30,70,2,Adam
20,0.00798740703612566,0.0,0.00715007075507726,0.007142857,64,20,0.1,70,50,30,1,Adam
20,0.0007534166215918958,0.0,0.00155411602130958,0.007142857,64,20,0.1,70,50,30,2,Adam
20,0.009912431240081787,0.0,0.0065400219389370505,0.007142857,64,20,0.1,70,50,50,1,Adam
20,0.0012348853051662445,0.0,0.001021459312843425,0.007142857,64,20,0.1,70,50,50,2,Adam
20,0.0008575562387704849,0.0,0.0023074168179716384,0.007142857,64,20,0.1,70,50,70,1,Adam
20,0.0023431486915796995,0.0,0.002907192520797253,0.007142857,64,20,0.1,70,50,70,2,Adam
20,0.001054805819876492,0.0,0.0008646116571201543,0.007142857,64,20,0.1,70,70,30,1,Adam
20,0.010885028168559074,0.0,0.013919808901846409,0.007142857,64,20,0.1,70,70,30,2,Adam
20,0.0011897693620994687,0.0,0.0008774751797318459,0.007142857,64,20,0.1,70,70,50,1,Adam
20,0.04777723178267479,0.0,0.049699122671570096,0.007142857,64,20,0.1,70,70,50,2,Adam
20,0.009519676677882671,0.0,0.008334787123437439,0.007142857,64,20,0.1,70,70,70,1,Adam
20,0.046268414705991745,0.0,0.048821475995438436,0.007142857,64,20,0.1,70,70,70,2,Adam
