round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm_1_nodes,lstm_2_nodes,lstm_3_nodes,lstm_layers,optimizer
50,2.2141353838378564e-05,0.0,3.398511262717363e-05,0.004854369,64,50,0.01,70,30,50,1,Adam
50,1.8315760826226324e-05,0.0,3.77568191378513e-05,0.004854369,64,50,0.01,70,30,50,2,Adam
50,1.4916382497176528e-05,0.0,5.764341357930392e-05,0.004854369,64,50,0.01,70,30,50,3,Adam
50,7.606593862874433e-05,0.0,5.5254031059183e-05,0.004854369,64,50,0.01,70,30,70,1,Adam
50,2.014475285250228e-05,0.0,3.9646983680638e-05,0.004854369,64,50,0.01,70,30,70,2,Adam
50,9.301128011429682e-05,0.0,4.327349309728693e-05,0.004854369,64,50,0.01,70,30,70,3,Adam
50,8.388704736717045e-05,0.0,3.68902498486879e-05,0.004854369,64,50,0.01,70,50,30,1,Adam
50,6.34014286333695e-05,0.0,4.488508134670058e-05,0.004854369,64,50,0.01,70,50,30,2,Adam
50,6.262936221901327e-05,0.0,5.375623845131344e-05,0.004854369,64,50,0.01,70,50,30,3,Adam
50,1.6273346773232333e-05,0.0,2.62704596961272e-05,0.004854369,64,50,0.01,70,50,50,1,Adam
50,3.385551826795563e-05,0.0,3.342862333579653e-05,0.004854369,64,50,0.01,70,50,50,2,Adam
50,7.953689782880247e-05,0.0,5.653844642632605e-05,0.004854369,64,50,0.01,70,50,50,3,Adam
50,3.575167647795752e-05,0.0,2.9631220323846842e-05,0.004854369,64,50,0.01,70,50,70,1,Adam
50,1.1534841178217903e-05,0.0,2.8997839127415204e-05,0.004854369,64,50,0.01,70,50,70,2,Adam
50,6.444239988923073e-05,0.0,3.487845867656361e-05,0.004854369,64,50,0.01,70,50,70,3,Adam
50,1.1447980796219781e-05,0.0,2.6030620247890236e-05,0.004854369,64,50,0.01,70,70,30,1,Adam
50,1.37729130074149e-05,0.0,2.7423917592245433e-05,0.004854369,64,50,0.01,70,70,30,2,Adam
50,5.8866775361821055e-05,0.0,5.0842691353043016e-05,0.004854369,64,50,0.01,70,70,30,3,Adam
50,1.529602195660118e-05,0.0,2.131304949905172e-05,0.004854369,64,50,0.01,70,70,50,1,Adam
50,1.8740414816420525e-05,0.0,3.0838333418393885e-05,0.004854369,64,50,0.01,70,70,50,2,Adam
50,1.8137772713089362e-05,0.0,2.9461657849097517e-05,0.004854369,64,50,0.01,70,70,50,3,Adam
50,6.899079744471237e-05,0.0,5.209334278015818e-05,0.004854369,64,50,0.01,70,70,70,1,Adam
50,1.3205215509515256e-05,0.0,2.177509394668165e-05,0.004854369,64,50,0.01,70,70,70,2,Adam
50,5.677627996192314e-06,0.0,3.6000295031309415e-05,0.004854369,64,50,0.01,70,70,70,3,Adam
50,0.0007938517373986542,0.0,0.0008740073450822926,0.004854369,64,50,0.001,30,30,30,1,Adam
50,0.0009581245249137282,0.0,0.0012396215868083018,0.004854369,64,50,0.001,30,30,30,2,Adam
50,0.001123056630603969,0.0,0.0013647528031266755,0.004854369,64,50,0.001,30,30,30,3,Adam
50,0.0019656624644994736,0.0,0.0010270243578418656,0.004854369,64,50,0.001,30,30,50,1,Adam
50,0.0006358640384860337,0.0,0.0007483460649382323,0.004854369,64,50,0.001,30,30,50,2,Adam
50,0.0009399689733982086,0.0,0.0013531697767072367,0.004854369,64,50,0.001,30,30,50,3,Adam
50,0.0015791415935382247,0.0,0.001176423839637015,0.004854369,64,50,0.001,30,30,70,1,Adam
50,0.0009479231084696949,0.0,0.000830460456765067,0.004854369,64,50,0.001,30,30,70,2,Adam
50,0.0007960319635458291,0.0,0.0012458693439556846,0.004854369,64,50,0.001,30,30,70,3,Adam
50,0.0007147037540562451,0.0,0.0006646196057260471,0.004854369,64,50,0.001,30,50,30,1,Adam
50,0.0005939613911323249,0.0,0.0007503326005727342,0.004854369,64,50,0.001,30,50,30,2,Adam
50,0.0004571100289467722,0.0,0.0010587000118532372,0.004854369,64,50,0.001,30,50,30,3,Adam
50,0.0011293592397123575,0.0,0.0009244464392077576,0.004854369,64,50,0.001,30,50,50,1,Adam
50,0.0008087892783805728,0.0,0.0007382331182049967,0.004854369,64,50,0.001,30,50,50,2,Adam
50,0.0008322849171236157,0.0,0.0009329413630077344,0.004854369,64,50,0.001,30,50,50,3,Adam
50,0.001464015687815845,0.0,0.0011731578286927084,0.004854369,64,50,0.001,30,50,70,1,Adam
50,0.0005408906145021319,0.0,0.0008489963156623242,0.004854369,64,50,0.001,30,50,70,2,Adam
50,0.000720277545042336,0.0,0.0012376527601482292,0.004854369,64,50,0.001,30,50,70,3,Adam
50,0.0010535059263929725,0.0,0.000915707425820162,0.004854369,64,50,0.001,30,70,30,1,Adam
50,0.000849854783155024,0.0,0.000986711840931941,0.004854369,64,50,0.001,30,70,30,2,Adam
50,0.0006118970923125744,0.0,0.000771376445609172,0.004854369,64,50,0.001,30,70,30,3,Adam
50,0.0013332212110981345,0.0,0.00154882900499359,0.004854369,64,50,0.001,30,70,50,1,Adam
50,0.0007878406904637814,0.0,0.0008562227747249372,0.004854369,64,50,0.001,30,70,50,2,Adam
50,0.00035034495522268116,0.0,0.0008737502034156791,0.004854369,64,50,0.001,30,70,50,3,Adam
50,0.002055482240393758,0.0,0.001460613082705554,0.004854369,64,50,0.001,30,70,70,1,Adam
50,0.0006030617514625192,0.0,0.0009835954519323282,0.004854369,64,50,0.001,30,70,70,2,Adam
50,0.0009719489025883377,0.0,0.001030691188434591,0.004854369,64,50,0.001,30,70,70,3,Adam
50,0.0008350104908458889,0.0,0.0010935230563774488,0.004854369,64,50,0.001,50,30,30,1,Adam
50,0.000493301369715482,0.0,0.0005759506851425666,0.004854369,64,50,0.001,50,30,30,2,Adam
50,0.0006692486349493265,0.0,0.0008542324394864726,0.004854369,64,50,0.001,50,30,30,3,Adam
50,0.00099853309802711,0.0,0.0007464620420365658,0.004854369,64,50,0.001,50,30,50,1,Adam
50,0.0004710787034127861,0.0,0.0007124533789182642,0.004854369,64,50,0.001,50,30,50,2,Adam
50,0.0005666160141117871,0.0,0.0007490724982418012,0.004854369,64,50,0.001,50,30,50,3,Adam
50,0.0004348556976765394,0.0,0.0005067063018553031,0.004854369,64,50,0.001,50,30,70,1,Adam
50,0.0006426536710932851,0.0,0.0007477858091379036,0.004854369,64,50,0.001,50,30,70,2,Adam
50,0.00046839978313073516,0.0,0.0008236154053785196,0.004854369,64,50,0.001,50,30,70,3,Adam
50,0.0006806585588492453,0.0,0.0006656339081248395,0.004854369,64,50,0.001,50,50,30,1,Adam
50,0.0002924462896771729,0.0,0.0006109703542976595,0.004854369,64,50,0.001,50,50,30,2,Adam
50,0.0003005551116075367,0.0,0.0007420720903257143,0.004854369,64,50,0.001,50,50,30,3,Adam
50,0.0005178594728931785,0.0,0.0006335923141343248,0.004854369,64,50,0.001,50,50,50,1,Adam
50,0.0005508206086233258,0.0,0.0006919730956512458,0.004854369,64,50,0.001,50,50,50,2,Adam
50,0.0004212000931147486,0.0,0.0008043725675342659,0.004854369,64,50,0.001,50,50,50,3,Adam
50,0.0010929328855127096,0.0,0.0008352215862968593,0.004854369,64,50,0.001,50,50,70,1,Adam
50,0.00034401679295115173,0.0,0.0006634088165863661,0.004854369,64,50,0.001,50,50,70,2,Adam
50,0.00031251931795850396,0.0,0.0008165333137476762,0.004854369,64,50,0.001,50,50,70,3,Adam
50,0.0007749375654384494,0.0,0.0008299766527714876,0.004854369,64,50,0.001,50,70,30,1,Adam
50,0.00041930656880140305,0.0,0.0005129736026486798,0.004854369,64,50,0.001,50,70,30,2,Adam
50,0.0001995630591409281,0.0,0.0006490098970865343,0.004854369,64,50,0.001,50,70,30,3,Adam
50,0.0006311319884844124,0.0,0.0006538828361883434,0.004854369,64,50,0.001,50,70,50,1,Adam
50,0.00030550971860066056,0.0,0.0005265297029095078,0.004854369,64,50,0.001,50,70,50,2,Adam
50,0.0005162461893633008,0.0,0.0009142271484908404,0.004854369,64,50,0.001,50,70,50,3,Adam
50,0.0006295934435911477,0.0,0.00048374961603894035,0.004854369,64,50,0.001,50,70,70,1,Adam
50,0.0007440667832270265,0.0,0.0006193858345301406,0.004854369,64,50,0.001,50,70,70,2,Adam
50,0.0003678349021356553,0.0,0.0006787947919310152,0.004854369,64,50,0.001,50,70,70,3,Adam
50,0.0004592181066982448,0.0,0.0006308982457323632,0.004854369,64,50,0.001,70,30,30,1,Adam
50,0.0004042151849716902,0.0,0.0005048866196110556,0.004854369,64,50,0.001,70,30,30,2,Adam
50,0.000656370772048831,0.0,0.0007631472349777203,0.004854369,64,50,0.001,70,30,30,3,Adam
50,0.00029998613172210753,0.0,0.0003818174964269099,0.004854369,64,50,0.001,70,30,50,1,Adam
50,0.0005195401608943939,0.0,0.0005464999754551473,0.004854369,64,50,0.001,70,30,50,2,Adam
50,0.0002970125642605126,0.0,0.0007167097666522361,0.004854369,64,50,0.001,70,30,50,3,Adam
50,0.0004679172416217625,0.0,0.000711800905794484,0.004854369,64,50,0.001,70,30,70,1,Adam
50,0.0005218147416599095,0.0,0.0006447931931317937,0.004854369,64,50,0.001,70,30,70,2,Adam
50,0.00032541679684072733,0.0,0.0008708474820240138,0.004854369,64,50,0.001,70,30,70,3,Adam
50,0.0005361271905712783,0.0,0.0004717410832826609,0.004854369,64,50,0.001,70,50,30,1,Adam
50,0.00026742141926661134,0.0,0.0004973978039275095,0.004854369,64,50,0.001,70,50,30,2,Adam
50,0.0002977759577333927,0.0,0.0006192894093014155,0.004854369,64,50,0.001,70,50,30,3,Adam
50,0.0005889614694751799,0.0,0.0005662099376899525,0.004854369,64,50,0.001,70,50,50,1,Adam
50,0.0003092497936449945,0.0,0.0005567705078452862,0.004854369,64,50,0.001,70,50,50,2,Adam
50,0.0002847850264515728,0.0,0.000726828041646937,0.004854369,64,50,0.001,70,50,50,3,Adam
50,0.0010603002738207579,0.0,0.0007977017113324074,0.004854369,64,50,0.001,70,50,70,1,Adam
50,0.0003824452869594097,0.0,0.00044751076595134383,0.004854369,64,50,0.001,70,50,70,2,Adam
50,0.00013601136743091047,0.0,0.0005963070078490718,0.004854369,64,50,0.001,70,50,70,3,Adam
50,0.0005731743294745684,0.0,0.000818424975698434,0.004854369,64,50,0.001,70,70,30,1,Adam
50,0.00046970805851742625,0.0,0.0005858835998190187,0.004854369,64,50,0.001,70,70,30,2,Adam
50,0.00021919496066402644,0.0,0.0005427024313655582,0.004854369,64,50,0.001,70,70,30,3,Adam
50,0.00030587034416384995,0.0,0.000450341668979093,0.004854369,64,50,0.001,70,70,50,1,Adam
50,0.00025761802680790424,0.0,0.0005692704303814007,0.004854369,64,50,0.001,70,70,50,2,Adam
50,0.0003334572829771787,0.0,0.000660734676679108,0.004854369,64,50,0.001,70,70,50,3,Adam
50,0.0005878550000488758,0.0,0.0005856533410497805,0.004854369,64,50,0.001,70,70,70,1,Adam
50,0.0003496420686133206,0.0,0.0005359654908195066,0.004854369,64,50,0.001,70,70,70,2,Adam
50,0.00029558062669821084,0.0,0.0006209867147421373,0.004854369,64,50,0.001,70,70,70,3,Adam
80,0.00010936045873677358,0.0,7.651229510513288e-05,0.004854369,64,80,0.1,30,30,30,1,Adam
80,0.00029828789411112666,0.0,5.8639493236291104e-05,0.004854369,64,80,0.1,30,30,30,2,Adam
80,0.00024886379833333194,0.0,7.137652814051461e-05,0.004854369,64,80,0.1,30,30,30,3,Adam
80,3.885703699779697e-05,0.0,0.00034273566352655585,0.004854369,64,80,0.1,30,30,50,1,Adam
80,7.558876859548036e-06,0.0,4.6487718102018106e-05,0.004854369,64,80,0.1,30,30,50,2,Adam
80,0.0004013502912130207,0.0,9.312473256728675e-05,0.004854369,64,80,0.1,30,30,50,3,Adam
80,1.4130442650639452e-05,0.0,9.756997830654919e-05,0.004854369,64,80,0.1,30,30,70,1,Adam
80,0.00012332512415014207,0.0,8.197261030925324e-05,0.004854369,64,80,0.1,30,30,70,2,Adam
80,0.00015384344442281872,0.0,4.048366438669776e-05,0.004854369,64,80,0.1,30,30,70,3,Adam
80,0.0006466743070632219,0.0,0.0003801235941564212,0.004854369,64,80,0.1,30,50,30,1,Adam
80,7.591338362544775e-05,0.0,4.702417081893304e-05,0.004854369,64,80,0.1,30,50,30,2,Adam
80,0.0004959177458658814,0.0,0.00012704212225869623,0.004854369,64,80,0.1,30,50,30,3,Adam
80,0.0001471661526011303,0.0,0.00017648802386953957,0.004854369,64,80,0.1,30,50,50,1,Adam
80,3.0128652724670246e-05,0.0,0.00010295599325050293,0.004854369,64,80,0.1,30,50,50,2,Adam
80,6.069284791010432e-05,0.0,0.00024119289418133156,0.004854369,64,80,0.1,30,50,50,3,Adam
80,0.00011961613927269354,0.0,0.00019433541583390094,0.004854369,64,80,0.1,30,50,70,1,Adam
80,4.4399756006896496e-05,0.0,0.00012141888188672912,0.004854369,64,80,0.1,30,50,70,2,Adam
80,0.00020073233463335782,0.0,9.976004204290096e-05,0.004854369,64,80,0.1,30,50,70,3,Adam
