round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm1_nodes,lstm2_nodes,lstm3_nodes,lstm_layers,optimizer
20,0.0013718476984649897,0.0,0.0005904008951987528,0.004854369,64,20,0.1,30,30,30,1,Adam
20,0.00023636473633814603,0.0,0.0003864978116855604,0.004854369,64,20,0.1,30,30,30,2,Adam
20,0.00048372065066359937,0.0,0.0015606321021462385,0.004854369,64,20,0.1,30,30,50,1,Adam
20,0.0006958817830309272,0.0,0.0008236352914890039,0.004854369,64,20,0.1,30,30,50,2,Adam
20,0.006965098436921835,0.0,0.007696632255158088,0.004854369,64,20,0.1,30,30,70,1,Adam
20,0.004103206563740969,0.0,0.0010537243215367198,0.004854369,64,20,0.1,30,30,70,2,Adam
20,0.0015241047367453575,0.0,0.0013849609031328406,0.004854369,64,20,0.1,30,50,30,1,Adam
20,0.0008077664533630013,0.0,0.0016478552704550398,0.004854369,64,20,0.1,30,50,30,2,Adam
20,0.0016409337986260653,0.0,0.0007477396549837827,0.004854369,64,20,0.1,30,50,50,1,Adam
20,0.0007202302222140133,0.0,0.00076740315224686,0.004854369,64,20,0.1,30,50,50,2,Adam
20,0.0019800812005996704,0.0,0.0010176421136333092,0.004854369,64,20,0.1,30,50,70,1,Adam
20,0.008626733906567097,0.0,0.022458119652441984,0.004854369,64,20,0.1,30,50,70,2,Adam
20,0.00018712678865995258,0.0,0.000787188430108781,0.004854369,64,20,0.1,30,70,30,1,Adam
20,0.014722438529133797,0.0,0.013562871414480858,0.004854369,64,20,0.1,30,70,30,2,Adam
20,0.0005389897851273417,0.0,0.0013231017160030463,0.004854369,64,20,0.1,30,70,50,1,Adam
20,0.00031966884853318334,0.0,0.0006909582377366215,0.004854369,64,20,0.1,30,70,50,2,Adam
20,0.006581257097423077,0.0,0.004332293618416179,0.004854369,64,20,0.1,30,70,70,1,Adam
20,0.0008815835462883115,0.0,0.0010087941660211213,0.004854369,64,20,0.1,30,70,70,2,Adam
20,0.0017700893804430962,0.0,0.0014924225024426881,0.004854369,64,20,0.1,50,30,30,1,Adam
20,0.0017403274541720748,0.0,0.0032413603231600187,0.004854369,64,20,0.1,50,30,30,2,Adam
20,0.0052005634643137455,0.0,0.0016962040952650957,0.004854369,64,20,0.1,50,30,50,1,Adam
20,0.0007805110653862357,0.0,0.0007794297363007785,0.004854369,64,20,0.1,50,30,50,2,Adam
20,0.002322843763977289,0.0,0.0011021748854263315,0.004854369,64,20,0.1,50,30,70,1,Adam
20,0.0015486108604818583,0.0,0.0008310244025355114,0.004854369,64,20,0.1,50,30,70,2,Adam
20,0.000273422192549333,0.0,0.0005097908766949278,0.004854369,64,20,0.1,50,50,30,1,Adam
20,0.004739145282655954,0.0,0.00483833533006458,0.004854369,64,20,0.1,50,50,30,2,Adam
20,0.001335425185970962,0.0,0.0011629449843329567,0.004854369,64,20,0.1,50,50,50,1,Adam
20,0.00018198789621237665,0.0,0.0007916917449125604,0.004854369,64,20,0.1,50,50,50,2,Adam
20,0.00024329262669198215,0.0,0.000977484000173117,0.004854369,64,20,0.1,50,50,70,1,Adam
20,0.0005023950943723321,0.0,0.0007252320308165932,0.004854369,64,20,0.1,50,50,70,2,Adam
20,0.00040987730608321726,0.0,0.0008945197620863114,0.004854369,64,20,0.1,50,70,30,1,Adam
20,0.004538576118648052,0.0,0.022087118416590598,0.004854369,64,20,0.1,50,70,30,2,Adam
20,0.000943836581427604,0.0,0.0013434720187203832,0.004854369,64,20,0.1,50,70,50,1,Adam
20,0.00523283239454031,0.0,0.022085185189848963,0.004854369,64,20,0.1,50,70,50,2,Adam
20,0.001408744021318853,0.0,0.0016990984502944697,0.004854369,64,20,0.1,50,70,70,1,Adam
20,0.0008907506125979125,0.0,0.0018842782129000113,0.004854369,64,20,0.1,50,70,70,2,Adam
20,0.0019643385894596577,0.0,0.002716541816977766,0.004854369,64,20,0.1,70,30,30,1,Adam
20,0.004218012094497681,0.0,0.0038212155154680166,0.004854369,64,20,0.1,70,30,30,2,Adam
20,0.006219006143510342,0.0,0.0016536076385889528,0.004854369,64,20,0.1,70,30,50,1,Adam
20,0.0009423301671631634,0.0,0.0013887077689767606,0.004854369,64,20,0.1,70,30,50,2,Adam
20,0.0015299058286473155,0.0,0.0036005202468339967,0.004854369,64,20,0.1,70,30,70,1,Adam
20,0.007202391512691975,0.0,0.022064713146356704,0.004854369,64,20,0.1,70,30,70,2,Adam
20,0.0003056098357774317,0.0,0.0007395580443734466,0.004854369,64,20,0.1,70,50,30,1,Adam
20,0.005752475466579199,0.0,0.022021278630471923,0.004854369,64,20,0.1,70,50,30,2,Adam
20,0.001172559568658471,0.0,0.001453533455575771,0.004854369,64,20,0.1,70,50,50,1,Adam
20,0.007557756267488003,0.0,0.022077512122618343,0.004854369,64,20,0.1,70,50,50,2,Adam
20,0.00019638464436866343,0.0,0.0006141878528298937,0.004854369,64,20,0.1,70,50,70,1,Adam
20,0.0061091273091733456,0.0,0.02190726556028556,0.004854369,64,20,0.1,70,50,70,2,Adam
20,0.00042424164712429047,0.0,0.0006346509625764509,0.004854369,64,20,0.1,70,70,30,1,Adam
20,0.005999968387186527,0.0,0.02209174332832827,0.004854369,64,20,0.1,70,70,30,2,Adam
20,0.0007022582576610148,0.0,0.0010697427420488115,0.004854369,64,20,0.1,70,70,50,1,Adam
20,0.007241909392178059,0.0,0.022123801621418554,0.004854369,64,20,0.1,70,70,50,2,Adam
20,0.007471202407032251,0.0,0.003351788753101114,0.004854369,64,20,0.1,70,70,70,1,Adam
20,0.01010134257376194,0.0,0.022007076250551975,0.004854369,64,20,0.1,70,70,70,2,Adam
20,0.00017900505918078125,0.0,0.0008123547736740698,0.004854369,64,20,0.01,30,30,30,1,Adam
20,0.0018763102125376463,0.0,0.0018137079692961088,0.004854369,64,20,0.01,30,30,30,2,Adam
20,0.0009921228047460318,0.0,0.000587210779980241,0.004854369,64,20,0.01,30,30,50,1,Adam
20,0.0014502772828564048,0.0,0.0012677747573142926,0.004854369,64,20,0.01,30,30,50,2,Adam
20,0.0016158025246113539,0.0,0.0010792545124309735,0.004854369,64,20,0.01,30,30,70,1,Adam
20,0.000965187035035342,0.0,0.0008173384568066273,0.004854369,64,20,0.01,30,30,70,2,Adam
20,0.0012459240388125181,0.0,0.0012164567088599778,0.004854369,64,20,0.01,30,50,30,1,Adam
20,0.0010398371377959847,0.0,0.001098468322171242,0.004854369,64,20,0.01,30,50,30,2,Adam
20,0.00048544458695687354,0.0,0.0007262752830498463,0.004854369,64,20,0.01,30,50,50,1,Adam
20,0.0007089442806318402,0.0,0.001672643758989509,0.004854369,64,20,0.01,30,50,50,2,Adam
20,0.0009182660141959786,0.0,0.0011816657130217668,0.004854369,64,20,0.01,30,50,70,1,Adam
20,0.0004070695140399039,0.0,0.0010513304472783381,0.004854369,64,20,0.01,30,50,70,2,Adam
20,0.0005636283312924206,0.0,0.0009928179907079027,0.004854369,64,20,0.01,30,70,30,1,Adam
20,0.0005990702775307,0.0,0.0011711917733954428,0.004854369,64,20,0.01,30,70,30,2,Adam
20,0.0005936318775638938,0.0,0.0009718449363593483,0.004854369,64,20,0.01,30,70,50,1,Adam
20,0.0011477252701297402,0.0,0.001148078951179909,0.004854369,64,20,0.01,30,70,50,2,Adam
20,0.0006509691593237221,0.0,0.00151318700269805,0.004854369,64,20,0.01,30,70,70,1,Adam
20,0.00269661215133965,0.0,0.002369571274860753,0.004854369,64,20,0.01,30,70,70,2,Adam
20,4.8553822125541046e-05,0.0,0.0004335985899319673,0.004854369,64,20,0.01,50,30,30,1,Adam
20,0.0001699564018053934,0.0,0.0009969096191146058,0.004854369,64,20,0.01,50,30,30,2,Adam
20,0.0001856104063335806,0.0,0.0007010954991661157,0.004854369,64,20,0.01,50,30,50,1,Adam
20,0.0009197586332447827,0.0,0.0006230649938445213,0.004854369,64,20,0.01,50,30,50,2,Adam
20,0.00019300772692076862,0.0,0.0004310773163400952,0.004854369,64,20,0.01,50,30,70,1,Adam
20,0.0016763468738645315,0.0,0.0009207901854556307,0.004854369,64,20,0.01,50,30,70,2,Adam
20,0.0008808355778455734,0.0,0.0012745639525164028,0.004854369,64,20,0.01,50,50,30,1,Adam
20,0.002485062228515744,0.0,0.0015858289937136097,0.004854369,64,20,0.01,50,50,30,2,Adam
20,0.00024221096828114241,0.0,0.0006692106445609293,0.004854369,64,20,0.01,50,50,50,1,Adam
