round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm_1_nodes,lstm_2_nodes,lstm_layers,optimizer
50,3.9732622099108994e-05,0.0,0.0004074259892248278,0.0049261083,64,50,0.1,30,30,1,Adam
50,1.826078732847236e-05,0.0,0.00014848120738821004,0.0049261083,64,50,0.1,30,30,2,Adam
50,0.0007229976472444832,0.0,0.0004944258005062365,0.0049261083,64,50,0.1,30,50,1,Adam
50,0.0003882906457874924,0.0,0.00016562096468342716,0.0049261083,64,50,0.1,30,50,2,Adam
50,0.0002001001703320071,0.0,0.00036559639563967514,0.0049261083,64,50,0.1,30,70,1,Adam
50,2.214264532085508e-05,0.0,0.00030954444362022663,0.0049261083,64,50,0.1,30,70,2,Adam
50,0.00018136862490791827,0.0,0.0004842667361569999,0.0049261083,64,50,0.1,50,30,1,Adam
50,0.00031248608138412237,0.0,0.0002012295884153636,0.0049261083,64,50,0.1,50,30,2,Adam
50,2.802189192152582e-05,0.0,0.0002507938650147668,0.0049261083,64,50,0.1,50,50,1,Adam
50,0.00015342731785494834,0.0,0.0003697352823365498,0.0049261083,64,50,0.1,50,50,2,Adam
50,0.00010065677633974701,0.0,0.0002290875737106868,0.0049261083,64,50,0.1,50,70,1,Adam
50,0.00013852666597813368,0.0,0.0005410278007833132,0.0049261083,64,50,0.1,50,70,2,Adam
50,8.608045754954219e-05,0.0,0.0002985000517878801,0.0049261083,64,50,0.1,70,30,1,Adam
50,0.0007488628616556525,0.0,0.00029056638946901235,0.0049261083,64,50,0.1,70,30,2,Adam
50,0.00012688880087807775,0.0,0.00035218652697644777,0.0049261083,64,50,0.1,70,50,1,Adam
50,0.00023551347840111703,0.0,0.0009337335135650092,0.0049261083,64,50,0.1,70,50,2,Adam
50,0.00012896144471596926,0.0,0.00024288327723060243,0.0049261083,64,50,0.1,70,70,1,Adam
50,0.000615485361777246,0.0,0.0013694833706619375,0.0049261083,64,50,0.1,70,70,2,Adam
50,0.00012787659943569452,0.0,0.0005630985541232481,0.0049261083,64,50,0.01,30,30,1,Adam
50,0.0002692535344976932,0.0,0.000685623296699372,0.0049261083,64,50,0.01,30,30,2,Adam
50,0.0001456777099519968,0.0,0.00045174921448732464,0.0049261083,64,50,0.01,30,50,1,Adam
50,0.00016342548769898713,0.0,0.0006219679782203779,0.0049261083,64,50,0.01,30,50,2,Adam
50,0.00016745468019507825,0.0,0.0005587388596754393,0.0049261083,64,50,0.01,30,70,1,Adam
50,0.00015562374028377235,0.0,0.0003081109887877883,0.0049261083,64,50,0.01,30,70,2,Adam
50,0.00015132133557926863,0.0,0.0005236522313505595,0.0049261083,64,50,0.01,50,30,1,Adam
50,0.0002602318418212235,0.0,0.0003827275640074292,0.0049261083,64,50,0.01,50,30,2,Adam
50,0.00014506147999782115,0.0,0.0006150091763728028,0.0049261083,64,50,0.01,50,50,1,Adam
50,0.00012407088070176542,0.0,0.00023102588200909566,0.0049261083,64,50,0.01,50,50,2,Adam
50,0.00014406416448764503,0.0,0.0005867645288404683,0.0049261083,64,50,0.01,50,70,1,Adam
50,0.0007204684661701322,0.0,0.00034287242152042266,0.0049261083,64,50,0.01,50,70,2,Adam
50,0.0001589718012837693,0.0,0.0005854034969546452,0.0049261083,64,50,0.01,70,30,1,Adam
50,0.00014346065290737897,0.0,0.0002983188544218818,0.0049261083,64,50,0.01,70,30,2,Adam
50,0.00014906252908986062,0.0,0.0005290870617253916,0.0049261083,64,50,0.01,70,50,1,Adam
50,0.00016186317952815443,0.0,0.0003461393767398933,0.0049261083,64,50,0.01,70,50,2,Adam
50,0.0001567062718095258,0.0,0.000549584399482116,0.0049261083,64,50,0.01,70,70,1,Adam
50,0.00017151104111690074,0.0,0.0002783427717166453,0.0049261083,64,50,0.01,70,70,2,Adam
50,0.0006701232050545514,0.0,0.004136468936446045,0.0049261083,64,50,0.001,30,30,1,Adam
50,0.0005183614557608962,0.0,0.0022714833368827118,0.0049261083,64,50,0.001,30,30,2,Adam
50,0.000651960785035044,0.0,0.002680180626439637,0.0049261083,64,50,0.001,30,50,1,Adam
50,0.000500705384183675,0.0,0.001772890387566329,0.0049261083,64,50,0.001,30,50,2,Adam
50,0.0004946548724547029,0.0,0.003023069027898457,0.0049261083,64,50,0.001,30,70,1,Adam
50,0.00036666609230451286,0.0,0.001572919580534908,0.0049261083,64,50,0.001,30,70,2,Adam
50,0.0003760139807127416,0.0,0.0017612651787615688,0.0049261083,64,50,0.001,50,30,1,Adam
50,0.00042492925422266126,0.0,0.00185533103491799,0.0049261083,64,50,0.001,50,30,2,Adam
50,0.0006461766315624118,0.0,0.003705673253512368,0.0049261083,64,50,0.001,50,50,1,Adam
50,0.00040330173214897513,0.0,0.0016869586385474564,0.0049261083,64,50,0.001,50,50,2,Adam
50,0.0005307219689711928,0.0,0.00275302504469168,0.0049261083,64,50,0.001,50,70,1,Adam
50,0.00039171279058791697,0.0,0.001546952738128419,0.0049261083,64,50,0.001,50,70,2,Adam
50,0.0004515449982136488,0.0,0.0017881210651959803,0.0049261083,64,50,0.001,70,30,1,Adam
50,0.00047370357788167894,0.0,0.0018654515957597442,0.0049261083,64,50,0.001,70,30,2,Adam
50,0.0005720073240809143,0.0,0.0024950197843944867,0.0049261083,64,50,0.001,70,50,1,Adam
50,0.0004394549468997866,0.0,0.0018549612608596022,0.0049261083,64,50,0.001,70,50,2,Adam
50,0.00037891854299232364,0.0,0.0019447165082571247,0.0049261083,64,50,0.001,70,70,1,Adam
50,0.0004895020974799991,0.0,0.0016085932328333628,0.0049261083,64,50,0.001,70,70,2,Adam
80,0.00014894074411131442,0.0,0.000251761641212294,0.0049261083,64,80,0.1,30,30,1,Adam
80,5.259911631583236e-06,0.0,8.30220420279407e-05,0.0049261083,64,80,0.1,30,30,2,Adam
80,4.251999416737817e-05,0.0,0.00024095077177720703,0.0049261083,64,80,0.1,30,50,1,Adam
80,1.1305032785458025e-05,0.0,6.779618201412609e-05,0.0049261083,64,80,0.1,30,50,2,Adam
80,1.2066858289472293e-05,0.0,5.494441469403539e-05,0.0049261083,64,80,0.1,30,70,1,Adam
80,0.001434148522093892,0.0,0.0019361629664641,0.0049261083,64,80,0.1,30,70,2,Adam
80,0.00010599488450679928,0.0,0.00037207294092341577,0.0049261083,64,80,0.1,50,30,1,Adam
80,0.00018447829643264413,0.0,0.00026855340916801044,0.0049261083,64,80,0.1,50,30,2,Adam
80,9.858181874733418e-05,0.0,7.689276501121174e-05,0.0049261083,64,80,0.1,50,50,1,Adam
80,0.00012735552445519716,0.0,0.00018392040094892894,0.0049261083,64,80,0.1,50,50,2,Adam
80,4.4538432121044025e-05,0.0,8.916074062125262e-05,0.0049261083,64,80,0.1,50,70,1,Adam
80,5.225696804700419e-05,0.0,9.495471701300657e-05,0.0049261083,64,80,0.1,50,70,2,Adam
80,0.00013667966413777322,0.0,0.00015674177826763007,0.0049261083,64,80,0.1,70,30,1,Adam
80,7.239828119054437e-05,0.0,4.510833743301317e-05,0.0049261083,64,80,0.1,70,30,2,Adam
80,0.0005943548749201,0.0,0.0003399564306827473,0.0049261083,64,80,0.1,70,50,1,Adam
80,0.0001689040509518236,0.0,0.0005097337165478103,0.0049261083,64,80,0.1,70,50,2,Adam
80,1.731834709062241e-05,0.0,0.000288131272333119,0.0049261083,64,80,0.1,70,70,1,Adam
80,0.000413024885347113,0.0,0.002319911935279522,0.0049261083,64,80,0.1,70,70,2,Adam
80,0.0001231464120792225,0.0,0.00023253314415557226,0.0049261083,64,80,0.01,30,30,1,Adam
80,0.00018859689589589834,0.0,0.00019176425673228143,0.0049261083,64,80,0.01,30,30,2,Adam
80,0.00012493976100813597,0.0,0.00016628282363732974,0.0049261083,64,80,0.01,30,50,1,Adam
80,7.063223893055692e-05,0.0,0.0002658567047251269,0.0049261083,64,80,0.01,30,50,2,Adam
80,0.00011846950656035915,0.0,0.0003300989724826435,0.0049261083,64,80,0.01,30,70,1,Adam
80,2.6836298275156878e-05,0.0,0.0003205146323694513,0.0049261083,64,80,0.01,30,70,2,Adam
80,0.0001451554271625355,0.0,0.0003833717491943389,0.0049261083,64,80,0.01,50,30,1,Adam
80,0.0003423861344344914,0.0,0.00025034288496118536,0.0049261083,64,80,0.01,50,30,2,Adam
80,9.54900388023816e-05,0.0,0.0002877129279960204,0.0049261083,64,80,0.01,50,50,1,Adam
80,2.1679466954083182e-05,0.0,0.00016242448804530734,0.0049261083,64,80,0.01,50,50,2,Adam
80,0.0001312654494540766,0.0,0.0003265096739179964,0.0049261083,64,80,0.01,50,70,1,Adam
80,0.00018022709991782904,0.0,7.928996602087075e-05,0.0049261083,64,80,0.01,50,70,2,Adam
80,0.0001145475180237554,0.0,0.0002171441111507197,0.0049261083,64,80,0.01,70,30,1,Adam
80,5.861926547368057e-05,0.0,0.0001843997475598237,0.0049261083,64,80,0.01,70,30,2,Adam
80,0.00012359565880615264,0.0,0.0002530169348677464,0.0049261083,64,80,0.01,70,50,1,Adam
80,1.9294244339107536e-05,0.0,0.00013444741306570701,0.0049261083,64,80,0.01,70,50,2,Adam
80,0.0001726571936160326,0.0,0.00039256561353683396,0.0049261083,64,80,0.01,70,70,1,Adam
80,9.056441740540322e-06,0.0,8.800816094259653e-05,0.0049261083,64,80,0.01,70,70,2,Adam
80,0.00029796388116665184,0.0,0.0012984113272261149,0.0049261083,64,80,0.001,30,30,1,Adam
80,0.00032432700390927494,0.0,0.0015056911905254858,0.0049261083,64,80,0.001,30,30,2,Adam
80,0.0005010798340663314,0.0,0.00241080421513965,0.0049261083,64,80,0.001,30,50,1,Adam
80,0.00038126931758597493,0.0,0.0014288642327874679,0.0049261083,64,80,0.001,30,50,2,Adam
80,0.00024620559997856617,0.0,0.0012105173365960788,0.0049261083,64,80,0.001,30,70,1,Adam
80,0.0002681727637536824,0.0,0.0011538682101762353,0.0049261083,64,80,0.001,30,70,2,Adam
80,0.0004060642677359283,0.0,0.00188473021506052,0.0049261083,64,80,0.001,50,30,1,Adam
80,0.0003105271025560796,0.0,0.0013214873268700255,0.0049261083,64,80,0.001,50,30,2,Adam
80,0.00023337030143011361,0.0,0.001006292167183911,0.0049261083,64,80,0.001,50,50,1,Adam
80,0.00021883752197027206,0.0,0.0012191567607820401,0.0049261083,64,80,0.001,50,50,2,Adam
80,0.0003157882019877434,0.0,0.0013366278181806794,0.0049261083,64,80,0.001,50,70,1,Adam
80,0.0001736422855174169,0.0,0.0009277909420650875,0.0049261083,64,80,0.001,50,70,2,Adam
80,0.00021256932814139873,0.0,0.0010803203795820915,0.0049261083,64,80,0.001,70,30,1,Adam
80,0.00023305471404455602,0.0,0.0012426038984934171,0.0049261083,64,80,0.001,70,30,2,Adam
80,0.0002488829486537725,0.0,0.001143028114330519,0.0049261083,64,80,0.001,70,50,1,Adam
80,0.00022562728554476053,0.0,0.0011742209179528755,0.0049261083,64,80,0.001,70,50,2,Adam
80,0.0002574994578026235,0.0,0.0011716034800144546,0.0049261083,64,80,0.001,70,70,1,Adam
80,0.00015987615915946662,0.0,0.0009397883048473761,0.0049261083,64,80,0.001,70,70,2,Adam
50,0.00018780904065351933,0.0,0.0005444230998090922,0.0049261083,128,50,0.1,30,30,1,Adam
50,0.0001603865239303559,0.0,0.0003638652107721938,0.0049261083,128,50,0.1,30,30,2,Adam
50,0.00015469470235984772,0.0,0.0003854369941360221,0.0049261083,128,50,0.1,30,50,1,Adam
50,0.0002008611336350441,0.0,0.0004639300906840308,0.0049261083,128,50,0.1,30,50,2,Adam
50,0.00020235308329574764,0.0,0.0005538226228569786,0.0049261083,128,50,0.1,30,70,1,Adam
50,0.00015610188711434603,0.0,0.00044549287573819786,0.0049261083,128,50,0.1,30,70,2,Adam
50,0.00026362782227806747,0.0,0.0005526145635714085,0.0049261083,128,50,0.1,50,30,1,Adam
50,0.0001778826699592173,0.0,0.0006913500267374581,0.0049261083,128,50,0.1,50,30,2,Adam
50,0.00012947549112141132,0.0,0.0005606398487628754,0.0049261083,128,50,0.1,50,50,1,Adam
50,0.00017677313007880002,0.0,0.0005114846366797138,0.0049261083,128,50,0.1,50,50,2,Adam
50,0.00016779622819740325,0.0,0.0007120094584929642,0.0049261083,128,50,0.1,50,70,1,Adam
50,0.0004461788630578667,0.0,0.0012688034568486615,0.0049261083,128,50,0.1,50,70,2,Adam
50,0.00016323830641340464,0.0,0.0009025278821784838,0.0049261083,128,50,0.1,70,30,1,Adam
50,0.00025393854593858123,0.0,0.0010588257929099163,0.0049261083,128,50,0.1,70,30,2,Adam
50,2.9601282221847214e-05,0.0,0.0008954917375466286,0.0049261083,128,50,0.1,70,50,1,Adam
50,0.0002700188779272139,0.0,0.0013349125456532894,0.0049261083,128,50,0.1,70,50,2,Adam
50,0.00020963391580153257,0.0,0.0006800869042787866,0.0049261083,128,50,0.1,70,70,1,Adam
50,0.00026914451154880226,0.0,0.001813059681315397,0.0049261083,128,50,0.1,70,70,2,Adam
50,0.0002009594172704965,0.0,0.0010356220128267012,0.0049261083,128,50,0.01,30,30,1,Adam
50,0.0001442554494133219,0.0,0.0007407759824363982,0.0049261083,128,50,0.01,30,30,2,Adam
50,0.00016373521066270769,0.0,0.0008735918443365564,0.0049261083,128,50,0.01,30,50,1,Adam
50,0.00015501976304221898,0.0,0.0008183513731314924,0.0049261083,128,50,0.01,30,50,2,Adam
50,0.00020781350031029433,0.0,0.0009750974802713235,0.0049261083,128,50,0.01,30,70,1,Adam
50,0.00015614167205058038,0.0,0.0007632980814199032,0.0049261083,128,50,0.01,30,70,2,Adam
50,0.0001701447181403637,0.0,0.0009040415139061404,0.0049261083,128,50,0.01,50,30,1,Adam
50,0.0001448921102564782,0.0,0.000701096844503867,0.0049261083,128,50,0.01,50,30,2,Adam
50,0.00018164966604672372,0.0,0.000947511333426268,0.0049261083,128,50,0.01,50,50,1,Adam
50,0.0001868613326223567,0.0,0.000820954921517723,0.0049261083,128,50,0.01,50,50,2,Adam
50,0.00017530619516037405,0.0,0.0008310936282393454,0.0049261083,128,50,0.01,50,70,1,Adam
50,0.00016797412536107004,0.0,0.0007238111962229381,0.0049261083,128,50,0.01,50,70,2,Adam
50,0.0001881733041955158,0.0,0.0009739403733341344,0.0049261083,128,50,0.01,70,30,1,Adam
50,0.00016140576917678118,0.0,0.000863796417725277,0.0049261083,128,50,0.01,70,30,2,Adam
50,0.00017290317919105291,0.0,0.0009104815619112236,0.0049261083,128,50,0.01,70,50,1,Adam
50,0.00016690485063008964,0.0,0.0005799623305468907,0.0049261083,128,50,0.01,70,50,2,Adam
50,0.00017573704826645553,0.0,0.0008777408221773253,0.0049261083,128,50,0.01,70,70,1,Adam
50,0.00014307389210443944,0.0,0.0006177390405444859,0.0049261083,128,50,0.01,70,70,2,Adam
50,0.001019633375108242,0.0,0.0053012410288887655,0.0049261083,128,50,0.001,30,30,1,Adam
50,0.0010185695718973875,0.0,0.006088633815129402,0.0049261083,128,50,0.001,30,30,2,Adam
50,0.00048636505380272865,0.0,0.005937142926153585,0.0049261083,128,50,0.001,30,50,1,Adam
50,0.0007863108185119927,0.0,0.0062008170076081615,0.0049261083,128,50,0.001,30,50,2,Adam
50,0.000661433965433389,0.0,0.007292868998452213,0.0049261083,128,50,0.001,30,70,1,Adam
50,0.0007980588707141578,0.0,0.005367897418809348,0.0049261083,128,50,0.001,30,70,2,Adam
50,0.0008508482133038342,0.0,0.005059604677532254,0.0049261083,128,50,0.001,50,30,1,Adam
