round_epochs,loss,acc,batch_size,epochs,lr,lstm1_nodes,lstm2_nodes,lstm3_nodes,lstm_layers,optimizer
50,0.00023344011587679995,0.006802721,128,50,0.01,50,70,70,2,Adam
50,0.00028196519245092636,0.006802721,128,50,0.01,70,30,30,1,Adam
50,0.0001998355348442434,0.006802721,128,50,0.01,70,30,30,2,Adam
50,0.0002191421262235666,0.006802721,128,50,0.01,70,30,50,1,Adam
50,0.00020385840250381908,0.006802721,128,50,0.01,70,30,50,2,Adam
50,0.00020619106318027123,0.006802721,128,50,0.01,70,30,70,1,Adam
50,0.00018200869495793543,0.006802721,128,50,0.01,70,30,70,2,Adam
50,0.00024424127708339656,0.006802721,128,50,0.01,70,50,30,1,Adam
50,0.00026044443094877995,0.006802721,128,50,0.01,70,50,30,2,Adam
50,0.00021729625141419167,0.006802721,128,50,0.01,70,50,50,1,Adam
50,0.00020722220375121026,0.006802721,128,50,0.01,70,50,50,2,Adam
50,0.00019421598125252316,0.006802721,128,50,0.01,70,50,70,1,Adam
50,0.000297353723766298,0.006802721,128,50,0.01,70,50,70,2,Adam
50,0.00028953449004709875,0.006802721,128,50,0.01,70,70,30,1,Adam
50,0.00020377676259666097,0.006802721,128,50,0.01,70,70,30,2,Adam
50,0.00019889533659126483,0.006802721,128,50,0.01,70,70,50,1,Adam
50,0.0002418358193125994,0.006802721,128,50,0.01,70,70,50,2,Adam
50,0.0002427337942678611,0.006802721,128,50,0.01,70,70,70,1,Adam
50,0.0002176513368553691,0.006802721,128,50,0.01,70,70,70,2,Adam
50,0.009326058433574884,0.006802721,128,50,0.001,30,30,30,1,Adam
50,0.012034840216594083,0.006802721,128,50,0.001,30,30,30,2,Adam
50,0.006859978689450999,0.006802721,128,50,0.001,30,30,50,1,Adam
50,0.009126192693706273,0.006802721,128,50,0.001,30,30,50,2,Adam
50,0.006684461937976532,0.006802721,128,50,0.001,30,30,70,1,Adam
50,0.008123120999432543,0.006802721,128,50,0.001,30,30,70,2,Adam
50,0.009753994979471171,0.006802721,128,50,0.001,30,50,30,1,Adam
50,0.008380056688321286,0.006802721,128,50,0.001,30,50,30,2,Adam
50,0.008835379148320275,0.006802721,128,50,0.001,30,50,50,1,Adam
50,0.008611227848193272,0.006802721,128,50,0.001,30,50,50,2,Adam
50,0.007283824027142152,0.006802721,128,50,0.001,30,50,70,1,Adam
50,0.006684554877000398,0.006802721,128,50,0.001,30,50,70,2,Adam
50,0.008882442514608506,0.006802721,128,50,0.001,30,70,30,1,Adam
50,0.007092477303935962,0.006802721,128,50,0.001,30,70,30,2,Adam
50,0.008230748478652669,0.006802721,128,50,0.001,30,70,50,1,Adam
50,0.006742613434436775,0.006802721,128,50,0.001,30,70,50,2,Adam
50,0.0065372623154754134,0.006802721,128,50,0.001,30,70,70,1,Adam
50,0.005760154300401,0.006802721,128,50,0.001,30,70,70,2,Adam
50,0.006947921839270259,0.006802721,128,50,0.001,50,30,30,1,Adam
50,0.009459789728327674,0.006802721,128,50,0.001,50,30,30,2,Adam
50,0.005623973256648601,0.006802721,128,50,0.001,50,30,50,1,Adam
50,0.007277830307479618,0.006802721,128,50,0.001,50,30,50,2,Adam
50,0.005781671019638477,0.006802721,128,50,0.001,50,30,70,1,Adam
50,0.0076028084395085875,0.006802721,128,50,0.001,50,30,70,2,Adam
50,0.00762017962022298,0.006802721,128,50,0.001,50,50,30,1,Adam
50,0.009169605395877037,0.006802721,128,50,0.001,50,50,30,2,Adam
50,0.006585610992446238,0.006802721,128,50,0.001,50,50,50,1,Adam
50,0.00704049858815816,0.006802721,128,50,0.001,50,50,50,2,Adam
50,0.00620572245838184,0.006802721,128,50,0.001,50,50,70,1,Adam
50,0.005576637225086186,0.006802721,128,50,0.001,50,50,70,2,Adam
50,0.007866764327093047,0.006802721,128,50,0.001,50,70,30,1,Adam
50,0.0069418164812737986,0.006802721,128,50,0.001,50,70,30,2,Adam
50,0.005857661299939666,0.006802721,128,50,0.001,50,70,50,1,Adam
50,0.006130624877694411,0.006802721,128,50,0.001,50,70,50,2,Adam
50,0.005635588616766289,0.006802721,128,50,0.001,50,70,70,1,Adam
50,0.006220642162081437,0.006802721,128,50,0.001,50,70,70,2,Adam
50,0.006466028971128723,0.006802721,128,50,0.001,70,30,30,1,Adam
50,0.008905016265961588,0.006802721,128,50,0.001,70,30,30,2,Adam
50,0.005470487387331367,0.006802721,128,50,0.001,70,30,50,1,Adam
50,0.007158988389839121,0.006802721,128,50,0.001,70,30,50,2,Adam
50,0.005177499805608777,0.006802721,128,50,0.001,70,30,70,1,Adam
50,0.00615728811557297,0.006802721,128,50,0.001,70,30,70,2,Adam
50,0.0064748934831242175,0.006802721,128,50,0.001,70,50,30,1,Adam
50,0.007396637119961028,0.006802721,128,50,0.001,70,50,30,2,Adam
50,0.005161427677336599,0.006802721,128,50,0.001,70,50,50,1,Adam
50,0.0067126249108894346,0.006802721,128,50,0.001,70,50,50,2,Adam
50,0.005357541799621314,0.006802721,128,50,0.001,70,50,70,1,Adam
50,0.006317911732967208,0.006802721,128,50,0.001,70,50,70,2,Adam
50,0.007326190765364235,0.006802721,128,50,0.001,70,70,30,1,Adam
50,0.00566606385772731,0.006802721,128,50,0.001,70,70,30,2,Adam
50,0.005858361252209767,0.006802721,128,50,0.001,70,70,50,1,Adam
50,0.00540563816420075,0.006802721,128,50,0.001,70,70,50,2,Adam
50,0.0055780618191779065,0.006802721,128,50,0.001,70,70,70,1,Adam
50,0.005704988554424169,0.006802721,128,50,0.001,70,70,70,2,Adam
80,7.004615153640597e-05,0.006802721,128,80,0.1,30,30,30,1,Adam
80,7.2600405956666e-05,0.006802721,128,80,0.1,30,30,30,2,Adam
80,5.500347655544495e-05,0.006802721,128,80,0.1,30,30,50,1,Adam
80,0.00011429849844865444,0.006802721,128,80,0.1,30,30,50,2,Adam
80,0.0002157530671327698,0.006802721,128,80,0.1,30,30,70,1,Adam
80,0.00026662405934675795,0.006802721,128,80,0.1,30,30,70,2,Adam
80,6.570674274686953e-05,0.006802721,128,80,0.1,30,50,30,1,Adam
80,0.00047324450296939026,0.006802721,128,80,0.1,30,50,30,2,Adam
80,4.953859935413261e-05,0.006802721,128,80,0.1,30,50,50,1,Adam
80,0.00011572931464729818,0.006802721,128,80,0.1,30,50,50,2,Adam
80,6.15761787880079e-05,0.006802721,128,80,0.1,30,50,70,1,Adam
80,0.00034475942158344565,0.006802721,128,80,0.1,30,50,70,2,Adam
80,0.00034428942912150505,0.006802721,128,80,0.1,30,70,30,1,Adam
80,8.229706021616565e-05,0.006802721,128,80,0.1,30,70,30,2,Adam
80,0.00031229885268107464,0.006802721,128,80,0.1,30,70,50,1,Adam
80,0.00010923070371385385,0.006802721,128,80,0.1,30,70,50,2,Adam
80,5.177672836394208e-05,0.006802721,128,80,0.1,30,70,70,1,Adam
80,3.592101983776709e-05,0.006802721,128,80,0.1,30,70,70,2,Adam
80,0.00013172716536574212,0.006802721,128,80,0.1,50,30,30,1,Adam
80,6.614254830527075e-05,0.006802721,128,80,0.1,50,30,30,2,Adam
80,0.001114422113311534,0.006802721,128,80,0.1,50,30,50,1,Adam
80,7.674155885917547e-05,0.006802721,128,80,0.1,50,30,50,2,Adam
80,0.0005133020427065337,0.006802721,128,80,0.1,50,30,70,1,Adam
80,3.0060904080738777e-05,0.006802721,128,80,0.1,50,30,70,2,Adam
80,0.00013082967391518755,0.006802721,128,80,0.1,50,50,30,1,Adam
80,4.032970378694099e-05,0.006802721,128,80,0.1,50,50,30,2,Adam
80,0.0005346469349088464,0.006802721,128,80,0.1,50,50,50,1,Adam
80,7.268417440315228e-05,0.006802721,128,80,0.1,50,50,50,2,Adam
80,0.009006733318702095,0.006802721,128,80,0.1,50,50,70,1,Adam
80,3.7983728330788284e-05,0.006802721,128,80,0.1,50,50,70,2,Adam
80,0.0001430251279188127,0.006802721,128,80,0.1,50,70,30,1,Adam
80,0.02361423500693169,0.0,128,80,0.1,50,70,30,2,Adam
80,0.00022076579125805562,0.006802721,128,80,0.1,50,70,50,1,Adam
80,0.00010026259084278084,0.006802721,128,80,0.1,50,70,50,2,Adam
80,0.023825324526956293,0.0,128,80,0.1,50,70,70,1,Adam
80,0.0004304017657596225,0.006802721,128,80,0.1,50,70,70,2,Adam
80,0.0023126113260177527,0.006802721,128,80,0.1,70,30,30,1,Adam
80,8.160817801859705e-05,0.006802721,128,80,0.1,70,30,30,2,Adam
80,0.002792391343181636,0.006802721,128,80,0.1,70,30,50,1,Adam
80,7.345746609867e-05,0.006802721,128,80,0.1,70,30,50,2,Adam
80,0.024003142427627733,0.0,128,80,0.1,70,30,70,1,Adam
80,0.00042137200518457384,0.006802721,128,80,0.1,70,30,70,2,Adam
80,0.0003823001598179036,0.006802721,128,80,0.1,70,50,30,1,Adam
80,2.7661523442172136e-05,0.006802721,128,80,0.1,70,50,30,2,Adam
80,0.0012516082560668897,0.006802721,128,80,0.1,70,50,50,1,Adam
80,0.003332294409676474,0.006802721,128,80,0.1,70,50,50,2,Adam
80,0.008881614058829692,0.006802721,128,80,0.1,70,50,70,1,Adam
80,5.8573390461930526e-05,0.006802721,128,80,0.1,70,50,70,2,Adam
80,0.01063785586683523,0.006802721,128,80,0.1,70,70,30,1,Adam
80,0.02357607631354916,0.0,128,80,0.1,70,70,30,2,Adam
80,0.0009975994574412906,0.006802721,128,80,0.1,70,70,50,1,Adam
80,0.00027026899545421813,0.006802721,128,80,0.1,70,70,50,2,Adam
80,0.02357439333129497,0.0,128,80,0.1,70,70,70,1,Adam
80,0.023857089912607557,0.0,128,80,0.1,70,70,70,2,Adam
80,0.00015540383391867893,0.006802721,128,80,0.01,30,30,30,1,Adam
80,0.00016564763840889798,0.006802721,128,80,0.01,30,30,30,2,Adam
80,0.0001275067159836339,0.006802721,128,80,0.01,30,30,50,1,Adam
80,0.0002290730090015156,0.006802721,128,80,0.01,30,30,50,2,Adam
80,0.00011743343296440216,0.006802721,128,80,0.01,30,30,70,1,Adam
80,0.0001223646638400973,0.006802721,128,80,0.01,30,30,70,2,Adam
80,0.00031555683435602935,0.006802721,128,80,0.01,30,50,30,1,Adam
80,0.00012016340443384548,0.006802721,128,80,0.01,30,50,30,2,Adam
80,0.00016341412022787458,0.006802721,128,80,0.01,30,50,50,1,Adam
80,0.00012790253414114348,0.006802721,128,80,0.01,30,50,50,2,Adam
80,0.0001495825934299461,0.006802721,128,80,0.01,30,50,70,1,Adam
80,0.00010038997766523793,0.006802721,128,80,0.01,30,50,70,2,Adam
80,0.0001726546525249581,0.006802721,128,80,0.01,30,70,30,1,Adam
80,0.00015177188663296782,0.006802721,128,80,0.01,30,70,30,2,Adam
80,0.0001387435619281383,0.006802721,128,80,0.01,30,70,50,1,Adam
80,0.0001314471077928668,0.006802721,128,80,0.01,30,70,50,2,Adam
80,0.00012057285931980598,0.006802721,128,80,0.01,30,70,70,1,Adam
80,0.00015588444611097237,0.006802721,128,80,0.01,30,70,70,2,Adam
80,0.00017804659404225653,0.006802721,128,80,0.01,50,30,30,1,Adam
80,6.0122760990198995e-05,0.006802721,128,80,0.01,50,30,30,2,Adam
80,0.00016081390536523292,0.006802721,128,80,0.01,50,30,50,1,Adam
80,7.646470243542068e-05,0.006802721,128,80,0.01,50,30,50,2,Adam
80,0.00017220610701225596,0.006802721,128,80,0.01,50,30,70,1,Adam
80,0.00018038939386463666,0.006802721,128,80,0.01,50,30,70,2,Adam
80,0.00011861687499378827,0.006802721,128,80,0.01,50,50,30,1,Adam
80,7.814877469735664e-05,0.006802721,128,80,0.01,50,50,30,2,Adam
80,0.000148911782137283,0.006802721,128,80,0.01,50,50,50,1,Adam
80,0.00011938983308417457,0.006802721,128,80,0.01,50,50,50,2,Adam
80,0.00010755905245199521,0.006802721,128,80,0.01,50,50,70,1,Adam
80,0.00019209165356540102,0.006802721,128,80,0.01,50,50,70,2,Adam
80,0.00010329760817159918,0.006802721,128,80,0.01,50,70,30,1,Adam
80,8.709485544906264e-05,0.006802721,128,80,0.01,50,70,30,2,Adam
80,0.0001485523196631412,0.006802721,128,80,0.01,50,70,50,1,Adam
80,0.00016483421290240275,0.006802721,128,80,0.01,50,70,50,2,Adam
80,0.00021455916480064632,0.006802721,128,80,0.01,50,70,70,1,Adam
80,0.00010703540116379854,0.006802721,128,80,0.01,50,70,70,2,Adam
80,0.0001483112707263695,0.006802721,128,80,0.01,70,30,30,1,Adam
80,6.2508121798873e-05,0.006802721,128,80,0.01,70,30,30,2,Adam
80,0.00013992079667474592,0.006802721,128,80,0.01,70,30,50,1,Adam
80,9.626221839005134e-05,0.006802721,128,80,0.01,70,30,50,2,Adam
80,0.00012323827903775567,0.006802721,128,80,0.01,70,30,70,1,Adam
80,6.205086262160548e-05,0.006802721,128,80,0.01,70,30,70,2,Adam
80,0.00014461664289717568,0.006802721,128,80,0.01,70,50,30,1,Adam
80,5.544727388709993e-05,0.006802721,128,80,0.01,70,50,30,2,Adam
80,0.00017711322444873595,0.006802721,128,80,0.01,70,50,50,1,Adam
80,8.167965838734731e-05,0.006802721,128,80,0.01,70,50,50,2,Adam
80,0.00020816252829402456,0.006802721,128,80,0.01,70,50,70,1,Adam
80,6.274971116110873e-05,0.006802721,128,80,0.01,70,50,70,2,Adam
80,0.00014075873995581515,0.006802721,128,80,0.01,70,70,30,1,Adam
80,4.484668279226654e-05,0.006802721,128,80,0.01,70,70,30,2,Adam
80,0.00019918738021539067,0.006802721,128,80,0.01,70,70,50,1,Adam
80,5.206979361666069e-05,0.006802721,128,80,0.01,70,70,50,2,Adam
80,0.0001319667462419503,0.006802721,128,80,0.01,70,70,70,1,Adam
80,7.566283895765973e-05,0.006802721,128,80,0.01,70,70,70,2,Adam
80,0.004581650099748758,0.006802721,128,80,0.001,30,30,30,1,Adam
80,0.003345919874351041,0.006802721,128,80,0.001,30,30,30,2,Adam
80,0.002557972632190149,0.006802721,128,80,0.001,30,30,50,1,Adam
80,0.002524517749778318,0.006802721,128,80,0.001,30,30,50,2,Adam
80,0.003156928988617091,0.006802721,128,80,0.001,30,30,70,1,Adam
80,0.002121710829867595,0.006802721,128,80,0.001,30,30,70,2,Adam
80,0.003999941481822202,0.006802721,128,80,0.001,30,50,30,1,Adam
80,0.002634211916945317,0.006802721,128,80,0.001,30,50,30,2,Adam
80,0.004747564191644897,0.006802721,128,80,0.001,30,50,50,1,Adam
80,0.0013038617167558497,0.006802721,128,80,0.001,30,50,50,2,Adam
80,0.0032221658771452145,0.006802721,128,80,0.001,30,50,70,1,Adam
80,0.0019429444096234886,0.006802721,128,80,0.001,30,50,70,2,Adam
80,0.003997203922469397,0.006802721,128,80,0.001,30,70,30,1,Adam
80,0.003365473149401345,0.006802721,128,80,0.001,30,70,30,2,Adam
80,0.003301193616131232,0.006802721,128,80,0.001,30,70,50,1,Adam
80,0.0012141764318399435,0.006802721,128,80,0.001,30,70,50,2,Adam
80,0.0024904167516391447,0.006802721,128,80,0.001,30,70,70,1,Adam
80,0.0013601641173848287,0.006802721,128,80,0.001,30,70,70,2,Adam
80,0.0029516712759247647,0.006802721,128,80,0.001,50,30,30,1,Adam
80,0.002484347319648582,0.006802721,128,80,0.001,50,30,30,2,Adam
80,0.0025201439722852947,0.006802721,128,80,0.001,50,30,50,1,Adam
80,0.0014861576214787505,0.006802721,128,80,0.001,50,30,50,2,Adam
80,0.0026927496659803858,0.006802721,128,80,0.001,50,30,70,1,Adam
80,0.0020244066749198907,0.006802721,128,80,0.001,50,30,70,2,Adam
80,0.0034474658155750457,0.006802721,128,80,0.001,50,50,30,1,Adam
80,0.0019196702997345907,0.006802721,128,80,0.001,50,50,30,2,Adam
80,0.0028484983727665378,0.006802721,128,80,0.001,50,50,50,1,Adam
80,0.001290621471173149,0.006802721,128,80,0.001,50,50,50,2,Adam
80,0.0017324576837796288,0.006802721,128,80,0.001,50,50,70,1,Adam
80,0.0012259192738625013,0.006802721,128,80,0.001,50,50,70,2,Adam
80,0.002824217554650643,0.006802721,128,80,0.001,50,70,30,1,Adam
80,0.0016532228961840373,0.006802721,128,80,0.001,50,70,30,2,Adam
80,0.002353930072130344,0.006802721,128,80,0.001,50,70,50,1,Adam
80,0.0012402603272855485,0.006802721,128,80,0.001,50,70,50,2,Adam
80,0.0029282997723440733,0.006802721,128,80,0.001,50,70,70,1,Adam
80,0.0016313866556932528,0.006802721,128,80,0.001,50,70,70,2,Adam
80,0.002828309665668477,0.006802721,128,80,0.001,70,30,30,1,Adam
80,0.0018755369954330681,0.006802721,128,80,0.001,70,30,30,2,Adam
80,0.0018871936560640125,0.006802721,128,80,0.001,70,30,50,1,Adam
80,0.0014710343212402444,0.006802721,128,80,0.001,70,30,50,2,Adam
80,0.0016576790466245744,0.006802721,128,80,0.001,70,30,70,1,Adam
80,0.0010614315939585673,0.006802721,128,80,0.001,70,30,70,2,Adam
80,0.0030298567167958436,0.006802721,128,80,0.001,70,50,30,1,Adam
80,0.0018886489830087542,0.006802721,128,80,0.001,70,50,30,2,Adam
80,0.0022087283004835552,0.006802721,128,80,0.001,70,50,50,1,Adam
80,0.0014420662643102814,0.006802721,128,80,0.001,70,50,50,2,Adam
80,0.0019445028801473986,0.006802721,128,80,0.001,70,50,70,1,Adam
80,0.001523804271967486,0.006802721,128,80,0.001,70,50,70,2,Adam
80,0.002875524200815834,0.006802721,128,80,0.001,70,70,30,1,Adam
80,0.0012812516473860917,0.006802721,128,80,0.001,70,70,30,2,Adam
80,0.002362571548999978,0.006802721,128,80,0.001,70,70,50,1,Adam
80,0.0011279751233072306,0.006802721,128,80,0.001,70,70,50,2,Adam
80,0.0016719082063127333,0.006802721,128,80,0.001,70,70,70,1,Adam
80,0.0011325200190482547,0.006802721,128,80,0.001,70,70,70,2,Adam
