round_epochs,val_loss,val_acc,loss,acc,batch_size,epochs,lr,lstm1_nodes,lstm2_nodes,lstm3_nodes,lstm_layers,optimizer
20,0.001171011826954782,0.0,0.0006200957905446875,0.004854369,64,20,0.1,30,30,30,1,Adam
20,8.783225348452106e-05,0.0,0.0007745822856555358,0.004854369,64,20,0.1,30,30,30,2,Adam
20,0.00154939666390419,0.0,0.0008612164562947831,0.004854369,64,20,0.1,30,30,50,1,Adam
20,9.972987754736096e-05,0.0,0.0004527312692128194,0.004854369,64,20,0.1,30,30,50,2,Adam
20,0.0016895985463634133,0.0,0.004557006666888889,0.004854369,64,20,0.1,30,30,70,1,Adam
20,0.0002525844320189208,0.0,0.0012197387653393942,0.004854369,64,20,0.1,30,30,70,2,Adam
20,0.0011911470210179687,0.0,0.0015474612309226712,0.004854369,64,20,0.1,30,50,30,1,Adam
20,0.026188373565673828,0.0,0.021910476199920894,0.004854369,64,20,0.1,30,50,30,2,Adam
20,0.0005401087692007422,0.0,0.001241887438685172,0.004854369,64,20,0.1,30,50,50,1,Adam
20,0.02385883778333664,0.0,0.021949155780586226,0.004854369,64,20,0.1,30,50,50,2,Adam
20,0.0008138440316542983,0.0,0.0021902863603103363,0.004854369,64,20,0.1,30,50,70,1,Adam
20,0.02638743259012699,0.0,0.021985531775552094,0.004854369,64,20,0.1,30,50,70,2,Adam
20,0.00014573868247680366,0.0,0.001529218063738369,0.004854369,64,20,0.1,30,70,30,1,Adam
20,0.011925051920115948,0.0,0.008109871994306161,0.004854369,64,20,0.1,30,70,30,2,Adam
20,0.001710081472992897,0.0,0.0008620291454401048,0.004854369,64,20,0.1,30,70,50,1,Adam
20,0.0011468626325950027,0.0,0.0038366804342463757,0.004854369,64,20,0.1,30,70,50,2,Adam
20,0.002102683298289776,0.0,0.0006973310418933341,0.004854369,64,20,0.1,30,70,70,1,Adam
20,0.1893259435892105,0.0,0.10206140490990241,0.004854369,64,20,0.1,30,70,70,2,Adam
20,0.004176415503025055,0.0,0.0007085280257810667,0.004854369,64,20,0.1,50,30,30,1,Adam
20,0.005117787979543209,0.0,0.0019181829609329478,0.004854369,64,20,0.1,50,30,30,2,Adam
20,0.00039779319195076823,0.0,0.0010332525832108357,0.004854369,64,20,0.1,50,30,50,1,Adam
