Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,MA_20_L1,MA_20_L2,BIAS_24_L1
2017-01-20,19137.91015625,125800000.0,19002.659765625,19274.909375,19690.39902500437,18859.419724995623,50.16887033552194,19140.88740430304,19063.986157354724,76.9012469483132,165.057040752387,-88.1557938040738,0.34427063534716673,0.4609625088018274,-0.44030087889985203,-0.7580711296567609,0.5,0.4583333333333333,58.44631870757575,58.856278173106915,36.88749598349647,0.12315873703080665,65.66015625,19072.25,19287.59384765625,19304.0388671875,-1.122617825643907
2017-01-23,18891.029296875,124800000.0,18961.817578125,19244.734375,19679.263692330704,18810.205057669296,31.040882466180477,19102.44769546796,19051.17453805993,51.273157408024424,142.3002640835145,-91.02710667549007,-1.2900095013476398,-0.4900185558686381,-1.4241511962711846,-1.9614963419621327,0.4166666666666667,0.4166666666666667,90.07213216474057,14.061746945255575,37.76420581861024,-3.5884715331915897,-246.880859375,19137.91015625,19274.909375,19287.59384765625,-0.7580711296567609
2017-01-24,18787.990234375,131500000.0,18956.709765625,19211.909375,19679.07997172904,18744.738778270963,33.93063631051856,19054.069624530577,19031.67940445364,22.390220076937112,118.31825528219902,-95.92803520526189,-0.5454391122936059,-0.7651048187996756,-1.6484646158582137,-2.393703581356914,0.4166666666666667,0.375,100.0,0.0,24.306008372787442,-3.7534494901393183,-103.0390625,18891.029296875,19244.734375,19274.909375,-1.9614963419621327
2017-01-25,19057.5,125400000.0,18989.3359375,19193.40087890625,19654.200224649463,18732.60153316304,62.92477096874993,19054.5973746028,19033.592041160777,21.005333442019037,98.85567091416306,-77.85033747214398,1.4344789531128128,0.4426796634980612,-0.06463363191166474,-0.9198580279201332,0.5,0.375,63.21686188163416,53.97870409488491,22.680150346713443,-2.0398033575630907,269.509765625,18787.990234375,19211.909375,19244.734375,-2.393703581356914
2017-01-26,19402.390625,145200000.0,19055.3640625,19193.68837890625,19655.001472508367,18732.37528530413,71.02979342685047,19108.104028510057,19060.910454778492,47.193573731561635,88.52325147764275,-41.32967774608112,1.8097369801915253,1.806113011549538,1.6990694030402471,0.8708739752851492,0.5833333333333334,0.4166666666666667,7.794739217858754,100.0,51.326234698294904,0.5230240579733316,344.890625,19057.5,19193.40087890625,19211.909375,-0.9198580279201332
2017-01-27,19467.400390625,134600000.0,19121.262109375,19196.90537109375,19664.86336739388,18728.947374793617,68.04355775147822,19163.38039191236,19091.02082039676,72.35957151560069,85.29051548523435,-12.930943969633644,0.3350605957867628,1.7954556909277826,1.9940556817375816,1.2148005902439625,0.5833333333333334,0.4166666666666667,0.0,100.0,84.65956803162824,0.5305046208608601,65.009765625,19402.390625,19193.68837890625,19193.40087890625,0.8708739752851492
2017-01-30,19368.849609375,97800000.0,19216.826171875,19195.26181640625,19660.55417759613,18729.96945521637,60.237759210355435,19194.991040752764,19111.60073069144,83.39031006132426,84.91047440045233,-1.5201643391280584,-0.5062349326182223,1.0766999570321656,1.3740908893663093,0.7189199801193075,0.5833333333333334,0.4166666666666667,14.505344134675644,85.49465586532435,95.16488528844141,1.2236951725666907,-98.55078125,19467.400390625,19196.90537109375,19193.68837890625,1.2148005902439625
2017-01-31,19041.33984375,133900000.0,19267.49609375,19190.07177734375,19659.77934948588,18720.36420520162,56.21883873636986,19171.352395060032,19106.39622054763,64.95617451240105,80.91961442284206,-15.963439910441025,-1.6909097454423792,-0.7621524891634389,-0.2330354852756712,-0.9011948039407066,0.5,0.4166666666666667,62.71035882457786,37.28964117542216,74.26143234691546,-1.2751381329602465,-327.509765625,19368.849609375,19195.26181640625,19196.90537109375,0.7189199801193075
2017-02-01,19148.080078125,131500000.0,19285.612109375,19191.75732421875,19660.607323444518,18722.907324992982,64.85260661369011,19167.772038608487,19109.483913701508,58.288124906976,76.39331651966886,-18.105191612692852,0.5605710273063358,-0.5170170844714872,0.30308812123449186,-0.29193258128027744,0.5833333333333334,0.4583333333333333,46.999637783233396,53.00036221676662,58.594886419171,0.2767173552227869,106.740234375,19041.33984375,19190.07177734375,19195.26181640625,-0.9011948039407066
2017-02-02,18914.580078125,136500000.0,19188.05,19157.7783203125,19602.954541884617,18712.602098740383,43.92451200983037,19128.819429303334,19095.046592547696,33.7728367556374,67.86922056686258,-34.096383811225174,-1.2194434065833748,-1.6083905710824369,-0.9637372192128736,-1.4033191559799116,0.5833333333333334,0.4166666666666667,81.36768451494575,18.632315485054246,36.307439625747634,0.5371176224058338,-233.5,19148.080078125,19191.75732421875,19190.07177734375,-0.29193258128027744
2017-02-03,18918.19921875,140900000.0,19078.209765625,19127.65380859375,19551.553153421395,18703.754463766105,21.004060970703,19096.41631998744,19081.9467870812,14.469532906234233,57.1892830347369,-42.719750128502675,0.01913413150094509,-1.174710189304688,-0.9550859896424776,-1.28077906243421,0.5833333333333334,0.4583333333333333,80.83499588912717,19.165004110872825,30.26589393756452,0.12612264504646878,3.619140625,18914.580078125,19157.7783203125,19191.75732421875,-1.4033191559799116
2017-02-06,18976.7109375,120500000.0,18999.78203125,19103.7728515625,19504.550504585462,18702.99519853953,20.384433122640914,19078.00010729706,19074.151538964077,3.8485683329854514,46.52114009438661,-42.67257176140116,0.3092879933942576,-0.4437388138624081,-0.6073227667550054,-0.939175373259728,0.5833333333333334,0.5,72.22286105249843,11.238888653354248,16.345402749760392,-0.5009323100315903,58.51171875,18918.19921875,19127.65380859375,19157.7783203125,-1.28077906243421
2017-02-07,18910.779296875,106100000.0,18973.669921875,19084.23984375,19482.65101194279,18685.828675557208,21.219959946595463,19052.273828770587,19062.04989140192,-9.776062631332023,35.261699549242884,-45.0377621805749,-0.34743449927728026,-0.3906723598418093,-0.8543588840468707,-1.2396139164272868,0.5,0.5,81.92710818782378,0.0,10.13463092140898,-1.1868111905668253,-65.931640625,18976.7109375,19103.7728515625,19127.65380859375,-0.939175373259728
2017-02-08,19007.599609375,102900000.0,18945.573828125,19066.386328125,19444.41146779401,18688.361188455998,47.014788676415186,19045.400871940496,19058.016537177704,-12.615665237208304,25.686226591952646,-38.30189182916095,0.5119847838105727,0.14897652986769538,-0.3974755308004325,-0.607114145229785,0.5833333333333334,0.5,67.67646568427347,17.39429453665041,9.544394396668176,0.6170670251370757,96.8203125,18910.779296875,19084.23984375,19103.7728515625,-1.2396139164272868
2017-02-09,18907.669921875,130500000.0,18944.191796875,19055.03486328125,19437.77816175067,18672.291564811832,28.46992891525803,19024.21149500734,19046.879750858985,-22.66825585164407,16.015330103233303,-38.683585954877366,-0.5257354403167893,-0.1667783976857546,-0.9728744103774402,-0.9974254616283362,0.5833333333333334,0.5,82.38476619770138,0.0,5.798098178883426,0.6370010097249833,-99.9296875,19007.599609375,19066.386328125,19084.23984375,-0.607114145229785
2017-02-10,19378.9296875,149400000.0,19036.337890625,19059.6173828125,19455.34773371614,18663.88703190886,79.16504125479344,19078.7835246216,19071.476042462018,7.307482159572826,14.273760514501207,-6.966278354928382,2.4924264468980484,1.905075875556744,1.3531174724403197,1.4868356631881736,0.5833333333333334,0.5416666666666666,13.0216927596893,100.0,39.13143151221676,1.6866309195854652,471.259765625,18907.669921875,19055.03486328125,19066.386328125,-0.9974254616283362
2017-02-13,19459.150390625,117900000.0,19132.82578125,19077.812890625,19510.189730850783,18645.43605039921,80.99389224478469,19137.30150400673,19100.192660844463,37.10884316227021,18.84077704405501,18.268066118215195,0.4139583786030495,1.8440745051077492,1.7475067750243982,1.871891106015872,0.5833333333333334,0.5833333333333334,1.4739236937421052,100.0,66.66666666666661,0.2925400623151303,80.220703125,19378.9296875,19059.6173828125,19055.03486328125,1.4868356631881736
2017-02-14,19238.98046875,142800000.0,19198.466015625,19099.08544921875,19519.044350814675,18679.126547622825,62.67820793159836,19152.944421659544,19110.47323920784,42.471182451707136,23.566858125585433,18.904324326121703,-1.131446735624558,0.4619313092457318,0.6965108521464765,0.7468865762286333,0.5,0.5416666666666666,40.80891333021613,60.07656946146381,86.6921898204879,-1.1733457847047783,-220.169921875,19459.150390625,19077.812890625,19059.6173828125,1.871891106015872
2017-02-15,19437.98046875,142800000.0,19284.5421875,19126.266015625,19559.85402251748,18692.67800873252,72.5801351493787,19196.796121211923,19134.733033988734,62.06308722318499,31.266103945105343,30.796983278079647,1.0343583451484708,1.037485093777588,1.7074063072294343,1.7216576557841257,0.5833333333333334,0.5833333333333334,5.256087262982323,96.16125627749169,85.41260857965179,0.3569177352770552,199.0,19238.98046875,19099.08544921875,19077.812890625,0.7468865762286333
2017-02-16,19347.529296875,137800000.0,19372.5140625,19140.02998046875,19583.255334826197,18696.804626111305,64.63912739213524,19219.985840544705,19150.49572012846,69.49012041624519,38.91090723933331,30.57921317691188,-0.4653321471354306,0.27203497741510946,1.099152620553385,1.2350144739376507,0.5833333333333334,0.5416666666666666,20.240262361966018,79.75973763803398,78.66585445899645,1.6080247274484811,-90.451171875,19437.98046875,19126.266015625,19099.08544921875,1.7216576557841257
2017-02-17,19234.619140625,143600000.0,19343.651953125,19144.8654296875,19589.998793502742,18699.732065872256,63.92444442965659,19222.23711748013,19156.727084609684,65.51003287045023,44.230732365556705,21.27930050489353,-0.5835895349606071,-0.5938770892066879,0.47128729931981,0.6136438290545415,0.5,0.5416666666666666,40.71427053598623,59.28572946401378,78.40224112651309,0.4519464204605206,-112.91015625,19347.529296875,19140.02998046875,19126.266015625,1.2350144739376507
2017-02-20,19251.080078125,98900000.0,19302.037890625,19162.86796875,19594.39676242991,18731.33917507009,41.11183829979062,19226.674496040883,19163.71619524045,62.95830080043379,47.97624605253212,14.982054747901671,0.08557974233673922,-0.3991221952488784,0.4101949782523361,0.6038075748140724,0.5833333333333334,0.5833333333333334,37.72940734811835,62.27059265188165,67.10535325130975,1.7790508624041164,16.4609375,19234.619140625,19144.8654296875,19140.02998046875,0.6136438290545415
2017-02-21,19381.439453125,100700000.0,19330.5296875,19192.5404296875,19597.686472038968,18787.39438733603,44.949582135930214,19250.48448943844,19179.843843972638,70.64064546580266,52.509125935186226,18.13151953061644,0.6771535647401277,0.3425681528914894,0.8869920573823725,1.1777436663694405,0.5833333333333334,0.5833333333333334,14.09133086365536,85.90866913634464,69.15499708407998,2.4486486743192684,130.359375,19251.080078125,19162.86796875,19144.8654296875,0.6038075748140724
2017-02-22,19379.869140625,156700000.0,19318.907421875,19208.65888671875,19616.672762295097,18800.6450111424,62.790573966700364,19270.389820390214,19194.660532613558,75.72928777666311,57.1531583034816,18.576129473181513,-0.00810214588961713,0.21261045677036014,0.7027078306563799,1.1018972539675316,0.5,0.5416666666666666,14.376075761975931,64.69032707028532,70.95652961950383,2.1244893514624628,-1.5703125,19381.439453125,19192.5404296875,19162.86796875,1.1777436663694405
2017-02-23,19371.4609375,140800000.0,19323.69375,19207.11240234375,19612.402743298364,18801.82206138914,40.765284541382414,19285.93922302249,19207.75685890144,78.18236412105398,61.35899946699608,16.823364654057894,-0.043386273993844086,0.2265901924276055,0.4586169341677554,1.0067551569925504,0.5,0.5,15.900735945147648,60.94554627696589,70.5148474945319,2.436079621008149,-8.408203125,19379.869140625,19208.65888671875,19192.5404296875,1.1018972539675316
2017-02-24,19283.5390625,148900000.0,19333.477734375,19197.9193359375,19587.201303281825,18808.63736859317,41.053591615831174,19285.569967557494,19213.370355464293,72.19961209320172,63.52712199223721,8.67249010096451,-0.4538732276500506,-0.1732268847531901,-0.1164486895385196,0.4626419262571363,0.4166666666666667,0.5,31.843616968529314,24.055666003976146,49.89717978374241,1.4517322481314268,-87.921875,19371.4609375,19207.11240234375,19208.65888671875,1.0067551569925504
2017-02-27,19107.470703125,124200000.0,19304.755859375,19184.850390625,19567.79949968914,18801.901281560866,34.891665583631934,19258.170080721728,19205.525936772494,52.6441439492337,61.350526383636506,-8.706382434402812,-0.9130500309323084,-0.9760626463727828,-1.1137178472680802,-0.5236198348460406,0.4166666666666667,0.5,63.770107452241476,0.0,28.333737426980637,1.0567181576342357,-176.068359375,19283.5390625,19197.9193359375,19207.11240234375,0.4626419262571363
2017-02-28,19118.990234375,132900000.0,19252.266015625,19188.73291015625,19567.333201921712,18810.132618390788,34.118000695116336,19236.757796668382,19199.11588474305,37.6419119253369,56.608803491976595,-18.966891566639692,0.06028810107303211,-0.8031873750213185,-0.9430536980100356,-0.4769224431206456,0.4166666666666667,0.5,61.68126987724804,4.2046880346754865,9.420118012883828,-1.3413509276142783,11.51953125,19107.470703125,19184.850390625,19197.9193359375,-0.5236198348460406
2017-03-01,19393.5390625,132300000.0,19255.0,19201.005859375,19589.32822706958,18812.68349168042,51.08025068093285,19260.877991411708,19213.517601613934,47.360389797777316,54.75912075313674,-7.398730955359419,1.4360006713710998,0.610752698631416,0.5078766956289413,0.9541677884546744,0.4166666666666667,0.5,18.656558924802845,100.0,34.73489601155845,-0.33717468033244724,274.548828125,19118.990234375,19188.73291015625,19184.850390625,-0.4769224431206456
2017-03-02,19564.80078125,146200000.0,19293.66796875,19233.51689453125,19629.279190647565,18837.754598414936,62.6712631249314,19307.635343694525,19239.538577883268,68.09676581125314,57.42664976476003,10.670116046493119,0.8830864660548596,1.3371948983019286,1.2529701847040462,1.824169038602564,0.5,0.5,0.0,100.0,68.06822934489178,1.6935425088103395,171.26171875,19393.5390625,19201.005859375,19188.73291015625,0.9541677884546744
2017-03-03,19469.169921875,111000000.0,19330.794140625,19261.0654296875,19641.60915962913,18880.521699745863,55.980099407333384,19332.486817260757,19256.54830706785,75.93851019290742,61.12902185038949,14.809488342517927,-0.4887903559265893,0.7568816747909703,0.7445041544589139,1.3044238478356631,0.4166666666666667,0.5,20.910686602349745,79.08931339765026,93.02977113255005,0.16045624274158818,-95.630859375,19564.80078125,19233.51689453125,19201.005859375,1.824169038602564
2017-03-06,19379.140625,88000000.0,19385.128125,19281.1869140625,19641.479696072067,18920.894132052927,55.83606369736597,19339.664326143717,19265.629219507264,74.0351066364492,63.710238807601435,10.324867828847763,-0.4624198013385546,0.20833055246740964,0.26497425730615404,0.7621769644373475,0.4166666666666667,0.5,40.59653303609178,59.403466963908215,79.4975934538528,0.16338689886416574,-90.029296875,19469.169921875,19261.0654296875,19233.51689453125,1.3044238478356631
2017-03-07,19344.150390625,98800000.0,19430.16015625,19302.85546875,19621.108988795248,18984.601948704752,67.45475706227711,19340.354489910063,19271.445602553023,68.90888735703993,64.74996851748914,4.158918839550793,-0.18055617146335665,-0.17621831955255954,0.03669737558338487,0.5375383425297544,0.4166666666666667,0.4583333333333333,48.24751337800498,51.75248662199502,63.415088994517795,0.5694484990797739,-34.990234375,19379.140625,19281.1869140625,19261.0654296875,0.7621769644373475
2017-03-08,19254.029296875,103200000.0,19402.258203125,19315.176953125,19604.520385097152,19025.83352115285,58.924284276015165,19327.073690981597,19270.155505836134,56.91818514545957,63.18361184308323,-6.265426697623652,-0.4658829254846805,-0.7565444632185301,-0.4306220139993397,-0.004354959346900347,0.3333333333333333,0.4583333333333333,67.95343215760636,32.04656784239365,47.73417380943226,0.015319757322869363,-90.12109375,19344.150390625,19302.85546875,19281.1869140625,0.5375383425297544
2017-03-09,19318.580078125,101100000.0,19353.0140625,19335.7224609375,19556.677366310858,19114.767555564144,43.14295821705122,19325.76698131135,19273.742511190863,52.024470120486505,60.95178349856389,-8.927313378077374,0.3352585594147654,-0.3596588056586193,-0.06973704249321241,0.2440369501285216,0.3333333333333333,0.4583333333333333,53.838729377799986,46.16127062220002,43.32010836219621,-0.3243276906858678,64.55078125,19254.029296875,19315.176953125,19302.85546875,-0.004354959346900347
2017-03-10,19604.609375,155300000.0,19380.101953125,19347.0064453125,19596.803199935355,19097.209690689648,53.009639351233865,19368.665811109604,19298.25116776932,70.41464334028569,62.844355466908254,7.570287873377445,1.4805917190512332,1.0810174659569287,1.3116742800946486,1.5903261116425402,0.4166666666666667,0.4583333333333333,0.0,100.0,59.40261282153119,1.1596581625202458,286.029296875,19318.580078125,19335.7224609375,19315.176953125,0.2440369501285216
2017-03-13,19633.75,92600000.0,19431.023828125,19355.73642578125,19631.45854807321,19080.014303489297,63.83348272476844,19409.447994015816,19323.102933119742,86.34506089608112,67.54449655274283,18.800564343338294,0.1486417017681588,1.0882981853797258,1.3477896585326312,1.5827607505730368,0.5,0.5,0.0,100.0,82.05375687406666,1.3539973228980942,29.140625,19604.609375,19347.0064453125,19335.7224609375,1.5903261116425402
2017-03-14,19609.5,123300000.0,19484.09375,19374.26240234375,19665.47133268528,19083.05347200222,71.76972202739121,19440.22522570569,19344.317530666423,95.90769503927004,73.21713625004827,22.690558789221768,-0.12351181002100975,0.7642562155752609,1.0808823291289733,1.325816902968647,0.5,0.4583333333333333,4.607819487483996,93.61372719463832,97.87124239821276,1.6903584785112626,-24.25,19633.75,19355.73642578125,19347.0064453125,1.5827607505730368
2017-03-15,19577.380859375,115700000.0,19548.7640625,19381.232421875,19684.62612573441,19077.83871801559,72.1613094796229,19461.32609242405,19361.58148094113,99.74461148291813,78.52263129662224,21.22198018629588,-0.1637937766133762,0.3986701878985857,0.71202747327055,1.0142009548618482,0.5,0.4583333333333333,10.710879367612405,85.1551047490703,92.92294398123622,2.45930067642677,-32.119140625,19609.5,19374.26240234375,19355.73642578125,1.325816902968647
2017-03-16,19590.140625,122500000.0,19603.076171875,19393.36298828125,19709.52826834197,19077.197708220534,87.44141925321243,19481.14371282035,19378.511787908454,102.63192491189692,83.3444900196772,19.28743489221975,0.06517606066232166,0.17631963571927806,0.5745287200896043,1.0341603734591058,0.5,0.4583333333333333,8.286355792247315,88.51540760324457,89.09474651565105,2.464305828128386,12.759765625,19577.380859375,19381.232421875,19374.26240234375,1.0142009548618482
2017-03-17,19521.58984375,137100000.0,19586.472265625,19407.7115234375,19719.77796817321,19095.645078701797,72.41470031355263,19487.36619450184,19389.11016241524,98.2560320865996,86.32679843306168,11.929233653537919,-0.349924906422156,-0.3466412637552921,0.16771780262276864,0.667109457432481,0.4166666666666667,0.4166666666666667,21.78883505275899,70.46245955857769,81.37765730363083,0.6602754702858917,-68.55078125,19590.140625,19393.36298828125,19381.232421875,1.0341603734591058
2017-03-21,19455.880859375,101700000.0,19550.8984375,19417.9515625,19722.128168082087,19113.77495691791,18.019402797026586,19482.52229679001,19394.05613996781,88.46615682220362,86.75467011089006,1.7114867113135688,-0.3365964806193143,-0.5562371657350957,-0.1229269836911338,0.2815324859410244,0.3333333333333333,0.4166666666666667,46.842097141710866,53.157902858289134,70.71192334003713,-0.5567136772452281,-65.708984375,19521.58984375,19407.7115234375,19393.36298828125,0.667109457432481
2017-03-22,19041.380859375,136600000.0,19437.274609375,19400.9486328125,19746.580635057468,19055.316630567533,2.065058999427865,19414.654383341556,19367.932045109086,46.72233823246643,78.74820373520535,-32.02586550273891,-2.130461236866946,-2.181231086480719,-2.0715552002381816,-1.7712605625271745,0.3333333333333333,0.375,100.0,0.0,41.20678747228893,-2.1972640036355555,-414.5,19455.880859375,19417.9515625,19407.7115234375,0.2815324859410244
2017-03-23,19085.310546875,121000000.0,19338.860546875,19386.220703125,19758.283123404995,19014.158282845005,8.89150979521191,19363.98610080824,19346.997119313968,16.988981494268955,66.39635928701806,-49.4073777927491,0.2307064168530155,-1.5135416105685455,-1.7218674192787509,-1.4891170562868323,0.4166666666666667,0.4166666666666667,92.58406887069599,7.415931129304007,20.19127799586436,-1.5162183081841383,43.9296875,19041.380859375,19400.9486328125,19417.9515625,-1.7712605625271745
2017-03-24,19262.529296875,127700000.0,19273.33828125,19380.77412109375,19756.710453763502,19004.837788424,29.88600689748107,19348.377361741583,19340.740243577748,7.63711816383875,54.644511062382186,-47.007392898543436,0.9285609975522118,-0.3291364927054448,-0.7745412392735286,-0.5803511360890816,0.5,0.4583333333333333,62.66712387031682,37.33287612968318,14.916269086329045,-0.4219419933250573,177.21875,19085.310546875,19386.220703125,19400.9486328125,-1.4891170562868323
2017-03-27,18985.58984375,120800000.0,19166.13828125,19365.87666015625,19777.924691506523,18953.82862880597,21.125178642725746,19292.56389743519,19314.43280655347,-21.86890911827868,39.341827026250016,-61.2107361445287,-1.4377107432611589,-1.2472594142996134,-2.0882902301479733,-1.953738835064988,0.5,0.4166666666666667,100.0,0.0,14.916269086329045,-1.3941988400763925,-276.939453125,19262.529296875,19380.77412109375,19386.220703125,-0.5803511360890816
2017-03-28,19202.869140625,122300000.0,19115.5359375,19370.64658203125,19772.706445831976,18968.586718230526,36.67083241441839,19278.764704079775,19306.168831299507,-27.40412721973189,25.992636177053637,-53.39676339678552,1.1444432259581745,0.15965279697673102,-0.9184747315229838,-0.7935357395893889,0.5,0.4166666666666667,66.47752954576957,35.940619649145475,24.42449859294287,-0.5989619166215168,217.279296875,18985.58984375,19365.87666015625,19380.77412109375,-1.953738835064988
2017-03-29,19217.48046875,115100000.0,19150.755859375,19375.57109375,19767.46510876604,18983.67707873396,39.584759024733216,19269.33636018289,19299.599322962506,-30.26296277961956,14.741516385718993,-45.004479165338545,0.07608929695869626,0.4440280021877347,-0.6777559045414575,-0.6833333756713109,0.5,0.4583333333333333,64.22325211385592,38.35750977288146,24.766043140675635,-1.974683090312785,14.611328125,19202.869140625,19370.64658203125,19365.87666015625,-0.7935357395893889
2017-03-30,19063.220703125,124500000.0,19146.337890625,19359.05517578125,19773.7090079648,18944.401343597707,51.23495239988514,19237.626259097062,19282.08979556713,-44.463536470077095,2.900505814559778,-47.36404228463687,-0.8027054632673907,-0.3811942319081732,-1.2323255490196123,-1.4151180842015127,0.4166666666666667,0.4583333333333333,88.02288930807755,14.483369286380595,29.5938329028025,-2.9058600464760933,-154.259765625,19217.48046875,19375.57109375,19370.64658203125,-0.6833333756713109
2017-03-31,18909.259765625,149200000.0,19075.683984375,19326.278125,19773.086128149374,18879.470121850623,41.1467275363116,19187.108337024438,19254.472756312163,-67.3644192877291,-11.152479205897999,-56.21194008183111,-0.8076333999257609,-1.0340028001147532,-1.7329132565255652,-2.1323933405932194,0.4166666666666667,0.4583333333333333,100.0,0.0,17.61362635308734,-3.5709234522807822,-153.9609375,19063.220703125,19359.05517578125,19375.57109375,-1.4151180842015127
2017-04-03,18983.23046875,134200000.0,19075.212109375,19301.98115234375,19767.522499515384,18836.43980517212,34.32704300497805,19155.74251113606,19234.380735011266,-78.63822387520122,-24.64962813975864,-53.98859573544258,0.3911877251772213,-0.4042155535059526,-1.0940141539573074,-1.7232163345120697,0.5,0.5,89.43638204522443,20.93888563309265,11.807418306491073,-3.0348819124110764,73.970703125,18909.259765625,19326.278125,19359.05517578125,-2.1323933405932194
