Date,Close,Volume,MA_5,Ma20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS6,BIAS12,BIas24,psy12,psy24,W%R,%K,%D,PROC,MO,LAG
2013-01-04,10688.110352,219000.0,10343.350195600005,9858.064013799998,10588.977726369201,9127.150301230795,88.28419524310533,10129.566568759145,9814.191387937568,315.3751808215766,254.4894433811507,60.885737440425885,2.8179470946341905,4.009048703671731,5.920124911108877,9.276154838286654,0.75,0.7083333333333334,0.0,100.0,99.99999999999989,11.54991405802942,292.9306639999995,10395.179688
2013-01-07,10599.009766,187700.0,10447.128125400006,9915.1055177,10691.281573778744,9138.929461621256,89.35669349584096,10201.788599103891,9872.326082608857,329.4625164950339,269.4840580039274,59.97845849110655,-0.8336420851355416,2.051323512283369,4.299575374073363,7.825133486878082,0.6666666666666666,0.6666666666666666,8.051376182091868,88.08896559645592,96.02965519881853,8.788904709255373,-89.10058600000048,10688.110352
2013-01-08,10508.05957,211400.0,10502.667969000006,9968.88549815,10753.264042830266,9184.506953469736,77.15210526916007,10248.907210010986,9919.41745204524,329.4897579657463,281.48519799629116,48.00455996945516,-0.8581008793081225,0.4855582664767487,2.755328249442529,6.359013645007833,0.6666666666666666,0.6666666666666666,18.941732036784565,75.93067391512997,88.00654650386184,7.912660194385851,-90.95019599999978,10599.009766
2013-01-09,10578.570313,215000.0,10553.785937800005,10024.3720216,10816.774220508716,9231.969822691284,74.58028344237374,10299.624610470833,9968.24358989374,331.3810205770933,291.4643625124516,39.916658064641695,0.6710158286626532,0.6015220002842271,2.816707536619504,6.543525165106445,0.6666666666666666,0.6666666666666666,11.523849232917625,85.35660390500072,83.12541447219542,7.627424883853376,70.51074300000073,10508.05957
2013-01-10,10652.639648,268500.0,10605.277929800004,10079.745996200001,10885.812673598528,9273.679318801474,73.89663244433149,10353.934616244553,10018.939594197907,334.9950220466453,300.1704944192904,34.82452762735494,0.7001828489902493,0.7793382537943342,2.92834713461059,6.74898609743506,0.6666666666666666,0.6666666666666666,4.128194387855138,94.16590893108679,85.1510622504057,7.3529090387473985,74.06933500000014,10578.570313
2013-01-11,10801.570313,236600.0,10627.969922000004,10143.455029450002,10966.931301505487,9319.978757394518,76.50976949485911,10422.801646514621,10076.912240035099,345.8894064795222,309.31427683133677,36.57512964818545,1.3980634839925439,1.5376676876156585,3.83130979372046,7.637648226314045,0.6666666666666666,0.6666666666666666,0.0,100.0,93.17417094536238,6.310478891835249,148.93066499999986,10652.639648
2013-01-15,10879.080078,215100.0,10683.983984400003,10210.72153335,11044.223454379755,9377.219612320247,67.32713438945446,10492.998328281603,10136.332079884352,356.66624839725046,318.7846711445195,37.88157725273095,0.7175786737851946,1.9612180117958014,3.8776144790144924,7.762757403278783,0.75,0.7083333333333334,0.0,100.0,98.0553029770288,8.364601955266043,77.5097650000007,10801.570313
2013-01-16,10600.44043,226100.0,10702.460156400004,10264.4775392,11049.100508792979,9479.85456960702,50.096586821676055,10509.527882392127,10170.710476189215,338.817406202912,322.79121815619806,16.02618804671397,-2.561242733781082,-0.6524764460920568,0.6879774813881993,4.514561892182093,0.75,0.6666666666666666,29.67343584363973,42.41797407933482,80.80599135977815,6.643630808743746,-278.6396480000003,10879.080078
2013-01-17,10609.639648,268500.0,10708.674023400003,10315.88652355,11044.8401957108,9586.9328513892,57.70878293673641,10524.929692485648,10203.2237481752,321.7059443104481,322.5741633870481,-0.8682190765999849,0.08678146970162962,-0.7237811876680518,0.35473367475671563,4.149814577130082,0.75,0.6666666666666666,28.693774811572077,27.378561510675436,56.59884519666995,5.253107352430966,9.199217999999746,10600.44043
2013-01-18,10913.299805,286600.0,10760.806054800003,10374.41499035,11097.552460604775,9651.277520095226,68.76267905109474,10584.67894056478,10255.821974606666,328.8569659581135,323.8307239012612,5.026242056852311,2.862115652130019,1.587312700513451,2.6742889476780998,6.5268365052478705,0.75,0.7083333333333334,0.0,100.0,56.59884519666995,6.67561483175408,303.66015700000025,10609.639648
