Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
2005-01-04,11517.75,41000.0,11434.909765600003,11102.40346685,11596.081165786456,10608.725767913545,88.56647220894969,11283.542886594607,11144.847530557467,138.6953560371403,83.74586015511653,54.94949588202377,0.2523356270865276,0.8264815594771543,2.4270709583296,4.043724941337779,0.75,0.625,0.0,100.0,97.160614899653,5.5166094490356326,28.990234000000783,11488.759766
2005-01-05,11437.519531,77500.0,11449.943750000002,11120.534961000001,11636.109179282901,10604.960742717101,61.12049092722535,11307.231601118514,11166.526937997654,140.70466312085955,95.13762074826515,45.5670423725944,-0.696581094397778,0.019018267940374842,1.3522582325058083,3.1405432302500746,0.6666666666666666,0.5833333333333334,13.323559691179693,79.52416787156398,93.17472262385473,4.3906478161044,-80.23046900000008,11517.75
2005-01-06,11492.259766,87100.0,11463.569726600002,11146.04995125,11682.821133437628,10609.27876906237,67.29774994160552,11335.697472638742,11190.655295627457,145.04217701128437,105.11853200086902,39.92364501041534,0.47860233026603877,0.30778875523736615,1.4120535738070907,3.4037751650230645,0.75,0.625,4.295769831482608,91.73225988411555,90.41880925189325,5.198374303670609,54.7402349999993,11437.519531
2005-01-07,11433.240234,72300.0,11473.905859400003,11174.0304688,11709.349962639573,10638.710974960426,51.22204253151019,11350.704051309704,11208.62455032172,142.07950098798392,112.51072579829201,29.568775189691905,-0.5135589797109225,-0.22057463452458165,0.628606577779565,2.623044856689727,0.6666666666666666,0.625,14.242101631881457,45.61804802666189,72.29149192744721,3.203734058704867,-59.019531999998435,11492.259766
2005-01-11,11539.990234,87800.0,11484.151953000002,11203.96147465,11751.313275409333,10656.609673890665,68.12995474206448,11379.825002492826,11233.170156520111,146.6548459727146,119.33954983317653,27.315296139538077,0.9336810721649005,0.47950105478721144,1.2439708325947694,3.3620639051694083,0.6666666666666666,0.625,0.0,100.0,79.11676930359255,3.931854465262488,106.75,11433.240234
2005-01-12,11453.389648,85000.0,11471.279882600002,11237.7994629,11756.862060481095,10718.736865318906,45.75216435451323,11391.14264026316,11249.482711444549,141.65992881861166,123.80362563026355,17.856303188348107,-0.7504389886297409,-0.2233225764832694,0.24419569935277619,2.4416884906712877,0.5833333333333334,0.5833333333333334,19.836572396155088,45.33849457324767,63.65218086663659,2.9433047181336813,-86.60058600000048,11539.990234
2005-01-13,11358.219727,69400.0,11455.419921800003,11267.870459,11736.873540341765,10798.867377658235,33.46873356558606,11386.077576684213,11257.537305189397,128.5402714948159,124.75095480317404,3.789316691641858,-0.8309323608545813,-0.8226790529804259,-0.6965241060223087,1.448213628849319,0.5,0.5833333333333334,43.898464036706976,0.0,48.446164857749295,1.327267832226654,-95.16992100000061,11453.389648
2005-01-14,11438.389648,111300.0,11444.6458982,11300.3274414,11716.76815301436,10883.886729785641,50.09017687307602,11394.125587655872,11270.93377502722,123.19181262865095,124.43912636826944,-1.247313739618491,0.7058317494019423,-0.1239187407683042,-0.048702417170268734,1.9499911782632982,0.5,0.625,30.736846541890678,44.10502139381728,29.814505322355057,0.6414966723040366,80.16992100000061,11358.219727
2005-01-17,11487.099609,100500.0,11455.4177732,11328.90341795,11711.21775406842,10946.589081831578,49.45844445492883,11408.429283247277,11286.946059025204,121.48322422207275,123.84794593903011,-2.364721716957362,0.4258463166492794,0.3089325240911441,0.28583564642488374,2.1770596804945574,0.5833333333333334,0.625,29.097473442157305,70.90252655784269,38.33584931722006,1.0979243228107223,48.709961000000476,11438.389648
2005-01-18,11423.259766,106500.0,11432.071679600002,11352.2434082,11693.62576337039,11010.86105302961,48.963047212561236,11410.710895978465,11297.043370652966,113.66752532549981,121.81186181632405,-8.144336490824244,-0.5557524977844176,-0.234045444021467,-0.2708740728903735,1.3662781784302394,0.5,0.625,64.21859625445225,35.78140374554775,50.26298389906932,-0.007616483783987729,-63.839843000001565,11487.099609
