Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,MA_20_L1,MA_20_L2
2012-01-24,8785.330078,111000000,8701.570117,8507.022461,8764.194626999999,8249.850295,99.88723398,8599.653036,8541.028589,58.62444734,14.19108527,44.43336207,0.22165079,1.4194134180000002,2.8539393110000004,3.542210686,0.666666667,0.583333333,0.0,100.0,99.96048446,3.4942896919999997,19.4296875,8765.900391,8490.75498,8469.283984
2012-01-25,8883.69043,132500000,8768.192187999999,8531.448975,8830.821688,8232.076261,99.89001674,8643.351097,8566.410947,76.94014931,26.74089808,50.19925123,1.1195976779999999,1.73806982,3.5072943469999998,4.454240485,0.75,0.583333333,0.0,100.0,99.96048446,5.879860116000001,98.36035156,8785.330078,8507.022461,8490.75498
2012-01-26,8849.469727,122200000,8810.150195,8549.955469,8878.49531,8221.415627,90.58232937,8675.061655,8587.378264,87.68339079,38.92939662,48.75399417,-0.38520819,0.7712741959999999,2.682649205,3.7705577139999997,0.666666667,0.583333333,6.771950574,93.22804943,97.74268314,5.072391173,-34.22070313,8883.69043,8531.448975,8507.022461
2012-01-27,8841.219727,133100000,8825.12207,8569.988476999999,8917.704773000001,8222.27218,85.06247048,8700.624435,8606.181336,94.44309974,50.03213724,44.4109625,-0.093225925,0.29370744600000004,2.198226535,3.4187744010000003,0.583333333,0.541666667,8.404546842,89.82225811,94.35010251,4.65607761,-8.25,8849.469727,8549.955469,8531.448975
2012-01-30,8793.049805,98100000,8830.551953,8588.459961,8942.307911,8234.612011,56.38837983,8714.843723,8620.023444,94.82027852,58.989765500000004,35.83051302,-0.5448334429999999,-0.303033614,1.2440379540000002,2.688615364,0.583333333,0.5,17.93691469,72.78961024,85.27997259,4.859049495,-48.16992188,8841.219727,8569.988476999999,8549.955469
2012-01-31,8802.509766,138100000,8833.987890999999,8608.640967,8962.978889,8254.303045,58.40086052,8728.330806,8633.54095,94.78985674,66.14978375,28.64007299,0.107584526,-0.264772399,1.0596434909999999,2.595731213,0.583333333,0.541666667,16.064878699999998,66.73070073,76.44752303,3.558700463,9.459960938,8793.049805,8588.459961,8569.988476999999
2012-02-01,8809.790039,127200000,8819.207812999999,8626.362987999999,8983.702637,8269.023339,55.94435136,8740.862996,8646.596437999999,94.26655828,71.77313866,22.49341963,0.082706792,-0.228368961,0.72746169,2.516068341,0.666666667,0.541666667,14.62418206,37.26091679,58.92707592,5.149333156,7.280273437999999,8802.509766,8608.640967,8588.459961
2012-02-02,8876.820313,157800000,8824.67793,8642.198486,9014.161475,8270.235498,48.03048203,8761.779506,8663.650058,98.12944816,77.04440056,21.085047600000003,0.7608611909999999,0.54379262,1.098514636,3.078037715,0.666666667,0.583333333,1.359530629,94.16748883,66.05303545,4.84763185,67.03027344,8809.790039,8626.362987999999,8608.640967
2012-02-03,8831.929688,157500000,8822.819922,8659.359473,9033.079029,8285.639916,45.26152499,8772.571842,8676.115216,96.456626,80.92684565,15.52978036,-0.505706136,0.068470532,0.319375129,2.354559666,0.583333333,0.583333333,12.40402055,47.37641604,59.60160722,3.290415467,-44.890625,8876.820313,8642.198486,8626.362987999999
2012-02-06,8929.200195,143200000,8850.05,8686.302002,9056.237468000001,8316.366536,66.04888129,8796.668512,8694.862251,101.8062603,85.10272857,16.70353169,1.101350568,1.002768246,1.147051242,3.2175258230000003,0.583333333,0.625,0.0,100.0,80.51463496,3.3510560380000003,97.27050781,8831.929688,8659.359473,8642.198486
2012-02-07,8917.519531,129200000,8873.051953,8711.06499,9073.208713,8348.921268,76.19176787,8815.260976000001,8711.355383,103.90559300000001,88.86330145,15.04229152,-0.130814225,0.6344965370000001,0.870803825,2.8535473710000003,0.5,0.583333333,4.034485899,91.42076346,79.59905983,1.7243094469999998,-11.68066406,8929.200195,8686.302002,8659.359473
2012-02-08,9015.589844,157400000,8914.211914,8739.450488,9103.619305,8375.281672,82.65868787,8846.080802,8733.891269,112.1895328,93.52854772,18.66098507,1.099748783,1.3351032409999999,1.740668175,3.757559492,0.583333333,0.583333333,0.0,100.0,97.14025449,2.848417641,98.0703125,8917.519531,8711.06499,8686.302002
2012-02-09,9002.240234,178300000,8939.295898,8770.283008,9113.189072,8427.376944,78.95799475,8870.10533,8753.768970000001,116.3363597,98.09011012,18.24624961,-0.148072501,0.821568959,1.383211276,3.34942268,0.5,0.583333333,5.346485087,94.00125504,95.14067283,2.469004059,-13.34960938,9015.589844,8739.450488,8711.06499
2012-02-10,8947.169922,154000000,8962.343945,8792.640527,9120.107259999999,8465.173795,60.98073288,8881.961421,8768.094967,113.8664544,101.245379,12.6210754,-0.61174009,0.073391944,0.70301521,2.4443269709999997,0.41666666700000005,0.583333333,29.714232399999997,67.89004281,87.29709928,0.714562182,-55.0703125,9002.240234,8770.283008,8739.450488
2012-02-13,8999.179688,126800000,8976.339844,8823.681494,9102.224788,8545.138201,75.53815872,8899.995001000001,8785.212353,114.78264709999999,103.9528326,10.829814500000001,0.581298512,0.34227027,1.146371497,2.7570092010000002,0.5,0.583333333,7.374024162,92.02615558,84.63915114,1.691739342,52.00976563,8947.169922,8792.640527,8770.283008
2012-02-14,9052.070313,141700000,9003.25,8852.96499,9095.984757,8609.945224,71.70303417,8923.391201999999,8804.979609999999,118.41159270000001,106.84458459999999,11.56700809,0.58772718,0.702069125,1.540306184,3.06467465,0.583333333,0.583333333,0.0,100.0,86.63873279,2.384858565,52.890625,8999.179688,8823.681494,8792.640527
2012-02-15,9260.339844,208100000,9052.2,8888.452979000002,9150.987824,8625.918133,85.73575041,8975.229455,8838.709997,136.5194575,112.7795592,23.73989832,2.300794449,2.368330845,3.4247668019999997,5.000243467,0.666666667,0.625,0.0,100.0,97.34205186,5.3143112960000005,208.2695313,9052.070313,8852.96499,8823.681494
2012-02-16,9238.099609,180000000,9099.371875,8918.373975,9196.612009,8640.13594,77.54992479,9015.671017,8868.294413,147.37660400000001,119.6989682,27.67763588,-0.240166503,1.70552918,2.759777063,4.384077694,0.583333333,0.583333333,4.759406903,93.51256808,97.83752269,4.94847328,-22.24023438,9260.339844,8888.452979000002,8852.96499
2012-02-17,9384.169922,188700000,9186.771875,8949.264453,9284.482385,8614.046521,85.59119666,9072.363156,8906.507414,165.85574259999999,128.93032309999998,36.92541954,1.581172738,2.594685728,3.831760332,5.534821291,0.583333333,0.625,0.0,100.0,97.83752269,6.5197908270000005,146.0703125,9238.099609,8918.373975,8888.452979000002
2012-02-20,9485.089844,169300000,9283.953906,8985.223926,9382.585249,8587.862602,96.18128100000001,9135.85957,8949.365371,186.4941983,140.4430981,46.05110017,1.075427264,2.691479836,4.363071806000001,6.163009923,0.583333333,0.625,0.0,100.0,97.83752269,6.852335745,100.9199219,9384.169922,8949.264453,8918.373975
2012-02-21,9463.019531,169900000,9366.14375,9019.108398,9456.109096,8582.107701,91.97942445,9186.191872,8987.413828,198.7780438,152.1100872,46.66795653,-0.232684275,1.602153615,3.521210702,5.467196513999999,0.583333333,0.583333333,3.3790047189999997,95.89710074,98.63236691,7.145548777,-22.0703125,9485.089844,8985.223926,8949.264453
2012-02-22,9554.0,165000000,9424.875781,9052.623877,9542.553117,8562.694637,92.49674232,9242.777737,9029.383173999999,213.3945636,164.3669825,49.02758108,0.961431692,1.6658436380000001,3.9245567869999998,6.030989373,0.583333333,0.583333333,0.0,100.0,98.63236691,6.997265052,90.98046875,9463.019531,9019.108398,8985.223926
2012-02-23,9595.570313,180000000,9496.369922,9089.928906000001,9623.939996,8555.917817,89.54573941,9297.053518,9071.322962,225.73055630000002,176.63969730000002,49.09085905,0.43510898600000003,1.504713365,3.739129817,6.085562044,0.666666667,0.583333333,0.0,100.0,98.63236691,7.603580557000001,41.5703125,9554.0,9052.623877,9019.108398
2012-02-24,9647.379883,180000000,9549.011914,9130.236914,9703.340717000001,8557.133111,95.13248891,9350.949881999999,9113.993845,236.95603709999997,188.70296519999997,48.25307184,0.539932163,1.321652351,3.708941561,6.227010439,0.666666667,0.625,0.0,100.0,100.0,7.007750463,51.80957031,9595.570313,9089.928906000001,9052.623877
2012-02-27,9633.929688,177100000,9578.779883,9172.280908,9763.364178,8581.197639,88.92754947,9394.485237,9152.507610999999,241.9776256,199.35789730000002,42.61972834,-0.139418116,0.7399727190000001,2.981593749,5.6675160689999995,0.666666667,0.583333333,1.9208803159999999,96.71369568,98.90456523,7.017025059,-13.45019531,9647.379883,9130.236914,9089.928906000001
2012-02-28,9722.519531,185500000,9630.679883,9218.281395999998,9829.936218,8606.626575,88.48496552,9444.952051,9194.730716,250.221335,209.5305848,40.69075015,0.91956083,1.247384435,3.215689275,6.231948475,0.75,0.583333333,0.0,100.0,98.90456523,8.665864359,88.58984375,9633.929688,9172.280908,9130.236914
2012-02-29,9723.240234,179200000,9664.52793,9263.953906,9883.148025,8644.759788,95.31549733,9487.765618000001,9233.879569,253.88604840000002,218.4016776,35.48437087,0.00741272,0.7996348109999999,2.5663403330000003,5.8188779,0.75,0.625,0.0,100.0,98.90456523,8.045850533,0.720703125,9722.519531,9218.281395999998,9172.280908
2012-03-01,9707.370117,175100000,9686.887891,9305.481396,9926.651526,8684.311267000001,86.17036467,9521.550925,9268.952943,252.5979821,225.24093849999997,27.35704364,-0.16321840099999999,0.36913820700000005,1.8124527480000001,5.232842894,0.666666667,0.625,2.191821838,93.90128572,97.96709524,7.239225747000001,-15.87011719,9723.240234,9263.953906,9218.281395999998
2012-03-02,9777.030273,158500000,9712.817969,9352.736426000001,9966.366284,8739.106568000001,87.78832114,9560.855441,9306.588301,254.2671394,231.0461787,23.22096074,0.717600703,0.774266508,2.082062814,5.519013057,0.666666667,0.666666667,0.0,100.0,97.96709524,5.579605483,69.66015625,9707.370117,9305.481396,9263.953906
2012-03-05,9698.589844,132600000,9725.75,9391.205908,9990.095154,8792.316663,59.59953576,9582.045349,9335.625452,246.4198963,234.1209222,12.298974099999999,-0.802293002,-0.122103249,0.8589587890000001,4.252348648,0.666666667,0.625,14.55482772,64.82969398,86.24365990000001,4.984685745,-78.44042969,9777.030273,9352.736426000001,9305.481396
2012-03-06,9637.629883,171900000,9708.77207,9427.211426,9993.561086,8860.861766,50.5887508,9590.596816,9357.996151000001,232.6006645,233.8168706,-1.21620613,-0.628544581,-0.756183217,0.0053520980000000004,3.214381368,0.583333333,0.583333333,25.86610856,23.17843016,62.66937471,2.700931068,-60.95996094,9698.589844,9391.205908,9352.736426000001
2012-03-07,9576.05957,155800000,9679.335938,9455.234912,9992.035958,8918.433866,24.50402054,9588.360316,9374.148997,214.2113194,229.89576040000003,-15.68444101,-0.6388532579999999,-1.141712688,-0.711638221,2.2359946369999997,0.5,0.541666667,51.15576116,0.0,29.33604138,0.959081338,-61.5703125,9637.629883,9427.211426,9391.205908
2012-03-08,9768.959961,144100000,9691.653906,9493.570898,10004.37479,8982.767005,54.76841846,9616.144876999999,9403.394253,212.7506235,226.466733,-13.71610951,2.0144025759999997,0.7704206809999999,1.021386551,3.862508653,0.583333333,0.583333333,2.570075292,95.98433385,39.72092134,3.233010655,192.9003906,9576.05957,9455.234912,9427.211426
2012-03-09,9929.740234,265400000,9722.195898,9542.699414,10021.86964,9063.529188,67.80922735,9664.390317,9442.382845,222.0074719,225.57488080000002,-3.567408871,1.64582795,2.03882894,2.352611127,5.1060404539999995,0.583333333,0.583333333,0.0,100.0,65.32811128,3.932805468,160.78027340000003,9768.959961,9493.570898,9455.234912
2012-03-12,9889.860352,153500000,9760.45,9587.233447,10019.312590000001,9155.1543,59.48899474,9699.078014,9475.529327,223.54868760000002,225.16964219999997,-1.620954539,-0.401620605,1.433008941,1.684496396,4.23690158,0.5,0.583333333,10.61368445,88.72432483,94.90288623,3.066936404,-39.87988281,9929.740234,9542.699414,9493.570898
2012-03-13,9899.080078,206000000,9812.740039,9629.583935999999,10005.998440000001,9253.169426999999,69.08302009,9729.847563,9506.903456,222.9441062,224.724535,-1.780428794,0.093224032,1.1808086629999999,1.5602672780000002,3.9308329630000003,0.5,0.583333333,8.668881102,91.3311189,93.35181458,2.6090005609999998,9.219726563,9889.860352,9587.233447,9542.699414
2012-03-14,10050.51953,168100000,9907.632031000001,9669.092920000001,10048.056190000001,9290.129652,83.52519708,9779.181712,9547.171314,232.01039780000002,226.18170750000002,5.828690271,1.5298336000000001,2.01118693,2.748013536,5.039113148999999,0.583333333,0.625,0.0,100.0,93.35181458,4.324194355,151.4394531,9899.080078,9629.583935999999,9587.233447
2012-03-15,10123.280270000001,177600000,9978.496094,9713.351953,10087.362509999999,9339.3414,93.63937398,9832.119952,9589.846051999999,242.2739003,229.4001461,12.87375424,0.72395006,1.807266474,3.1397183039999996,5.2604497619999995,0.583333333,0.666666667,0.0,100.0,97.11037297,4.121984438999999,72.76074219,10050.51953,9669.092920000001,9629.583935999999
2012-03-16,10129.83008,163000000,10018.51406,9750.634961,10134.487079999999,9366.782845,90.94934675,9877.92151,9629.844868,248.0766414,233.1354452,14.94119628,0.064700418,1.2606477740000002,2.851399603,4.8151192830000005,0.583333333,0.666666667,0.0,100.0,100.0,4.181629107,6.549804687999999,10123.280270000001,9713.351953,9669.092920000001
2012-03-19,10141.99023,135100000,10068.940040000001,9783.47998,10182.92486,9384.035098,86.34296263,9918.547467,9667.781562,250.76590530000004,236.6615372,14.104368099999999,0.120043043,1.024961175,2.597576913,4.4501317380000005,0.666666667,0.666666667,0.0,100.0,100.0,4.477217948,12.16015625,10129.83008,9750.634961,9713.351953
2012-03-21,10086.49023,149900000,10106.42207,9814.653516,10206.4355,9422.871536,81.95883979,9944.384816,9698.797019,245.5877969,238.4467891,7.141007731,-0.54722987,0.145208089,1.7706353240000001,3.511586113,0.583333333,0.625,9.806855066,85.12185097,95.04061699,3.165173394,-55.5,10141.99023,9783.47998,9750.634961
2012-03-22,10127.08008,146900000,10121.73418,9843.30752,10238.45677,9448.158267,83.62831858,9972.49178,9730.521690000001,241.9700892,239.15144909999998,2.81864007,0.40241791600000004,0.17027929,1.813363766,3.534571377,0.666666667,0.666666667,2.63462597,94.08631929,93.06939009,4.418067382,40.58984375,10086.49023,9814.653516,9783.47998
2012-03-23,10011.469729999999,121600000,10099.37207,9864.102490000001,10248.54256,9479.662417,43.55977027,9978.488387000001,9751.332656,227.15573080000001,236.7523055,-9.596574674,-1.141596103,-0.90947045,0.336809222,2.079849423,0.666666667,0.625,23.06298564,48.23282891,75.81366639,3.87896037,-115.61035159999999,10127.08008,9843.30752,9814.653516
2012-03-26,10018.24023,126600000,10077.0541,9882.645508,10259.17804,9506.112976999999,27.85653407,9984.604056,9771.103588,213.5004679,232.101938,-18.60147004,0.067627511,-0.670343725,0.035232997,1.918032515,0.75,0.625,21.8666363,49.05523839999999,63.7914622,4.61756384,6.770507812999999,10011.469729999999,9864.102490000001,9843.30752
2012-03-27,10255.15039,161100000,10099.68613,9913.706543,10305.23899,9522.174090999999,63.40206616,10026.22657,9806.958906,219.2676623,229.53508280000003,-10.26742056,2.364788134,1.468461848,1.9882470859999999,3.979044889,0.75,0.666666667,0.0,100.0,65.7626891,4.976890392,236.9101563,10018.24023,9882.645508,9864.102490000001
2012-03-28,10182.57031,141100000,10118.90215,9936.709082,10334.6139,9538.804264,53.84309475,10050.27945,9834.781974,215.4974788,226.727562,-11.23008321,-0.7077426990000001,0.682950004,1.054688256,2.9697046719999998,0.666666667,0.625,14.92832308,70.21508522,73.09010787,2.546190254,-72.58007813,10255.15039,9913.706543,9882.645508
2012-03-29,10114.79004,149300000,10116.444140000001,9956.286571999999,10348.74537,9563.827775,52.61918233,10060.20416,9855.523312000001,204.6808463,222.31821890000003,-17.637372600000003,-0.665649943,-0.033867211,0.19563174600000002,2.061005857,0.666666667,0.583333333,38.42435779,42.39988138,70.87165553,2.2743464469999997,-67.78027344,10182.57031,9936.709082,9913.706543
2012-03-30,10083.55957,137400000,10130.86211,9975.096045,10353.8526,9596.339493000001,45.90111162,10063.7973,9872.414886,191.3824119,216.13105750000003,-24.74864556,-0.308760425,-0.271030638,-0.265613795,1.559639565,0.583333333,0.541666667,46.97385693,29.58373576,47.39956745,1.8636023830000001,-31.23046875,10114.79004,9956.286571999999,9936.709082
2012-04-02,10109.87012,151900000,10149.188090000001,9991.738037000001,10363.40388,9620.07219,61.14180194,10070.88542,9890.004163,180.8812615,209.0810983,-28.19983675,0.260925189,-0.17273327800000002,-0.054273799000000005,1.621662805,0.583333333,0.583333333,40.80100709,40.38087757,37.45483157,0.590522567,26.31054688,10083.55957,9975.096045,9956.286571999999
2012-04-03,10050.38965,112400000,10108.23594,10009.32803,10356.31319,9662.342868000002,53.25206705,10067.73223,9901.884569,165.84765890000003,200.43441040000002,-34.58675151,-0.5883405829999999,-0.8125361959999999,-0.5825954560000001,0.885246493,0.5,0.541666667,84.02830933,15.97169067,28.64543467,-0.7200297040000001,-59.48046875,10109.87012,9991.738037000001,9975.096045
2012-04-04,9819.990234,147800000,10035.71992,10018.44604,10334.04707,9702.845023,5.393923377999999,10029.61808,9895.818322,133.799753,187.10747890000002,-53.30772589,-2.292442603,-2.38767492,-2.612947471,-1.467361564,0.41666666700000005,0.5,100.0,0.0,18.78418941,-3.0586874739999996,-230.39941409999997,10050.38965,10009.32803,9991.738037000001
2012-04-05,9767.610352,165100000,9966.283984,10028.02358,10297.6152,9758.431969,5.62694887,9989.309195,9886.321435,102.9877592,170.283535,-67.29577579,-0.5334005589999999,-2.23625122,-2.831771283,-2.017612216,0.333333333,0.5,100.0,0.0,5.323896888,-3.691384769,-52.37988281,9819.990234,10018.44604,10009.32803
2012-04-06,9688.450195,118400000,9887.262109000001,10023.9981,10310.79776,9737.198435,5.493255256,9943.023195,9871.664307,71.35888821,150.4986056,-79.13971743,-0.810435239,-2.333958294,-3.300171269,-2.775699592,0.333333333,0.45833333299999995,100.0,0.0,0.0,-3.946269017,-79.16015625,9767.610352,10028.02358,10018.44604
2012-04-09,9546.259766,111600000,9774.540039,10004.82407,10357.88688,9651.761264,4.46001268,9881.982667,9847.560266,34.42240072,127.2833647,-92.86096393,-1.467628226,-2.890704338,-4.256835446,-4.14153528,0.25,0.45833333299999995,100.0,0.0,0.0,-5.735318651,-142.19042969999998,9688.450195,10023.9981,10028.02358
2012-04-10,9538.019531,134800000,9672.066015999999,9987.232031,10392.63725,9581.826813,0.0,9829.065262,9824.631323,4.43393854,102.71347940000001,-98.27954089,-0.086318983,-2.024632712,-3.9594461589999996,-4.184346794,0.25,0.45833333299999995,100.0,0.0,0.0,-4.72907783,-8.240234375,9546.259766,10004.82407,10023.9981
2012-04-11,9458.740234,155800000,9599.816015999999,9965.215039,10430.748029999999,9499.682052,0.0,9772.092181,9797.528279,-25.43609897,77.08356375,-102.5196627,-0.8311924359999999,-1.8447700740000001,-4.308477281,-4.934075962,0.166666667,0.45833333299999995,100.0,0.0,0.0,-5.58481317,-79.27929688,9538.019531,9987.232031,10004.82407
2012-04-12,9524.790039,134700000,9551.251953,9938.928564,10440.2234,9437.633729000001,15.45748534,9734.045697,9777.325447,-43.27974965,53.01090107,-96.29065072,0.698293885,-0.652129076,-3.043269586,-4.172250483,0.166666667,0.45833333299999995,91.70655922,10.1438755,3.381291835,-7.121888258999999,66.04980469,9458.740234,9965.215039,9987.232031
2012-04-13,9637.990234,171400000,9541.159961,9914.664063,10424.818070000001,9404.510054,36.72251843,9719.267934,9767.00432,-47.73638631,32.86144359,-80.59782990000001,1.188479692,0.7556356359999999,-1.435631963,-2.914619247,0.25,0.45833333299999995,77.49275313,30.29665808,13.48017786,-5.34815927,113.2001953,9524.790039,9938.928564,9965.215039
2012-04-16,9470.639648,113000000,9526.035937999999,9881.704541,10416.57279,9346.836290000001,31.10302266,9681.017428000001,9745.051381000001,-64.03395309999999,13.48236426,-77.51631736,-1.7363639290000001,-0.616690311,-2.6124509,-4.4322195660000006,0.25,0.45833333299999995,98.35604869,3.29395545,14.57816301,-6.368401006,-167.35058590000003,9637.990234,9914.664063,9938.928564
2012-04-17,9464.709961,109200000,9511.374023,9847.840527,10398.044240000001,9297.636813,40.73402558,9647.739356,9724.28535,-76.54599386,-4.523307367,-72.02268649,-0.062611267,-0.537053114,-2.154544414,-4.317306933999999,0.25,0.41666666700000005,99.09004979,1.932762747,11.84112543,-6.1372137989999995,-5.9296875,9470.639648,9881.704541,9914.664063
2012-04-18,9667.259766,116800000,9553.07793,9826.879004,10371.02763,9282.730373999999,60.18667332,9650.742495999999,9720.061233,-69.31873659,-17.48239321,-51.83634338,2.14005295,1.362063019,0.321933724,-2.111616754,0.25,0.41666666700000005,67.97573929,90.77513679,32.00061833,-4.378002352,202.54980469999998,9464.709961,9847.840527,9881.704541
2012-04-19,9588.379883,118800000,9565.795898,9799.943994,10335.24576,9264.642227,60.22459275,9641.148248,9710.307059,-69.15881074,-27.81767672,-41.34113402,-0.815948725,0.307756172,-0.09748934699999999,-2.690730046,0.25,0.375,80.0900478,62.171465500000004,51.62645501,-4.596933868,-78.87988281,9667.259766,9826.879004,9847.840527
2012-04-20,9561.360352,109800000,9550.469922,9777.438525,10313.12295,9241.754101999999,53.07349871,9628.873187000001,9699.273969,-70.40078231,-36.33429784,-34.06648448,-0.281794543,-0.038643671,-0.154798734,-2.731123699,0.25,0.333333333,82.65524908,49.21367153,67.38675794,-2.6337081469999997,-27.01953125,9588.379883,9799.943994,9826.879004
2012-04-23,9542.169922,101500000,9564.775977,9753.63501,10286.70587,9220.564149,40.43556581,9615.534223,9687.636633,-72.10240933,-43.48792014,-28.614489199999998,-0.200708152,-0.072432757,-0.159327255,-2.67890958,0.25,0.291666667,76.90527682,40.01049062,50.46520922,-2.308040775,-19.19042969,9561.360352,9777.438525,9799.943994
2012-04-24,9468.040039,106400000,9565.441992,9714.279492,10208.22127,9220.337717,49.68118539,9592.84281,9671.370218,-78.52740795,-50.4958177,-28.03159025,-0.776866095,-0.844237177,-0.7442046959999999,-3.180506129,0.25,0.291666667,96.98908889,1.644078665,30.28941361,-2.274978472,-74.12988281,9542.169922,9753.63501,9777.438525
2012-04-25,9561.009766,97500000,9544.191992,9683.201465,10131.48058,9234.922348999999,59.73237955,9587.945419,9663.19537,-75.24995109,-55.44664438,-19.80330671,0.981932123,-0.038616171,0.217506158,-1.993420955,0.333333333,0.291666667,55.47884348,47.54376576,29.73277835,0.154510776,92.96972656,9468.040039,9714.279492,9753.63501
2012-04-26,9561.830078,104900000,9538.882031000001,9655.553467,10060.014809999999,9251.092120000001,32.00918538,9583.927673999999,9655.68683,-71.75915567,-58.70914664,-13.05000904,0.008579768,0.15395624,0.20526359100000002,-1.796416354,0.41666666700000005,0.333333333,50.56106105,47.94875874,32.37886772,0.249638269,0.8203125,9561.009766,9683.201465,9714.279492
