Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,RDP_L1,BIAS_24_L1
2018-01-25,23669.490234375,81500000.0,23871.762109375,23558.62548828125,24406.767038169808,22710.483938392692,39.19779480574047,23748.552104496383,23461.144996654926,287.4071078414563,305.3600069775315,-17.952899136075192,-1.1331672170563447,-0.7722341035213579,-0.6213146689230853,0.9537347408977368,0.4166666666666667,0.5,96.66831389192265,0.0,53.67075150845687,-0.7568137270758513,-271.2890625,23940.779296875,-0.7601142041514577,2.2503262270602904
2018-01-26,23631.880859375,87200000.0,23836.526171875,23593.260546875,24392.55798173232,22793.963112017682,42.293056630384505,23730.60268217001,23473.792097597157,256.81058457286053,295.6501224965973,-38.83953792373677,-0.15889389516881194,-0.8388002311230045,-0.7249246486489518,0.6566814468089717,0.4166666666666667,0.5,100.0,0.0,20.33741817512353,-0.657125652671468,-37.609375,23669.490234375,-1.1331672170563447,0.9537347408977368
2018-01-29,23629.33984375,68800000.0,23799.128125,23630.09306640625,24361.90603639413,22898.28009641837,38.9801074711993,23715.023783951547,23485.314152867733,229.7096310838169,282.46202421404115,-52.752393130224284,-0.010752489994853516,-0.7253815177569928,-0.7074125074506938,0.5142773993741482,0.4166666666666667,0.4583333333333333,100.0,0.0,0.0,-0.34200073477685683,-2.541015625,23631.880859375,-0.15889389516881194,0.6566814468089717
2018-01-30,23291.970703125,88800000.0,23632.6921875,23649.1310546875,24322.6349422114,22975.6271671636,27.00178179824561,23649.938694593617,23470.992415849752,178.94627874386788,261.75887512000656,-82.81259637613869,-1.4277552519700831,-1.7821559345228544,-2.0008926250073857,-0.9955509598589276,0.4166666666666667,0.4583333333333333,100.0,0.0,0.0,-1.5297723775460426,-337.369140625,23629.33984375,-0.010752489994853516,0.5142773993741482
2018-01-31,23098.2890625,99800000.0,23464.194140625,23664.846484375,24267.845539424165,23061.84742932584,0.0,23565.06952042537,23443.38476004607,121.68476037930306,233.74405217186583,-112.0592917925628,-0.8315382287468464,-1.8915351289361768,-2.6052364886740205,-1.8527989099812368,0.3333333333333333,0.4166666666666667,100.0,0.0,0.0,-2.6000206390716407,-193.681640625,23291.970703125,-1.4277552519700831,-0.9955509598589276
2018-02-01,23486.109375,101800000.0,23427.51796875,23700.90498046875,24151.271339895397,23250.538621042106,31.522148085706252,23552.921805744547,23446.54954633895,106.37225940559436,208.2696936186116,-101.89743421301719,1.6790001694524856,0.07782007255189374,-0.8076627406024369,-0.3014472201913881,0.3333333333333333,0.4166666666666667,62.19563971586377,37.804360284136244,12.601453428045366,-1.944325548849835,387.8203125,23098.2890625,-0.8315382287468464,-1.8527989099812368
2018-02-02,23274.529296875,98600000.0,23356.04765625,23689.31494140625,24170.022657039004,23208.607225773496,33.13000126804461,23510.092188995386,23433.80730563792,76.28488335746806,181.87273156638287,-105.58784820891479,-0.9008732555346878,-0.5447844274815692,-1.4953913100281349,-1.2662875287772153,0.3333333333333333,0.4166666666666667,82.82026726778756,17.179732732212454,18.328031005449517,-2.487858605844726,-211.580078125,23486.109375,1.6790001694524856,-0.3014472201913881
2018-02-05,22682.080078125,107600000.0,23166.595703125,23637.69248046875,24288.2289169524,22987.1560439851,22.476585475184113,23382.705710399947,23378.123807303633,4.5819030963139085,146.4145658723691,-141.83266277605517,-2.5454831382112912,-2.416307093032396,-3.6353122371205218,-3.740552286411501,0.3333333333333333,0.375,100.0,0.0,18.328031005449517,-4.55023467464244,-592.44921875,23274.529296875,-0.9008732555346878,-1.2662875287772153
2018-02-06,21610.240234375,190100000.0,22830.249609375,23525.70498046875,24614.801536952284,22436.60842398521,13.876792831399946,23110.018714088408,23247.169468568172,-137.15075447976415,89.70150180194244,-226.8522562817066,-4.725491842274648,-5.661812503026817,-7.469016606426159,-8.098543822598026,0.25,0.375,100.0,0.0,5.726577577404106,-9.231412647715572,-1071.83984375,22682.080078125,-2.5454831382112912,-3.740552286411501
2018-02-07,21645.369140625,143500000.0,22539.665625,23418.5634765625,24772.65580391711,22064.47114920789,16.968875376128388,22884.688010478658,23128.51759242424,-243.829581945578,22.99528505243836,-266.8248669980163,0.1625567595223727,-4.3627024490381325,-6.595051767595852,-7.76617620865809,0.25,0.4166666666666667,98.60261886596608,1.7376434671716197,0.5792144890571601,-9.115430170721392,35.12890625,21610.240234375,-4.725491842274648,-8.098543822598026
2018-02-08,21890.859375,104700000.0,22220.615625,23327.5849609375,24827.650445224124,21827.519476650872,26.271948881004324,22731.79129732809,23036.83920594837,-305.04790862027215,-42.61335368210375,-262.43455493816845,1.1341466748850817,-2.41032085136854,-4.7709190765393,-6.451792150343581,0.25,0.4166666666666667,88.8373440901484,13.898231633647036,5.2119583669395055,-9.257490852373769,245.490234375,21645.369140625,0.1625567595223727,-7.76617620865809
2018-02-09,21382.619140625,127600000.0,21842.23359375,23214.02490234375,24926.88958381505,21501.16022087245,10.530871680906754,22524.226350143,22914.304386294785,-390.07803615178267,-112.10629017603956,-277.97174597574315,-2.3217006955671424,-3.1625922709787737,-6.111155888778911,-8.242711342324837,0.25,0.375,100.0,0.0,5.2119583669395055,-10.685367107427107,-508.240234375,21890.859375,1.1341466748850817,-6.451792150343581
2018-02-13,21244.6796875,114700000.0,21554.753515625,23090.51484375,24987.454288182373,21193.575399317626,10.830166805237608,22327.37301742869,22790.62848268036,-463.2554652516628,-182.33612519116417,-280.9193400604986,-0.6451008280034685,-2.2902534343441263,-5.881762518940578,-8.407974775150473,0.25,0.3333333333333333,100.0,0.0,4.6327438778823,-10.244456145293183,-137.939453125,21382.619140625,-2.3217006955671424,-8.242711342324837
2018-02-14,21154.169921875,103900000.0,21463.539453125,22950.6328125,24980.81300125829,20920.45262374171,13.432226049040615,22146.88023349736,22669.40933002811,-522.529096530754,-250.37471945908212,-272.1543770716719,-0.426034974197584,-1.5535174203418811,-5.417565086451376,-8.364597971584775,0.25,0.3333333333333333,100.0,0.0,0.0,-10.484611666096258,-90.509765625,21244.6796875,-0.6451008280034685,-8.407974775150473
2018-02-15,21464.98046875,86400000.0,21427.46171875,22830.46484375,24912.97908721377,20747.95060028623,44.53137293252764,22041.972577382377,22580.19237734084,-538.2197999584641,-307.94373555895856,-230.27606439950557,1.4692637339250951,0.005594757192320811,-3.247667102844168,-6.639858667747947,0.3333333333333333,0.375,87.45573819080742,14.658390013485329,4.8861300044950635,-9.159626926998033,310.810546875,21154.169921875,-0.426034974197584,-8.364597971584775
2018-02-16,21720.25,77800000.0,21393.33984375,22728.30888671875,24818.183411763846,20638.43436167365,52.41822661279234,21992.476796246632,22516.492941982266,-524.0161457356335,-351.1582175942936,-172.85792814133993,1.1892371932116899,1.1360927695870575,-1.5156291297536295,-5.197384821995807,0.4166666666666667,0.4166666666666667,77.12964782247431,37.04930396655971,17.235897993348306,-6.7479077797145255,255.26953125,21464.98046875,1.4692637339250951,-6.639858667747947
2018-02-19,22149.2109375,68500000.0,21546.658203125,22645.36640625,24688.392560659995,20602.340251840003,57.459346796805036,22016.58974105484,22489.286867576167,-472.6971265213288,-375.46599937970063,-97.23112714162819,1.9749355440199812,2.9271028366499543,0.790820356635064,-3.0490386635845064,0.5,0.4166666666666667,57.329894895360205,100.0,50.56923132668163,-4.1088676413736005,428.9609375,21720.25,1.1892371932116899,-5.197384821995807
2018-02-20,21925.099609375,67500000.0,21682.7421875,22550.8048828125,24542.717031555472,20558.89273406953,68.7372161927326,22002.51433618102,22447.49521882052,-444.98088263950564,-389.3689760316616,-55.61190660784399,-1.0118253366108203,1.4593787738139352,0.3651073841018115,-3.6739571849134487,0.4166666666666667,0.375,66.94040720195854,77.4771768594652,71.50882694200827,-6.646523443711076,-224.111328125,22149.2109375,1.9749355440199812,-3.0490386635845064
2018-02-21,21970.810546875,77900000.0,21846.0703125,22443.137890625,24312.23948016911,20574.036301080887,76.78712185730691,21997.63683013394,22412.185243120854,-414.5484129869183,-394.40486342271294,-20.143549564205326,0.20848679510880927,1.1046877194296412,1.0770408856308575,-3.1366659487414297,0.5,0.4166666666666667,64.98019603786749,82.07105156233743,86.51607614060083,-5.601482777033203,45.7109375,21925.099609375,-1.0118253366108203,-3.6739571849134487
2018-02-22,21736.439453125,77300000.0,21900.362109375,22332.9208984375,24092.536819750694,20573.304977124306,69.41889610321935,21957.45261828641,22362.129999417462,-404.67738113104866,-396.45936696438014,-8.218014166668523,-1.0667384949224623,-0.4185444971386752,0.362664116836188,-3.8117963710451295,0.5,0.4166666666666667,72.5391111471375,58.5171387014904,72.6884557077643,-4.169108925384637,-234.37109375,21970.810546875,0.20848679510880927,-3.1366659487414297
2018-02-23,21892.779296875,64600000.0,21934.86796875,22244.0853515625,23901.23428298543,20586.93642013957,65.90609699950183,21947.50287653081,22327.36328071061,-379.86040417980263,-393.1395744074646,13.279170227662007,0.7192523140100728,-0.028855116900241774,0.9747523325086328,-2.7766196702324093,0.5833333333333334,0.4166666666666667,51.65884774188601,74.22903814030907,71.60574280137892,1.3074313817695116,156.33984375,21736.439453125,-1.0667384949224623,-3.8117963710451295
2018-02-26,22153.630859375,64600000.0,21935.751953125,22170.1728515625,23700.11777835612,20640.22792476888,66.04703367337936,21979.21487389145,22314.49421246353,-335.2793385720761,-381.5675272403869,46.288188668310795,1.1914958761642211,0.8297286587140633,1.9786449326655502,-1.3145907105581984,0.5833333333333334,0.4166666666666667,0.0,100.0,77.58205894726643,2.3481314430257116,260.8515625,21892.779296875,0.7192523140100728,-2.7766196702324093
2018-02-27,22389.859375,74300000.0,22028.70390625,22108.198828125,23489.932207686787,20726.465448563216,60.394163638142864,22042.390950985082,22320.076817095858,-277.6858661107836,-360.79119501446615,83.10532890368269,1.0663196345759844,1.7192101531381658,2.8691527876091016,0.059802047160969526,0.5833333333333334,0.4166666666666667,0.0,100.0,91.40967938010296,2.279490226728479,236.228515625,22153.630859375,1.1914958761642211,-1.3145907105581984
2018-02-28,22068.240234375,88800000.0,22048.18984375,22047.0123046875,23317.550827137118,20776.473782237885,55.702263539063395,22046.367763814298,22301.422255412843,-255.05449159853745,-339.6438543312805,84.58936273274304,-1.4364500251578736,0.14951895427111955,1.1260284600885082,-1.032426168375658,0.5833333333333334,0.4166666666666667,26.027505520229248,51.96914012367285,83.98971337455754,3.2064411251069953,-321.619140625,22389.859375,1.0663196345759844,0.059802047160969526
2018-03-01,21724.470703125,90300000.0,22045.79609375,21978.32138671875,23159.49217065619,20797.150602781312,42.069821485158975,21996.845139092868,22258.685103391515,-261.8399642986478,-324.083076324754,62.243112026106125,-1.5577568831905368,-1.2265301804694135,-0.6313296507222097,-2.2187198040652127,0.5833333333333334,0.4166666666666667,53.84756422354043,0.0,50.656380041224224,2.258405505201854,-343.76953125,22068.240234375,-1.4364500251578736,-1.032426168375658
2018-03-02,21181.640625,97100000.0,21903.568359375,21863.09794921875,22870.229411505406,20855.9664869321,35.09918072430728,21871.429060001654,22178.904030918067,-307.47497091641344,-320.76145524308583,13.286484326672394,-2.4987033541255186,-3.287997049087463,-3.1244018086273746,-4.221864729346958,0.5833333333333334,0.4166666666666667,97.77689264438344,0.0,17.323046707890892,0.12985951813024454,-542.830078125,21724.470703125,-1.5577568831905368,-2.2187198040652127
2018-03-05,21042.08984375,87200000.0,21681.26015625,21751.4759765625,22588.6492532676,20914.3026998574,26.944205944971376,21743.838411347555,22094.695572609326,-350.8571612617707,-326.7805964468228,-24.076564814947854,-0.6588289534347626,-3.299168836869018,-3.607283930748505,-4.386808168287839,0.5,0.4166666666666667,100.0,0.0,0.0,-1.9701421374022183,-139.55078125,21181.640625,-2.4987033541255186,-4.221864729346958
2018-03-06,21417.759765625,76400000.0,21486.840234375,21688.2599609375,22418.973680407948,20957.546241467047,31.22459759804655,21693.672465851774,22044.552179499377,-350.87971364759875,-331.600419886978,-19.279293760620703,1.7853260995679232,-1.0148365007034292,-1.7729325625099652,-2.3332372851002425,0.5,0.4583333333333333,72.12654588454883,27.873454115451164,9.291151371816996,-1.3926646073364717,375.669921875,21042.08984375,-0.6588289534347626,-4.386808168287839
2018-03-07,21252.720703125,87000000.0,21323.736328125,21670.383984375,22424.960561763066,20915.807406986936,19.892729452136265,21625.833733124586,21985.89799606424,-360.06426293965706,-337.2931884975138,-22.77107444214323,-0.7705710788897904,-0.9096477242551964,-2.1947347909980066,-2.744789739288965,0.4166666666666667,0.4583333333333333,84.37189337707845,15.62810662292155,14.500520246124175,-4.047504161230348,-165.0390625,21417.759765625,1.7853260995679232,-2.3332372851002425
2018-03-08,21368.0703125,72100000.0,21252.45625,21656.51904296875,22422.52846033953,20890.50962559797,29.1889732970622,21586.177822259266,21940.132982466886,-353.95516020762443,-340.62558283953587,-13.329577368088508,0.5427522009360383,0.17319755247495744,-1.453378016565141,-1.8204358818304405,0.5,0.4583333333333333,75.81333742960736,24.186662570392638,22.562741102921724,-2.5406009860808965,115.349609375,21252.720703125,-0.7705710788897904,-2.744789739288965
2018-03-09,21469.19921875,110500000.0,21309.96796875,21635.43603515625,22397.687384576377,20873.184685736123,41.13374912998824,21568.18111402707,21905.248999969343,-337.06788594226964,-339.9140434600827,2.8461575178130265,0.4732711226190655,0.8484320699744297,-0.7957390952747833,-1.0136619585378717,0.5,0.5,68.309910181463,31.690089818536997,23.83495300395033,-2.2830806676649726,101.12890625,21368.0703125,0.5427522009360383,-1.8204358818304405
2018-03-12,21824.029296875,70600000.0,21466.355859375,21657.50654296875,22414.744218783686,20900.268867153813,75.66334739381682,21607.54237292675,21899.232725666054,-291.6903527393042,-330.269305315927,38.57895257662278,1.652740162824104,2.0022039203394333,0.809848704295979,0.7884641577271075,0.5833333333333334,0.5416666666666666,41.98270290323422,76.20125278603092,44.02600172498679,0.4029631621079845,354.830078125,21469.19921875,0.4732711226190655,-1.0136619585378717
2018-03-13,21968.099609375,68100000.0,21576.423828125,21693.6775390625,22437.575342460426,20949.77973566458,86.86086668522213,21663.012716995712,21904.333976311158,-241.32125931544945,-312.4796961158315,71.15843680038205,0.6601453404419207,1.9402328689100905,1.4459276167859887,1.383999872845599,0.5833333333333334,0.5833333333333334,31.293166661353105,100.0,69.29711420152258,0.3440418024528813,144.0703125,21824.029296875,1.652740162824104,0.7884641577271075
2018-03-14,21777.2890625,65000000.0,21681.3375,21724.83349609375,22426.74919675587,21022.917795431636,66.78116721273216,21680.59369322714,21894.92324195478,-214.3295487276409,-292.84966663819336,78.5201179105524,-0.8685801242159819,0.7745879653419505,0.7106425734491091,0.4779099605049857,0.5,0.5416666666666666,45.45067226233157,79.39432671682306,85.19852650095126,-1.6987815643580575,-190.810546875,21968.099609375,0.6601453404419207,1.383999872845599
2018-03-15,21803.94921875,65300000.0,21768.51328125,21741.78193359375,22434.085185826265,21049.478681361234,79.54541171938303,21699.571466384503,21888.18442542109,-188.61295903658905,-272.0023251178725,83.38936608128347,0.1224218320906994,0.4708206711823324,1.062131310231818,0.6177281306505348,0.5,0.5416666666666666,43.47257766738449,82.27336290409329,87.22256320697204,-2.6168550076031907,26.66015625,21777.2890625,-0.8685801242159819,0.4779099605049857
2018-03-16,21676.509765625,75700000.0,21809.975390625,21739.594921875,22432.43258491025,21046.757258839752,66.32059345733543,21696.023512421503,21872.50482099175,-176.4813085702481,-252.89812180834758,76.41681323809955,-0.5844787650459681,-0.35245237065517515,0.6236954401354466,-0.026854456468888118,0.5,0.5416666666666666,52.928159661941464,59.23980408109775,73.63583123400464,-1.775087023657708,-127.439453125,21803.94921875,0.1224218320906994,0.6177281306505348
2018-03-19,21480.900390625,67300000.0,21741.349609375,21706.17939453125,22381.00170706836,21031.357081994134,50.562870290858605,21662.92764752973,21843.497085409028,-180.56943787929413,-238.4323850225369,57.862947143242785,-0.9024025413454748,-1.2605264700653298,-0.1902922746678624,-0.9739667743781539,0.5,0.5416666666666666,57.23720900133045,31.89633989854589,57.8031689612456,-1.1211795022695912,-195.609375,21676.509765625,-0.5844787650459681,-0.026854456468888118
2018-03-20,21380.970703125,66500000.0,21623.923828125,21678.97294921875,22360.142030527553,20997.803867909948,21.762424254494945,21619.54965608285,21809.23587190651,-189.68621582365813,-228.68315118276115,38.99693535910302,-0.4652025086602642,-1.3851380811072858,-0.7312264342834435,-1.477558924158905,0.5,0.5416666666666666,63.404180824564406,2.1499601256449066,31.09536803509613,0.9410511756569848,-99.9296875,21480.900390625,-0.9024025413454748,-0.9739667743781539
2018-03-22,21591.990234375,82600000.0,21586.8640625,21660.03193359375,22328.63916575261,20991.424701434884,27.914082284288178,21615.309745050872,21793.14360245973,-177.83385740885933,-218.51329242798082,40.67943501912145,0.9869501912705853,-0.1230945861510324,0.035671981912114265,-0.5294480040772458,0.5833333333333334,0.5416666666666666,40.616134835916036,35.94092012907089,23.32907338442051,2.6133354372514166,211.01953125,21380.970703125,-0.4652025086602642,-1.477558924158905
2018-03-23,20617.859375,121000000.0,21349.64609375,21604.1029296875,22410.688649591102,20797.51720978389,14.538859657926052,21461.855841966124,21706.08551153679,-244.22966957066456,-223.65656785651757,-20.57310171414701,-4.511538069446506,-3.7689158202356916,-4.181561129316389,-4.81568496406996,0.5,0.5,100.0,0.0,12.696960084905207,-3.7347528377305887,-974.130859375,21591.990234375,0.9869501912705853,-0.5294480040772458
2018-03-26,20766.099609375,97500000.0,21167.5640625,21547.7689453125,22420.505764947382,20675.03212567761,20.454684457571272,21354.816421567488,21636.45692619147,-281.64050462398154,-235.25335521001037,-46.3871494139712,0.7189894531667403,-2.288160413098184,-3.310417143675213,-3.875578133549952,0.5833333333333334,0.5,89.02119559164095,10.978804408359046,15.639908179143255,-2.289688461762202,148.240234375,20617.859375,-4.511538069446506,-4.81568496406996
2018-03-27,21317.3203125,101900000.0,21134.848046875,21505.95341796875,22337.748456261685,20674.158379675817,41.762278082521895,21349.04778940326,21612.817177029137,-263.76938762587815,-240.9565616931839,-22.81282593269424,2.65442578767246,0.5888721811163503,-0.7243150168750684,-1.208219833000182,0.5833333333333334,0.5416666666666666,48.197297066638896,58.97200293769905,23.31693578201931,-0.2375038983764108,551.220703125,20766.099609375,0.7189894531667403,-3.875578133549952
2018-03-28,21031.310546875,88100000.0,21064.916015625,21438.0259765625,22187.8430605141,20688.208892610903,40.09954220221209,21300.165136706604,21569.74261183253,-269.5774751259305,-246.68074437973323,-22.89673074619728,-1.3416778536526013,-0.4085752335300277,-1.8895470938840533,-2.3565471744977584,0.5,0.5,69.37943624036811,34.85833506236023,34.936380802806056,-2.039613436036182,-286.009765625,21317.3203125,2.65442578767246,-1.208219833000182
2018-03-29,21159.080078125,78900000.0,20978.333984375,21392.56796875,22092.63089319991,20692.50504430009,45.17291311175619,21278.459743078663,21539.32316489124,-260.8634218125735,-249.5172798663013,-11.346141946272214,0.6075205392703643,0.3722380518703924,-1.037690945926917,-1.6535005750655591,0.5,0.5416666666666666,59.9167104233477,51.12364836567785,48.31799545524566,-3.0468673300636318,127.76953125,21031.310546875,-1.3416778536526013,-2.3565471744977584
2018-03-30,21454.30078125,63600000.0,21145.622265625,21379.05947265625,22063.22939550716,20694.88954980533,47.110511055532186,21305.51221048964,21533.025210547443,-227.51300005780288,-245.1164239046016,17.603423846798762,1.3952435646302486,1.8835851837071131,0.5444202419040617,-0.19657640805078666,0.5,0.5416666666666666,38.052400976099456,85.86540485809668,57.282462762044865,-2.3388405791174294,295.220703125,21159.080078125,0.6075205392703643,-1.6535005750655591
2018-04-02,21388.580078125,47500000.0,21270.118359375,21389.4064453125,22067.553576888444,20711.25931373656,76.14062887115601,21318.291882433547,21522.325571108744,-204.03368867520112,-236.8998768587215,32.866188183520386,-0.3063288046303362,0.9556487421606004,0.3888192721692278,-0.3545393910671156,0.5,0.5,42.91973505872074,79.11880582650802,72.0359530167608,-1.7849282491471732,-65.720703125,21454.30078125,1.3952435646302486,-0.19657640805078666
2018-04-03,21292.2890625,63800000.0,21265.112109375,21401.91640625,22062.98987299855,20740.842939501446,68.49871529546829,21314.29144859761,21505.28582973032,-190.99438113270298,-227.7187777135178,36.72439658081481,-0.450198261283744,0.08684661054236785,0.13727137524865374,-0.5913439990104411,0.4166666666666667,0.4583333333333333,43.138397900137996,69.23399264167777,78.0727344420941,-2.3466398271098754,-96.291015625,21388.580078125,-0.3063288046303362,-0.3545393910671156
2018-04-04,21319.55078125,75600000.0,21322.76015625,21397.00595703125,22058.994095309667,20735.017818752836,50.124153106219396,21315.10057669798,21491.527677991035,-176.42710129305487,-217.4604424294252,41.03334113637033,0.12803564083681995,0.21324229070966252,0.40594835128550144,-0.3188860197946417,0.5,0.5,40.83994480287447,83.89008494879255,77.41429447232605,-1.6467548892076342,27.26171875,21292.2890625,-0.450198261283744,-0.5913439990104411
2018-04-05,21645.419921875,80700000.0,21420.028125,21416.64091796875,22083.622492785093,20749.65934315241,82.73040697529167,21365.918937494444,21502.927103463917,-137.00816596947698,-201.36998713743557,64.36182116795858,1.5284990944161618,1.2578423752154335,1.8748737522814851,1.2203271594454903,0.5833333333333334,0.5416666666666666,2.9367432369854747,100.0,84.37469253015671,0.7658875012604311,325.869140625,21319.55078125,0.12803564083681995,-0.3188860197946417
2018-04-06,21567.51953125,74400000.0,21442.671875,21426.61337890625,22096.35039571333,20756.876362099174,72.99089032104857,21396.934413456842,21507.71172774437,-110.77731428753395,-183.25145256745526,72.47413827992128,-0.3598931825123585,0.5731487075730202,1.4340172953127113,0.7802686581409047,0.5833333333333334,0.5416666666666666,7.58109980593449,87.31489962598275,90.40166152492505,0.8724993393201479,-77.900390625,21645.419921875,1.5284990944161618,1.2203271594454903
