Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,BIAS_12_L1,BIAS_12_L2
2011-01-03,11670.75,203420000,11595.7779296875,11495.30654296875,11670.61704252176,11319.99604341574,79.38014773558633,11550.602722499862,11453.149023917116,97.45369858274536,93.78423527455082,3.6694633081945223,0.8053565599386606,0.7055262793701099,0.9949202244280344,1.88626222663397,0.6666666666666666,0.625,0.0,100.0,92.68374854312357,1.8614954132764607,93.240234375,11577.509765625,0.3423807088631508,0.3479589428027484
2011-01-04,11691.1796875,178630000,11618.905859375,11511.756005859375,11695.551298950992,11327.96071276776,90.64422275215877,11572.229947884498,11470.780924923256,101.44902296124201,95.31719281188906,6.1318301493529495,0.17505033952402374,0.6846681704340538,1.0318758214968002,1.8108727528541517,0.6666666666666666,0.6666666666666666,0.0,100.0,97.55396513209016,1.669062656260191,20.4296875,11670.75,0.9949202244280344,0.3423807088631508
2011-01-05,11722.8896484375,169990000,11646.4078125,11529.94248046875,11721.556944092701,11338.328016844798,91.23063974904088,11595.408363354189,11489.455645183569,105.95271817061985,97.44429788363522,8.508420286984629,0.2712297799289128,0.7446837095478316,1.1376736694704868,1.9142800087981864,0.75,0.6666666666666666,0.0,100.0,100.00000000000004,2.009931238993191,31.7099609375,11691.1796875,1.0318758214968002,0.9949202244280344
2011-01-06,11697.3095703125,193080000,11671.927734375,11546.183935546875,11736.721214690158,11355.64665640359,78.78410415076144,11611.085472117007,11504.852232230158,106.2332398868493,99.20208628427805,7.031153602571294,-0.2182062519748232,0.3639513223537661,0.758211525752278,1.5686817507162267,0.75,0.625,10.451096020492033,84.76100716745788,94.920335722486,1.9095417959000665,-25.580078125,11722.8896484375,1.1376736694704868,1.0318758214968002
2011-01-07,11674.759765625,188720000,11691.377734375,11561.4189453125,11741.636655494598,11381.201235130402,76.09160720089648,11620.881517272082,11517.437975444589,103.44354182749157,100.05037739292077,3.3931644345708207,-0.1927777028722133,0.02021885896918662,0.461860228597345,1.2656533012948772,0.6666666666666666,0.5833333333333334,19.664131761851944,68.57946141684093,84.44682286143298,1.22776071307971,-22.5498046875,11697.3095703125,0.758211525752278,1.1376736694704868
2011-01-10,11637.4501953125,150340000,11684.7177734375,11572.775439453126,11741.750390420064,11403.80048848619,62.98427392229618,11623.430544662915,11526.32776950888,97.10277515403506,99.46085694514359,-2.3580817911085603,-0.3195746298981995,-0.3846782774046806,0.08485807536761877,0.8417143325585147,0.5833333333333334,0.5833333333333334,45.03224677403582,44.22272657724281,65.85439838718061,0.6744238660773015,-37.3095703125,11674.759765625,0.461860228597345,0.758211525752278
2011-01-11,11671.8798828125,157440000,11680.8578125,11584.941455078126,11745.456815918942,11424.42609423731,50.328437523064444,11630.88428899362,11537.10940753137,93.77488146225004,98.32366184856491,-4.548780386314847,0.2958525013827177,-0.0915743260865204,0.3102283308658924,1.0259901937054372,0.5833333333333334,0.625,30.388392441589872,66.69939307390219,59.83386035599536,0.8501294462172525,34.4296875,11637.4501953125,0.08485807536761877,0.461860228597345
2011-01-12,11755.4404296875,144960000,11687.36796875,11598.886474609375,11767.561112467907,11430.211836750845,63.6643782991324,11650.046772177295,11553.282075839232,96.76469633806299,98.01186874646451,-1.2471724084015108,0.7159133551232617,0.5315201307596671,0.8835644036387544,1.6089136707976237,0.6666666666666666,0.625,0.0,100.0,70.3073732170484,1.7343975005474401,83.560546875,11671.8798828125,0.3102283308658924,0.08485807536761877
2011-01-13,11731.900390625,161660000,11694.2861328125,11612.6080078125,11777.64379971269,11447.572215912307,51.98500970238838,11662.639636553864,11566.51306211966,96.1265744342054,97.6348098840127,-1.5082354498073016,-0.2002480400738654,0.3173237949424093,0.5690887674044341,1.273467830614451,0.5833333333333334,0.625,11.745931195789886,80.04916323186174,82.24951876858802,1.3507823482520094,-23.5400390625,11755.4404296875,0.8835644036387544,0.3102283308658924
2011-01-14,11787.3798828125,200770000,11716.81015625,11627.014501953125,11800.06264087844,11453.96636302781,67.53233422295217,11681.830443670577,11582.873567356168,98.95687631441069,97.8992231700923,1.057653144318394,0.4728943337418194,0.6625058784470175,0.8990769416174289,1.6145739062793334,0.5833333333333334,0.625,0.0,100.0,93.3497210772873,1.7435768360058463,55.4794921875,11731.900390625,0.5690887674044341,0.8835644036387544
