Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG,MA_20_L1,BBands_up_L1,BBands_up_L2
2017-01-23,19799.849609375,326690000,19798.198046875,19868.28544921875,19996.758505471193,19739.812392966312,33.77238429708961,19834.595826987617,19760.43980721513,74.15601977248663,121.08767304203016,-46.931653269543546,-0.13819561777351874,-0.06529709636662842,-0.3062186094374201,-0.3799446243954713,0.25,0.375,70.85172649543793,30.399112691677967,24.382493265963593,-0.7136165077402559,-27.400390625,19827.25,19875.391015625,20003.65750605416,20015.954249626186
2017-01-24,19912.7109375,374460000,19815.386328125,19867.976953125,19995.99137106212,19739.962535187882,53.472913586951066,19846.613536297216,19771.7191501992,74.89438609802164,111.84901565322845,-36.95462955520682,0.5700110372129366,0.4815362747181157,0.2564008262569236,0.17334730341131932,0.3333333333333333,0.4166666666666667,22.078546890957735,81.26529462509463,51.47092480766181,0.06744901769025198,112.861328125,19799.849609375,19868.28544921875,19996.758505471193,20003.65750605416
2017-01-25,20068.509765625,372240000,19868.144140625,19874.7119140625,20027.62405147792,19721.799776647083,74.90733026647831,19880.75141773226,19793.70364023073,87.04777750152425,106.88876802288763,-19.840990521363366,0.7824089277145918,1.0622455820064778,0.9964457462831456,0.9178838356040084,0.3333333333333333,0.4166666666666667,0.0,100.0,70.55480243892417,0.5244942359540207,155.798828125,19912.7109375,19867.976953125,19995.99137106212,19996.758505471193
2017-01-26,20100.91015625,356730000,19941.84609375,19882.50546875,20062.45854925215,19702.55238824785,79.88004555431642,19914.621992888835,19816.459678454386,98.16231443445213,105.14347730520052,-6.981162870748392,0.1614489117697123,0.9743923201243284,1.0689957896863294,1.0540742513801185,0.4166666666666667,0.4166666666666667,0.0,100.0,93.75509820836487,1.073692400144996,32.400390625,20068.509765625,19874.7119140625,20027.62405147792,19995.99137106212
2017-01-27,20093.779296875,343130000,19995.151953125,19895.51044921875,20095.90288376138,19695.11801467612,91.97771183287504,19942.184655040557,19837.001872411467,105.18278262908643,105.15133836997772,0.03144425910872428,-0.03547530594172023,0.6340959355788888,0.9323821228880372,0.9861096490080612,0.4166666666666667,0.4166666666666667,1.9350530271310231,98.06494697286898,99.35498232428965,1.1999176473099482,-7.130859375,20100.91015625,19882.50546875,20062.45854925215,20027.62405147792
2017-01-30,19971.130859375,317280000,20029.408203125,19903.07802734375,20102.88969533769,19703.266359349807,65.6992826667917,19946.63791724585,19846.937352927285,99.70056431856938,104.06118355969605,-4.3606192411266695,-0.6103801364986345,-0.10013220694940378,0.3092352219825262,0.3587297901159839,0.3333333333333333,0.4166666666666667,35.217329086216125,64.78267091378386,87.61587262888428,0.08445087015815746,-122.6484375,20093.779296875,19895.51044921875,20095.90288376138,20062.45854925215
2017-01-31,19864.08984375,373750000,20019.683984375,19908.1525390625,20098.36000079519,19717.94507732981,55.971604422738245,19933.938213631107,19848.20790780304,85.73030582806678,100.3950080133702,-14.664702185303412,-0.5359787404064402,-0.688762609731242,-0.21716191681864924,-0.16459736959311125,0.3333333333333333,0.375,64.26432474546448,35.73567525453553,66.19443104706278,-0.1352881014026444,-107.041015625,19971.130859375,19903.07802734375,20102.88969533769,20095.90288376138
2017-02-01,19890.939453125,426670000,19984.169921875,19908.6115234375,20098.606202835952,19718.616844039047,47.59095251062211,19927.32301970709,19851.37320745652,75.94981225057201,95.50596886081057,-19.55615661023856,0.1351665723735533,-0.5364831178389646,-0.08446754749304257,-0.01832616586941712,0.4166666666666667,0.375,56.9783280421037,30.25632042973083,43.5915555326834,0.026194584016844682,26.849609375,19864.08984375,19908.1525390625,20098.36000079519,20102.88969533769
2017-02-02,19884.91015625,347220000,19940.969921875,19905.7490234375,20095.360340038365,19716.137706836635,19.612736382738,19920.797963790614,19853.857425885668,66.94053790494945,89.79288266963833,-22.85234476468888,-0.030311775314628274,-0.4142528949325245,-0.1390573871340346,-0.05935558459140165,0.4166666666666667,0.375,58.6144575120444,28.253634612016114,31.41521009876082,0.2932430566076916,-6.029296875,19890.939453125,19908.6115234375,20098.606202835952,20098.36000079519
2017-02-03,20071.4609375,344220000,19936.50625,19914.3576171875,20117.187006851058,19711.528227523937,46.77268835616438,19943.976882822833,19869.976204523766,74.00067829906402,86.63444179552347,-12.633763496459453,0.9381524974673596,0.5447279809722069,0.6853958503746147,0.8250993431617948,0.5,0.4166666666666667,7.991435098077668,87.56474120014515,48.69156541396404,1.3468517853569677,186.55078125,19884.91015625,19905.7490234375,20095.360340038365,20098.606202835952
2017-02-06,20052.419921875,281720000,19952.7640625,19918.78857421875,20129.46496703712,19708.11218140038,45.58277499186476,19960.660427292394,19883.490553957192,77.16987333520228,84.74152810345923,-7.571654768256947,-0.09486611704195984,0.484042757526206,0.4554927831604396,0.6683843629586107,0.5,0.4166666666666667,13.158466585752373,79.52446145218222,65.1142790881145,1.6217972720746308,-19.041015625,20071.4609375,19914.3576171875,20117.187006851058,20095.360340038365
2017-02-07,20090.2890625,279670000,19998.00390625,19928.933984375,20151.774778863197,19706.093189886804,65.54044760075602,19980.60329424741,19898.8089619974,81.79433225001048,84.15208893276947,-2.3577566827590037,0.18885072610956502,0.5737183343864861,0.534805421995732,0.8145223991526086,0.5,0.4166666666666667,2.8821742978741445,95.51512552370272,87.5347760586767,1.3266542889205513,37.869140625,20052.419921875,19918.78857421875,20129.46496703712,20117.187006851058
2017-02-08,20054.33984375,280410000,20030.683984375,19938.87451171875,20165.43673194973,19712.312291487768,80.46056087859306,19991.947378786277,19910.32976805315,81.617610733123,83.64519329284019,-2.0275825597171893,-0.17893828524897562,0.2346463332109333,0.24852082743140544,0.6105281798487747,0.5,0.375,15.468753041007377,82.82922764262209,85.95627153950234,1.285313976599609,-35.94921875,20090.2890625,19928.933984375,20151.774778863197,20129.46496703712
2017-02-09,20172.400390625,325310000,20088.18203125,19949.78056640625,20198.20374822131,19701.357384591192,84.87743959107806,20019.709380607612,19929.742406762176,89.9669738454395,84.90954940336005,5.057424442079451,0.5887032322921063,0.588886100597298,0.7297187810942222,1.1450814205023128,0.5,0.4166666666666667,0.0,100.0,92.7814510554416,1.304139119681328,118.060546875,20054.33984375,19938.87451171875,20165.43673194973,20151.774778863197
2017-02-10,20269.369140625,312230000,20127.763671875,19968.6990234375,20251.574942444706,19685.823104430296,88.87826729290191,20058.118574456443,19954.899942603868,103.21863185257462,88.57136589320297,14.647265959371653,0.4807001057001904,0.7505040599292634,1.1294010310448108,1.5664471902548769,0.5,0.4166666666666667,0.0,100.0,94.27640921420738,1.0008684119836766,96.96875,20172.400390625,19949.78056640625,20198.20374822131,20165.43673194973
2017-02-13,20412.16015625,314620000,20199.71171875,19995.0205078125,20334.43515458717,19655.60586103783,87.79837745072545,20112.58651011699,19988.771069540617,123.81544057637078,95.62018082983653,28.19525974653422,0.7044669946772555,1.1746971724738708,1.7102018747680785,2.1700057839328477,0.5,0.4583333333333333,0.0,100.0,100.0,1.5484373472671964,142.791015625,20269.369140625,19968.6990234375,20251.574942444706,20198.20374822131
2017-02-14,20504.41015625,356580000,20282.5359375,20028.9025390625,20424.938167312008,19632.86691081299,93.13800418296171,20172.867071060533,20026.96655744502,145.9005136155101,105.67624738697127,40.22426622853889,0.4519364892977972,1.2538723976651744,1.9959556750797531,2.493047367435018,0.5833333333333334,0.5,0.0,100.0,100.0,2.0435720593331173,92.25,20412.16015625,19995.0205078125,20334.43515458717,20251.574942444706
2017-02-15,20611.859375,384380000,20394.03984375,20069.25947265625,20525.598958003568,19612.919987308927,93.94252540677164,20240.40434858968,20070.291951337982,170.11239725169796,118.56347735991659,51.54891989178139,0.5240297961814236,1.3494147981633622,2.2588451265932195,2.8892273792262566,0.6666666666666666,0.5,0.0,100.0,100.0,3.2082735831868248,107.44921875,20504.41015625,20028.9025390625,20424.938167312008,20334.43515458717
2017-02-16,20619.76953125,354120000,20483.513671875,20113.6279296875,20601.77641392433,19625.47944545067,100.0,20298.768222845112,20110.993994294433,187.77422855068292,132.40562759806986,55.368600952613036,0.03837672335177185,0.9206694878939736,1.9794834008507012,2.772933340508935,0.75,0.5416666666666666,0.0,100.0,100.0,3.8042502497931743,7.91015625,20611.859375,20069.25947265625,20525.598958003568,20424.938167312008
2017-02-17,20624.05078125,340620000,20554.45,20153.46796875,20670.811047924624,19636.12488957537,100.0,20348.81169336894,20148.998200735583,199.8134926333587,145.88720060512762,53.92629202823107,0.020762841182640827,0.571095822521562,1.6933941250052855,2.636898263490375,0.75,0.5833333333333334,0.0,100.0,100.0,3.685654616025808,4.28125,20619.76953125,20113.6279296875,20601.77641392433,20525.598958003568
2017-02-21,20743.0,336880000,20620.61796875,20200.62548828125,20751.305930400773,19649.945046161727,100.0,20409.456048235257,20192.998334014428,216.45771422082908,160.0013033282679,56.456410892561166,0.5767500284577491,0.7632660744321046,1.9205488945520397,3.0331074754018696,0.8333333333333334,0.625,0.0,100.0,100.0,4.315281472269036,118.94921875,20624.05078125,20153.46796875,20670.811047924624,20601.77641392433
2017-02-22,20775.599609375,310530000,20674.855859375,20243.769921875,20831.42906713505,19656.110776614947,100.0,20465.78582687214,20236.15398404114,229.6318428310005,173.92741122881444,55.7044316021861,0.15715956889071012,0.6255379408241326,1.7872589221443431,2.988093087700165,0.8333333333333334,0.6666666666666666,0.0,100.0,100.0,3.5081585444507457,32.599609375,20743.0,20200.62548828125,20751.305930400773,20670.811047924624
2017-02-23,20810.3203125,302110000,20714.548046875,20280.86044921875,20911.64812085065,19650.07277758685,100.0,20518.791132353348,20278.68482318624,240.10630916710946,187.16319081647342,52.94311835063598,0.16712250802779366,0.5454156697010117,1.6428488496906761,2.9310407932851033,0.9166666666666666,0.7083333333333334,0.0,100.0,100.0,3.7795956476964334,34.720703125,20775.599609375,20243.769921875,20831.42906713505,20751.305930400773
2017-02-24,20821.759765625,292540000,20754.94609375,20316.9029296875,20983.78735565596,19650.01850371905,100.0,20565.401691318217,20318.912596700226,246.48909461799485,199.0283715767777,47.460723041217136,0.05497009634267252,0.4309343208501925,1.3968393587181287,2.7769721993635117,0.9166666666666666,0.7083333333333334,0.0,100.0,100.0,3.640916767545888,11.439453125,20810.3203125,20280.86044921875,20911.64812085065,20831.42906713505
2017-02-27,20837.439453125,256540000,20797.623828125,20354.0859375,21049.383971915482,19658.787903084518,100.0,20607.253654673103,20357.321993472433,249.93166120067693,209.20902950155758,40.722631699119354,0.07530433391074785,0.33100041282772524,1.1517435815570185,2.635344673324892,1.0,0.75,0.0,100.0,100.0,3.9048884953401024,15.6796875,20821.759765625,20316.9029296875,20983.78735565596,20911.64812085065
2017-02-28,20812.240234375,339210000,20811.471875,20396.14140625,21095.43738109269,19696.845431407306,89.4381820116735,20638.79005155032,20391.01964094669,247.7704106036253,216.92130572197112,30.849104881654227,-0.12093241497683567,0.058559151284501086,0.7685963081330438,2.322327396284492,0.9166666666666666,0.7083333333333334,3.217881665157739,88.82914707741327,96.27638235913777,3.1718577430545243,-25.19921875,20837.439453125,20354.0859375,21049.383971915482,20983.78735565596
2017-03-01,21115.55078125,392820000,20879.462109375,20458.714453125,21179.996306762205,19737.4325994878,94.04202262756868,20712.137856119498,20444.688614302497,267.4492418170048,227.02689294097786,40.42234887602695,1.4573661626970382,1.2146354425667178,1.8892934894037432,3.5913468362101955,0.9166666666666666,0.7083333333333334,0.0,100.0,96.27638235913777,4.174681682268224,303.310546875,20812.240234375,20396.14140625,21095.43738109269,21049.383971915482
2017-03-02,21002.970703125,319910000,20917.9921875,20514.316015625,21223.294619240216,19805.337412009787,72.60466019417477,20756.881371043422,20486.042843104162,270.83852793926417,235.78921994063512,35.04930799862905,-0.5331619302346964,0.4924574032803456,1.1058605250974112,2.8493896642032746,0.8333333333333334,0.6666666666666666,13.304481298110767,77.09459244659206,88.6412465080018,2.8944048172877954,-112.580078125,21115.55078125,20458.714453125,21179.996306762205,21095.43738109269
2017-03-03,21005.7109375,254420000,20954.782421875,20570.3560546875,21247.963731117943,19892.74837825706,70.7443411328517,20795.162842805978,20524.536776022367,270.6260667836068,242.75658930922947,27.869477474377327,0.013046889479269163,0.3492108792064955,0.9161090874097024,2.6717688516138782,0.8333333333333334,0.7083333333333334,15.615767376768778,70.51681293447831,82.53713512702349,2.4448437064511084,2.740234375,21002.970703125,20514.316015625,21223.294619240216,21179.996306762205
2017-03-06,20954.33984375,266620000,20978.1625,20614.5,21271.056817030058,19957.943182969942,62.975635678267075,20819.651612181984,20556.37404029849,263.27757188348914,246.86078582408143,16.41678605940774,-0.2445577486182143,-0.001760058372427148,0.5314695130669727,2.216000981037604,0.75,0.7083333333333334,26.37869761971723,52.57820803768924,66.72987113958656,1.6615699851193066,-51.37109375,21005.7109375,20570.3560546875,21247.963731117943,21223.294619240216
2017-03-07,20924.759765625,274630000,21000.66640625,20658.1169921875,21274.17097322074,20042.063011154267,58.319686774251174,20835.82209732706,20583.66187180416,252.1602255229045,247.92067376384603,4.239551759058486,-0.14116444777344192,-0.21222625074682072,0.2672926705935105,1.852132746027713,0.6666666666666666,0.7083333333333334,37.87855287137928,37.49280129000884,53.52927408739214,1.4791156317861671,-29.580078125,20954.33984375,20614.5,21271.056817030058,21247.963731117943
2017-03-08,20855.73046875,296780000,20948.70234375,20696.3890625,21259.40594302872,20133.37218197128,53.8242497312188,20838.884923699818,20603.815101207558,235.06982249226712,245.35050350953026,-10.280681017263133,-0.3298929003161159,-0.5757866562052353,-0.15585141267692473,1.3178777170884812,0.5833333333333334,0.6666666666666666,52.406240151276386,14.338517016001804,34.803175447899974,1.1233471540451578,-69.029296875,20924.759765625,20658.1169921875,21274.17097322074,21271.056817030058
2017-03-09,20858.189453125,275960000,20919.74609375,20736.58154296875,21219.6102162759,20253.5528696616,1.9417475728155342,20841.85485130369,20622.657645794032,219.19720550966304,240.1198439095568,-20.92263839989377,0.011790449529852313,-0.3603171365535186,-0.18994661704479232,1.1305868000226893,0.5833333333333334,0.7083333333333334,52.3624268819939,15.14923210663576,22.326850137548817,0.5553172305114978,2.458984375,20855.73046875,20696.3890625,21259.40594302872,21274.17097322074
2017-03-10,20902.98046875,315430000,20899.2,20773.110546875,21185.24750554255,20360.973588207453,24.998779118034864,20851.258792449284,20643.422299346326,207.83649310295368,233.66317374823615,-25.826680645282487,0.21474066924964744,-0.06679440811906841,-0.02639539125320858,1.1777931025843869,0.5833333333333334,0.7083333333333334,57.0580772335986,29.916610322289834,19.801453148309147,0.6131272346889056,44.791015625,20858.189453125,20736.58154296875,21219.6102162759,21259.40594302872
2017-03-13,20881.48046875,289260000,20884.628125,20803.71611328125,21146.80181254392,20460.630414018586,21.601928743637824,20855.90828111093,20661.056237820678,194.8520432902551,225.90094765664003,-31.048904366384875,-0.10285614547716077,-0.07066472856111508,-0.15754144021288213,0.9050062466207608,0.5,0.7083333333333334,68.85409784263595,9.910695492678233,18.325512640534626,0.3419464726223205,-21.5,20902.98046875,20773.110546875,21185.24750554255,21219.6102162759
2017-03-14,20837.369140625,246820000,20867.15,20824.9765625,21117.317223352027,20532.635901647973,22.3435205452883,20853.056105651554,20674.116452843216,178.93965280833802,216.5086886869796,-37.56903587864159,-0.21124617189386755,-0.18864279118545726,-0.374651050035348,0.5406144796134035,0.4166666666666667,0.6666666666666666,91.13822802953709,0.0,13.275768604989375,0.07496664631473553,-44.111328125,20881.48046875,20803.71611328125,21146.80181254392,21185.24750554255
2017-03-15,20950.099609375,306590000,20886.023828125,20847.26103515625,21104.27321834909,20590.24885196341,54.30041234106306,20867.985875455157,20694.55964962335,173.42622583181216,207.8921961159461,-34.465970284133896,0.5410014478757693,0.33104141303119056,0.11938340900723525,0.9028292057932764,0.4166666666666667,0.7083333333333334,54.548440065681454,66.96522838811478,25.625307960264355,0.540662188861714,112.73046875,20837.369140625,20824.9765625,21117.317223352027,21146.80181254392
2017-03-16,20934.55078125,264360000,20901.29609375,20863.39560546875,21098.88462114969,20627.906589787814,66.34322555562754,20878.226630192832,20712.33677048458,165.88985970824797,199.49172883440647,-33.601869126158505,-0.07421839711942002,0.19354317749666866,-0.003631443091403423,0.6739609111156216,0.4166666666666667,0.6666666666666666,59.67481245371712,83.08203509826512,50.01575449545997,0.5876856383436467,-15.548828125,20950.099609375,20847.26103515625,21104.27321834909,21117.317223352027
2017-03-17,20914.619140625,535280000,20903.623828125,20878.1380859375,21086.079786633505,20670.19638524149,60.91005211086776,20883.825477951625,20727.32064975424,156.5048281973832,190.89434870700183,-34.38952050961865,-0.09520930653478242,0.0531132597166455,-0.018871231458877025,0.4482388045476852,0.3333333333333333,0.625,66.24617663157217,68.52628296198759,72.85784881612251,-0.951581337880239,-19.931640625,20934.55078125,20863.39560546875,21098.88462114969,21104.27321834909
2017-03-20,20905.859375,253610000,20908.499609375,20892.228515625,21064.528290279057,20719.928740970943,50.64670679700252,20887.21530826676,20740.545740513182,146.6695677535754,182.04939251631652,-35.379824762741144,-0.04188345752844643,0.008911959664566678,-0.02206906484772053,0.307067279875043,0.3333333333333333,0.5833333333333334,75.37931179745698,60.755743442253724,70.78802050083549,-0.4623694880960385,-8.759765625,20914.619140625,20878.1380859375,21086.079786633505,21098.88462114969
2017-03-21,20668.009765625,369320000,20874.627734375,20888.47900390625,21076.180779573147,20700.777228239356,25.68292151130452,20853.49137862957,20735.172705336285,118.31867329328087,169.3032486717094,-50.98457537842854,-1.1377174461406232,-0.960342098884098,-1.0263345467554572,-0.8665668347260908,0.25,0.5416666666666666,100.0,0.0,43.09400880141377,-1.607663615289146,-237.849609375,20905.859375,20892.228515625,21064.528290279057,21086.079786633505
2017-03-22,20661.30078125,325090000,20816.86796875,20882.7640625,21089.82673850796,20675.70138649204,28.075278597938546,20823.923594417323,20729.700710959518,94.2228834578018,154.28717562892788,-60.06429217112608,-0.03246071804242308,-0.8530727776205034,-0.9426238328477,-0.9085374900264472,0.25,0.5,100.0,0.0,20.251914480751246,-1.3984647795401872,-6.708984375,20668.009765625,20888.47900390625,21076.180779573147,21064.528290279057
2017-03-23,20656.580078125,280050000,20761.273828125,20875.07705078125,21102.718898370502,20647.435203192,0.0,20798.178438064657,20724.284367786597,73.89407027806374,138.20855455875505,-64.31448428069132,-0.022848044152592797,-0.6424831992797071,-0.8590314540225931,-0.9384648821768248,0.25,0.4583333333333333,100.0,0.0,4.736951571734002e-15,-1.2816380713749609,-4.720703125,20661.30078125,20882.7640625,21089.82673850796,21076.180779573147
2017-03-24,20596.720703125,292980000,20697.694140625,20863.82509765625,21121.200872845013,20606.449322467484,0.0,20767.184940381634,20714.83520744129,52.349732940343536,121.03679023507273,-68.68705729472921,-0.28978356907874675,-0.6613707312522534,-1.043814193862106,-1.2201345149972007,0.25,0.4166666666666667,100.0,0.0,4.736951571734002e-15,-1.2419117422575892,-59.859375,20656.580078125,20875.07705078125,21102.718898370502,21089.82673850796
2017-03-27,20550.98046875,269380000,20626.718359375,20849.5021484375,21140.804077844405,20558.200219030598,0.0,20733.922713976768,20702.697819390083,31.22489458668497,103.0744111053952,-71.84951651871022,-0.22207532468049707,-0.5913992302001884,-1.1419782195334216,-1.4016669339693388,0.16666666666666666,0.375,100.0,0.0,4.736951571734002e-15,-1.4728458817837309,-45.740234375,20596.720703125,20863.82509765625,21121.200872845013,21102.718898370502
2017-03-28,20701.5,299670000,20633.41640625,20843.96513671875,21142.021200608266,20545.90907282924,29.782349940486316,20728.93460413419,20702.60909202785,26.325512106333925,87.72463130558295,-61.39911919924901,0.7324201951283118,0.3019404255284308,-0.33742816718586105,-0.6647983518309107,0.16666666666666666,0.375,62.28706771258974,39.24170519583681,13.080568398612275,-0.9638839257933276,150.51953125,20550.98046875,20849.5021484375,21140.804077844405,21121.200872845013
2017-03-29,20659.3203125,238320000,20633.0203125,20821.15361328125,21101.90785558957,20540.399370972933,48.597246832848825,20718.224713113545,20699.40251576653,18.82219734701357,73.94414451386906,-55.121947166855485,-0.2037518416539864,0.10459766963951096,-0.4517669310722369,-0.8372581501797334,0.16666666666666666,0.3333333333333333,72.85526232083349,29.793267913826718,23.011657703221182,-1.0639099875244566,-42.1796875,20701.5,20843.96513671875,21142.021200608266,21140.804077844405
2017-03-30,20728.490234375,270900000,20647.40234375,20807.42958984375,21077.93903297566,20536.92014671184,59.02624356505265,20719.80402407685,20701.557161589386,18.24686248746366,62.80468810858798,-44.55782562112432,0.33481218563201465,0.3852899915579392,-0.07478002238850492,-0.4866864602210149,0.25,0.3333333333333333,55.524617199007565,50.01981309645676,39.68492873537344,-0.5225175285575148,69.169921875,20659.3203125,20821.15361328125,21101.90785558957,21142.021200608266
2017-03-31,20663.220703125,303770000,20660.70234375,20790.305078125,21051.644905272173,20528.965250977824,50.767279587654926,20711.098897776566,20698.717423925358,12.381473851208286,52.720045257112034,-40.33857140590376,-0.314878365534604,0.06383506739978383,-0.2744935421254861,-0.7654495616528261,0.16666666666666666,0.2916666666666667,71.8780126156722,63.230456070858786,47.681179027047435,-1.3693438771127562,-65.26953125,20728.490234375,20807.42958984375,21077.93903297566,21101.90785558957
2017-04-03,20650.2109375,285670000,20680.5484375,20775.0986328125,21031.842384669544,20518.354880955456,56.93078577755282,20701.731519272475,20695.124350856808,6.607168415663183,43.497469888822266,-36.89030147315909,-0.06296097695473228,-0.04231985141380688,-0.22317940241724374,-0.795764058926006,0.16666666666666666,0.2916666666666667,75.1376321880704,55.901413874676784,56.38389434733079,-1.3582323629541102,-13.009765625,20663.220703125,20790.305078125,21051.644905272173,21077.93903297566
