Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
2010-01-04,8207.849609375,6429400.0,,,,,,,,,,,,,,,,,,,,,,
2010-01-05,8211.400390625,6762000.0,,,,,,,,,,,0.043260798126031695,,,,,,,,,,3.55078125,8207.849609375
2010-01-06,8327.6201171875,6421600.0,,,,,,,,,,,1.4153459950045633,,,,,,,,,,116.2197265625,8211.400390625
2010-01-07,8237.419921875,7133000.0,,,,,,,,,,,-1.0831449326841225,,,,,,,,,,-90.2001953125,8327.6201171875
2010-01-08,8280.900390625,5764400.0,8253.0380859375,,,,,,,,,,0.5278408671935592,,,,,,,,,,43.48046875,8237.419921875
2010-01-11,8323.8203125,5857000.0,8276.2322265625,,,,,,,,,,0.518300182955837,0.7136886328555376,,,,,,,,,42.919921875,8280.900390625
2010-01-12,8309.3701171875,5246000.0,8295.826171875,,,,66.33100939107267,,,,,,-0.17360051959314807,0.3334427082121332,,,,,,,,,-14.4501953125,8323.8203125
2010-01-13,8196.5595703125,4925600.0,8269.6140625,,,,48.2335765744613,,,,,,-1.3576305458058398,-0.9991466721837012,,,,,,,,,-112.810546875,8309.3701171875
2010-01-14,8289.98046875,4837200.0,8280.126171875,,,,45.26285774684931,,,,,,1.1397574511123605,0.20514913387467082,,,,,,71.28071770263624,,,93.4208984375,8196.5595703125
2010-01-15,8356.8896484375,5643400.0,8295.3240234375,,,,65.97226392874582,,,,,,0.8071090147886545,0.7713756210023366,,,,,,100.0,,,66.9091796875,8289.98046875
2010-01-18,8337.8203125,5100400.0,8298.1240234375,,,,58.141185015504085,,,,,,-0.2281870018597819,0.42654588404423627,,,,,,88.1062018053576,86.46230650266462,,-19.0693359375,8356.8896484375
2010-01-19,8249.0,5582400.0,8286.05,,,,40.54058058334897,8277.385904947916,,,,,-1.065270168593598,-0.4938118075868104,-0.3429332071004206,,,,,32.707792761514945,73.6046648556242,,-88.8203125,8337.8203125
2010-01-20,8220.9296875,5009800.0,8290.9240234375,,,,39.190869834025186,8268.700333032852,,,,,-0.3402874590859498,-0.6557780994314942,-0.6951306565823734,,0.5,,,15.199965890679628,45.33798681918407,0.15936059683720258,-28.0703125,8249.0
2010-01-21,8127.8701171875,4596800.0,8258.501953125,,,,41.17894926936447,8247.03414597972,,,,,-1.1319835328843395,-1.6442690300471963,-1.7366218545214493,,0.4166666666666667,,100.0,0.0,15.969252884064867,-1.0172476004563966,-93.0595703125,8220.9296875
